Broker,CF191 entries,Closed,Open,Period,Stop exits,Fill latency median s,Fill latency p95 s,Explicit cost USD,Observed floor equiv bps,Observed floor ex worst bps,Stop slip median bps,Stop slip p90 bps,Stop slip p95 bps,Stop slip max bps,Mean observed cost R/trade,Worst symbol,Worst comment,Worst stop slip bps,Worst stop slip R
GetLeveraged,58,56,2,2026-09-18 01:55:00 – 2026-09-22 20:20:01,46,0.0,1.0,2.05,0.6811704427756857,0.5415589514429936,0.5062037574471007,1.9757001649791661,2.573678148868857,16.63022035997702,0.01680661269848725,ETHUSD,CF191B1789925700,16.63022035997702,0.1994497936726194
IC Markets,20,19,1,2026-09-21 21:05:00 – 2026-09-22 19:10:01,16,0.0,1.0,0.0,2.2448365620832504,1.2285593981856124,0.6210941088920361,4.918813926626799,9.080898509068447,20.811059182791052,0.036032811004472,ETHUSD,CF191B1790021700,20.811059182791052,0.329371816638378
