Broker,Symbol,Closed,Stop exits,Equiv floor bps,Stop median bps,Stop p90 bps,Stop max bps,Latency p95 sec
GetLeveraged,BTCUSD,32,27,0.5308114479682774,0.37462478387065334,1.5004177484194428,5.056778561971435,1.0
GetLeveraged,ETHUSD,6,6,3.272714133629593,0.6738079024596101,9.502244705306817,16.63022035997702,1.0
GetLeveraged,SOLUSD,18,13,0.6054284279154468,0.8944543828269335,1.7893909829763661,2.640147848279604,1.0
IC Markets,BTCUSD,7,6,1.7294612749443694,1.5229557107655136,4.918813926626799,5.1708449511609125,0.6999999999999993
IC Markets,ETHUSD,7,6,4.146206854130014,0.6210941088920361,11.686145457859888,20.811059182791052,0.6999999999999993
IC Markets,SOLUSD,5,4,0.6285421056870202,0.4035053823146054,1.856401046333221,2.43045809000146,0.0
