year,n_hi,n_lo,effect,eligible,positive
2023,58,17,0.049695740365111596,False,False
2024,30,13,-0.038461538461538436,False,False
2025,32,3,0.2916666666666667,False,False
2026,29,10,0.05517241379310345,False,False
