available_time,close,atr14,bias,D14_CONCORDANCE,SETUP_CONFIRMATION_PCT,OB_CONFIRM,IMBALANCE_CONFIRM,LIQUIDITY_CONFIRM,PRICE_ACTION_CONFIRM,resolution,target_dir,D14_signed24
2022-09-21 20:00:00,1665.27,8.24856027552861,BEAR,-1,75,True,True,False,True,BEAR_FIRST,-1.0,-1.0559418503421019
2022-10-19 04:00:00,1653.07,9.671405823203296,BEAR,-1,50,True,False,True,False,BEAR_FIRST,-1.0,2.5466825040997096
2022-10-19 08:00:00,1646.32,9.534876835831648,BEAR,-1,75,True,True,False,True,BEAR_FIRST,-1.0,1.413757118428921
2022-10-19 12:00:00,1640.78,9.580957061843662,BEAR,-1,75,True,True,False,True,BEAR_FIRST,-1.0,1.2013413613801462
2022-10-19 16:00:00,1634.9,9.737317271711987,BEAR,-1,75,True,True,False,True,NO_BREAKOUT,0.0,0.23517771231023776
2022-10-20 08:00:00,1632.84,8.973732262530348,BEAR,-1,0,False,False,False,False,NO_BREAKOUT,0.0,1.228028614806549
2022-10-20 12:00:00,1629.27,8.901322815206754,BEAR,-1,75,False,True,True,True,BULL_FIRST,1.0,0.9740125349895752
2022-10-20 16:00:00,1632.61,9.027656899834849,BEAR,-1,75,False,True,True,True,BULL_FIRST,1.0,0.15064817095837787
2022-10-20 20:00:00,1636.23,9.472109978418073,BEAR,-1,75,False,True,True,True,BEAR_FIRST,-1.0,-1.606822559564696
2022-10-21 00:00:00,1627.87,9.61910212281678,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,-2.97740887188059
2022-10-21 04:00:00,1626.82,9.16345197118701,BEAR,-1,50,True,False,False,True,BEAR_FIRST,-1.0,
2022-10-21 08:00:00,1621.82,9.081062544673651,BEAR,-1,75,True,True,False,True,BULL_FIRST,1.0,
2022-10-31 04:00:00,1642.21,8.796709555405332,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,0.9469449852281839
2022-10-31 08:00:00,1644.33,8.521944587162098,BEAR,-1,75,False,True,True,True,BEAR_FIRST,-1.0,0.758042948288084
2022-10-31 12:00:00,1637.06,8.629662830936248,BEAR,-1,100,True,True,True,True,NO_BREAKOUT,0.0,-1.206304371786294
2022-10-31 16:00:00,1637.06,8.47397262872652,BEAR,-1,50,True,False,False,True,NO_BREAKOUT,0.0,-1.99552214066348
2022-11-17 04:00:00,1769.77,9.714791581837817,BULL,1,25,False,False,False,True,NO_BREAKOUT,0.0,-0.704080982322623
2022-11-24 08:00:00,1753.18,8.230811521777351,BULL,1,50,True,False,False,True,NO_BREAKOUT,0.0,0.4191567248104178
2022-11-24 12:00:00,1756.29,8.05432498450754,BULL,1,100,True,True,True,True,NO_BREAKOUT,0.0,-0.666722538552773
2022-11-24 16:00:00,1756.95,7.7704446284712985,BULL,1,25,True,False,False,False,NO_BREAKOUT,0.0,-1.1067577740003842
2022-11-24 20:00:00,1755.4,7.472555726437628,BULL,1,75,True,False,True,True,NO_BREAKOUT,0.0,-0.29574888176225134
2022-11-25 00:00:00,1755.27,7.061658888834942,BULL,1,50,False,True,True,False,NO_BREAKOUT,0.0,0.1175361219036259
2022-11-25 04:00:00,1756.61,6.930111825346734,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,
2022-11-25 08:00:00,1756.63,6.820103837821975,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,
2022-11-25 20:00:00,1753.19,7.109576578606005,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,
2022-11-26 00:00:00,1756.1,6.8524639658484325,BULL,1,25,False,True,False,False,NO_BREAKOUT,0.0,
2022-11-28 12:00:00,1760.95,7.483663751081982,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-0.917999555900258
2022-11-30 08:00:00,1753.81,7.490349936842841,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,3.507179266857151
2022-12-09 12:00:00,1792.69,7.954300381376102,BULL,1,75,True,False,True,True,BULL_FIRST,1.0,
2022-12-27 04:00:00,1804.5,7.8157971083505,BULL,1,25,False,False,False,True,NO_BREAKOUT,0.0,1.0862615651740988
2022-12-27 08:00:00,1805.81,7.6232401720397425,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,0.6099768464668345
2022-12-27 12:00:00,1808.59,7.423723016894042,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,-1.1436310299669665
2022-12-27 16:00:00,1806.48,7.293457087115889,BULL,1,75,True,False,True,True,BULL_FIRST,1.0,-0.37156590730990013
2022-12-31 00:00:00,1824.51,7.703215889963313,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,
2023-01-24 08:00:00,1934.04,9.205727329054469,BULL,1,50,True,True,False,False,NO_BREAKOUT,0.0,-0.7028233369002652
2023-01-24 12:00:00,1936.15,9.161032519836303,BULL,1,50,True,True,False,False,BEAR_FIRST,-1.0,-0.8929124508932789
2023-01-24 16:00:00,1932.46,9.150958768419423,BULL,1,25,False,False,False,True,BEAR_FIRST,-1.0,-1.1113589578282692
2023-01-25 04:00:00,1937.34,9.152137906055923,BULL,1,25,False,False,False,True,BEAR_FIRST,-1.0,0.8992434428412917
2023-02-21 08:00:00,1839.73,7.641000968530034,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,0.35990049096002685
2023-02-21 12:00:00,1835.44,7.713072327920752,BEAR,-1,25,False,False,False,True,BULL_FIRST,1.0,0.1931785333590506
2023-02-21 16:00:00,1836.77,7.652138590212121,BEAR,-1,50,False,False,True,True,NO_BREAKOUT,0.0,-0.2391488311961165
2023-02-21 20:00:00,1836.75,7.940557262339814,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,0.4558873993855186
2023-02-22 00:00:00,1834.6,7.783374600744114,BEAR,-1,25,False,False,False,True,NO_BREAKOUT,0.0,1.2346829611774248
2023-02-22 04:00:00,1836.29,7.50313355783383,BEAR,-1,50,False,False,True,True,NO_BREAKOUT,0.0,1.1355255686611718
2023-02-22 08:00:00,1836.98,7.177909732274274,BEAR,-1,25,False,False,False,True,BULL_FIRST,1.0,1.1214964105503407
2023-02-22 12:00:00,1833.95,7.253773322826096,BEAR,-1,75,False,True,True,True,BULL_FIRST,1.0,1.0628950832718043
2023-02-22 20:00:00,1833.13,7.779069854885761,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,1.5297458721914057
2023-02-23 00:00:00,1824.99,7.989136293822495,BEAR,-1,25,False,False,False,True,NO_BREAKOUT,0.0,0.29790454342860767
2023-02-23 04:00:00,1827.77,7.821340844263736,BEAR,-1,50,False,False,True,True,NO_BREAKOUT,0.0,0.22118969553268103
2023-02-23 08:00:00,1828.93,7.556245069673479,BEAR,-1,50,False,False,True,True,BEAR_FIRST,-1.0,0.5730359404803241
2023-02-23 12:00:00,1826.24,7.5943704218396535,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,0.6122956534524265
2023-02-23 16:00:00,1825.52,7.8490582488510965,BEAR,-1,25,False,False,False,True,NO_BREAKOUT,0.0,1.2396391632619421
2023-02-23 20:00:00,1821.23,8.123411231076023,BEAR,-1,50,False,False,True,True,NO_BREAKOUT,0.0,1.3935032559591958
2023-02-24 00:00:00,1822.61,7.898881857427737,BEAR,-1,25,False,False,False,True,NO_BREAKOUT,0.0,1.50527634348893
2023-02-24 04:00:00,1826.04,7.692533153325756,BEAR,-1,25,False,False,True,False,NO_BREAKOUT,0.0,
2023-02-24 08:00:00,1824.6,7.409495070945345,BEAR,-1,25,False,False,False,True,BEAR_FIRST,-1.0,
2023-02-24 12:00:00,1821.59,7.348816851592103,BEAR,-1,25,False,False,False,True,BEAR_FIRST,-1.0,
2023-02-24 16:00:00,1815.79,7.733187076478383,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,
2023-03-28 20:00:00,1969.04,12.349779348013003,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,-0.3230826954525283
2023-03-29 00:00:00,1973.51,11.929080823154933,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,-0.8483470059450409
2023-03-29 04:00:00,1970.41,11.392717907215285,BULL,1,50,False,False,True,True,BEAR_FIRST,-1.0,-0.7864672919115684
2023-03-30 12:00:00,1967.91,9.842448158066821,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,0.7315253160971678
2023-03-30 16:00:00,1970.28,9.74798757534776,BULL,1,50,True,False,False,True,BULL_FIRST,1.0,0.9571206290409207
2023-03-30 20:00:00,1983.13,10.503131319965773,BULL,1,75,False,True,True,True,NO_BREAKOUT,0.0,-0.5712582102629136
2023-03-31 00:00:00,1980.48,10.133621939968211,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,-1.151611937877039
2023-03-31 04:00:00,1979.6,9.612648944256192,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,
2023-03-31 08:00:00,1980.74,9.251031162523605,BULL,1,25,False,True,False,False,NO_BREAKOUT,0.0,
2023-03-31 12:00:00,1975.11,9.433100365200488,BULL,1,25,False,False,True,False,BULL_FIRST,1.0,
2023-03-31 16:00:00,1979.61,9.64573605340046,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,
2023-03-31 20:00:00,1977.13,9.616040621014715,BULL,1,50,False,False,True,True,BEAR_FIRST,-1.0,
2023-04-04 12:00:00,1980.66,9.996058238736184,BULL,1,75,True,False,True,True,BULL_FIRST,1.0,4.337709821654857
2023-04-04 16:00:00,1983.65,9.792054078826448,BULL,1,50,True,False,False,True,BULL_FIRST,1.0,4.8886576416596945
2023-04-12 00:00:00,2003.1,9.449411494837953,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,1.2244148756058142
2023-04-12 04:00:00,2005.48,8.948739245206674,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,1.3823176272150057
2023-04-12 08:00:00,2020.34,9.535972156263329,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-0.2013428697711506
2023-06-27 04:00:00,1922.74,7.237920317851242,BEAR,-1,75,True,False,True,True,BULL_FIRST,1.0,0.9035744679131155
2023-06-27 12:00:00,1925.59,7.14580884549417,BEAR,-1,100,True,True,True,True,BEAR_FIRST,-1.0,2.18589670361098
2023-07-06 12:00:00,1918.09,6.085356808127072,BEAR,-1,75,False,True,True,True,BULL_FIRST,1.0,0.41246554296501625
2023-07-07 08:00:00,1912.14,6.777005703278254,BEAR,-1,25,True,False,False,False,BULL_FIRST,1.0,
2023-07-07 12:00:00,1915.58,6.61721958161552,BEAR,-1,50,False,False,True,True,BULL_FIRST,1.0,
2023-07-18 04:00:00,1955.43,6.808822353760796,BULL,1,50,True,False,False,True,BULL_FIRST,1.0,3.38384507671492
2023-07-18 08:00:00,1960.01,6.753192185635022,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,2.1871138261721357
2023-07-24 16:00:00,1967.39,6.776032465659912,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-1.1880108368424411
2023-08-07 12:00:00,1936.22,6.898426234857102,BEAR,-1,75,True,True,False,True,NO_BREAKOUT,0.0,0.15945665903361253
2023-08-07 16:00:00,1938.06,6.758538646653028,BEAR,-1,50,True,False,False,True,NO_BREAKOUT,0.0,1.8776248333335215
2023-08-07 20:00:00,1934.45,7.007214457606384,BEAR,-1,75,False,True,True,True,NO_BREAKOUT,0.0,1.2943802497944648
2023-08-08 00:00:00,1936.34,6.759556282063069,BEAR,-1,50,False,False,True,True,NO_BREAKOUT,0.0,1.7190477473845927
2023-08-08 04:00:00,1935.71,6.483873690487142,BEAR,-1,75,False,True,True,True,NO_BREAKOUT,0.0,1.6456211995083485
2023-08-08 08:00:00,1934.48,6.346454141166628,BEAR,-1,75,True,True,False,True,BEAR_FIRST,-1.0,0.658635500552389
2023-08-08 12:00:00,1935.12,6.2452788453690165,BEAR,-1,50,True,False,False,True,BEAR_FIRST,-1.0,1.1304539276472914
2023-08-08 16:00:00,1925.37,6.644901784985509,BEAR,-1,75,False,True,True,True,BULL_FIRST,1.0,0.07073091750758283
2023-08-08 20:00:00,1925.38,6.832408800343686,BEAR,-1,25,False,False,False,True,NO_BREAKOUT,0.0,1.3274966801670185
2023-08-09 00:00:00,1924.72,6.565808171747718,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,1.5702560492649271
2023-08-09 04:00:00,1925.04,6.240393302337166,BEAR,-1,25,False,False,False,True,BULL_FIRST,1.0,1.2899827959537502
2023-08-09 08:00:00,1930.3,6.2789366378845095,BEAR,-1,50,False,False,True,True,BEAR_FIRST,-1.0,2.1611939700305562
2023-08-09 12:00:00,1928.06,6.184012592321317,BEAR,-1,75,False,True,True,True,BEAR_FIRST,-1.0,1.4052364658491185
2023-08-09 16:00:00,1924.9,6.188011692869796,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,-0.21493172056097345
2023-08-09 20:00:00,1916.31,6.6038680005219526,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,-0.6450764914839745
2023-08-10 16:00:00,1926.23,6.340453310967522,BEAR,-1,50,False,False,True,True,BEAR_FIRST,-1.0,1.6071406097058871
2023-08-11 08:00:00,1913.47,6.585542925201565,BEAR,-1,75,False,True,True,True,BULL_FIRST,1.0,
2023-08-14 04:00:00,1911.0,6.377290376269696,BEAR,-1,50,False,True,False,True,NO_BREAKOUT,0.0,0.6131130573181114
2023-08-14 08:00:00,1912.37,6.170341063679005,BEAR,-1,50,True,False,False,True,BEAR_FIRST,-1.0,0.9383597989553811
2023-08-14 12:00:00,1914.23,6.131745273416226,BEAR,-1,50,False,False,True,True,BEAR_FIRST,-1.0,1.625964477556545
2023-08-14 16:00:00,1910.34,6.348763468172216,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,1.0899760299295078
2023-08-15 12:00:00,1904.26,6.1169249129605,BEAR,-1,0,False,False,False,False,BEAR_FIRST,-1.0,-0.1863681533158394
2023-08-16 20:00:00,1899.47,6.170187078519804,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,1.8038350958185434
2023-08-21 04:00:00,1889.97,5.876732157002866,BEAR,-1,25,False,False,False,True,NO_BREAKOUT,0.0,-0.9427007819980967
2023-09-08 16:00:00,1920.45,5.04666877546354,BEAR,-1,75,True,False,True,True,BULL_FIRST,1.0,
2023-09-12 12:00:00,1919.7,4.9573131769926695,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,1.5250196487659033
2023-10-06 12:00:00,1821.88,6.827321258262683,BEAR,-1,50,False,True,False,True,BEAR_FIRST,-1.0,
2023-10-27 12:00:00,1986.94,9.346423037714322,BULL,1,50,True,False,False,True,BEAR_FIRST,-1.0,
2023-10-27 16:00:00,1980.38,9.45382139216331,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,
2023-10-27 20:00:00,1983.65,9.411405578437368,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,
2023-10-31 04:00:00,1995.59,9.319057893089669,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,-1.6793543059330878
2023-10-31 08:00:00,1992.71,9.136268043583264,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,-1.656037227435163
2023-10-31 12:00:00,1996.97,8.967248897613045,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,-1.622571221801701
2023-10-31 16:00:00,1995.65,8.805302547783544,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,-1.0277897835865086
2023-11-02 12:00:00,1986.77,8.99965015494958,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,0.20000777463666186
2023-11-02 16:00:00,1990.31,8.73181800102461,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,1.1257678525648016
2023-11-03 12:00:00,1988.57,7.737424865856549,BULL,1,75,True,False,True,True,BULL_FIRST,1.0,
2023-11-03 16:00:00,2000.14,8.490465946866793,BULL,1,75,True,True,False,True,BEAR_FIRST,-1.0,
2023-11-03 20:00:00,1990.31,8.96471837923346,BULL,1,50,True,False,False,True,NO_BREAKOUT,0.0,
2023-11-04 00:00:00,1992.31,8.6972384950025,BULL,1,50,True,False,False,True,NO_BREAKOUT,0.0,
2023-11-06 04:00:00,1992.09,8.509578602502318,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-1.9248896761096015
2023-11-24 20:00:00,2000.95,6.112429395261891,BULL,1,75,True,True,False,True,NO_BREAKOUT,0.0,
2023-11-25 00:00:00,2002.16,5.884398724171762,BULL,1,25,True,False,False,False,NO_BREAKOUT,0.0,
2023-11-27 04:00:00,2011.97,6.7219416724452,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,0.5102692298060887
2023-11-27 08:00:00,2010.64,6.694660124413411,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,0.6781524253104276
2023-11-27 12:00:00,2013.39,6.700041544098166,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,0.38357971112339745
2023-11-27 16:00:00,2011.31,6.683610005234014,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,1.52013657170955
2023-11-27 20:00:00,2009.94,6.864066433431588,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,4.479851746514492
2023-11-28 00:00:00,2013.91,6.740204545329323,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,4.008780418796593
2023-11-28 04:00:00,2015.4,6.604475649234366,BULL,1,25,False,False,False,True,NO_BREAKOUT,0.0,5.023865899762425
2023-11-28 08:00:00,2015.18,6.387013102860495,BULL,1,25,False,False,False,True,NO_BREAKOUT,0.0,4.825416748588923
2023-11-28 12:00:00,2015.96,6.270797881227602,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,3.5753026049710637
2023-11-28 16:00:00,2021.47,6.522883746854198,BULL,1,100,True,True,True,True,BULL_FIRST,1.0,2.707391498203076
2023-12-20 00:00:00,2040.34,9.283106236637417,BULL,1,50,True,False,False,True,NO_BREAKOUT,0.0,-1.176330392180813
2023-12-20 04:00:00,2038.17,8.900027219734733,BULL,1,25,False,False,True,False,NO_BREAKOUT,0.0,-0.30449345076057066
2023-12-20 08:00:00,2041.19,8.595739561182244,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-0.5828468818000023
2023-12-20 12:00:00,2039.97,8.252472449669241,BULL,1,25,False,False,False,True,BEAR_FIRST,-1.0,-0.5525616750386982
2023-12-20 16:00:00,2036.4,8.436581560407165,BULL,1,50,False,False,True,True,BEAR_FIRST,-1.0,0.5855452193081642
2023-12-20 20:00:00,2034.74,8.493968591806654,BULL,1,25,False,False,False,True,NO_BREAKOUT,0.0,0.739348154178214
2023-12-21 04:00:00,2035.46,8.432962714363889,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,1.567657826529001
2023-12-21 08:00:00,2036.18,8.064179663337896,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,1.500462601919728
2023-12-21 12:00:00,2035.41,7.731023973099465,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,2.336042426312544
2023-12-21 16:00:00,2041.34,8.170950832163797,BULL,1,100,True,True,True,True,NO_BREAKOUT,0.0,3.1587511086718014
2023-12-21 20:00:00,2041.02,8.251597201294953,BULL,1,25,True,False,False,False,BULL_FIRST,1.0,1.7487523503613682
2023-12-22 00:00:00,2045.77,8.269340258345313,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,0.8815697228860535
2023-12-22 04:00:00,2048.68,8.334387382749208,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,
2023-12-22 08:00:00,2048.28,8.031216855409973,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,
2023-12-22 12:00:00,2053.47,7.995415651452116,BULL,1,75,False,True,True,True,BULL_FIRST,1.0,
2023-12-22 16:00:00,2067.15,8.55431453349123,BULL,1,75,True,True,False,True,BEAR_FIRST,-1.0,
2023-12-26 12:00:00,2061.9,8.522682375802455,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,0.7532839682290279
2023-12-26 16:00:00,2058.75,8.296062206102274,BULL,1,0,False,False,False,False,BULL_FIRST,1.0,1.1475323790360956
2023-12-26 20:00:00,2057.78,8.236343477094971,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,2.9248415959088243
2023-12-27 00:00:00,2066.78,8.476604657302467,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,1.2398832344912485
2023-12-27 04:00:00,2066.71,8.195418610352288,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,2.473333085682204
2023-12-27 08:00:00,2064.68,7.837888709612843,BULL,1,25,False,False,False,True,NO_BREAKOUT,0.0,2.6920514926579777
2023-12-27 12:00:00,2068.32,7.625182373211934,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,1.1317762090934047
2023-12-27 16:00:00,2068.27,7.709812203696791,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,0.6018304826899715
2024-02-29 12:00:00,2034.57,5.629028395454645,BULL,1,50,True,False,True,False,BEAR_FIRST,-1.0,2.101606026637332
2024-03-15 12:00:00,2169.1,8.445784204123534,BULL,1,75,True,True,False,True,BEAR_FIRST,-1.0,
2024-04-19 04:00:00,2379.45,16.430735564002703,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,
2024-08-09 16:00:00,2429.64,14.942265500180483,BULL,1,50,True,False,False,True,NO_BREAKOUT,0.0,
2024-08-09 20:00:00,2434.45,14.931389393024732,BULL,1,100,True,True,True,True,NO_BREAKOUT,0.0,
2024-08-10 00:00:00,2430.55,14.563433007808694,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,
2024-08-12 04:00:00,2428.44,14.001044935822364,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,3.11976714596797
2024-08-12 08:00:00,2433.34,13.69168458326363,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,2.0917805859337926
2024-08-12 12:00:00,2441.97,13.762992827316232,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,1.3499970706315816
2024-08-12 16:00:00,2444.4,13.190636196793646,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,1.763372111320435
2024-08-15 08:00:00,2453.36,13.298516917985761,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,-0.05038155789341608
2024-08-15 12:00:00,2455.47,12.955051423843905,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,0.5295231779145413
2024-08-16 04:00:00,2458.32,13.913782895574904,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,
2024-08-16 12:00:00,2462.33,13.566118925266094,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,
2024-08-22 12:00:00,2503.63,12.714806420677144,BULL,1,25,True,False,False,False,BEAR_FIRST,-1.0,-0.3672883287004354
2024-08-23 12:00:00,2498.96,12.500676808581835,BULL,1,75,True,True,False,True,BULL_FIRST,1.0,
2024-08-23 16:00:00,2501.29,12.095628465111698,BULL,1,50,False,True,False,True,BULL_FIRST,1.0,
2024-08-24 00:00:00,2510.92,12.393781686754476,BULL,1,50,True,False,False,True,NO_BREAKOUT,0.0,
2024-08-26 04:00:00,2513.67,11.934225851986303,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,-0.045248012455712604
2024-08-26 08:00:00,2509.58,11.54035257684443,BULL,1,50,False,False,True,True,BULL_FIRST,1.0,-0.1984341452959435
2024-08-26 12:00:00,2524.18,11.933184535641253,BULL,1,75,False,True,True,True,BEAR_FIRST,-1.0,-1.103645046354921
2024-08-26 16:00:00,2523.8,11.500814211666885,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-1.2146966069435787
2024-08-26 20:00:00,2520.15,11.810041767976388,BULL,1,75,True,True,False,True,NO_BREAKOUT,0.0,-0.48602707024835246
2024-08-27 00:00:00,2517.64,11.514324498835224,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,0.5749360286545699
2024-08-27 04:00:00,2513.13,11.045444177489838,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,1.0185194745655444
2024-08-27 12:00:00,2511.01,11.07525543875402,BULL,1,50,False,False,True,True,NO_BREAKOUT,0.0,-0.2600391490676185
2024-08-27 16:00:00,2509.83,10.81773719312872,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,-0.850455121598215
2024-08-27 20:00:00,2514.41,11.237184536476672,BULL,1,25,False,False,False,True,BULL_FIRST,1.0,-1.1132681820247274
2024-08-28 00:00:00,2524.26,11.280242783871174,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-1.7499623348732418
2024-08-28 04:00:00,2524.38,10.83593972788037,BULL,1,25,False,False,False,True,BEAR_FIRST,-1.0,-1.1138858560595915
2024-08-29 04:00:00,2512.31,11.334706959630813,BULL,1,50,False,True,False,True,NO_BREAKOUT,0.0,0.4772950919038198
2024-08-29 08:00:00,2515.89,10.98722789108574,BULL,1,50,False,True,False,True,BEAR_FIRST,-1.0,-0.23299780666941008
