strategy,target_R,portfolio,n,trades_per_week,ev,pf,gross_ev,total_R,tp_rate,model_exit_rate,max_dd_R,worst_day_R,max_consec_losses,stress10_ev,buy_ev,sell_ev,median_duration_min
BASELINE,1.5,SERIAL,2058,26.41831701766473,-0.18058070652626182,0.7301902968759422,-0.14267729963690812,-371.63509403104683,0.32798833819241985,0.0,375.4141459522738,-9.348939489820332,16,-0.25638752030496925,-0.18732971084364702,-0.17403837028366742,7.0
RAW_PAYOFF,1.5,SERIAL,2109,27.072998343175374,-0.17018485312486084,0.4637410755833894,-0.13221389808594064,-358.9198552403315,0.06780464675201517,0.8601232811759127,363.5276832633667,-4.652138421997627,25,-0.24612676320270127,-0.1633074558835131,-0.1768125124775563,1.0
TEMP_CAL_PAYOFF,1.5,SERIAL,2096,26.90611878961384,-0.1537036088912402,0.6189406074480025,-0.1157709239904845,-322.1627642360395,0.020038167938931296,0.6097328244274809,324.81835858095445,-6.213616842989334,8,-0.2295689786927516,-0.13126760412967767,-0.17546484659230457,2.0
TEMP_CAL_PAYOFF,1.5,INDEPENDENT,2354,30.218036083373555,-0.15910083258081822,0.61452865030642,-0.12084629159140732,-374.52335989524613,0.02336448598130841,0.596856414613424,377.54835542677296,-8.069836174937672,12,-0.23560991455964006,-0.13983844914482127,-0.17756195214676537,2.0
TEMP_CAL_PAYOFF,2.0,SERIAL,2092,26.854771234671826,-0.1453988560561515,0.6614865993649953,-0.10745051573913149,-304.1744068694689,0.016252390057361378,0.6008604206500956,308.41458320601294,-5.758576123559375,10,-0.2212955366901915,-0.11647360643866508,-0.1734525350636948,2.0
TEMP_CAL_PAYOFF_2024,1.5,INDEPENDENT,1625,31.200416005546742,-0.16864587553945617,0.598623266054791,-0.1251817619072492,-274.0495477516163,0.02523076923076923,0.5907692307692308,276.03292401446333,-7.256453059530967,9,-0.2555741028038701,-0.14838483617641454,-0.18767384448780203,2.0
TEMP_CAL_PAYOFF_2025H1,1.5,INDEPENDENT,729,28.45340705805822,-0.1378241593191081,0.6521285719667885,-0.11118217737571039,-100.47381214362981,0.019204389574759947,0.6104252400548696,102.20200544081113,-8.069836174937672,12,-0.1911081232059036,-0.12141103381916687,-0.1542823758231701,2.0
