target_R,temperature,bounds,oof_snapshots,oof_trades,raw_logloss,cal_logloss,raw_brier,cal_brier,folds_json
1.5,2.251798214707466,"[0.5, 5.0]",17216,1431,0.9988774328337475,0.8544346354888369,0.5503582635969899,0.5167069933097157,"[{""fold"": ""FOLD_A"", ""train_snapshots"": 9203, ""train_trades"": 819, ""cal_snapshots"": 8837, ""cal_trades"": 719, ""train_max_break"": ""2022-12-30 17:30:00"", ""cal_min_break"": ""2023-01-03 01:19:00"", ""cal_max_break"": ""2023-06-30 18:15:00""}, {""fold"": ""FOLD_B"", ""train_snapshots"": 18040, ""train_trades"": 1538, ""cal_snapshots"": 8379, ""cal_trades"": 712, ""train_max_break"": ""2023-06-30 18:15:00"", ""cal_min_break"": ""2023-07-03 04:44:00"", ""cal_max_break"": ""2023-12-29 19:50:00""}]"
2.0,2.0958217917434094,"[0.5, 5.0]",21719,1447,1.0113767148170096,0.8850706213078168,0.5609706189721467,0.5257599579108609,"[{""fold"": ""FOLD_A"", ""train_snapshots"": 11265, ""train_trades"": 823, ""cal_snapshots"": 11144, ""cal_trades"": 729, ""train_max_break"": ""2022-12-30 17:30:00"", ""cal_min_break"": ""2023-01-03 01:19:00"", ""cal_max_break"": ""2023-06-30 18:15:00""}, {""fold"": ""FOLD_B"", ""train_snapshots"": 22409, ""train_trades"": 1552, ""cal_snapshots"": 10575, ""cal_trades"": 718, ""train_max_break"": ""2023-06-30 18:15:00"", ""cal_min_break"": ""2023-07-03 04:44:00"", ""cal_max_break"": ""2023-12-29 19:50:00""}]"
