target_R,model,n_snapshots,n_trades,macro_ovr_auc,tp_auc,sl_auc,time_auc,logloss,multiclass_brier,mean_ev_remaining
1.5,RAW_FULL,27004,2192,0.7580581693248378,0.7235543808196492,0.7223198146914073,0.8283003124634569,0.9065755713242475,0.5310869145623143,-0.042419991241741485
1.5,TEMP_CAL_FULL,27004,2192,0.759645123639395,0.7270165800241031,0.7247354508402097,0.8271833400538717,0.8396898155986834,0.510804267919607,0.03070841700101679
2.0,RAW_FULL,32725,2197,0.758586584545926,0.7257557111206747,0.746768325169955,0.8032357173471482,0.9324333463930452,0.5417646432801735,-0.08550601958055416
2.0,TEMP_CAL_FULL,32725,2197,0.7603979751117763,0.7287897235878112,0.7492457060819235,0.8031584956655939,0.8664659679063902,0.5188385068483913,0.04399307593449315
