period,window_min,bucket,flow_q,price_q,N,EV_R,PF,SumR,MaxDD_R,WR,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_oi_ch15,mean_oi_ch30,mean_signed_flow,mean_price_response_atr
historical,5,CELL,Q1,Q1,345,0.05780852632315152,1.0978109402712481,19.943941581487273,25.04116850395542,0.36231884057971014,1.0896000250170101,1.1610768825138011,-0.04418796575598132,0.26666666666666666,0.00025813616565520094,0.00038631940527692426,-0.009654166169774546,0.1842416246961534
historical,5,CELL,Q1,Q2,259,0.20968254338884326,1.3684332266638017,54.30777873771041,25.985103240318026,0.41312741312741313,1.3419662144694404,1.2219283081024044,0.06116108611973592,0.305019305019305,-0.0026876513657019072,-0.0036802986841757593,-0.0038236322764003882,0.34071875577131366
historical,5,CELL,Q1,Q3,224,0.013012677536315107,1.020308806681075,2.914839768134584,23.862487210613594,0.3392857142857143,1.3352891477034217,1.2494228185916643,0.07001406870074738,0.3169642857142857,0.00046312037952607216,0.00014465638579746833,0.009683574937313052,0.44517796408763816
historical,5,CELL,Q1,Q4,143,0.08413120495620093,1.1342111356383513,12.030762308736733,10.195584244153498,0.35664335664335667,1.3134612472216451,1.2277748608175374,0.07261400331345806,0.3006993006993007,-0.00038153123532052555,-0.0012371972119772112,0.019331079726264386,0.5902771095932191
historical,5,CELL,Q1,Q5,89,0.1271377290762693,1.2147626916909593,11.315257887787967,9.645054865808813,0.39325842696629215,1.6127399622101646,1.6015225786888172,0.04950838828859195,0.3258426966292135,-0.0022181936535099205,-0.0032592322843905067,0.028101858009103677,0.9163914939830792
historical,5,CELL,Q2,Q1,229,0.24731236156443923,1.5192628171760418,56.634530798256584,12.412997225887773,0.4759825327510917,1.1410559726308722,0.9609305320423785,0.13266062721821184,0.28820960698689957,0.0004022979942111957,0.00021233915760577246,0.13360473740133844,0.20969356489362007
historical,5,CELL,Q2,Q2,231,0.10139432860329836,1.1725458963467708,23.422089907361922,21.707372325525096,0.3852813852813853,1.3126171319550763,1.0669099786865195,0.15875357115255043,0.329004329004329,0.0001864985789537991,0.00011479978366870829,0.13444154660680596,0.34396753360071275
historical,5,CELL,Q2,Q3,204,0.17800871175815247,1.3170572058175576,36.313777198663104,8.468162040652572,0.4117647058823529,1.1729156127426352,1.0311408839370955,0.10913250531960778,0.30392156862745096,0.000169379719077209,-0.000377928730763765,0.13656125005052286,0.44026094851179653
historical,5,CELL,Q2,Q4,221,0.2248164575114258,1.3988171422760247,49.6844371100251,9.12115748264705,0.4343891402714932,1.518124654663871,1.146012049064169,0.208182245436404,0.3574660633484163,-0.00018768633823573142,6.1705736440281185e-06,0.13607560256982762,0.5885850992059082
historical,5,CELL,Q2,Q5,174,0.2574992223297489,1.4484555566645803,44.80486468537631,8.696590182683476,0.41954022988505746,1.735390627690123,1.3161662421274931,0.20563763159945045,0.3448275862068966,-0.001063997572884259,-0.0015272747595818053,0.13738538390680063,0.9533690317192133
historical,5,CELL,Q3,Q1,200,0.22519657599739457,1.4344062128486765,45.039315199478914,8.44509122233503,0.435,1.1588390971752525,0.8458375217340336,0.12695799968241553,0.325,0.00042138084676588414,0.00014249959693493297,0.21216040436007033,0.20409180238351682
historical,5,CELL,Q3,Q2,198,-0.07231434807996011,0.8836080256918982,-14.318240919832101,19.049737166019476,0.35858585858585856,1.1230732512547261,1.085721836703014,0.02161025131775049,0.26262626262626265,0.00047599098619507084,0.0006823271760496406,0.2125528570823566,0.34504091087198313
historical,5,CELL,Q3,Q3,221,0.18577739878808672,1.3387927081197046,41.05680513216716,8.837296598491257,0.42081447963800905,1.2394870430690466,1.0234393013927232,0.09163578634003676,0.3393665158371041,0.0005139861420053858,0.00046184287198305403,0.21005463488855156,0.4403707801446006
historical,5,CELL,Q3,Q4,212,0.068115544196254,1.1081963493311526,14.440495369605848,14.467725637886975,0.3584905660377358,1.4155054991232854,1.156150098715523,0.2011704181923998,0.33962264150943394,0.00032108455472278113,0.0007544306012873646,0.21351349754470367,0.5820265121571243
historical,5,CELL,Q3,Q5,228,0.22675205282991262,1.3871132873757168,51.69946804522008,11.164439833928611,0.41228070175438597,1.6515197080782076,1.2803106539395162,0.08272025017316754,0.4166666666666667,-0.0008371357550929702,-0.0012232400725063217,0.21250995261782457,1.0409401248066503
historical,5,CELL,Q4,Q1,170,0.1428967102716336,1.2645265855261858,24.29244074617771,16.650880220964464,0.4,0.9434664638902026,0.8842111874385375,0.02654772258714485,0.27647058823529413,2.4624909205291333e-05,0.0003890550488347861,0.29053416241251845,0.22122918948724613
historical,5,CELL,Q4,Q2,196,0.08478983163170063,1.148599188232237,16.618806999813323,25.52924198124242,0.37755102040816324,1.2230422087499877,0.9276098970828376,0.11703583802171195,0.3163265306122449,0.00013214174714092512,0.00046417385649245434,0.29151214282110033,0.3443063370004935
historical,5,CELL,Q4,Q3,202,0.029192367768912663,1.0453606625376899,5.896858289320358,20.565027232407985,0.3415841584158416,1.3193528562323877,1.1818322857247525,0.13265095589319562,0.2623762376237624,0.0003597909976353177,0.0008418715154902402,0.2950403371707919,0.44356563803298527
