period,window_min,control_N,mapped_N,control_EV,control_PF,adverse_N,adverse_EV,adverse_PF,adverse_mfe60,adverse_mae60,supportive_N,supportive_EV,supportive_PF,supportive_mfe60,supportive_mae60,supportive_minus_adverse_EV,adverse_MAE_minus_MFE
historical,5,5297,5297,0.1322202021482657,1.2256575126182987,291,0.08073637855430454,1.1377973830719914,1.0582263774277323,1.0597273040697561,232,0.10062939739881335,1.1640299060811619,1.4282707542646547,1.3711522181043647,0.01989301884450881,0.0015009266420238365
historical,15,5297,5297,0.1322202021482657,1.2256575126182987,100,0.2320390122653194,1.4408416090565421,0.9603982603233403,0.85497353587391,55,0.03971733853619936,1.0616820212278484,1.1817014088355697,1.321404510035107,-0.19232167372912004,-0.1054247244494303
historical,30,5297,5297,0.1322202021482657,1.2256575126182987,32,0.30707347554204156,1.5191425188882062,1.1692198783368009,1.031501753848671,33,-0.03275767043371169,0.94942782044291,1.1285058238476906,1.5369599310627795,-0.33983114597575326,-0.1377181244881298
forward_2026,5,544,544,0.06525338378964178,1.1054907878098506,29,0.2141431675686309,1.3385259203088515,1.3575518539916138,0.9092516217156196,25,0.5329733681308662,2.0884607567440776,2.215857455802624,1.1281546273216552,0.31883020056223527,-0.44830023227599425
forward_2026,15,544,544,0.06525338378964178,1.1054907878098506,8,0.2963371241651518,1.5841409036333691,1.1671987699277193,1.032078856462006,6,-0.1859061581206519,0.7257406967266257,1.437467673007659,1.1860101071988514,-0.4822432822858037,-0.13511991346571328
forward_2026,30,544,544,0.06525338378964178,1.1054907878098506,7,0.3168154063959458,1.5457620458564905,1.6227351886571297,0.8574545401707858,6,0.06523457328022246,1.1194408020607898,1.2141874530918555,1.293868944329049,-0.2515808331157233,-0.7652806484863439
