time,certain_event_side,archive_event_side,state_count
2026-08-27 09:45:00+00:00,1.0,1.0,1
2026-08-30 15:00:00+00:00,1.0,1.0,1
2026-09-01 08:30:00+00:00,-1.0,-1.0,1
2026-09-01 21:00:00+00:00,-1.0,-1.0,1
2026-09-02 09:45:00+00:00,-1.0,-1.0,1
2026-09-04 10:00:00+00:00,-1.0,-1.0,1
2026-09-07 05:00:00+00:00,-1.0,-1.0,1
2026-09-07 17:00:00+00:00,-1.0,-1.0,1
2026-09-08 05:00:00+00:00,-1.0,-1.0,1
2026-09-08 17:00:00+00:00,1.0,1.0,1
