open_ts,open,high,low,close,quote_volume,bars,end_ts,volume_percentile,high_volume,close_loc,long_rejection,short_rejection,oi_change_h4,oi_flush,event_side,period,day,poc,poc_location,lower_third_share,upper_third_share,q15_price,q85_price,profile_class,agg_trade_rows,profile_total_quote_notional,ret_1h,ret_4h,ret_8h,ret_12h,mfe_4h,mae_4h,mfe_8h,mae_8h,mfe_12h,mae_12h,rejected_side_share,opposite_side_share,mass_state,profile_combo
1612425600,37884.42,38833.0,36800.0,37361.16,3148304714.3636,240,1612440000,0.8555555555555555,True,0.2760255779636023,False,True,-0.0302166324664888,True,-1,historical,2021-02-04,37300.0,0.2459419576979832,0.3816999724406073,0.2539921740620747,37220.0,38476.27,POC_OPPOSITE,444045.0,3148304714.3636,-0.0081954093502448,0.0202496389298405,-0.0039324260809888,0.0102842095909228,0.0301960645761535,0.0117458879756409,0.0301960645761535,0.0117458879756409,0.0301960645761535,0.013333900767535,0.2539921740620747,0.3816999724406073,MASS_OPPOSITE,PROFILE_CONTRADICTED
1613822400,56448.5,57699.0,55824.39,56226.39,3445963792.50848,240,1613836800,0.9111111111111112,True,0.2144446044777313,False,True,-0.0341182397676904,True,-1,historical,2021-02-20,57200.0,0.7338112994169455,0.2409250583992916,0.4816960555858583,56265.01,57408.22,POC_ALIGNED,406778.0,3445963792.50848,-0.0104104140422318,-0.0148826912060333,0.0054952843317879,-0.0066276707432222,-3.610404295916625e-05,0.0232935103960969,0.0412864848694714,0.0232935103960969,0.0412864848694714,0.0232935103960969,0.4816960555858583,0.2409250583992916,MASS_ALIGNED,PROFILE_CONFIRMED
1613995200,54606.16,54774.72,47751.42,53277.04,9837765858.73918,240,1614009600,1.0,True,0.7867555137898139,True,False,-0.0827989649084958,True,1,historical,2021-02-22,53300.0,0.7900246322953597,0.0768651487503569,0.6625250521776725,51104.57,53711.47,POC_OPPOSITE,1209507.0,9837765858.73918,-0.00050209245859,0.0069247465700046,0.0158428471251405,-0.0246299343957547,0.011674071982978,0.0305204643501215,0.0327872944893334,0.0305204643501215,0.0327872944893334,0.0445495845865311,0.0768651487503569,0.6625250521776725,MASS_OPPOSITE,PROFILE_CONTRADICTED
1614297600,47087.97,47830.0,45975.05,47346.45,4182370827.36525,240,1614312000,0.9333333333333332,True,0.7393191191137207,True,False,-0.0285842964925839,True,1,historical,2021-02-26,47000.0,0.5525485862152612,0.2536165917698518,0.2422297693000275,46412.51,47359.32,POC_MIDDLE,668647.0,4182370827.3652496,-0.0062612930853315,-0.0501765179860369,-0.0192762076142983,0.0057890295893357,0.0095793876837651,0.068567970777112,0.0095793876837651,0.068567970777112,0.0114566139594415,0.068567970777112,0.2536165917698518,0.2422297693000275,MASS_ALIGNED,PROFILE_PARTIAL
1616083200,59592.68,60510.0,57227.9,57359.68,5217707290.76375,240,1616097600,0.9555555555555556,True,0.0401511227567712,False,True,-0.0182342218519242,True,-1,historical,2021-03-18,59800.0,0.783675086072941,0.2908779666108794,0.3740032504893475,57962.4,59797.37,POC_ALIGNED,550299.0,5217707290.76375,-0.0034864211236883,-0.0059332618313073,-0.0076077830280782,-0.0091646257440766,0.0050153696812813,0.0143771722575857,0.0184521601236269,0.0143771722575857,0.0184521601236269,0.0208390283906744,0.3740032504893475,0.2908779666108794,MASS_ALIGNED,PROFILE_CONFIRMED
1619164800,48000.81,50291.02,47546.16,50080.25,5146596415.53015,240,1619179200,0.9388888888888888,True,0.9232128414563958,True,False,-0.0309348542679401,True,1,historical,2021-04-23,48500.0,0.3475004189649012,0.3790432000313654,0.2924564092354351,48177.6,49793.2,POC_MIDDLE,638398.0,5146590079.423229,-0.0155797944299399,-0.0045473015809626,0.0160704069967701,0.0208139935403677,0.0047873163572466,0.0298556816309822,0.0171900100338955,0.0298556816309822,0.0239273965285716,0.0298556816309822,0.3790432000313654,0.2924564092354351,MASS_ALIGNED,PROFILE_PARTIAL
1619380800,49354.08,49622.83,46930.43,49063.94,5242183328.77629,240,1619395200,0.9555555555555556,True,0.7924194027633341,True,False,-0.0451015172994525,True,1,historical,2021-04-25,48000.0,0.3972552369633038,0.2511725230078619,0.2079970200482994,47618.01,48888.41,POC_MIDDLE,723537.0,5242183426.90417,0.0376465893281297,0.068410323345414,0.0764728637773484,0.0922887562637651,0.0700322884790744,0.006133628893236,0.0820981763796384,0.006133628893236,0.0944901693585961,0.006133628893236,0.2511725230078619,0.2079970200482994,MASS_ALIGNED,PROFILE_PARTIAL
1620144000,53876.71,54789.0,53218.3,54586.68,3530657840.88276,240,1620158400,0.8388888888888889,True,0.8711911886420067,True,False,-0.0222318568533903,True,1,historical,2021-05-04,54200.0,0.6250079582351811,0.1632313643060342,0.2747913072061566,53718.56,54472.38,POC_MIDDLE,418553.0,3530657840.88276,0.0034389341868749,-0.0242432769312953,0.0052816914309497,0.0057642267307702,0.0053690753861565,0.0273343240512154,0.0160500693575795,0.0312585414610304,0.0160500693575795,0.0312585414610304,0.1632313643060342,0.2747913072061566,MASS_OPPOSITE,PROFILE_OTHER
1620475200,58593.08,59513.69,57529.94,57660.76,3600123979.25493,240,1620489600,0.8388888888888889,True,0.0659458097038435,False,True,-0.0232600966155352,True,-1,historical,2021-05-08,59000.0,0.7410510396975414,0.1568355124055565,0.4148106782216436,58170.94,59126.62,POC_ALIGNED,368736.0,3600124727.91249,-0.0135424853921452,-0.0249157312529352,-0.0219251359156556,-0.017176499234488,0.0,0.0301112923242773,0.0,0.0334751050801272,0.0,0.0334751050801272,0.4148106782216436,0.1568355124055565,MASS_ALIGNED,PROFILE_CONFIRMED
1620676800,55828.13,56280.61,53250.0,55869.67,5335201220.66718,240,1620691200,0.95,True,0.8644035359218104,True,False,-0.0767553042620267,True,1,historical,2021-05-10,55200.0,0.6434348200527286,0.0756240596218928,0.5217626018915873,54681.72,55885.17,POC_MIDDLE,663628.0,5335201220.667179,-0.005918595903645,-0.0120294249097945,-0.0013753437240634,-0.0106159567436142,0.0112821500467069,0.0237756908175759,0.0112821500467069,0.0237756908175759,0.0112821500467069,0.0237756908175759,0.0756240596218928,0.5217626018915873,MASS_OPPOSITE,PROFILE_OTHER
1620864000,49596.75,50836.85,45596.32,50477.14,8651156348.94977,240,1620878400,0.9944444444444444,True,0.931359996030936,True,False,-0.1293496471633377,True,1,historical,2021-05-13,50000.0,0.8403119531803084,0.0697211672803385,0.7108403895772888,48039.82,50310.0,POC_OPPOSITE,1250068.0,8651156348.94977,-0.0004503028499632,0.0082457128117797,-0.013151101667012,-0.0158006178638488,0.0174506717298167,0.0034754346224845,0.0174506717298167,0.0391690178960218,0.0174506717298167,0.0391690178960218,0.0697211672803385,0.7108403895772888,MASS_OPPOSITE,PROFILE_CONTRADICTED
1621425600,38710.27,39263.52,28688.0,37304.85,12290272433.98628,240,1621440000,1.0,True,0.8147920858737917,True,False,-0.3436427419325126,True,1,historical,2021-05-19,36000.0,0.6914080820612133,0.0626900040066624,0.5857475838173841,33774.06,38007.36,POC_OPPOSITE,2087502.0,11706558141.73988,0.0625489715144278,0.0545618063066866,-0.0165048244397176,0.0277816423333695,0.0855910156454187,0.0328136958063093,0.0855910156454187,0.0328136958063093,0.0855910156454187,0.0649473191823582,0.0626900040066624,0.5857475838173841,MASS_OPPOSITE,PROFILE_CONTRADICTED
1621785600,33307.0,33900.0,31096.7,33033.85,8423312838.8679,240,1621800000,0.9555555555555556,True,0.6910248635536683,True,False,-0.0153387216282905,True,1,historical,2021-05-23,32500.0,0.5005885920165518,0.2020175692267134,0.2451380867574142,31877.92,33142.92,POC_MIDDLE,1778180.0,8423312838.8679,0.0169311176263137,0.0489724933666526,0.06621692597139,0.1083279726704576,0.0581570116713613,7.113914969034929e-05,0.0874097327438371,7.113914969034929e-05,0.116472648510543,7.113914969034929e-05,0.2020175692267134,0.2451380867574142,MASS_OPPOSITE,PROFILE_OTHER
1621857600,37558.3,38600.0,37284.49,37535.2,6172963287.24827,240,1621872000,0.8888888888888888,True,0.190580079208823,False,True,-0.0201638507749422,True,-1,historical,2021-05-24,38000.0,0.5439031250237557,0.4424836977491317,0.1871430242909556,37507.49,38252.0,POC_MIDDLE,913404.0,6172963287.24827,0.0045181589547943,-0.0540394083420364,-0.0331544789957161,-0.0203827340736162,0.0184650674566805,0.0597607046185981,0.0184650674566805,0.0634575012255163,0.0184650674566805,0.0634575012255163,0.1871430242909556,0.4424836977491317,MASS_OPPOSITE,PROFILE_OTHER
1621944000,36567.87,38560.0,36439.32,38269.99,5872424543.74961,240,1621958400,0.8666666666666667,True,0.8632466944564942,True,False,-0.0530977177717507,True,1,historical,2021-05-25,37600.0,0.5473150121659092,0.2258718425251092,0.2358287443987569,36993.06,37964.41,POC_MIDDLE,920195.0,5872422715.35611,-0.0123710510507056,-0.0255220866271456,0.0014854981671016,0.0320104604155893,0.0008850276678933,0.0300465194791009,0.0121507740137899,0.0300465194791009,0.0379997486281026,0.0300465194791009,0.2258718425251092,0.2358287443987569,MASS_OPPOSITE,PROFILE_OTHER
1622808000,36610.27,37191.0,35552.51,36944.23,6869007480.25401,240,1622822400,0.9055555555555556,True,0.8493918180764014,True,False,-0.0392168867452727,True,1,historical,2021-06-04,35800.0,0.1510476109100441,0.2461076076363344,0.4683339658204985,35885.0,36900.0,POC_ALIGNED,883754.0,6869007480.25401,-0.0014768206022971,-0.0039334965162354,-0.0031452814147162,0.0127175475033583,0.0083306648967916,0.0060694186886559,0.0083306648967916,0.0133590549863943,0.0248691067590256,0.0133590549863943,0.2461076076363344,0.4683339658204985,MASS_OPPOSITE,PROFILE_PARTIAL
1622894400,35863.06,36450.0,35200.0,36316.45,5431981644.58072,240,1622908800,0.8055555555555556,True,0.8931599999999976,True,False,-0.022747811879855,True,1,historical,2021-06-05,35900.0,0.56,0.1577563965515185,0.1623508325757062,35610.1,36060.78,POC_MIDDLE,723805.0,5432012985.677071,-0.0065818657936003,-0.0146355164119839,-0.0225195469270811,-0.0088717371879684,0.0007957826274319,0.0172772944492095,0.0007957826274319,0.0417565593553333,0.0007957826274319,0.0417565593553333,0.1577563965515185,0.1623508325757062,MASS_OPPOSITE,PROFILE_OTHER
1623772800,40056.8,41413.0,39768.33,39950.0,6506363984.36615,240,1623787200,0.8666666666666667,True,0.110459849088266,False,True,-0.033086394782866,True,-1,historical,2021-06-15,40600.0,0.5056759106690091,0.390476815532094,0.2913972476621658,40089.88,41151.8,POC_MIDDLE,698856.0,6506365023.066151,-6.583229036288813e-05,-0.0045772215269086,-0.0012823529411765,-0.00450563204005,0.0112640801001251,0.0104377972465581,0.0112640801001251,0.0104377972465581,0.0112640801001251,0.0136420525657071,0.2913972476621658,0.390476815532094,MASS_OPPOSITE,PROFILE_OTHER
