open_ts,open,high,low,close,quote_volume,bars,end_ts,volume_percentile,high_volume,close_loc,long_rejection,short_rejection,oi_change_h4,oi_flush,event_side,period,day,poc,poc_location,lower_third_share,upper_third_share,q15_price,q85_price,profile_class,agg_trade_rows,profile_total_quote_notional,ret_1h,ret_4h,ret_8h,ret_12h,mfe_4h,mae_4h,mfe_8h,mae_8h,mfe_12h,mae_12h,rejected_side_share,opposite_side_share,mass_state,profile_combo
1624449600,33881.94,34867.77,33345.0,33488.23,7148888390.03145,240,1624464000,0.9277777777777778,True,0.0940588532739701,False,True,-0.0291684322564367,True,-1,historical,2021-06-23,34000.0,0.4301371842103544,0.2778376012069174,0.1841600966179496,33603.99,34436.99,POC_MIDDLE,851204.0,7148888390.03145,-0.0053230642527238,0.0183798904868965,-0.004800791203357,0.0271235595312144,0.0189090316209606,0.0132810841301554,0.0227459020676818,0.0132810841301554,0.0345861814733117,0.0132810841301554,0.1841600966179496,0.2778376012069174,MASS_OPPOSITE,PROFILE_OTHER
1625558400,34853.46,35120.0,33700.0,34037.0,5979438151.75978,240,1625572800,0.8333333333333334,True,0.2373239436619718,False,True,-0.0212122399809328,True,-1,historical,2021-07-06,34200.0,0.352112676056338,0.4860583726190245,0.2163264611076575,33860.24,34791.7,POC_MIDDLE,719653.0,5979438116.90632,-0.0092349502012516,0.0001712841907336,0.0011049739988835,-0.0049654787437201,0.00813820254429,0.0136410376942739,0.0157769486147427,0.0136410376942739,0.0157769486147427,0.0136410376942739,0.2163264611076575,0.4860583726190245,MASS_OPPOSITE,PROFILE_OTHER
1626883200,31904.43,32883.9,31560.0,31618.46,8410131566.25994,240,1626897600,0.9777777777777776,True,0.0441574137019405,False,True,-0.0811126012979182,True,-1,historical,2021-07-21,32000.0,0.3323513860563483,0.4022000742516579,0.1066836197588669,31832.31,32371.01,POC_OPPOSITE,918715.0,8410131566.25994,-0.0054471343639127,-0.0158622526207791,-0.0093786983932804,-0.0157075961321329,0.00367949609184,0.0194190355887035,0.00367949609184,0.0231364841930948,0.00367949609184,0.0231364841930948,0.1066836197588669,0.4022000742516579,MASS_OPPOSITE,PROFILE_CONTRADICTED
1627257600,35370.67,48168.6,35185.49,38276.54,12820875156.7323,240,1627272000,1.0,True,0.2380824009039438,False,True,-0.263760917048182,True,-1,historical,2021-07-26,38000.0,0.2167824196205687,0.950945817753192,0.0020011796287055,36074.92,38600.0,POC_OPPOSITE,1525560.0,12820875156.7323,0.0002646529702004,0.003122539289079,-0.0050033257969503,-0.0068046902880981,0.0130246882293958,0.0263375425260486,0.0159507625297375,0.0263375425260486,0.0159507625297375,0.0263375425260486,0.0020011796287055,0.950945817753192,MASS_OPPOSITE,PROFILE_CONTRADICTED
1627833600,41303.72,41500.0,40567.73,41267.09,4560522619.82207,240,1627848000,0.8888888888888888,True,0.7501689424737422,True,False,-0.0554280773069932,True,1,historical,2021-08-01,40900.0,0.3564096238214229,0.1518590915753029,0.3109687074896036,40877.11,41280.0,POC_MIDDLE,503785.0,4560522619.822069,-2.326308930431312e-05,-0.0344174983019155,-0.0359773369045404,-0.0282816161740505,0.0059558355096035,0.0464459694153378,0.0059558355096035,0.0493848730307854,0.0059558355096035,0.0493848730307854,0.1518590915753029,0.3109687074896036,MASS_OPPOSITE,PROFILE_OTHER
1628164800,38004.0,39369.71,37291.0,38723.29,8574255714.01878,240,1628179200,0.9833333333333332,True,0.6890282915846855,True,False,-0.0718936127226248,True,1,historical,2021-08-05,37900.0,0.2929701593776911,0.3635858354468179,0.305717521271189,37747.26,38948.0,POC_ALIGNED,955918.0,8574255714.01878,0.0259265160579072,0.0508970183060375,0.0557574007787045,0.0387707242850491,0.0678328210232136,0.000498149821464,0.0678328210232136,0.000498149821464,0.0678328210232136,0.000498149821464,0.3635858354468179,0.305717521271189,MASS_ALIGNED,PROFILE_CONFIRMED
1628337600,43801.58,44588.0,43104.0,43362.44,6717418077.91446,240,1628352000,0.9444444444444444,True,0.174150943396228,False,True,-0.0310298404238789,True,-1,historical,2021-08-07,44250.0,0.7722371967654986,0.4912766611996773,0.2955889039443563,43341.52,44300.0,POC_ALIGNED,793903.0,6717418077.91446,-0.0079365921290405,-0.0134383581735714,-0.0285655050776662,-0.022394726865001,0.0223059403483753,0.0166630383345585,0.0223059403483753,0.0320685367336339,0.0223059403483753,0.034028527914942,0.2955889039443563,0.4912766611996773,MASS_OPPOSITE,PROFILE_PARTIAL
1629820800,48370.26,48469.71,47750.05,48267.14,4777037682.87238,240,1629835200,0.8277777777777777,True,0.7185198565989485,True,False,-0.0220867697562562,True,1,historical,2021-08-24,48000.0,0.3473167884834483,0.1980404328019457,0.255510260703725,47964.28,48286.51,POC_MIDDLE,397711.0,4777037682.872379,0.0020256016826355,-0.0113489218544956,-0.0054776396529812,-0.0022265665626759,0.0033397462538695,0.0138218257804377,0.0033397462538695,0.0138218257804377,0.0076573834704106,0.0138218257804377,0.1980404328019457,0.255510260703725,MASS_OPPOSITE,PROFILE_OTHER
1630195200,48931.99,49769.2,48100.0,48242.87,4450735270.99515,240,1630209600,0.8222222222222222,True,0.0855919003115282,False,True,-0.017782616041861,True,-1,historical,2021-08-29,49100.0,0.5990893841361141,0.3348208936774655,0.3416147564845531,48350.49,49541.01,POC_MIDDLE,356114.0,4450735222.06316,0.001752176021037,-0.0052884498787074,0.0011373701440234,-0.0051217931271501,0.0103965622277448,0.007340566595644,0.0103965622277448,0.0092890410541495,0.0103965622277448,0.0092890410541495,0.3416147564845531,0.3348208936774655,MASS_ALIGNED,PROFILE_PARTIAL
1631534400,44864.14,46933.89,43323.93,44361.98,8911312904.17618,240,1631548800,0.9944444444444444,True,0.2875516626223014,False,True,-0.0600731948911532,True,-1,historical,2021-09-13,44000.0,0.187279083424747,0.435883333060783,0.2669009726801449,44002.68,46188.77,POC_OPPOSITE,950799.0,8911312904.176182,-0.0017760704098417,-0.0090431040273675,-0.0138402298544834,-0.0189822456076125,0.0043275796075829,0.0107851362811127,0.0043275796075829,0.0267125137336069,0.0043275796075829,0.0267125137336069,0.2669009726801449,0.435883333060783,MASS_OPPOSITE,PROFILE_CONTRADICTED
1632139200,43730.01,44148.84,42467.86,43836.9,7285053538.46012,240,1632153600,0.9888888888888888,True,0.8144296779259742,True,False,-0.0039635454228341,True,1,historical,2021-09-20,43800.0,0.7924781972420866,0.1490100568705677,0.5099298378783639,43031.24,43904.98,POC_OPPOSITE,795878.0,7285053669.97082,0.0001072156105928,0.0003449149004604,-0.0184844275028572,-0.0266426229956954,0.0096516861365652,0.0211442871188428,0.0096516861365652,0.0290914731653013,0.0096516861365652,0.084578745303614,0.1490100568705677,0.5099298378783639,MASS_OPPOSITE,PROFILE_CONTRADICTED
1632182400,43026.61,43103.74,40129.23,42668.97,6906909648.63658,240,1632196800,0.9833333333333332,True,0.8538347492528189,True,False,-0.0702444984802406,True,1,historical,2021-09-21,42000.0,0.6289338412040976,0.2237984671562674,0.4031611449361653,40897.57,42720.0,POC_MIDDLE,730317.0,6906909648.63658,-0.0059047593602565,0.014367818112319,0.0140668968573649,0.0093098099157302,0.0154920542961313,0.0120605207953227,0.0225135502450609,0.0120605207953227,0.0225135502450609,0.0121392665442826,0.2237984671562674,0.4031611449361653,MASS_OPPOSITE,PROFILE_OTHER
1634068800,55369.14,56560.62,53750.0,56011.84,4074604819.19821,240,1634083200,0.8888888888888888,True,0.8047477069116403,True,False,-0.0748396145304284,True,1,historical,2021-10-12,55350.0,0.5692694138659792,0.1733512984016328,0.3724875277832309,54647.02,56245.47,POC_MIDDLE,393235.0,4074604819.19821,0.0081796991493227,0.0047072190451162,-0.0244885724161176,-0.0143242928637944,0.0109309031804704,0.003366431097425,0.0109309031804704,0.0257566971554584,0.0109309031804704,0.0310755725932231,0.1733512984016328,0.3724875277832309,MASS_OPPOSITE,PROFILE_OTHER
1634328000,61507.6,63997.61,60806.75,61702.33,6281575591.1917305,240,1634342400,0.9555555555555556,True,0.28067041487248,False,True,-0.0373072592682429,True,-1,historical,2021-10-15,62000.0,0.3739587446644478,0.4328539606732552,0.0594487115884463,61395.89,62569.69,POC_MIDDLE,608024.0,6281576640.13134,0.0035599952222226,0.0001734132244277,-0.0013015715938117,0.000236781982139,0.0089353189741781,0.0015905396117131,0.0089353189741781,0.0120238571217651,0.0089353189741781,0.0120238571217651,0.0594487115884463,0.4328539606732552,MASS_OPPOSITE,PROFILE_OTHER
1634500800,60563.23,61796.47,58850.0,61571.45,6006706644.27573,240,1634515200,0.9444444444444444,True,0.923630649556926,True,False,-0.0453604136591353,True,1,historical,2021-10-17,59500.0,0.2206029587947611,0.3955477567020145,0.333156715786753,59505.23,61304.3,POC_ALIGNED,558247.0,6006706644.27573,0.0152583705597318,0.0098025951963126,0.0058130838237528,-0.0095453331048723,0.0172516645295832,0.0021022730502529,0.0199532413155773,0.0021022730502529,0.0199532413155773,0.0154527788447404,0.3955477567020145,0.333156715786753,MASS_ALIGNED,PROFILE_CONFIRMED
1634976000,60925.49,61763.31,59622.0,61592.68,4525849626.60439,240,1634990400,0.8777777777777778,True,0.9203151341935556,True,False,-0.0025059556238753,True,1,historical,2021-10-23,60600.0,0.4567297588859161,0.1934423389254394,0.3316481211094695,60238.11,61411.72,POC_MIDDLE,407147.0,4525849626.60439,-0.000256523989539,-0.0017281274333249,-0.0086776545524566,-0.0043441850557566,0.0030412704886359,0.0138438528734258,0.0030412704886359,0.0138438528734258,0.0030412704886359,0.0138438528734258,0.1934423389254394,0.3316481211094695,MASS_OPPOSITE,PROFILE_OTHER
1635436800,61186.92,61569.7,57550.0,61347.52,6076196667.01916,240,1635451200,0.9444444444444444,True,0.944727218449138,True,False,-0.048070410319565,True,1,historical,2021-10-28,59500.0,0.485110829166356,0.0887672381025785,0.4180852299899479,59235.14,61124.91,POC_MIDDLE,584879.0,6076188284.41112,0.0014414600622812,-0.0118259059208913,0.005545945459572,-0.0120167856826159,0.0210887090464293,0.016030802875161,0.0210887090464293,0.0183466259108762,0.0210887090464293,0.0183466259108762,0.0887672381025785,0.4180852299899479,MASS_OPPOSITE,PROFILE_OTHER
1635451200,61347.51,62641.26,60364.07,60622.03,3836871816.7472,240,1635465600,0.8,True,0.1132799634637421,False,True,-0.0069665543367054,True,-1,historical,2021-10-28,61050.0,0.3012177288675954,0.4531475453629093,0.2310041576947233,60650.46,61992.19,POC_OPPOSITE,368561.0,3836871816.7472,-0.0134096466251624,-0.017579747824347,0.0001931641022248,-0.005936455773586,0.006598756260719,0.025204863644454,0.006598756260719,0.025204863644454,0.006598756260719,0.025204863644454,0.2310041576947233,0.4531475453629093,MASS_OPPOSITE,PROFILE_CONTRADICTED
1635739200,59931.23,62440.0,59400.0,62257.67,3765053057.49832,240,1635753600,0.8,True,0.9400230263157888,True,False,-0.0142699740948637,True,1,historical,2021-11-01,59900.0,0.1644736842105263,0.2403688910629074,0.4001867022809605,60084.37,62171.58,POC_ALIGNED,358473.0,3765053057.49832,-0.0047078536668654,-0.0060495357439492,-0.0105635177159697,-0.0124121252851255,0.0045923658884118,0.0089407457747775,0.0045923658884118,0.0145792478260108,0.0045923658884118,0.0302239065483818,0.2403688910629074,0.4001867022809605,MASS_OPPOSITE,PROFILE_PARTIAL
1635955200,62210.59,63431.07,60300.0,62859.51,4267614794.00086,240,1635969600,0.8666666666666667,True,0.8174553746802219,True,False,-0.0376422812635109,True,1,historical,2021-11-03,62500.0,0.7026352013848302,0.106169684545917,0.5124772324741687,61623.03,63069.99,POC_OPPOSITE,393362.0,4267614794.00086,-0.0011056401807777,0.0013830842779397,-0.0061163378460952,-0.0152694476937539,0.0066435452646703,0.0015776451327731,0.0066435452646703,0.0099031952364885,0.0066435452646703,0.0160581907176814,0.106169684545917,0.5124772324741687,MASS_OPPOSITE,PROFILE_CONTRADICTED
1636545600,66609.28,69198.7,65850.0,68398.96,5878111092.5065,240,1636560000,0.9444444444444444,True,0.7611789649714841,True,False,-0.0109389859899731,True,1,historical,2021-11-10,68500.0,0.7913518678890322,0.2437439446916502,0.4857564651364902,66574.07,68622.68,POC_OPPOSITE,542521.0,5878111092.5065,0.0026727014562794,-0.0242531465390701,-0.0508608610423317,-0.0528709793248319,0.0064714434254555,0.0259354820599612,0.0064714434254555,0.0876979708463404,0.0064714434254555,0.0876979708463404,0.2437439446916502,0.4857564651364902,MASS_OPPOSITE,PROFILE_CONTRADICTED
1636732800,63214.9,64137.58,62313.0,63892.78,4060396394.75273,240,1636747200,0.8555555555555555,True,0.8658321367109129,True,False,-0.0161383128702166,True,1,historical,2021-11-12,62500.0,0.1024893400124959,0.3559465152695356,0.2994294788643732,62611.92,63874.2,POC_ALIGNED,381100.0,4060396394.75273,0.0042198821212663,0.0041209664065329,-0.0010176423689812,0.0029300650245614,0.0107187384865707,0.0024041840095234,0.0107187384865707,0.0044141137699752,0.0107187384865707,0.0052810348837536,0.3559465152695356,0.2994294788643732,MASS_ALIGNED,PROFILE_CONFIRMED
1637049600,60840.6,61320.58,58397.14,60593.99,7581964643.48613,240,1637064000,0.9777777777777776,True,0.7514606080507884,True,False,-0.0320161078600398,True,1,historical,2021-11-16,59000.0,0.2062159647538516,0.2441126529512714,0.3652542574455605,59190.8,60733.67,POC_ALIGNED,629814.0,7581964643.48613,-0.0088942814295608,0.0017496784747134,-0.0057835768860904,-0.0080529438645647,0.0136929421548242,0.0092748472249475,0.0136929421548242,0.0131034447475731,0.0136929421548242,0.0239456091272418,0.2441126529512714,0.3652542574455605,MASS_OPPOSITE,PROFILE_PARTIAL
1637251200,58134.86,58500.0,56600.0,57952.3,6995851390.71031,240,1637265600,0.9611111111111112,True,0.7117368421052647,True,False,-0.0303244982629932,True,1,historical,2021-11-18,57500.0,0.4736842105263157,0.1670619198056255,0.3221908722209541,57174.73,58044.48,POC_MIDDLE,686838.0,6995851390.710311,0.0003528764173293,-0.0177948071086048,-0.034723384576626,-0.0332330209499881,0.0092129216614352,0.0249657045535725,0.0092129216614352,0.0405212562745568,0.0092129216614352,0.0405212562745568,0.1670619198056255,0.3221908722209541,MASS_OPPOSITE,PROFILE_OTHER
1638144000,57315.72,58338.0,57174.0,57407.25,3089135222.80516,240,1638158400,0.8166666666666667,True,0.2003865979381443,False,True,-0.0245747954423789,True,-1,historical,2021-11-29,58000.0,0.7096219931271478,0.3659796561754809,0.1293841761699757,57373.0,57920.95,POC_ALIGNED,276903.0,3089135222.80516,0.0018778116004512,-0.0022519803683332,0.0083179389362842,0.0046027287494175,0.0033326801057357,0.0053172726441346,0.0120585814509491,0.0053172726441346,0.0120585814509491,0.0053172726441346,0.1293841761699757,0.3659796561754809,MASS_OPPOSITE,PROFILE_PARTIAL
1638374400,58650.14,59100.0,57055.55,57476.3,3612960329.27842,240,1638388800,0.8444444444444444,True,0.2058010711927416,False,True,-0.0149101226355614,True,-1,historical,2021-12-01,57500.0,0.2173934309961103,0.3706289357945534,0.3643227105391682,57452.73,58794.8,POC_OPPOSITE,386579.0,3612960329.27842,0.0111539886875112,0.0046455669554234,0.0199718840635184,0.011184088050205,0.0169861316751426,0.0005282177175635,0.0291650645570435,0.0005282177175635,0.0291650645570435,0.0005282177175635,0.3643227105391682,0.3706289357945534,MASS_OPPOSITE,PROFILE_CONTRADICTED
1638561600,53884.35,54100.0,50604.0,53612.0,6251260987.95733,240,1638576000,0.9666666666666668,True,0.8604118993135011,True,False,-0.0823568843758304,True,1,historical,2021-12-03,53500.0,0.8283752860411899,0.0334600550169507,0.7753836232111184,52738.22,53717.26,POC_OPPOSITE,680297.0,6251260987.95733,-0.0103892785197343,-0.029995336864881,-0.118817988510035,-0.1329676191897337,0.005179623964784,0.0300158546594045,0.005179623964784,0.2373183242557636,0.005179623964784,0.2373183242557636,0.0334600550169507,0.7753836232111184,MASS_OPPOSITE,PROFILE_CONTRADICTED
1638964800,49180.57,51210.6,48533.33,50626.17,4300047393.18494,240,1638979200,0.9055555555555556,True,0.781706738580718,True,False,-0.0475767580307751,True,1,historical,2021-12-08,51000.0,0.921337780649692,0.3573705047044555,0.3847612360500665,49073.8,50821.5,POC_OPPOSITE,503263.0,4300047294.8238,-0.0036445577455295,-0.004133237809615,-0.0033690085582219,-0.0221018101902632,0.00437244215788,0.0114993885573409,0.00437244215788,0.0114993885573409,0.00437244215788,0.024185712646246,0.3573705047044555,0.3847612360500665,MASS_OPPOSITE,PROFILE_CONTRADICTED
1639137600,48697.4,50188.42,47743.0,47973.4,4675253277.61722,240,1639152000,0.9166666666666666,True,0.0942169443285822,False,True,-0.0682081915634637,True,-1,historical,2021-12-10,49000.0,0.5140221311676525,0.3239689526346684,0.3130572134003274,48232.71,49701.4,POC_MIDDLE,614243.0,4675253469.510819,0.0094389807685092,-0.0026671030195899,0.0174482108835313,-0.00673706679118,0.0156770210158129,0.0073828413245673,0.0238709368108159,0.0115095031830139,0.026036303451496,0.0148123751912517,0.3130572134003274,0.3239689526346684,MASS_OPPOSITE,PROFILE_OTHER
