R,signal_ts,entry_ts,entry_k,side,signal_z,confirm_z,confirm_age_min,pre_fav_atr,pre_adv_atr,response_ratio,ret_15m,mfe_15m,mae_15m,impulse15,ret_30m,mfe_30m,mae_30m,impulse30,ret_60m,mfe_60m,mae_60m,impulse60,ret_120m,mfe_120m,mae_120m,impulse120,period,h4_event_end_ts,h4_event_side,profile_class,relation,poc_location,end_ts,profile_combo,mass_state,rejected_side_share,opposite_side_share
1.4978761995750902,1614325500,1614325800,16046,1,-2.7390306937334707,-3.2604951746111976,5.0,0.5279065048732756,0.4395890113453135,1.2009092357808648,0.8357401476614503,1.038183770291724,0.3933390228160531,1,0.7172031400234715,1.441372327701965,0.3933390228160531,1,1.5065505522774765,1.9092965943653728,0.3933390228160531,1,2.6632856048949898,2.8967053000896152,0.3933390228160531,1,historical,1614312000,1,POC_MIDDLE,SUPPORTIVE,0.5525485862152612,1614312000,PROFILE_PARTIAL,MASS_ALIGNED,0.2536165917698518,0.2422297693000275
-1.003022549443228,1619403000,1619403600,32970,-1,3.8613667329701102,2.827988626956239,10.0,0.5074267873868172,0.2239650327817643,2.265651824388191,-0.0215533886233517,0.2568505149234379,0.3772380053653362,0,-0.2750384242600918,0.2568505149234379,0.3772380053653362,0,-0.3425270248498256,0.2568505149234379,0.768994115525957,0,-0.6437195195241333,0.2568505149234379,1.5976538824486164,0,historical,1619395200,1,POC_MIDDLE,ADVERSE,0.3972552369633038,1619395200,PROFILE_PARTIAL,MASS_ALIGNED,0.2511725230078619,0.2079970200482994
-1.004107155909697,1620692700,1620693000,37239,1,-1.0844594110811738,-1.1130181339798044,5.0,0.8006132433743349,0.1571662291927004,5.094053871450047,-0.9437128330428834,0.0616439996885833,0.9437128330428834,0,-1.6085709323703712,0.0616439996885833,1.8904439374068045,0,-2.2319906816861725,0.0616439996885833,2.7144320080487345,0,-1.4179167939251416,0.0616439996885833,2.7144320080487345,0,historical,1620691200,1,POC_MIDDLE,SUPPORTIVE,0.6434348200527286,1620691200,PROFILE_OTHER,MASS_OPPOSITE,0.0756240596218928,0.5217626018915873
-1.0037997056605603,1620694800,1620695100,37246,1,-1.398754194057826,-1.3300126393824097,5.0,0.7163402205647119,0.0209990696614642,34.11294871631063,-0.3874297682040454,-0.0819311315808302,1.255384498544618,0,-0.2859308570068306,0.0008587740270478,1.255384498544618,0,-0.6837272545374093,0.0600937348929516,1.255384498544618,0,-1.8725976599868357,0.5094983620492005,2.470508852821036,0,historical,1620691200,1,POC_MIDDLE,SUPPORTIVE,0.6434348200527286,1620691200,PROFILE_OTHER,MASS_OPPOSITE,0.0756240596218928,0.5217626018915873
0.531385995270729,1620702000,1620702600,37271,1,-1.9013840253829457,-1.5703171393647517,10.0,0.6087184034562206,0.2586083343214636,2.353823602396852,-0.1933066624048128,-0.096102985528606,0.6791626497017564,0,0.1598709072068193,0.3213838293747985,0.6791626497017564,0,0.4615144688068792,0.7406389680825282,0.6791626497017564,0,0.4622001453840595,1.0411637942145446,0.6791626497017564,0,historical,1620691200,1,POC_MIDDLE,SUPPORTIVE,0.6434348200527286,1620691200,PROFILE_OTHER,MASS_OPPOSITE,0.0756240596218928,0.5217626018915873
1.4957662574280852,1620889200,1620889800,37895,-1,2.0214297381049926,2.009306239206317,10.0,0.5955768208399722,0.0941272372851376,6.327358920653804,0.4717278043593813,0.6347758284600216,0.2351444267233889,0,0.9833989012936304,0.9859790891369784,0.2351444267233889,0,1.1267978025872756,1.5923232323232297,0.2351444267233889,1,2.2166046429204225,2.964784688995204,0.2351444267233889,1,historical,1620878400,1,POC_OPPOSITE,ADVERSE,0.8403119531803084,1620878400,PROFILE_CONTRADICTED,MASS_OPPOSITE,0.0697211672803385,0.7108403895772888
-1.0036899722083596,1624472700,1624473000,49674,1,-1.869142577800478,-1.57024853162662,5.0,0.7126535072091826,0.1026580203805402,6.942014833575122,0.2332756800467224,0.7413688537478378,-0.1435566836631595,0,0.0569195175093734,0.7413688537478378,0.3665176666142407,0,-0.2662952896516102,0.8238235360183327,0.3665176666142407,0,-0.5302949302544897,0.8238235360183327,1.765825827174915,0,historical,1624464000,-1,POC_MIDDLE,ADVERSE,0.4301371842103544,1624464000,PROFILE_OTHER,MASS_OPPOSITE,0.1841600966179496,0.2778376012069174
1.4954383701285263,1625577300,1625577600,53349,-1,1.2923820680150309,0.9813341446036272,5.0,0.4661521323544179,0.0457097923913844,10.198080056128186,0.7302797459807497,0.9240876702649888,-0.0386100166098297,0,1.43463334444454,1.5621102174662431,-0.0386100166098297,1,1.3281765941019354,1.5621102174662431,-0.0386100166098297,1,1.2490819009849223,1.7138380100114825,-0.0386100166098297,1,historical,1625572800,-1,POC_MIDDLE,SUPPORTIVE,0.352112676056338,1625572800,PROFILE_OTHER,MASS_OPPOSITE,0.2163264611076575,0.4860583726190245
1.4948791476992795,1627281600,1627282200,59031,-1,1.7779670327650523,1.4536092347690728,10.0,0.4577037951720586,0.3712662158763649,1.2328183237972288,0.3747237667287224,1.7057638261501502,0.038018126697256,1,0.0751143783533032,1.7057638261501502,0.0646418778858206,1,2.084617593063284,3.894073923842573,0.0646418778858206,1,2.673326994344932,4.307073942280074,0.0646418778858206,1,historical,1627272000,-1,POC_OPPOSITE,SUPPORTIVE,0.2167824196205687,1627272000,PROFILE_CONTRADICTED,MASS_OPPOSITE,0.0020011796287055,0.950945817753192
-1.004255749718293,1634342400,1634343000,82566,-1,1.2796426651318138,1.285634266947292,10.0,0.7102818974166714,0.2036253480924001,3.4881801336746285,-0.303985630212127,0.4944979540540136,0.3205843950861764,0,0.3820620704884315,0.6902388888312494,0.344839340258386,0,-0.0598800442831345,0.6902388888312494,0.344839340258386,0,0.6066433592343161,0.7444546046011079,0.344839340258386,0,historical,1634342400,-1,POC_MIDDLE,SUPPORTIVE,0.3739587446644478,1634342400,PROFILE_OTHER,MASS_OPPOSITE,0.0594487115884463,0.4328539606732552
-1.0072438063594689,1634528700,1634529000,83186,1,-1.489976306672166,-1.810586757540063,5.0,0.5808865961353373,0.0,580886596.1353374,0.095969222698268,0.2940631284427792,0.3354725889656313,0,0.2603479933549086,0.2940631284427792,0.3354725889656313,0,0.2431756579522558,0.4946751770569281,0.3354725889656313,0,0.7762874879776126,1.590242196380176,0.3354725889656313,1,historical,1634515200,1,POC_ALIGNED,SUPPORTIVE,0.2206029587947611,1634515200,PROFILE_CONFIRMED,MASS_ALIGNED,0.3955477567020145,0.333156715786753
-1.0047131174990496,1635751500,1635753900,87264,1,-3.402762436657225,-2.655627594125382,40.0,0.531532537836291,0.440401666108167,1.206926716073809,-0.410064317110319,0.2944644736292334,0.6370889004547396,0,-0.5307434267761331,0.2944644736292334,0.7115493471414397,0,-0.636184737887839,0.2944644736292334,1.8256903737078607,0,-0.7206973448772405,0.2944644736292334,1.8256903737078607,0,historical,1635753600,1,POC_ALIGNED,SUPPORTIVE,0.1644736842105263,1635753600,PROFILE_PARTIAL,MASS_OPPOSITE,0.2403688910629074,0.4001867022809605
-1.0060856510809866,1636748400,1636750200,90584,-1,1.6671232541505945,1.3843771130615203,30.0,0.5993997200323441,0.1681639705687706,3.564376569134606,-0.519087120003276,-0.1522458470006969,0.8545520423662456,0,-1.2471931411623882,-0.1522458470006969,1.940865801073549,0,-0.2811777889223099,-0.1522458470006969,1.940865801073549,0,0.4919771468060849,0.5013161462469888,1.940865801073549,0,historical,1636747200,1,POC_ALIGNED,ADVERSE,0.1024893400124959,1636747200,PROFILE_CONFIRMED,MASS_ALIGNED,0.3559465152695356,0.2994294788643732
-1.004887981786301,1638588600,1638588900,96699,1,-1.3642294397720085,-1.3458536535536214,5.0,0.3937716800104924,0.0555844124829218,7.084210398864376,-0.397170827039546,0.1326503197148553,0.5047454719500609,0,-1.5614344082041187,0.1326503197148553,1.7541549000057612,0,-1.0396932011088913,0.1326503197148553,1.7541549000057612,0,-17.47498701438269,0.1326503197148553,32.71539706136972,0,historical,1638576000,1,POC_OPPOSITE,SUPPORTIVE,0.8283752860411899,1638576000,PROFILE_CONTRADICTED,MASS_OPPOSITE,0.0334600550169507,0.7753836232111184
0.4387297869865459,1638992400,1638992700,98044,-1,1.308686656407269,1.1934830620208237,5.0,0.8137118048573019,0.1573350052642167,5.171842072391791,0.6280115671314631,0.7988161498865011,0.0298789295597991,0,-0.1221276511543129,0.7988161498865011,0.2400208050067763,0,-0.8135379535901361,0.7988161498865011,0.8934393559493654,0,-0.3280746040405874,0.7988161498865011,1.338219871608241,0,historical,1638979200,1,POC_OPPOSITE,ADVERSE,0.921337780649692,1638979200,PROFILE_CONTRADICTED,MASS_OPPOSITE,0.3573705047044555,0.3847612360500665
2.455300664843988,1643226600,1643227500,106416,-1,2.8517701617593643,2.769222411102509,15.0,1.139981773206605,0.7284728550970017,1.5648925881938534,1.2046857216558546,1.410558385897516,0.1295946094331446,1,0.9462041366953404,1.4113392233107822,0.1295946094331446,1,0.3555006335589331,1.4113392233107822,0.1295946094331446,1,2.384848268301306,2.4483889128059038,0.1295946094331446,1,historical,1643227200,-1,POC_MIDDLE,SUPPORTIVE,0.5492989181808624,1643227200,PROFILE_OTHER,MASS_OPPOSITE,0.1783275410359099,0.3458087938929938
-1.0017125505063114,1652313600,1652314500,136587,1,-1.1092142210731262,-0.9127564611330332,15.0,0.7121514441063459,0.2341248067042487,3.041759867693945,0.4679651523067737,0.8493456944630062,0.4298611195489738,0,0.8518973037994664,1.4118904995079036,0.4298611195489738,1,0.5969064774425608,1.4118904995079036,0.4298611195489738,1,-0.0309595266157167,1.4118904995079036,0.8818361866806015,1,historical,1652313600,1,POC_ALIGNED,SUPPORTIVE,0.1741516966067864,1652313600,PROFILE_PARTIAL,MASS_OPPOSITE,0.1273115417357938,0.3210331810706404
