group,n,management_ev,baseline_ev,management_minus_baseline,kill_rate,hold_rate
FUTURE_MICRO,1160,0.24726315076472086,0.3540847276417636,-0.10682157687704269,0.16810344827586207,0.6637931034482759
NO_FUTURE_MICRO,1194,-0.6050248480988575,-0.6833425683377794,0.07831772023892192,0.5385259631490787,0.0
