outcome,n,managed_ev,baseline_ev,saved_R
DEGRADE_KILL,106,-0.6180103522035642,-0.6527778675394963,0.03476751533593222
SAME_BAR_LOSS,3,-1.0384400565845995,-1.0384400565845995,0.0
SL,971,-1.0392165379614355,-1.0392165379614355,0.0
TIME_KILL,732,-0.16349050664386222,-0.11692352872349944,-0.0465669779203628
TIME_STOP,26,0.3124553227386182,0.3124553227386182,0.0
TP,516,1.4606210747926918,1.4606210747926918,0.0
