R,side,crowd,h1,h4,year,crowd_excursion_atr,confirm_bars,abs_z,trend_relation,response_bucket
-1.002309556072642,-1,1,-1,-1,2021,0.7915592310756038,3,3.3163395773647415,1,2
0.7304676495468971,-1,1,-1,-1,2021,0.9900105025739958,4,2.70900256531668,1,2
-1.0030586482765023,1,-1,-1,-1,2021,0.28273556493799235,1,4.6485641745203665,-1,1
-1.0031731827788437,1,-1,1,1,2021,0.3678278834508927,2,3.57091882279615,1,1
-1.0022701305712247,1,-1,1,1,2021,1.1145371038678586,1,3.023268026546307,1,2
2.219690374059424,-1,1,-1,0,2021,0.20678026885078893,1,2.8658003731775867,0,0
-1.0019362650434245,-1,1,-1,-1,2021,3.986238248710298,2,2.8166844308543943,1,2
-1.0023835827227143,1,-1,1,-1,2021,0.6121709892016857,2,2.800002922608449,0,1
-1.0015216649148764,-1,1,-1,-1,2021,1.4587601408235116,3,3.3038007324309047,1,2
0.7037237062598555,1,-1,1,-1,2021,0.19011603997925833,1,2.9467366206462176,0,0
0.4207861866577977,-1,1,-1,-1,2021,0.42061849959145703,2,2.8996506019978745,1,1
-1.0025160617103188,1,-1,1,-1,2021,0.30839334309536354,4,3.3093988300577033,0,1
-1.0018030083361518,-1,1,-1,-1,2021,0.8067173606122848,2,2.821419365044965,1,2
2.218519138191537,-1,1,1,-1,2021,0.7259123663412375,1,2.745349622197491,0,1
0.8360389959896458,-1,1,-1,-1,2021,0.12976549194287676,1,2.5525237724142946,1,0
-1.0021556300767318,-1,1,-1,-1,2021,0.015013404825744594,1,2.784308431455038,1,0
1.2866860275470033,-1,1,1,1,2021,0.5709444687363338,1,3.1347919117801286,-1,1
1.2157507193454333,-1,1,1,1,2021,0.7565943154412917,1,3.197558510235991,-1,2
-0.2025513107531498,1,-1,1,1,2021,0.3317579451458112,2,3.5295323054081744,1,1
1.2571415113403384,-1,1,-1,1,2021,0.31699743550486564,4,2.568773277414718,0,1
2.220490471452728,-1,1,-1,-1,2021,0.3361283686089558,1,2.634238419328423,1,1
2.2173966604644684,1,-1,0,-1,2022,0.7706222865412075,3,2.6579458509333582,0,2
2.2198390115787974,-1,1,1,1,2022,0.0028988079392097987,1,2.538056610920185,-1,0
-1.0008935984357172,1,-1,-1,-1,2022,0.11944694145676261,1,2.5984736847813514,-1,0
-1.0021633126174208,1,-1,1,-1,2022,0.367352668462014,3,3.3325815110207953,0,1
-1.002114678255329,-1,1,-1,-1,2022,0.15658804225971534,1,2.872221658017478,1,0
0.3525077243340109,1,-1,1,1,2022,1.1062099868713662,1,3.4694656904248413,1,2
2.21749194063802,1,-1,-1,-1,2022,1.1073355790299848,1,3.8416395304861353,-1,2
-1.0023315132782784,-1,1,1,1,2022,0.36332996292548114,3,2.5302030806550913,-1,1
2.21912120366608,-1,1,1,1,2022,0.4247349562262063,1,2.793098303105992,-1,1
1.466459526237903,1,-1,-1,-1,2022,0.5399328481919474,3,2.611576393321089,-1,1
-1.0037686677233033,-1,1,1,1,2022,0.8937530742744367,1,4.867522946349557,-1,2
2.2187343458388105,-1,1,1,1,2022,5.139719878974859,3,3.4297939525376506,-1,2
-1.0019606342356773,-1,1,0,1,2022,0.5757529243788508,3,2.63795157447408,0,1
-1.002981452721909,-1,1,0,1,2022,0.4168039105753815,2,2.53943421696567,0,1
-1.0032499935022792,1,-1,1,1,2022,0.9293380116959534,3,2.854831958397036,1,2
0.2506380878737398,1,-1,-1,0,2022,1.282583868665252,4,2.5190446740663766,0,2
-1.0029261560817513,1,-1,-1,0,2022,0.08106639812373653,1,3.698844669415976,0,0
-1.0022001907785565,-1,1,-1,-1,2022,0.3845508601270371,3,2.7245615398361953,1,1
-0.16440715702423292,1,-1,1,1,2022,0.11565781346510938,2,2.5179287611971493,1,0
2.2202431792410695,-1,1,-1,1,2022,0.5674359517255971,3,2.7038334456376725,0,1
-0.4069795790117344,1,-1,-1,-1,2022,0.0725346134707024,1,2.510642335731514,-1,0
-1.0025440534892622,1,-1,1,-1,2022,0.025976216580931157,1,3.200019848224672,0,0
-1.0021934126479333,-1,1,1,1,2022,0.023569905346252994,1,3.7324444365265323,-1,0
2.220674353635259,1,-1,-1,-1,2022,0.11697032795418567,2,2.5971977106406148,-1,0
-1.0018538824481962,-1,1,1,1,2022,0.9773103676714173,1,4.890967459999587,-1,2
0.3365111056289764,1,-1,1,1,2022,0.016281938325987576,1,2.9064540353603148,1,0
1.7391526142379552,-1,1,1,1,2022,0.24545847128257337,1,2.6489976688209356,-1,0
0.12175028026648459,1,-1,-1,-1,2022,0.4912703882380131,2,4.296977397858789,-1,1
2.2209978834846478,1,-1,-1,-1,2022,0.4381271578267283,2,2.9688108723013977,-1,1
-1.0017416348185413,1,-1,0,-1,2022,0.30828862736286816,2,2.574884550749293,0,1
-1.003764729890302,-1,1,-1,-1,2022,0.1558070131807507,1,2.622879905485099,1,0
2.218489449149647,-1,1,-1,-1,2022,1.924634834908571,2,2.776314278143764,1,2
-1.0024117442374727,1,-1,0,-1,2022,0.21453590192644348,2,2.657341002301939,0,0
2.2197422849851702,-1,1,1,0,2022,2.1790813159528097,1,5.558357068652564,0,2
-1.002717609976551,-1,1,1,1,2022,0.3742062811052169,3,2.6853248730392205,-1,1
-1.0036887731377588,1,-1,1,1,2022,0.02043107319262458,2,2.6589271766008142,1,0
2.217202720632463,-1,1,1,1,2022,0.4915699922659849,2,3.155044538718312,-1,1
-1.0025206802001407,-1,1,-1,1,2022,0.2160682404284945,2,3.4891681187514774,0,0
-1.0023200060115678,-1,1,1,1,2022,0.5127785292233287,2,2.502549815821755,-1,1
1.5507875402416933,1,-1,1,1,2022,0.5532804931748344,1,2.985852528124598,1,1
-1.0045873801535985,-1,1,1,1,2022,0.09984669732717437,1,2.5687774375339663,-1,0
-1.006721164759882,-1,1,1,1,2022,0.07058367267797268,1,3.3553252434774583,-1,0
2.2175189318086255,1,-1,1,1,2022,0.3885737439221878,1,4.038343846267269,1,1
0.35755074399483067,1,-1,1,1,2022,1.325331023388193,4,2.789506047012746,1,2
-1.0050000053072543,-1,1,0,1,2022,0.24646878198569822,3,3.0288999371238607,0,0
2.2188798049135494,-1,1,0,1,2022,0.045209207916224625,1,2.877873570818751,0,0
1.191991976090588,-1,1,1,1,2022,0.8435469276959745,2,4.464354855289159,-1,2
-1.0035122010447541,-1,1,-1,1,2022,0.00410517056005259,2,2.9240408842523493,0,0
-1.0032854465684766,1,-1,1,1,2022,2.209965528047613,2,2.871254482440031,1,2
-1.0032515919703273,1,-1,1,1,2022,1.1073375073194924,2,2.664779387269037,1,2
-1.003028452173914,1,-1,-1,-1,2022,0.9404347826086926,2,2.8499238490492615,-1,2
-0.36403699298599157,-1,1,-1,-1,2022,0.24487199872793639,2,2.8264745555467563,1,0
-1.0033433645831633,1,-1,-1,-1,2022,1.8412066304942787,4,2.545465760752201,-1,2
-1.0050909936127335,1,-1,-1,-1,2022,0.46157393175523603,1,3.0003994043934274,-1,1
2.2194160477778686,-1,1,0,-1,2022,0.2604122124347894,1,2.7650809670792267,0,1
-1.0018501228782692,1,-1,-1,-1,2022,0.035262417994370625,1,2.5634925380131937,-1,0
-1.0019940683374562,-1,1,-1,-1,2022,0.18386576314942363,4,2.6828855339353295,1,0
1.0612006621115992,-1,1,1,-1,2022,1.030746705710123,2,3.763101203268025,0,2
0.6805222069921606,-1,1,1,-1,2022,0.4059397241015759,3,2.6816407839450527,0,1
2.2177161633071885,-1,1,-1,-1,2022,0.10001443209699713,1,2.6293593047651562,1,0
-1.0023896964815295,1,-1,1,1,2022,0.0005125764287993371,1,2.6868201623857173,1,0
2.2181957174283022,1,-1,1,1,2022,0.1952434317021654,2,2.5841219001202727,1,0
-1.0039851917222782,1,-1,-1,-1,2022,0.3466807165437836,1,2.6140190792928397,-1,1
-1.0026480831123663,1,-1,1,0,2022,0.0,1,2.613728366024766,0,0
-0.20636954941498148,-1,1,0,1,2022,0.00040213707128730673,1,3.2964645300713133,0,0
0.45766433172243076,-1,1,-1,-1,2022,0.891838777856074,2,3.265934412997122,1,2
-1.0028118277716636,-1,1,-1,-1,2022,0.920955618327197,1,3.3082644273197648,1,2
-1.0039586680240247,-1,1,-1,-1,2022,1.7111937325720254,2,2.824494304720915,1,2
2.2199103665361575,-1,1,-1,1,2022,0.1059128011148716,1,3.3973599115580204,0,0
-1.00473383380363,1,-1,-1,-1,2022,0.8401642779314179,1,3.0704033075345096,-1,2
-1.0052330847953217,1,-1,-1,-1,2022,0.9236842105262775,1,2.8200320490286512,-1,2
-1.0031274330732691,-1,1,-1,-1,2022,0.6432996787517022,1,2.85341500234133,1,1
-1.0022822308615338,1,-1,-1,-1,2022,1.2361123110151275,3,3.1958349959783843,-1,2
-1.0009473970777356,-1,1,-1,-1,2022,0.0002789011295455163,1,4.197536773445725,1,0
1.3137060962159304,1,-1,-1,-1,2022,0.6248836645970628,4,2.8541207741280576,-1,1
-1.0014988494291377,-1,1,-1,-1,2022,0.017822169996073032,1,2.723244003163923,1,0
-1.0017947159175182,1,-1,1,-1,2022,0.5345794392523474,1,2.5252661571884785,0,1
1.1518712301914427,-1,1,-1,-1,2022,0.27156781921342343,2,2.7107333881243156,1,1
