R,side,crowd,h1,h4,year,crowd_excursion_atr,confirm_bars,abs_z,trend_relation,response_bucket
1.5155045379911332,1,-1,-1,-1,2022,0.19827123113737358,1,3.205723211461929,-1,0
-0.5149262559197263,-1,1,-1,-1,2022,0.4344352229568111,1,2.629282576898029,1,1
-1.0066172821969674,1,-1,0,-1,2022,0.27244318181812394,1,2.913445845802253,0,1
-1.0025464100115917,1,-1,1,0,2022,0.8534832189374628,1,2.784711286958082,0,2
-0.29695616649882567,-1,1,0,1,2022,0.9021148036253939,2,3.238937933944966,0,2
-1.0025855452515857,1,-1,1,-1,2022,0.6846986089644433,3,2.7202326759469098,0,1
-1.0023840777643067,-1,1,1,-1,2022,0.02509357372556289,1,3.1936190782905873,0,0
0.3315188452018918,-1,1,-1,-1,2022,1.2163201037373133,3,2.8852649871474902,1,2
-1.0033165090611793,-1,1,1,1,2022,0.45019757460145154,1,2.7531496672304883,-1,1
0.014025080958492591,-1,1,1,1,2022,0.8209804249623615,1,5.605569683130708,-1,2
-1.0049305681894447,-1,1,1,1,2022,1.076272891929987,1,2.8104781182525156,-1,2
2.220002275395631,-1,1,1,1,2022,0.3707931869035101,1,4.567333746932394,-1,1
-0.10554078916277007,1,-1,-1,-1,2022,1.3643064282261894,1,2.6101411641900514,-1,2
0.3614505948155377,1,-1,-1,-1,2022,1.7850919651500572,4,3.0570096668299014,-1,2
2.21818278773535,1,-1,0,-1,2022,0.46670707420555835,1,2.800746988292797,0,1
-1.0013608285009057,-1,1,-1,1,2022,0.1690308383144434,1,3.0178526890530555,0,0
-1.0014873777995066,1,-1,1,0,2022,0.0017112822393412694,1,2.8007236248421523,0,0
0.4617664965703473,-1,1,-1,1,2022,3.017888422952373,4,5.129327410547544,0,2
1.3330030130834776,-1,1,-1,-1,2022,0.12565163648089897,1,2.533086184262346,1,0
-1.0017601365427753,1,-1,-1,-1,2022,1.413176605975908,4,3.0312386707625403,-1,2
-1.0008381397810175,1,-1,-1,-1,2022,0.4755963921436427,1,2.7066512211432046,-1,1
0.5259442044569136,1,-1,-1,-1,2022,0.9366058906030904,3,2.863279250508941,-1,2
-1.0011069683924751,-1,1,-1,-1,2022,0.862478184991275,2,3.106246502659302,1,2
-1.0033273954244781,1,-1,-1,-1,2022,2.7808957851876284,1,5.108740764689671,-1,2
-1.0010375088168024,1,-1,-1,-1,2022,0.11328915242414014,1,2.9038393284064585,-1,0
0.6506512876666563,1,-1,0,-1,2022,0.1644546634188492,2,2.515366716680308,0,0
1.6655827915267558,-1,1,1,-1,2022,0.04875015545328914,1,3.036805331223491,0,0
-1.001907872035182,-1,1,0,-1,2022,0.4789429226499394,4,2.7226052928144693,0,1
-1.0029049881961345,1,-1,1,1,2022,0.6095437129919901,1,3.4741625491519192,1,1
0.9894518243862376,-1,1,1,1,2022,0.45967806518779375,1,2.678797797538628,-1,1
0.15449670464526805,-1,1,-1,1,2022,0.1775578683956033,1,2.6199554916087404,0,0
1.2850138419356971,-1,1,-1,-1,2022,1.0450339296730367,4,3.4307832443302306,1,2
-1.0016087149475765,-1,1,0,-1,2022,0.2553035844915981,1,3.950997363907005,0,1
-1.0048605667606376,-1,1,-1,-1,2022,3.609303838646719,1,2.8974242746486247,1,2
-1.0028525323616817,-1,1,-1,-1,2022,0.24163390545594066,3,2.627477062845865,1,0
2.2186640572886067,1,-1,0,-1,2022,0.0,1,3.668199320890615,0,0
-1.0016425587223468,1,-1,1,1,2022,0.3093090014353,1,3.1511536164673504,1,1
0.49855283193044003,1,-1,1,1,2022,0.6195811428079021,3,2.7174451105101083,1,1
1.770258647731311,-1,1,0,1,2022,0.7472668810289487,4,2.901626490370827,0,1
-1.0027870570048285,1,-1,-1,-1,2022,0.4224347826086616,2,3.3525773484940595,-1,1
2.219787734995718,-1,1,-1,-1,2022,0.3300330033003294,2,4.141053495409484,1,1
0.4346604554377678,1,-1,1,0,2022,0.7756890459363849,4,2.886245707853532,0,2
-1.004055112226404,-1,1,1,1,2022,1.32271016311165,4,3.1209728558378593,-1,2
-0.29031861978076556,1,-1,1,1,2022,0.0,1,2.6218540654681823,1,0
-1.001428876803634,1,-1,1,1,2022,0.5093111404086971,3,2.5923338697835905,1,1
1.5465262168674667,1,-1,1,1,2022,0.05879518072289507,1,4.243957212115299,1,0
0.8073302151567844,-1,1,1,1,2022,0.18579894254995183,1,2.6756613162755407,-1,0
-1.0024415647895148,1,-1,-1,1,2022,0.7151566113096621,4,3.1403690875259755,0,1
1.4392681801042084,-1,1,-1,0,2022,0.2840147767828989,1,2.7905537169668815,0,1
1.1534778885113772,1,-1,-1,-1,2022,0.5662514156285371,1,3.126900751060765,-1,1
2.2194094005371086,1,-1,1,-1,2022,2.3674834824788826,3,2.506191206205806,0,2
0.1052816818801777,-1,1,1,1,2022,0.23928234183192132,1,3.047464879788298,-1,0
-0.05865137787477853,-1,1,-1,1,2022,0.522371771553287,4,4.2488806032600115,0,1
-1.0024800718149578,-1,1,-1,-1,2022,0.5288192501398985,3,3.6070138689418143,1,1
-1.0031608694640703,1,-1,0,-1,2022,0.08182849166885653,1,2.731929634900078,0,0
0.45788019384570344,-1,1,0,1,2022,0.0,1,2.9182773058112144,0,0
0.15633360462930643,1,-1,0,-1,2022,0.022489009130893266,2,3.4949722228881313,0,0
-1.005316825538536,-1,1,1,1,2022,0.2062193126023221,1,5.602219932547355,-1,0
0.23256788641642526,1,-1,1,1,2022,1.1921780175320467,1,2.536834212083896,1,2
2.2176703124824426,1,-1,-1,-1,2022,0.5151745068285052,3,2.5125853788449874,-1,1
-1.0020964890781836,1,-1,1,-1,2022,0.9312934319659338,2,4.390465924874896,0,2
-1.0036491624651653,-1,1,1,1,2022,0.7840321654221722,1,3.231054241645383,-1,2
-1.0043890061260203,1,-1,1,1,2022,0.11887241027963379,1,5.120064361009815,1,0
-1.0019324027638468,1,-1,1,1,2022,0.23871614844533556,1,3.3345247149306028,1,0
0.33571729957995977,-1,1,-1,1,2022,0.14106985865964752,1,3.7112402734416783,0,0
-1.004544537815131,1,-1,0,0,2022,0.03025210084032364,1,2.6551303747337736,0,0
-1.001650152003783,1,-1,-1,-1,2022,0.15373452012384362,1,2.6460447720417917,-1,0
1.3338842405633344,-1,1,-1,-1,2022,1.176123802505487,2,2.5585477208374128,1,2
-1.0027026337448528,1,-1,-1,-1,2022,0.04786324786321498,1,2.8081725379264593,-1,0
-1.0034449191098,-1,1,-1,-1,2022,0.9578713968958353,1,3.5804981179432027,1,2
0.5381873305127537,1,-1,0,-1,2022,0.6029011786038092,3,2.9637284524359053,0,1
2.2192168505568506,-1,1,1,-1,2022,0.6438945669714864,3,2.9183153510327178,0,1
1.118086430230094,-1,1,-1,-1,2022,0.0017732742242312174,1,4.205674902250739,1,0
-1.0035066922433684,1,-1,1,-1,2022,0.5732625055334252,4,2.6896023040927988,0,1
-1.0023252903658981,-1,1,0,-1,2022,0.044410876132938086,1,4.155029897884853,0,0
-1.0024617827625895,1,-1,0,-1,2022,0.022898979671337808,1,2.880370462185774,0,0
-0.27754557503025773,-1,1,0,-1,2022,0.3063950734248978,2,2.567636760717383,0,1
0.9716623531021092,-1,1,-1,-1,2022,0.7699569053970605,1,4.212027850482441,1,2
-1.0032940740740797,-1,1,0,-1,2022,0.04629333333331179,2,2.916523663635277,0,0
-1.0036407203636744,1,-1,1,-1,2022,0.03100594474876968,1,3.923064291636486,0,0
2.2170999593615153,1,-1,-1,-1,2022,1.4376648496570754,3,2.6380243285235934,-1,2
-1.0043117763094918,1,-1,1,-1,2022,0.5208273484631167,3,2.548994510387046,0,1
2.2171664461603,1,-1,1,-1,2022,0.0,1,2.5141353323480953,0,0
2.219194040404042,1,-1,1,1,2022,0.027777777777786984,1,2.9316924959824275,1,0
2.220282543004034,-1,1,1,1,2022,0.18094332232975946,1,2.53546203140538,-1,0
1.0319047498258354,-1,1,-1,-1,2022,0.9403074808898173,4,3.684731006220288,1,2
0.7029263383191277,-1,1,-1,-1,2022,0.5014993729894841,3,2.872026474662065,1,1
-1.0041478468011276,1,-1,-1,-1,2022,0.19242689664460252,1,2.6580467244542194,-1,0
2.2190336716472667,-1,1,-1,-1,2022,0.2617227845486257,2,3.185939303387942,1,1
1.195163829535994,-1,1,-1,-1,2022,0.22655180742289535,1,2.7498317965134045,1,0
-0.47257057321234114,1,-1,1,-1,2022,1.1198873541638594,3,2.600288564803128,0,2
-1.002592186050174,-1,1,-1,-1,2022,0.48425336164187804,1,3.2069100927066043,1,1
2.220089258037264,1,-1,0,-1,2022,0.9198106440969629,3,2.823379363503704,0,2
-1.0023671793634232,-1,1,-1,-1,2022,2.12629716032497,3,3.2937209106542853,1,2
-1.0038498844376973,1,-1,1,1,2022,0.7643118918235985,4,3.307297058384691,1,2
-1.0022820627681523,-1,1,0,1,2022,0.16600790513832414,2,2.638919587725272,0,0
-1.0047507277256547,-1,1,-1,-1,2022,0.10907934488793164,1,2.9713094082266274,1,0
2.219836138554641,1,-1,-1,-1,2022,0.21833438885371217,2,3.699795590066697,-1,0
2.2178038944202956,-1,1,1,1,2022,0.43584350021036217,1,2.5390517011941176,-1,1
0.8619823048563485,-1,1,1,1,2022,0.038443935926767626,1,2.8700760571289354,-1,0
2.2149297152025746,-1,1,-1,-1,2022,2.3586040914561184,4,4.363909954776819,1,2
0.4209525241545867,-1,1,-1,-1,2022,0.3576086956521601,1,2.8725965713560475,1,1
-1.005106157448053,-1,1,-1,-1,2022,0.0024582967515900792,1,3.358059721472731,1,0
-1.0085998242055536,1,-1,-1,-1,2022,0.23123732251509102,1,2.6654349923421305,-1,0
0.5391847317653604,1,-1,1,0,2022,0.899889176209793,3,3.2066765970457363,0,2
-1.0049054126473669,1,-1,1,1,2022,0.2183279742764631,1,2.596079788887113,1,0
0.6493679056433374,-1,1,0,1,2022,0.40179489576513083,1,2.791622765033273,0,1
-1.007204463244976,1,-1,-1,-1,2022,0.0,1,2.7848188956553295,-1,0
-1.0064661633657304,1,-1,-1,-1,2022,2.504713878535524,3,3.2623021925406968,-1,2
-1.0074729564782494,1,-1,1,-1,2022,0.45522761380690846,2,2.789825582125181,0,1
2.215693340047006,1,-1,0,1,2022,0.0,1,3.197397486014783,0,0
-1.0032928555954612,-1,1,1,1,2022,1.5070292457670698,2,5.122805693198039,-1,2
2.2183062207105086,-1,1,1,1,2022,0.16666666666665342,1,2.783531359513673,-1,0
-1.00479829756795,-1,1,-1,1,2022,0.06008583690993323,1,2.9646504587256213,0,0
0.387129013152593,1,-1,1,1,2022,0.5978213507625632,4,2.957506519207607,1,1
2.2152228766071733,-1,1,1,1,2022,0.3898963730569343,1,2.5281341594271183,-1,1
-1.0048003241226469,-1,1,-1,1,2022,0.3126967471144052,1,3.3705843634320765,0,1
-1.0056959598853918,1,-1,-1,1,2022,1.2435530085960482,1,2.600036051959262,0,2
-1.0047065914899935,-1,1,-1,-1,2022,0.9619606074274561,2,5.448333926591549,1,2
-1.0065761122518864,1,-1,1,-1,2022,0.05749486652977455,1,3.6533695446008188,0,0
1.4757693161496481,-1,1,1,1,2022,0.6860482541585616,3,2.654422243663116,-1,1
2.219295229556185,-1,1,-1,1,2022,0.3418709262829121,1,3.5663767483011344,0,1
-1.002228585072603,-1,1,-1,-1,2022,0.42862337284559915,2,3.327692161760022,1,1
-1.0017385098300173,1,-1,-1,-1,2022,0.7319690541552241,1,2.570310522391885,-1,1
-0.535782471114349,1,-1,0,-1,2022,0.6570752139865159,4,2.8279667456455644,0,1
2.2180056520185807,-1,1,-1,-1,2022,0.13729903536974136,1,3.597320391292809,1,0
2.219626236769146,-1,1,-1,-1,2022,0.7297706839074438,1,2.5081948099273395,1,1
-0.4618991777688077,-1,1,0,-1,2022,0.05793298344772425,1,2.936317093946326,0,0
2.2118725016554155,-1,1,0,-1,2022,1.969010727056151,1,2.7822413012393454,0,2
2.217217450541741,-1,1,-1,-1,2022,0.12159494670355332,1,2.7125234560100098,1,0
-1.002989022111204,1,-1,-1,-1,2022,0.4512905911740273,2,2.5293620552982543,-1,1
0.9912082520596794,1,-1,-1,-1,2022,1.0170340681362724,2,2.956131706996604,-1,2
-1.003622333364733,-1,1,1,-1,2022,0.14636903079961827,1,2.6627973302569923,0,0
-0.084228390183166,1,-1,1,1,2022,0.002064287820671827,2,2.6178754063491785,1,0
-1.0045556743301811,1,-1,1,-1,2022,0.004939142705872692,1,2.6417137471512944,0,0
2.2155432554921255,-1,1,1,0,2022,0.2942397509080906,3,2.567206333758595,0,1
-0.34800731413771485,-1,1,-1,-1,2022,0.5950639853747474,3,2.76882709383138,1,1
-1.0068993535566115,1,-1,1,1,2022,0.08469226722787943,1,3.190786509617902,1,0
-1.0076037104704068,-1,1,1,1,2022,1.2349414787325885,1,2.9269198503189098,-1,2
-0.7182914626606448,-1,1,1,1,2022,0.5440331110600634,3,3.3746165659249816,-1,1
-1.0100302295193382,-1,1,-1,1,2022,1.635738831615205,4,2.5860806221723642,0,2
2.2148058754633393,1,-1,1,1,2022,0.0,2,3.5992645986456195,1,0
-1.0087475339661158,-1,1,-1,1,2022,0.1594639865995626,1,2.5775138864543874,0,0
2.2164694734787385,1,-1,-1,-1,2022,0.5963987703118566,3,2.557723958292916,-1,1
-1.013787602641383,-1,1,1,1,2022,0.8248062015505394,1,2.5156626804876407,-1,2
-1.0125175610772503,1,-1,1,1,2022,0.0,1,3.505407291412298,1,0
-0.52526227057812,-1,1,1,1,2022,0.507736943907163,1,2.7820491883962575,-1,1
2.2149046088280193,1,-1,0,0,2022,0.3989041095889534,1,2.6653364605530707,0,1
-1.0078289265643265,-1,1,1,1,2022,0.003955919751284604,1,3.0454532903963583,-1,0
-1.0059186713947923,-1,1,1,1,2022,2.499148936170148,4,2.630280930368303,-1,2
-0.5350655298924183,1,-1,1,1,2022,0.42036215816703426,2,2.5748931858624355,1,1
2.210710606776975,1,-1,-1,-1,2022,1.656914893617077,1,2.5225660853272354,-1,2
2.214111817302367,-1,1,-1,-1,2022,0.06965174129362689,1,4.927381594894625,1,0
0.13061421225553252,1,-1,1,-1,2022,0.5445524905734884,3,2.5163445757645904,0,1
0.09476093408411257,1,-1,1,0,2022,0.4590924147069218,3,2.530964329805688,0,1
2.2113926345791386,-1,1,0,0,2022,0.17956143980132458,2,2.653892492822559,0,0
0.7969658951372135,-1,1,-1,-1,2022,0.3863080684597298,1,3.342857317729328,1,1
-1.0167386426973148,-1,1,-1,-1,2022,0.009096816114227512,1,2.51424717844005,1,0
-1.012510958225677,1,-1,1,-1,2022,1.906007751937839,2,4.536668395326465,0,2
-0.56838028162275,-1,1,-1,-1,2022,0.060289141802583886,2,3.5832614618401046,1,0
0.0936164928193578,1,-1,1,1,2023,0.0,1,2.68035607049689,1,0
-0.2532778063113732,1,-1,1,1,2023,0.0,1,2.926933486686052,1,0
-1.0242976836505193,-1,1,1,1,2023,3.1068139963165087,1,2.7523103512139273,-1,2
-1.0045841018077302,1,-1,1,1,2023,0.27637848876791854,1,3.253019634291547,1,1
2.211350799837583,1,-1,1,1,2023,0.03410475030442358,1,2.7590555534484493,1,0
-1.006100922829737,-1,1,1,1,2023,0.14866696791687722,2,3.1614498558450363,-1,0
-1.0065060105718848,-1,1,1,1,2023,0.34138178340893977,1,3.15659542591938,-1,1
-1.0065461144422139,-1,1,1,1,2023,2.577392849211686,1,2.6341733647972214,-1,2
0.31918761872031537,-1,1,1,1,2023,0.812752795622184,1,4.38623016564477,-1,2
2.218948244127011,1,-1,1,1,2023,0.6992199371897333,1,5.824747771139634,1,1
-1.0024580360754651,-1,1,1,1,2023,2.5432706654729973,4,2.5233789040650527,-1,2
-1.0045454301602952,-1,1,-1,1,2023,0.24141315014718912,1,2.7363029436282713,0,0
2.218807913442741,1,-1,0,1,2023,0.05683355886329718,2,2.5309632812780474,0,0
-1.0015733031044995,-1,1,1,1,2023,0.985218101024763,1,3.329822434237579,-1,2
-1.0031319329081259,-1,1,1,1,2023,3.7330041442553794,2,4.225835070074565,-1,2
-1.0033653718451092,-1,1,1,1,2023,0.3092529389458106,1,4.539197216318778,-1,1
-1.0018901790574393,-1,1,-1,1,2023,0.0007520412548509669,1,2.9107766038348566,0,0
0.040590894965583164,-1,1,1,1,2023,0.20474212530284677,1,2.859209443962309,-1,0
-1.0063808589315937,1,-1,1,1,2023,0.555380024574308,1,5.065635394507299,1,1
-1.004143646892229,1,-1,1,1,2023,0.3807464724624723,1,2.910797031137345,1,1
0.07941143434344133,1,-1,0,0,2023,0.20363636363640994,1,3.1881487950756293,0,0
-1.005691308596413,-1,1,1,1,2023,0.8588560885608367,1,3.836460536520907,-1,2
-1.00708394324025,-1,1,-1,1,2023,0.9513766842414346,4,2.9542067099736617,0,2
0.7056780990889194,1,-1,-1,-1,2023,0.1681222707423222,1,3.6848489997720097,-1,0
2.2145754404829314,-1,1,1,1,2023,0.3000848896434152,1,2.7776667320321686,-1,1
1.01207131010085,-1,1,-1,-1,2023,0.055717128424927806,1,3.155307967381796,1,0
-1.0068786827102985,-1,1,-1,-1,2023,0.06530115595222187,1,4.688689857284307,1,0
-1.0037821187894755,1,-1,0,-1,2023,2.3197897273025787,4,3.3011369068260676,0,2
2.2197520905430443,1,-1,1,1,2023,0.01567091087168019,1,2.9412152723152816,1,0
2.2199709324009333,-1,1,1,1,2023,4.060489510489517,2,3.310292281746117,-1,2
-1.0037321168534268,-1,1,0,1,2023,0.0,1,2.5253324696996415,0,0
0.3508704891659813,1,-1,1,1,2023,1.4378247315552444,2,4.716373603914438,1,2
-1.0064435137385466,1,-1,1,1,2023,1.3405495420483011,2,2.5175340258754577,1,2
1.6323163499944802,-1,1,0,1,2023,0.7994041708043699,1,3.57371594890533,0,2
-1.00210795956836,-1,1,-1,-1,2023,0.4287828760105001,3,2.664584180794584,1,1
0.20653547113759985,-1,1,-1,-1,2023,0.016376093132055788,1,5.079749919722309,1,0
2.2183528009083098,1,-1,-1,-1,2023,0.9420589194477942,1,2.5903438546950817,-1,2
0.034862325341587945,1,-1,1,-1,2023,0.6696412636087636,1,2.5230764964142773,0,1
-1.005168190005074,-1,1,-1,-1,2023,0.22973744292237466,2,3.365659028233746,1,0
-1.003531326130605,1,-1,0,-1,2023,0.001338560091767502,1,2.561451820620648,0,0
0.028672225178123525,-1,1,0,0,2023,0.5162829098247933,4,3.9173676780811517,0,1
-1.0094230191861713,1,-1,-1,-1,2023,0.1669829222011931,2,2.759447586332548,-1,0
-1.0102265265969717,1,-1,0,-1,2023,1.6335385517442989,4,4.078868708197804,0,2
2.2126141325482216,-1,1,-1,-1,2023,1.889594258901466,4,3.1177613101655157,1,2
-1.005454943552236,1,-1,-1,-1,2023,0.09127047225310833,1,2.7789653715154428,-1,0
-1.006662682159281,-1,1,-1,-1,2023,1.505644682115235,4,2.99443800703003,1,2
2.219821171116877,1,-1,-1,-1,2023,0.018709220973202066,1,3.6114156033509976,-1,0
2.219559316440559,1,-1,1,-1,2023,0.0,1,2.536518268109042,0,0
-1.0019196041196432,-1,1,1,-1,2023,0.521363530235811,1,4.823229996687426,0,1
-1.0019735700333208,1,-1,1,1,2023,0.38583247156152384,1,3.567616110738224,1,1
-1.0036078458222397,-1,1,0,1,2023,1.2527577025484797,2,2.8459656640222635,0,2
2.2203995873933358,1,-1,1,1,2023,0.027194769507760716,1,2.658425866005859,1,0
0.8111513822937032,-1,1,1,1,2023,0.5289762573398064,1,3.3464675442251477,-1,1
2.2196523601161915,1,-1,1,1,2023,1.7023204555194849,4,3.101035311338526,1,2
-1.0015025029790845,-1,1,0,1,2023,0.02658321319313946,1,3.8279378940218782,0,0
0.19774627313503812,-1,1,1,1,2023,1.3364614513388922,2,2.747270696524681,-1,2
2.218743396711426,-1,1,1,1,2023,1.8718787395293015,4,3.093111533962026,-1,2
0.44613644041091244,1,-1,-1,1,2023,1.1689166193987242,1,2.5567252764756976,0,2
-1.0029810912058343,1,-1,1,1,2023,0.4900816802800499,4,3.089832452163572,1,1
-1.0045819933040834,-1,1,-1,-1,2023,1.1436962906559172,2,2.8049368197857265,1,2
2.219070059016713,1,-1,0,-1,2023,1.8979183643232862,4,4.031099116030538,0,2
-1.0021415373380984,-1,1,0,1,2023,0.13420961604982,1,2.8078088108848593,0,0
-1.0061663494276427,1,-1,1,1,2023,1.6160602258469845,1,3.3171109735117397,1,2
-1.0032763254606283,-1,1,-1,1,2023,0.5953865805094536,3,2.591302980179258,0,1
0.6182276880081206,1,-1,1,0,2023,0.1483231707317216,2,3.0727080911988476,0,0
-1.0058933339242,-1,1,1,1,2023,2.211114065408142,4,2.7835977489015455,-1,2
0.5575260573452552,-1,1,1,1,2023,0.6817045991760857,1,3.3407661029425286,-1,1
-0.26620333528220175,1,-1,-1,0,2023,0.0,1,2.788105287373712,0,0
-1.0080557938127366,-1,1,-1,-1,2023,0.8491930996104773,4,2.7253942523279147,1,2
2.216560067098831,1,-1,1,1,2023,0.8436540429887166,1,3.971977280013066,1,2
2.219015581716034,1,-1,1,1,2023,0.4080561662293325,1,4.159267988585366,1,1
-1.0045721050457583,-1,1,1,1,2023,2.3105067501467507,4,2.772535815005483,-1,2
2.2180272050257464,1,-1,1,1,2023,0.3419216317766965,1,3.9788565857972165,1,1
-0.12236705554492135,-1,1,0,1,2023,0.25196247367412294,3,2.970051111098504,0,1
-1.007441144238524,-1,1,-1,-1,2023,0.5956486704271148,1,2.890197704711083,1,1
-1.003536956243079,1,-1,1,1,2023,0.3565810173046657,1,2.9510876860967246,1,1
-1.0038749022739404,1,-1,-1,-1,2023,2.921457905544167,2,4.127640936642335,-1,2
0.9073847230233947,-1,1,-1,-1,2023,0.4333539348990405,2,2.5583908282744225,1,1
0.5702291746286904,1,-1,-1,-1,2023,0.7100633985177159,2,2.6132764841455627,-1,1
2.2172529813815247,-1,1,0,-1,2023,3.317101182956214,3,4.943023594952472,0,2
-1.001585025148605,1,-1,1,1,2023,0.0,1,3.408891362295237,1,0
-1.0016045170057954,-1,1,0,0,2023,0.0005188836588635062,1,3.974118148396511,0,0
-1.0074921986910828,-1,1,-1,1,2023,0.46558570483119716,2,3.8131137101630195,0,1
-1.0044593801630812,1,-1,1,1,2023,0.0,1,2.5096488125434036,1,0
0.8549951077649794,-1,1,-1,1,2023,0.2108060230292294,2,3.0201545870488586,0,0
-1.0053672430512814,-1,1,-1,-1,2023,0.13595574677322728,1,4.12382797649911,1,0
-0.5422688173073891,1,-1,-1,-1,2023,2.219384526890986,4,2.719812657830666,-1,2
-1.0049002628564587,1,-1,1,1,2023,1.2336408030384751,2,2.6908900990524063,1,2
-1.0025158241758216,-1,1,0,1,2023,0.6962323390894868,2,3.3233876071402637,0,1
-1.0039794835749238,1,-1,1,1,2023,0.9664887566716445,2,3.386212030151601,1,2
0.10652419729310404,-1,1,0,1,2023,0.001348098218613923,1,2.781445132183309,0,0
2.217395430673911,-1,1,-1,1,2023,1.1038722899363955,4,2.5989708096351416,0,2
0.6613297468924215,-1,1,-1,-1,2023,0.17450919289498285,1,2.5339873566824602,1,0
-1.004618780748662,-1,1,-1,-1,2023,0.35636363636362134,1,4.095363061788688,1,1
-1.0035809997906446,1,-1,0,-1,2023,1.275333824854565,3,3.836957649765893,0,2
2.2167364051698204,-1,1,-1,-1,2023,2.34625788999097,2,3.165713389237029,1,2
-1.0028903135997966,1,-1,-1,-1,2023,0.6621889140271237,4,2.7137076393630943,-1,1
2.211523294901354,1,-1,0,-1,2023,2.324365872405755,4,3.181267090213585,0,2
-1.005500715011179,-1,1,1,-1,2023,1.2047531992687663,1,4.049487268951981,0,2
0.4593725109991067,-1,1,1,-1,2023,0.040316774658051904,1,4.401400819621045,0,0
-1.0027124809430725,1,-1,1,0,2023,0.6685794440193952,4,3.257097426886986,0,1
2.208303636363631,1,-1,-1,-1,2023,1.0256410256410406,4,3.163271689926436,-1,2
-1.0065269792686544,1,-1,1,-1,2023,0.21858092440876403,1,3.1347707109874334,0,0
-1.0055738236828378,-1,1,-1,-1,2023,0.0,1,2.7150896608139914,1,0
1.3898292258323162,1,-1,0,-1,2023,0.28014440433214993,1,2.616552078530721,0,1
2.216935374512338,-1,1,1,1,2023,0.48806697488443984,3,2.7895424531908373,-1,1
-0.3146139159845608,1,-1,1,-1,2023,0.41982573271472184,3,2.9993220843791693,0,1
-1.0039267205952453,-1,1,1,1,2023,0.27844174801568305,1,3.4068010495191023,-1,1
-1.0042217594216065,1,-1,1,1,2023,1.4673680109097764,3,2.751210204650419,1,2
1.4150389278377733,-1,1,1,1,2023,0.18554105095752363,2,2.7762831578578466,-1,0
-1.0039166885146522,-1,1,-1,-1,2023,0.16069244519706263,1,2.5783107760493937,1,0
0.33977681712124935,1,-1,1,-1,2023,0.22737146994932245,2,2.826047695852838,0,0
-1.0096378837901872,1,-1,1,0,2023,0.6901408450704388,1,2.8250449903156474,0,1
2.213028327668085,-1,1,1,1,2023,2.9464091993924835,2,4.304702192397502,-1,2
2.2176798803399262,1,-1,-1,-1,2023,1.4356922373384624,1,3.3277191746977683,-1,2
0.41737470388119846,-1,1,0,0,2023,0.055910543130990496,1,3.462560901075013,0,0
-0.3506594924146269,-1,1,-1,-1,2023,0.5733813324985672,3,2.8558871008320508,1,1
0.8960250878729544,1,-1,-1,-1,2023,0.24645296899634694,1,2.7516116197861065,-1,0
2.215697112366604,-1,1,0,-1,2023,0.10621468926555316,1,2.8561458416527348,0,0
-1.0020178002594031,-1,1,-1,-1,2023,0.03341115434502227,1,3.7280259517508356,1,0
0.287698310708899,-1,1,1,1,2023,0.08903020667727789,1,2.5385240948189276,-1,0
-1.0036671446643703,1,-1,1,1,2023,0.012261341741110534,1,2.551039307365782,1,0
0.3366561861123063,-1,1,1,1,2023,0.04757919297979173,1,3.3826892329030187,-1,0
-1.0065510596924245,-1,1,1,1,2023,0.23559108119478503,1,4.29813733588469,-1,0
0.6298250880845487,-1,1,1,1,2023,1.0935360072240081,2,3.1236712391684156,-1,2
0.15111351851851118,1,-1,0,1,2023,0.30454545454543247,2,3.6042345405220164,0,1
-0.35665231481481063,-1,1,-1,1,2023,0.0,1,2.5666348391465243,0,0
-1.0045157621614824,-1,1,0,1,2023,0.4184242882815009,1,3.336909211962717,0,1
-1.0025719507416717,1,-1,1,1,2023,0.22584275684657862,1,3.4345605208599674,1,0
-0.5297611877137901,-1,1,0,1,2023,0.9900271985494167,3,4.903302763989857,0,2
-1.0084508164474493,1,-1,1,1,2023,0.0,1,4.3212961811067405,1,0
2.2156625106253793,1,-1,1,1,2023,0.0019125683060526952,1,3.2307956059769136,1,0
-1.0045083618829285,1,-1,1,1,2023,0.15221633677168464,1,2.5197708522219706,1,0
0.9777394701147247,-1,1,1,1,2023,0.4209925841414901,4,3.347168045068505,-1,1
-1.004465288290216,1,-1,1,1,2023,0.26555484284798814,2,4.561607883746253,1,1
-0.1407562537713498,-1,1,-1,1,2023,0.0,1,3.067194600697534,0,0
0.0656029077516688,1,-1,1,1,2023,0.9514205541915075,1,4.031182876121322,1,2
-1.0077537426900514,-1,1,-1,-1,2023,0.013815789473734555,1,2.6476769634857695,1,0
-0.2245816120534103,-1,1,0,1,2023,0.5920727043685596,1,4.192835070183325,0,1
0.013087181392135827,-1,1,-1,-1,2023,1.5542389617717542,4,3.0201806791942896,1,2
-1.0066248336472128,1,-1,1,-1,2023,0.810734463276832,2,2.8754683699697865,0,2
0.053793816425116915,-1,1,0,0,2023,0.08974358974356063,2,3.0188093882405957,0,0
2.2094525841062143,1,-1,1,-1,2023,0.8325150027277276,2,2.8167191268563685,0,2
-1.0099891696627326,-1,1,-1,-1,2023,0.6163328197226463,1,4.658578811063057,1,1
-1.0063054325746439,1,-1,0,-1,2023,0.0,1,5.168878162511821,0,0
-0.1225921835960362,-1,1,1,-1,2023,0.2455371124333821,1,2.5850365505158224,0,0
