q,top_pct,N,total_R,EV,WR,PF,gross_MaxDD_R,net_MaxDD_R,negative_months,months,worst_month_R,all_years_positive,trades_per_day_mean,trades_per_day_p95,max_trades_day,raw_selected,accepted,rejected_day_cap,rejected_cooldown,day_cap_reject_share_raw,cooldown_reject_share_raw
0.97,3.0000000000000027,3059,1684.851520397551,0.5507850671453256,0.644655116050997,3.028726544029199,13.16463366150856,14.909643173217773,0,42,0.2990630492568016,True,4.161904761904762,6.0,6,8545,3059,3369,2117,0.3942656524283207,0.24774722059684026
0.96,4.0000000000000036,3515,1889.613319589386,0.537585581675501,0.6375533428165007,2.9076980905729193,14.415969148278236,15.827252835035324,0,42,1.266511743888259,True,4.466327827191868,6.0,6,11421,3515,5139,2767,0.4499605988967691,0.24227300586638648
0.95,5.000000000000004,3795,1911.8438117325475,0.5037796605355856,0.6300395256916996,2.7119356443326934,14.700227797031403,17.937319841235876,0,42,1.1925507839769125,True,4.622411693057248,6.0,6,14332,3795,7154,3383,0.499162712810494,0.23604521350823332
0.94,6.000000000000005,3951,1765.8312492941675,0.4469327383685567,0.6170589724120475,2.482382370022721,15.123711213469505,18.751985393464565,1,42,-0.4026964157819748,True,4.686832740213523,6.0,6,17177,3951,8965,4261,0.5219188449671072,0.2480642719916167
