R,signal_ts,entry_ts,exit_ts,side,signal_price,signal_atr,orig_z,response_ratio,branch,first_touch_010_ts,first_close_010_ts,first_close_015_ts,first_close_020_ts,first_close_025_ts,first_close_030_ts,pre_entry_mfe_atr,pre_entry_mae_atr,entry_move_atr,first_touch_010_min,first_close_010_min,first_close_015_min,first_close_020_min,first_close_025_min,first_close_030_min,confirm_min,signal_time_utc
-1.002425608972488,1609499100,1609499280,1609526700,1,29281.49,134.5064285714291,-1.886513991757587,722790732.2538805,STRONG_RESPONSE_GE_2.50,1609499160,1609499160,1609499160,1609499160,1609499280,1609499280,0.7227907322538806,0.0,0.6089671762900305,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2021-01-01 11:05:00+00:00
2.219174612101505,1609547400,1609547460,1609590000,1,29048.86,106.17857142857143,-1.9034293452730253,29.55855761605503,STRONG_RESPONSE_GE_2.50,1609547460,1609547460,1609547460,1609547460,1609547460,1609547460,0.927023208879922,0.031362260343104235,0.6999529095190016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021-01-02 00:30:00+00:00
-0.2115948490028303,1609765200,1609765800,1609852200,-1,31225.59,860.6778571428575,1.7005984161508148,436388594.04007965,STRONG_RESPONSE_GE_2.50,1609765260,1609765260,1609765260,1609765260,1609765320,1609765800,0.4363885940400797,0.0,0.3200732977080351,1.0,1.0,1.0,1.0,2.0,10.0,10.0,2021-01-04 13:00:00+00:00
2.2210640196697513,1609858200,1609858260,1609907040,1,31975.8,308.8135714285714,-1.4092382752338581,800482954.3483263,STRONG_RESPONSE_GE_2.50,1609858260,1609858260,1609858260,1609858260,1609858260,1609858260,0.8004829543483264,0.0,0.6942052417200425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021-01-05 14:50:00+00:00
-1.00087118204824,1610281800,1610284320,1610300160,1,39680.0,508.4314285714281,-1.6141219615909528,0.6354201327632719,MID_RESPONSE_0.50_1.00,1610281860,1610281860,1610281860,1610284320,1610284320,1610284320,0.41303504897415616,0.6500188254069906,0.36242842130698305,1.0,1.0,1.0,42.0,42.0,42.0,42.0,2021-01-10 12:30:00+00:00
-1.0010176271144782,1610300400,1610300460,1610310420,1,37366.31,413.4521428571435,-1.6957904987559065,1278721151.0055614,STRONG_RESPONSE_GE_2.50,1610300460,1610300460,1610300460,1610300460,1610300460,1610300460,1.2787211510055614,0.0,1.2100554045812921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021-01-10 17:40:00+00:00
-1.000489080374931,1610310600,1610310660,1610347740,1,36058.46,829.0214285714283,-1.5646493526750158,590503433.4800938,STRONG_RESPONSE_GE_2.50,1610310660,1610310660,1610310660,1610310660,1610310660,1610310660,0.5905034334800939,0.0,0.5220251070539327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021-01-10 20:30:00+00:00
-0.391313004168932,1610737500,1610737620,1610824020,-1,35500.0,715.9157142857132,1.5818240794033558,392266847.05502343,STRONG_RESPONSE_GE_2.50,1610737560,1610737560,1610737560,1610737560,1610737560,1610737620,0.39226684705502346,0.0,0.3609363432646726,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2021-01-15 19:05:00+00:00
-1.0011892673611311,1610825400,1610825520,1610868660,1,36350.67,341.4521428571435,-1.3139819385967784,3.874876626740194,STRONG_RESPONSE_GE_2.50,1610825460,1610825460,1610825460,1610825460,1610825520,1610825520,0.5750146956381773,0.14839561285517408,0.5750146956381773,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2021-01-16 19:30:00+00:00
-1.0014987547926053,1610924700,1610927340,1610971560,-1,36163.61,266.7178571428558,1.6902644446423558,0.8791575392266634,MID_RESPONSE_0.50_1.00,1610925120,1610925120,1610925120,1610925180,1610927340,1610927340,0.978149730185726,1.1125989207428988,0.6995782059694076,7.0,7.0,7.0,8.0,44.0,44.0,44.0,2021-01-17 23:05:00+00:00
