split,cohort,n,new_leg_rate_all,resolved_rate,new_leg_rate_resolved,future_acceptance
DISCOVERY,NO_LEVEL_RETEST,2027,0.3586581154415392,0.6393685249136655,0.5609567901234568,0.876665022200296
DISCOVERY,ANY_LEVEL_RETEST,673,0.1099554234769688,0.950965824665676,0.115625,0.3952451708766716
CONFIRMATION,NO_LEVEL_RETEST,1944,0.35030864197530864,0.6286008230452675,0.5572831423895254,0.8837448559670782
CONFIRMATION,ANY_LEVEL_RETEST,678,0.10176991150442478,0.9601769911504425,0.10599078341013825,0.37315634218289084
