bag,low_path,low_disc_rate,low_conf_rate,high_path,high_disc_rate,high_conf_rate,conf_gap
LEVEL_RETEST:0|EXPAND:1|SHALLOW_PULLBACK:0|DEEP_PULLBACK:2|BASE:0|HOLD:0,EXPAND>DEEP_PULLBACK>DEEP_PULLBACK,0.2680851063829787,0.24150943396226415,DEEP_PULLBACK>DEEP_PULLBACK>EXPAND,0.5975609756097561,0.5806451612903226,0.33913572732805847
