parent,qualifying_h4_all,qualifying_h4_eval,episodes_all,permission_hours_eval,permission_pct_eval,trades,mean_trades_month,median_trades_month,pct_months_ge10,gross_expectancy_r,commission_expectancy_r,spread20_expectancy_r,spread40_expectancy_r,pf_spread40,cum_spread40_r,mean_spread40_r_month,max_dd_r,max_dd_pct_at_025,max_consecutive_losses,win_rate_net40,median_hold_h,p90_hold_h,timeout_frac,positive_blocks,min_block_cum_r,top_abs_trade_share,h1_frequency,h2_edge,h3_both,classification
P0_BASELINE_E75,62,53,42,964.0,0.03145392847820412,98,2.3333333333333335,0.0,0.07142857142857142,0.18126842381389616,0.17213914172207218,0.12371876069019865,0.07529837965832512,1.140735157481485,7.379241206515861,0.17569621920275863,7.683614747470914,1.9209036868677285,5,0.5,1.3416666666666668,8.0,0.1326530612244898,3,-2.8042107122610407,0.013718968906444282,False,False,False,NOT_VIABLE
P1_PULLBACK_D14,1310,1197,158,8428.0,0.27499347428869747,711,16.928571428571427,17.0,0.7619047619047619,0.01765664991783514,0.006356890800181592,-0.058268380935639644,-0.12289365267146089,0.8128880195610114,-87.3773870494087,-2.0804139773668737,126.08896652020384,31.52224163005096,10,0.4219409282700422,1.3,5.266666666666667,0.057665260196905765,2,-69.04498135480367,0.0023565149571444,True,False,False,FREQUENCY_ONLY
P2_G1_D14,299,271,74,2568.0,0.08379013312451057,238,5.666666666666667,4.5,0.23809523809523808,-0.010026178822713361,-0.02133767287008526,-0.08448806547536283,-0.14763845808064038,0.7782306876160322,-35.13795302319241,-0.836617929123629,42.196620089222314,10.549155022305579,7,0.39915966386554624,1.1,5.058333333333336,0.06722689075630252,1,-27.66597253245047,0.011337845522180874,False,False,False,NOT_VIABLE
P3_EXPANSION_D14,848,804,98,5200.0,0.16966849386583138,444,10.571428571428571,9.5,0.5,0.15104636901813834,0.1410144957913508,0.08608402318917402,0.03115355058699717,1.0537279870634455,13.832176460626744,0.3293375347768274,21.55268764909853,5.3881719122746325,8,0.46846846846846846,1.2333333333333334,5.188333333333332,0.060810810810810814,3,-14.135997711359074,0.005413335490278573,False,False,False,NOT_VIABLE
P4_PULLBACK_OR_EXPANSION_D14,2158,2001,154,11508.0,0.3754894283476899,897,21.357142857142858,21.0,0.7619047619047619,0.05705636415653104,0.04583128156993724,-0.018140580564712277,-0.08211244269936174,0.8717423650559875,-73.65486110132748,-1.7536871690792257,112.84887053973986,28.212217634934966,12,0.43255295429208473,1.25,4.85,0.04905239687848383,2,-73.1155835335219,0.0020586899671902734,True,False,False,FREQUENCY_ONLY
P5_NONRANGE_D14,2158,2001,154,11508.0,0.3754894283476899,897,21.357142857142858,21.0,0.7619047619047619,0.05705636415653104,0.04583128156993724,-0.018140580564712277,-0.08211244269936174,0.8717423650559875,-73.65486110132748,-1.7536871690792257,112.84887053973986,28.212217634934966,12,0.43255295429208473,1.25,4.85,0.04905239687848383,2,-73.1155835335219,0.0020586899671902734,True,False,False,FREQUENCY_ONLY
P6_D14_ALL,2205,2046,154,11736.0,0.38292873923257637,908,21.61904761904762,22.5,0.7619047619047619,0.05654188137510528,0.0452649224112884,-0.018962690726162978,-0.08319030386361433,0.8703102980566374,-75.5367959081618,-1.7984951406705192,116.61415381778357,29.153538454445894,12,0.43171806167400884,1.2833333333333334,4.971666666666668,0.051762114537444934,2,-78.35385800763154,0.0020313673778894993,True,False,False,FREQUENCY_ONLY
