impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,parent_family,p_cont,p_rev,router_conf,router_side,source_row,filled,fill_time,signal_net_R,gross_R,cost_R,outcome,stop_frac,episode_7d,prior_virtual_fills,vf1_mature,real_R,real_fill
-1.0,4.8135797498062685,-0.3736918212792483,-2.132431541250582,-2.638652050406649,1.9592541684556704,3.3008762314377393,0.014797576898423176,0.0,1.0,13305,2021-05-20 00:00:00+00:00,DEV_2021_2024,36671.23,37941.25,36653.64,37814.04,41024.99,0.08491422762550616,-0.08491422762550616,0.08491422762550616,RANGE60_EXTREME,0.2595620051195713,0.4080584293259143,0.4080584293259143,REV,45,True,2021-05-20 00:15:00+00:00,-1.0144338095386025,-1.0,0.01443380953860252,SL,0.03464088941057275,6,3,True,-1.0144338095386025,True
-1.0,6.808137394786495,-0.6647778255218081,-1.2638948003932229,-2.2288854447293485,3.025289934486761,6.925255169507853,-0.019639375141115016,-0.6593458151000687,0.7518398074789775,13486,2021-05-21 21:15:00+00:00,DEV_2021_2024,34113.02,35950.0,33488.0,35766.56,37990.26,0.0622159591333451,-0.0622159591333451,0.0622159591333451,RANGE60_EXTREME,0.23130411290965666,0.3481896701702795,0.3481896701702795,REV,48,False,,0.0,0.0,0.0,NO_FILL,,6,4,True,0.0,False
-1.0,1.3761899783304545,-0.22889815549690787,-1.3720586298736086,-2.479787387219134,2.1539847221455877,1.6879294679075834,-0.035333830888102644,-0.38268343236508967,-0.9238795325112868,13647,2021-05-23 13:30:00+00:00,DEV_2021_2024,33026.19,33403.96,32600.0,33332.38,37791.82,0.13378702630895245,-0.13378702630895245,0.13378702630895245,RANGE60_EXTREME,0.2586733543126799,0.3246237939137685,0.3246237939137685,REV,50,False,,0.0,0.0,0.0,NO_FILL,,6,4,True,0.0,False
-1.0,-6.324349872121562,-2.098660725527314,-2.6234708515869083,-1.225404089827244,2.3436287972662235,7.419080502010329,0.04639104836682917,0.9978589232386035,-0.06540312923014314,16402,2021-06-21 06:15:00+00:00,DEV_2021_2024,34494.77,34600.0,33000.77,33293.41,32731.23,-0.01687558401793532,0.01687558401793532,-0.01687558401793532,RANGE60_EXTREME,0.3060977476523807,0.32040458261847693,0.32040458261847693,REV,52,True,2021-06-21 06:30:00+00:00,0.13830912532906287,0.14846832538158813,0.010159200052525259,TIME_EXIT,0.04921647348362981,7,0,False,0.0,False
-1.0,-1.26640368003116,-2.5168541947281624,-0.5835214283134921,-1.6355467518492701,0.9988159038001863,0.9345178179491554,0.04553226137492397,-0.4999999999999997,-0.8660254037844388,16913,2021-06-26 14:00:00+00:00,DEV_2021_2024,30814.15,30893.5,30505.0,30599.95,32770.85,0.0709456103153212,-0.0709456103153212,0.0709456103153212,RANGE60_EXTREME,0.1987523666911611,0.3216298746982784,0.3216298746982784,REV,55,False,,0.0,0.0,0.0,NO_FILL,,7,1,True,0.0,False
-1.0,-2.2689005171115637,-2.0653895197284036,-2.890489211874846,-1.4633618756869382,1.0148309031760605,0.8993409714159208,0.03807327236460873,0.06540312923014306,0.9978589232386035,23176,2021-08-31 00:15:00+00:00,DEV_2021_2024,47097.05,47097.05,46738.0,46747.81,47040.2,0.006254409296519103,-0.006254409296519103,0.006254409296519103,RANGE60_EXTREME,0.24063478060318377,0.35726440291648515,0.35726440291648515,REV,69,False,,0.0,0.0,0.0,NO_FILL,,8,0,False,0.0,False
-1.0,-1.5056219032856715,-2.0273053688583067,-2.3298989142788344,-4.562655243878319,1.3430594688873005,3.0536747382477794,0.1302588399843078,1.0,6.123233995736766e-17,23967,2021-09-08 06:00:00+00:00,DEV_2021_2024,46074.41,46386.0,45636.1,45849.61,46256.35,0.008871176875877351,-0.008871176875877351,0.008871176875877351,RANGE60_EXTREME,0.3423933095550541,0.47231233020268343,0.47231233020268343,REV,72,True,2021-09-08 06:15:00+00:00,-1.0303204827310308,-1.0,0.03032048273103075,SL,0.016490502622779398,9,0,False,0.0,False
-1.0,1.4771019608606226,-0.25893669851503615,0.8365416422157068,-2.8785003488136502,2.1592809609085735,4.580931839368415,0.14073160309218816,-0.32143946530316153,-0.9469301294951057,23996,2021-09-08 13:15:00+00:00,DEV_2021_2024,46310.73,46627.25,45583.0,46537.56,47121.92,0.012556739115673565,-0.012556739115673565,0.012556739115673565,RANGE60_EXTREME,0.33043239320260653,0.33366259389458214,0.33366259389458214,REV,73,False,,0.0,0.0,0.0,NO_FILL,,9,1,True,0.0,False
-1.0,0.588328524667695,-2.3456980951022994,-0.8260975455579151,-2.3718384632372262,1.1937098760757037,1.250428361485493,0.01618545009940028,0.8660254037844387,-0.4999999999999998,25127,2021-09-20 08:00:00+00:00,DEV_2021_2024,44830.01,45087.05,44662.14,44910.23,43135.45,-0.03951839035337845,0.03951839035337845,-0.03951839035337845,RANGE60_EXTREME,0.21761618257803436,0.3910059775428595,0.3910059775428595,REV,78,False,,0.0,0.0,0.0,NO_FILL,,10,0,False,0.0,False
1.0,-0.24693230807593897,2.1051604894900784,0.04289558666175896,-2.426556266901044,-0.16622420332243232,-0.0361783722228455,0.03893857904702894,-0.8660254037844386,0.5000000000000001,25175,2021-09-20 20:00:00+00:00,DEV_2021_2024,43850.26,43968.67,43775.37,43812.78,41770.64,-0.04657338887180795,-0.04657338887180795,0.04657338887180795,RANGE60_EXTREME,0.22835241858891012,0.3677379457895944,0.3677379457895944,REV,80,False,,0.0,0.0,0.0,NO_FILL,,10,0,False,0.0,False
-1.0,-0.25781156505719927,-1.579458704816731,-3.790287033229538,-3.6947693921453437,0.8349660042773084,1.3179988185124227,0.009154088957460138,0.25881904510252074,0.9659258262890683,25195,2021-09-21 01:00:00+00:00,DEV_2021_2024,41666.68,41977.03,41554.09,41627.8,41778.01,0.003608647012008026,-0.003608647012008026,0.003608647012008026,RANGE60_EXTREME,0.24701754077536697,0.46839671614367756,0.46839671614367756,REV,81,False,,0.0,0.0,0.0,NO_FILL,,10,0,False,0.0,False
-1.0,0.04005239633811612,-1.9690350879496226,-5.958005553889125,-1.3416968262071434,2.500336263163037,2.312367376383038,0.03251378167097125,0.130526192220052,-0.9914448613738104,25525,2021-09-24 11:30:00+00:00,DEV_2021_2024,41497.44,41557.98,40915.73,41501.72,42331.03,0.01998254530173682,-0.01998254530173682,0.01998254530173682,RANGE60_EXTREME,0.27972892977388186,0.37782240832997666,0.37782240832997666,REV,84,True,2021-09-24 12:00:00+00:00,1.4679403697936941,1.5,0.03205963020630596,TP,0.015595937844025808,10,0,False,0.0,False
-1.0,-1.3434763002623669,-2.3697918798252338,-2.177703007314973,-1.9277208335523468,1.302431408127916,0.736357973711699,-0.06103558781728213,-0.6593458151000688,-0.7518398074789775,28122,2021-10-21 14:45:00+00:00,DEV_2021_2024,63963.49,64111.74,63600.0,63648.66,61571.98,-0.03262708635611278,0.03262708635611278,-0.03262708635611278,RANGE60_EXTREME,0.17971058268771606,0.3240426200124719,0.3240426200124719,REV,91,True,2021-10-21 15:00:00+00:00,-1.0619384746160163,-1.0,0.061938474616016204,SL,0.00807252685991574,11,0,False,0.0,False
-1.0,-0.4134854383561396,-2.601992083635349,-3.015260245434648,-2.391008503742401,2.187251973317621,1.599278872273238,-0.04732571153849866,0.7933533402912352,-0.6087614290087207,28673,2021-10-27 08:30:00+00:00,DEV_2021_2024,59027.98,59461.2,58853.4,58971.0,60255.37,0.021779688321378332,-0.021779688321378332,0.021779688321378332,RANGE60_EXTREME,0.24225886265439772,0.3620935065658597,0.3620935065658597,REV,94,True,2021-10-27 09:15:00+00:00,1.4517381539980254,1.5,0.04826184600197468,TP,0.01036015074888644,11,1,True,1.4517381539980254,True
-1.0,3.4063742695214545,-1.2973948044572239,-0.9432367792228562,-3.4439373922983525,2.321361094090693,2.793049841333252,-0.08284363681141538,0.3826834323650899,-0.9238795325112867,30601,2021-11-16 10:30:00+00:00,DEV_2021_2024,59259.83,59938.19,59100.0,59926.68,59786.64,-0.002336689156931304,0.002336689156931304,-0.002336689156931304,RANGE60_EXTREME,0.2244125348772104,0.37524424253420274,0.37524424253420274,REV,100,False,,0.0,0.0,0.0,NO_FILL,,12,0,False,0.0,False
1.0,-0.9755785050028981,1.9219981929151133,-0.2454273870704648,-1.8915776808954672,0.7194888598765365,1.418971522871682,-0.05278199351455364,-0.6593458151000687,0.7518398074789775,30644,2021-11-16 21:15:00+00:00,DEV_2021_2024,60588.06,60914.81,60344.81,60393.03,59793.61,-0.009925153602187708,-0.009925153602187708,0.009925153602187708,RANGE60_EXTREME,0.22258749168284403,0.3136431876981325,0.3136431876981325,REV,101,True,2021-11-16 21:30:00+00:00,1.4467736578947368,1.5,0.053226342105263155,TP,0.009393844856202484,12,0,False,0.0,False
-1.0,-1.5090745413875284,-2.529332549625105,-3.8117080842648114,-1.4585834019974135,1.9464009315601438,1.4532636792392597,-0.03266331661675105,0.659345815100069,-0.7518398074789773,31556,2021-11-26 09:15:00+00:00,DEV_2021_2024,55272.2,55472.54,54936.14,54992.22,54828.68,-0.002974056516711565,0.002974056516711565,-0.002974056516711565,RANGE60_EXTREME,0.23193186302602695,0.35533848130338824,0.35533848130338824,REV,106,True,2021-11-26 09:30:00+00:00,-1.0510104586129752,-1.0,0.051010458612975255,SL,0.009801911482380158,13,0,False,0.0,False
-1.0,3.043496926849953,-1.069819445403257,-2.1345902089083477,-1.9810553782972797,2.219437289208962,2.6984804608724917,0.002181554596588594,-0.7518398074789772,0.6593458151000691,32274,2021-12-03 20:45:00+00:00,DEV_2021_2024,52912.59,53550.0,52809.0,53454.0,49251.94,-0.07861059576656482,0.07861059576656482,-0.07861059576656482,RANGE60_EXTREME,0.2446987957419623,0.3312887456325472,0.3312887456325472,REV,109,False,,0.0,0.0,0.0,NO_FILL,,14,0,False,0.0,False
-1.0,-4.800417871661333,-0.9885070525238038,-8.527685073346516,-5.8541670842696085,2.5544957566864115,3.388012079772471,0.10683025241452558,0.9659258262890683,-0.25881904510252063,32315,2021-12-04 07:00:00+00:00,DEV_2021_2024,47482.79,47538.49,46550.0,46625.02,49584.29,0.06346957062967484,-0.06346957062967484,0.06346957062967484,RANGE60_EXTREME,0.5121902571022924,0.5264125915397174,0.5264125915397174,REV,110,False,,0.0,0.0,0.0,NO_FILL,,14,0,False,0.0,False
-1.0,-3.2509755629158716,-2.019631913078706,-1.0072840808827364,-5.590642468666485,2.06759985513503,2.9040392032798166,0.0750102624474646,0.130526192220052,-0.9914448613738104,32333,2021-12-04 11:30:00+00:00,DEV_2021_2024,46919.93,47012.84,46131.71,46336.53,49150.89,0.06085071996249636,-0.06085071996249636,0.06085071996249636,RANGE60_EXTREME,0.3621498369702301,0.37915626823761617,0.37915626823761617,REV,111,False,,0.0,0.0,0.0,NO_FILL,,14,0,False,0.0,False
-1.0,3.2553950864430963,-0.7647378878434629,-4.637000150742474,-2.2437825205073527,3.6236212783551403,6.521782577150854,0.026139092326688255,-0.38268343236508956,0.9238795325112868,35449,2022-01-05 22:30:00+00:00,DEV_2021_2024,43000.0,43553.65,42500.0,43454.3,43103.0,-0.008084355288199396,0.008084355288199396,-0.008084355288199396,RANGE60_EXTREME,0.33635756686572893,0.3523425815859644,0.3523425815859644,REV,120,False,,0.0,0.0,0.0,NO_FILL,,15,0,False,0.0,False
-1.0,1.7068631995586447,-1.8843649728966818,-1.3415540257428156,-0.9143213939963064,1.0011652232413242,1.055164147842559,-0.04115508971235214,-0.4999999999999997,-0.8660254037844388,35607,2022-01-07 14:00:00+00:00,DEV_2021_2024,41489.19,41735.78,41398.13,41720.72,41970.46,0.005985753365293389,-0.005985753365293389,0.005985753365293389,RANGE60_EXTREME,0.15152450539073062,0.34279044994027796,0.34279044994027796,REV,122,True,2022-01-07 15:00:00+00:00,-1.0615310158448095,-1.0,0.06153101584480946,SL,0.008125983183197816,15,0,False,0.0,False
-1.0,3.320661238085637,-2.2161291936189,-2.669945267427878,-1.6086922212208423,3.1946149965549075,7.394559240879729,0.06553016744854862,0.5555702330196022,0.8314696123025452,36904,2022-01-21 02:15:00+00:00,DEV_2021_2024,39778.91,40280.0,39267.86,40169.75,36316.08,-0.09593462742486569,0.09593462742486569,-0.09593462742486569,RANGE60_EXTREME,0.2879690422710435,0.3625156303298749,0.3625156303298749,REV,124,True,2022-01-21 03:00:00+00:00,-1.0195939692137452,-1.0,0.019593969213745146,SL,0.025518055813278026,16,0,False,0.0,False
-1.0,1.9171957393136643,-0.7264583516620231,-1.1186507002438424,-3.336666918693474,1.8880715486005055,1.7672174645000556,0.07367432096704582,-0.2588190451025208,-0.9659258262890683,36947,2022-01-21 13:00:00+00:00,DEV_2021_2024,38186.16,38517.1,38150.03,38404.4,35805.84,-0.06772619574556726,0.06772619574556726,-0.06772619574556726,RANGE60_EXTREME,0.2975138881136275,0.3730181434154706,0.3730181434154706,REV,125,True,2022-01-21 13:30:00+00:00,1.447937906938731,1.5,0.052062093061269014,TP,0.009603916604189876,16,1,True,1.447937906938731,True
-1.0,4.097929715370206,-2.292383875051876,-1.371828046040998,-3.420839459636925,3.0235698479032855,5.829985455040181,0.06194027672474421,0.4422886902190017,-0.8968727415326881,37032,2022-01-22 10:15:00+00:00,DEV_2021_2024,34456.36,35078.8,34255.0,34903.54,35821.97,0.026313670852203375,-0.026313670852203375,0.026313670852203375,RANGE60_EXTREME,0.2856541991348231,0.38940467238285953,0.38940467238285953,REV,127,False,,0.0,0.0,0.0,NO_FILL,,16,2,True,0.0,False
-1.0,-0.11169682337558777,-2.627689341225205,-4.968097111818169,-2.542848643354959,2.556917162175756,2.624325353774642,-0.02337168788056659,0.8968727415326884,0.44228869021900125,40176,2022-02-24 04:15:00+00:00,DEV_2021_2024,34799.42,35022.05,34536.0,34779.01,38791.23,0.11536294007134207,-0.11536294007134207,0.11536294007134207,RANGE60_EXTREME,0.283610237842926,0.3942277804506662,0.3942277804506662,REV,136,False,,0.0,0.0,0.0,NO_FILL,,17,0,False,0.0,False
1.0,-1.4751440866094074,1.3190317303571906,0.5938014484898028,-2.7109051455007336,1.3229981313458652,1.2627412803746298,-0.0023357642292470854,0.7933533402912352,-0.6087614290087207,40193,2022-02-24 08:30:00+00:00,DEV_2021_2024,35479.93,35572.62,35240.46,35296.43,38326.3,0.08584130794038258,0.08584130794038258,-0.08584130794038258,RANGE60_EXTREME,0.29446806675883547,0.33133529600483097,0.33133529600483097,REV,137,True,2022-02-24 08:45:00+00:00,1.4466183315269756,1.5,0.05338166847302449,TP,0.009366511281914435,17,0,False,0.0,False
-1.0,0.996314444035178,-2.2496383256121515,-0.9783555205926497,-1.3950943690535431,1.151858432690023,0.4885434355495996,-0.028606141241657192,0.3214394653031616,0.9469301294951057,40932,2022-03-04 01:15:00+00:00,DEV_2021_2024,41310.78,41498.69,41200.0,41469.87,38966.38,-0.06036911609100393,0.06036911609100393,-0.06036911609100393,RANGE60_EXTREME,0.19259736387425413,0.34303868856102415,0.34303868856102415,REV,143,True,2022-03-04 01:45:00+00:00,1.4308304178245008,1.5,0.06916958217549915,TP,0.007228610962711686,18,0,False,0.0,False
-1.0,0.7463594537263724,-2.6545943223471067,-1.8072794530475356,-0.6778779002040156,0.6554781446350452,-0.20182222097349792,0.1049859099998312,-0.19509032201612872,0.9807852804032303,41884,2022-03-13 23:15:00+00:00,DEV_2021_2024,37725.79,37896.72,37725.78,37830.72,39775.64,0.05141112831053696,-0.05141112831053696,0.05141112831053696,RANGE60_EXTREME,0.2080248271394692,0.35771733214436113,0.35771733214436113,REV,146,True,2022-03-13 23:30:00+00:00,-1.1104049666549651,-1.0,0.11040496665496516,SL,0.004528781767242297,19,0,False,0.0,False
-1.0,0.38732545233829074,-1.7683305349936222,-1.6717578207037609,-1.3796372867731443,0.4982053283842029,0.1626193142251859,0.007733210283805742,0.19509032201612825,0.9807852804032304,44098,2022-04-06 00:45:00+00:00,DEV_2021_2024,44950.02,45115.0,44906.33,45005.88,42894.3,-0.04691786939839848,0.04691786939839848,-0.04691786939839848,RANGE60_EXTREME,0.1919314598165789,0.38384188968428085,0.38384188968428085,REV,149,False,,0.0,0.0,0.0,NO_FILL,,20,0,False,0.0,False
