impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,parent_family,p_cont,p_rev,router_conf,router_side,source_row,filled,fill_time,signal_net_R,gross_R,cost_R,outcome,stop_frac,episode_7d,prior_virtual_fills,vf1_mature,real_R,real_fill
-1.0,-1.9120452783780981,-2.1934064147976597,-0.8969453563809212,-0.9083870634462686,1.3768391973934542,1.027609550797546,-0.05530808315684711,0.7933533402912352,-0.6087614290087207,1954,2021-01-21 08:30:00+00:00,DEV_2021_2024,34261.24,34286.78,33635.0,33742.37,31006.82,-0.08091340670180946,0.08091340670180946,-0.08091340670180946,PERSISTENT60_MOVE,0.19671129847147403,0.3143801514138873,0.3143801514138873,REV,1,True,2021-01-21 08:45:00+00:00,-1.0256347847433183,-1.0,0.025634784743318345,SL,0.019504747358189696,1,0,False,0.0,False
1.0,0.4373626102443787,2.4141910464014322,-0.38475041504914553,-0.9089894863817761,0.8339523984832397,0.7185133919350015,-0.012417298819285254,-0.2588190451025208,-0.9659258262890683,1972,2021-01-21 13:00:00+00:00,DEV_2021_2024,32474.48,32755.74,32201.28,32592.11,31811.17,-0.02416730574557502,-0.02416730574557502,0.02416730574557502,PERSISTENT60_MOVE,0.2278145630984108,0.32192475441161417,0.32192475441161417,REV,2,False,,0.0,0.0,0.0,NO_FILL,,1,1,True,0.0,False
1.0,0.021535247312272056,2.0875625408881078,0.23738154640584724,-1.8909127244135264,0.9076415849327666,-0.1710104293653171,0.0366837154325672,0.5555702330196022,0.8314696123025452,2025,2021-01-22 02:15:00+00:00,DEV_2021_2024,30462.5,30532.11,30217.76,30468.71,32267.1,0.05902381196190709,0.05902381196190709,-0.05902381196190709,PERSISTENT60_MOVE,0.30596922797331394,0.33609190286194224,0.33609190286194224,REV,3,True,2021-01-22 02:30:00+00:00,-1.0487130348337836,-1.0,0.04871303483378366,SL,0.010264193181682821,1,1,True,-1.0487130348337836,True
-1.0,-0.9955452315715597,-2.5314817074721008,-1.4013609887952907,-0.7440584627414332,1.3271840252449447,0.864603153290592,0.07928291298708455,1.2246467991473532e-16,-1.0,2544,2021-01-27 12:00:00+00:00,DEV_2021_2024,30635.74,30888.0,30360.9,30407.0,31543.78,0.03738547045088292,-0.03738547045088292,0.03738547045088292,PERSISTENT60_MOVE,0.22329827362403368,0.3203590574998366,0.3203590574998366,REV,5,False,,0.0,0.0,0.0,NO_FILL,,1,2,True,0.0,False
-1.0,-0.14364952457184121,-2.018690076514417,-0.5478552060180829,0.4894748431908871,0.7703743371723358,-0.3589561666183352,-0.02060801975004763,0.6087614290087209,-0.793353340291235,3302,2021-02-04 09:30:00+00:00,DEV_2021_2024,37175.54,37218.04,36912.42,37137.22,37529.99,0.010575909942663886,-0.010575909942663886,0.010575909942663886,PERSISTENT60_MOVE,0.16268847730727606,0.3151706467405746,0.3151706467405746,REV,11,True,2021-02-04 09:45:00+00:00,1.4394928178784117,1.5,0.060507182121588385,TP,0.008263481829235687,2,0,False,0.0,False
-1.0,-1.7350454621961553,-2.3078604837605337,-1.8668826523231896,-1.522078919471011,2.0134226406022555,4.122808379139653,-0.06545077170749855,0.49999999999999994,-0.8660254037844387,5027,2021-02-22 10:00:00+00:00,DEV_2021_2024,54747.23,55101.69,53505.7,54245.34,48488.9,-0.10619522694842887,0.10619522694842887,-0.10619522694842887,PERSISTENT60_MOVE,0.2030313340116705,0.32855438862005626,0.32855438862005626,REV,22,False,,0.0,0.0,0.0,NO_FILL,,3,0,False,0.0,False
-1.0,-1.2305047571291015,-2.333634363663257,-2.634185332184506,-2.4499133605392514,1.2775279229307381,1.0818571620204045,-0.004768989871865918,0.6593458151000688,0.7518398074789774,5094,2021-02-23 02:45:00+00:00,DEV_2021_2024,51574.18,51622.26,50901.0,51218.63,50160.42,-0.020662940817571696,0.020662940817571696,-0.020662940817571696,PERSISTENT60_MOVE,0.24066235477295195,0.38784599793428454,0.38784599793428454,REV,24,False,,0.0,0.0,0.0,NO_FILL,,3,0,False,0.0,False
-1.0,-0.24100404220961824,-2.212386248694864,-1.2961647948874233,-2.4650459064055696,0.49963603052330063,1.0923234617633917,0.04267947470122353,-0.9469301294951056,-0.3214394653031618,5150,2021-02-23 16:45:00+00:00,DEV_2021_2024,47428.01,47950.54,47230.01,47365.61,49308.28,0.041106673133253224,-0.041106673133253224,0.041106673133253224,PERSISTENT60_MOVE,0.18288161820655643,0.3763005821674853,0.3763005821674853,REV,25,True,2021-02-23 17:00:00+00:00,1.4673814102119274,1.5,0.03261858978807272,TP,0.015328682301980739,3,0,False,0.0,False
1.0,0.3281811689623914,2.0081342088480354,0.09716499832600216,-2.5595045339437554,0.5510695690627644,0.42254957473803806,0.047780606763107594,-0.6593458151000687,0.7518398074789775,5168,2021-02-23 21:15:00+00:00,DEV_2021_2024,47958.63,48378.99,47841.73,48045.96,48152.16,0.0020303991772692154,0.0020303991772692154,-0.0020303991772692154,PERSISTENT60_MOVE,0.26942890842663064,0.3452001157100902,0.3452001157100902,REV,26,True,2021-02-23 21:30:00+00:00,-1.0449638815471098,-1.0,0.04496388154710985,SL,0.011120036411361346,3,1,True,-1.0449638815471098,True
1.0,1.733993372678177,2.0345362639295352,-0.08900993924178655,-0.019434519810250017,0.24399839286739522,1.147189388086588,0.02907052438426886,-0.25881904510252157,0.9659258262890681,5271,2021-02-24 23:00:00+00:00,DEV_2021_2024,48811.63,49505.16,48722.71,49351.71,47947.9,-0.028535167452821142,-0.028535167452821142,0.028535167452821142,PERSISTENT60_MOVE,0.2017988111738699,0.3378028978741118,0.3378028978741118,REV,28,True,2021-02-24 23:45:00+00:00,-1.0317866540993033,-1.0,0.03178665409930329,SL,0.015729871990866732,3,2,True,-1.0317866540993033,True
