period,candidate_time,side_name,R,anchor_high,anchor_low,resolution_1m,resolution_3m,resolution_5m,resolution_minute_3m,resolution_close_3m,mfe_15m,mae_15m,mfe_60m,mae_60m,ret_60m,impulse60,delayed_release_R,delayed_minus_original_R
historical,2024-04-06 11:35:00,SELL,-1.0158889962264295,67747.5,67615.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.031048845134462422,0.48390761075345157,0.45513063233627393,0.9140477092010253,-0.35668307459288606,0,,
historical,2024-04-22 13:15:00,SELL,-1.0121195452878584,66187.7,66039.3,UNRESOLVED,RELEASE,RELEASE,3.0,65994.2,0.9644253622632707,0.1840834163919506,2.4011347082726138,0.9612052441923216,-0.5060952234915453,1,-1.0118060620000677,0.00031348328779068346
historical,2024-05-13 00:15:00,BUY,-1.0145637479085357,61638.3,61480.6,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,1.57086483145533,0.3361384491037888,1.57086483145533,1.3086102790852354,-1.195454761565148,1,,
historical,2024-05-15 09:45:00,BUY,2.005142306730943,62449.9,62153.4,RELEASE,RELEASE,RELEASE,1.0,62478.2,2.909484090206998,-0.3157244362063557,3.3710225517454426,0.4145814025332018,1.7868396663577701,1,1.4871324889300768,-0.5180098178008663
historical,2024-05-25 07:30:00,BUY,1.4722378728923344,68854.7,68744.9,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,-0.09536166072001424,0.8752838144665176,2.8324683749595287,0.8752838144665176,2.6156341226078514,0,,
historical,2024-06-03 01:15:00,BUY,2.0318480566724753,68300.0,67959.5,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,1.3947611410798386,0.027214851533265142,4.102638868639721,0.027214851533265142,3.8420566652086867,1,,
historical,2024-06-07 11:35:00,BUY,2.278617945196577,71628.7,71440.4,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.8469034072330177,0.27100909031461895,5.269112549865964,6.474004316264559,-5.168399712249065,1,,
historical,2024-08-01 00:50:00,SELL,1.4917049848789852,64635.6,64320.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,-0.17141438932245537,1.3292336541378367,1.4462123927970592,1.3292336541378367,0.37294211730964855,0,,
historical,2024-08-04 01:05:00,SELL,-1.0082071945508642,60753.5,60586.9,RELEASE,RELEASE,RELEASE,1.0,60553.9,0.6618343665553821,0.26615800349707164,1.3321252583054932,1.0116674614528798,-0.6217771419488337,1,-1.0089837821226006,-0.0007765875717364867
historical,2024-08-13 01:10:00,SELL,0.625613720782387,59776.5,59424.4,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.4316391787277057,0.20985077975988756,0.4316391787277057,0.6207561988107214,0.16052956355884207,0,,
historical,2024-09-24 01:10:00,BUY,-1.010285618011583,63074.9,62921.8,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,1.1017748496957853,0.8991611765129507,1.1017748496957853,1.2479389422903782,-1.0538935090182464,1,,
historical,2024-09-26 10:10:00,BUY,2.7006605307429448,63841.8,63750.4,UNRESOLVED,RELEASE,RELEASE,2.0,63885.0,2.4305993690851646,0.18611987381708167,4.866719242902224,0.18611987381708167,3.6987381703470246,1,2.0058136172450016,-0.6948469134979431
historical,2024-10-02 12:25:00,BUY,-1.0088190470296954,61118.1,60949.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.3016987814394754,0.5344858634971984,0.4991896272285391,1.7572483342337415,-0.5668407467434795,0,,
historical,2024-10-10 09:35:00,BUY,1.483267983335289,60830.0,60632.3,UNRESOLVED,RELEASE,RELEASE,2.0,60834.0,1.1307628817356512,0.15682112958377645,2.3589199386865136,0.15682112958377645,2.2598750147388653,1,2.076530361985614,0.5932623786503248
historical,2024-10-18 02:35:00,BUY,-1.0110796734902867,68075.9,67890.6,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.33332269492224864,0.30517345929213424,0.5817508696900923,0.5848785625379406,-0.5312609708614331,0,,
historical,2024-10-20 14:30:00,SELL,1.9972321504749146,68691.2,68564.2,REJECTION,REJECTION,REJECTION,1.0,68696.1,0.15342465753412093,1.1413550536838442,3.150388744909131,1.1413550536838442,1.4202147352831824,0,,
historical,2024-12-01 00:40:00,SELL,1.4791587068128358,96746.3,96543.1,RELEASE,RELEASE,RELEASE,1.0,96516.7,1.6219472024845651,-0.2793280316220022,2.3321255470330744,0.18182673756532888,0.5856665568678721,1,2.7347695982933655,1.2556108914805297
historical,2024-12-14 12:35:00,SELL,2.132296967397106,101430.4,101315.4,UNRESOLVED,RELEASE,RELEASE,2.0,101314.9,0.918388759636894,0.4885726016148885,3.589252315131599,0.4885726016148885,1.90702978878704,1,1.478431510119661,-0.6538654572774452
historical,2024-12-16 00:45:00,SELL,0.864566590658718,106635.7,105893.3,RELEASE,RELEASE,RELEASE,1.0,105783.6,0.9857084434030039,0.11048600134845957,1.4486974014346998,0.11048600134845957,1.1074906325644291,1,0.6317723873420918,-0.23279420331662615
historical,2025-02-18 06:35:00,SELL,-1.0169701552163,95402.6,95200.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.4029007633588253,1.4678625954198319,0.4029007633588253,1.8905343511450539,-1.8905343511450539,0,,
historical,2025-02-24 00:20:00,SELL,2.1209766552487634,96424.9,96261.3,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.646494298295117,0.3424786421286357,1.766136012946426,0.6533438711377051,0.5311053404087304,1,,
