period,candidate_time,side_name,R,anchor_high,anchor_low,resolution_1m,resolution_3m,resolution_5m,resolution_minute_3m,resolution_close_3m,mfe_15m,mae_15m,mfe_60m,mae_60m,ret_60m,impulse60,delayed_release_R,delayed_minus_original_R
historical,2025-04-15 05:40:00,BUY,-1.0115147271210223,85835.0,85530.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.22838238649325915,0.9291010723248854,0.22838238649325915,1.7396189824321227,-1.175849874515179,0,,
historical,2025-04-18 05:15:00,SELL,-1.0223113850561767,84579.8,84514.1,UNRESOLVED,REJECTION,REJECTION,2.0,84582.3,0.5651991614255326,0.5375262054507872,0.5651991614255326,1.6972746331237778,-1.3719077568134779,0,,
historical,2025-05-09 07:55:00,SELL,2.9254175109183325,104119.9,103736.0,RELEASE,RELEASE,RELEASE,1.0,103693.1,1.1812590986066205,-0.3169434623726093,4.9097121126593235,0.5240797409311063,3.5936896520990143,1,2.0694345900552094,-0.8559829208631231
historical,2025-05-11 09:55:00,BUY,-1.0128821272132613,104455.1,104291.7,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,-0.12487461027515852,0.4702724684831049,0.3218652568795039,0.9283990782160513,0.1343635624237837,0,,
historical,2025-05-14 01:50:00,SELL,0.6122974542067736,104034.6,103810.0,RELEASE,RELEASE,RELEASE,1.0,103766.3,1.3274138466314678,-0.07084756286868762,1.6933871468488455,-0.07084756286868762,1.0222912139087206,1,0.44916973817654543,-0.1631277160302282
historical,2025-06-07 07:25:00,BUY,-1.0214220832786662,105055.3,104818.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,-0.16037777097641645,0.680075204407362,-0.16037777097641645,1.5492982379432787,-0.6923177823444876,0,,
historical,2025-06-15 01:20:00,SELL,-1.021703222295774,105509.5,105362.2,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.39102863004751964,0.12925487270355224,0.3916814324349492,1.091485591718801,-0.8669215704560399,0,,
historical,2025-06-15 07:40:00,BUY,-1.0215878380554775,105386.4,105230.2,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.5885350318471159,0.08794201625303788,0.828991873489935,0.961827366571545,-0.737974961563804,0,,
historical,2025-07-09 05:50:00,SELL,-1.026458379393021,108863.4,108635.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.4204818020649015,0.3007612889769265,0.8212535196579277,0.3007612889769265,-0.1598706851600341,0,,
historical,2025-07-10 13:35:00,SELL,-1.0240674279499937,110988.0,110645.9,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,1.4212071778140773,1.9575856443719812,1.4212071778140773,4.06655791190871,-2.01109298531813,0,,
historical,2025-07-11 06:00:00,SELL,-1.0119842571401627,118181.1,117730.1,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.11922521899963853,1.5513505823052276,0.7953090384341772,1.5513505823052276,0.6951484725920279,0,,
historical,2025-08-01 00:15:00,SELL,-1.0107903898240536,115659.2,115244.3,UNRESOLVED,UNRESOLVED,REJECTION,,,-0.1646272309436865,1.753516783063722,2.811476551463415,1.753516783063722,1.4496110149426151,0,,
historical,2025-08-01 01:10:00,SELL,-1.0082352671325905,115265.2,114815.0,UNRESOLVED,RELEASE,RELEASE,2.0,114740.5,0.7866062514399861,0.5788802703325322,0.7866062514399861,1.0592734812994182,-0.9844405191613589,0,-1.0082244937664895,1.0773366101002324e-05
historical,2025-08-11 02:00:00,BUY,2.893737478689507,120095.2,119697.5,RELEASE,RELEASE,RELEASE,1.0,120485.5,4.454156697042193,-1.3716336608460853,6.76693987680089,-1.3716336608460853,6.343582955760305,1,2.5365032751277035,-0.35723420356180347
forward_2026,2026-03-15 09:00:00,BUY,-1.0175932253313416,71679.9,71554.9,RELEASE,RELEASE,RELEASE,1.0,71777.5,1.6211274758760377,0.18249534450656157,1.7625416172901314,0.18249534450656157,0.6027876530669988,1,-1.0189019618907966,-0.0013087365594550704
forward_2026,2026-03-21 23:05:00,SELL,4.954536853520128,70265.5,70177.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,1.6014371657752902,0.2386363636364594,23.722092245988602,0.2386363636364594,20.90290775401007,1,,
forward_2026,2026-03-29 05:55:00,BUY,-1.016459357497617,66799.5,66655.7,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.7113323124042455,0.11102603369065885,0.7113323124042455,1.156202143950999,-0.1845329249617603,0,,
forward_2026,2026-04-05 23:10:00,BUY,1.4899568951955653,68580.0,68286.7,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,2.4235597646540454,-0.03435799012051746,5.210961834943204,-0.03435799012051746,3.92694207595255,1,,
forward_2026,2026-05-02 04:50:00,SELL,-1.0204096096096367,78192.8,78040.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.49442379182160273,0.03061447627378069,1.3722938989722417,0.4668707631751555,-0.08342444784600783,1,,
forward_2026,2026-05-18 12:30:00,SELL,-1.0155293930262637,77494.7,77241.5,UNRESOLVED,UNRESOLVED,REJECTION,,,0.24070962447735753,2.1275448399827943,0.5033019420890202,2.485873940057042,0.49673713414874465,0,,
forward_2026,2026-05-28 01:20:00,SELL,1.4904842121627644,74449.2,74100.0,UNRESOLVED,UNRESOLVED,REJECTION,,,0.7340256099891972,0.8379308148053524,0.8700388609288674,0.8379308148053524,0.3679046951646818,0,,
forward_2026,2026-05-31 00:25:00,BUY,1.4714862579863797,73956.5,73865.3,RELEASE,RELEASE,RELEASE,1.0,73993.8,0.6122744845361268,0.5085373711340958,3.3094394329897527,0.7723904639175403,3.202319587628926,0,-1.027811243556717,-2.4992975015430967
forward_2026,2026-06-27 14:50:00,BUY,-1.0163270859780826,60650.0,60600.0,UNRESOLVED,REJECTION,REJECTION,2.0,60584.4,-0.0007853256297085874,0.7122903461042622,2.3002187692825165,0.7122903461042622,1.034273854265984,0,,
forward_2026,2026-07-10 09:20:00,BUY,-1.0147914073927833,64307.3,64173.7,RELEASE,RELEASE,RELEASE,1.0,64312.0,1.1345386472239964,-0.01586285038668838,1.2241982363663182,0.2607024976600022,-0.03655352480419746,1,-1.0147850961459395,6.311246843804241e-06
forward_2026,2026-07-26 02:55:00,BUY,-1.0365948368794418,64498.4,64442.8,UNRESOLVED,RELEASE,RELEASE,2.0,64499.9,0.2008510638297147,0.7693617021277407,0.9446808510638381,0.7693617021277407,0.2655319148935946,0,-1.0365956879432716,-8.510638298542261e-07
forward_2026,2026-08-31 00:10:00,SELL,-1.0074592560470401,77782.3,77401.0,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,0.03237930037582281,1.56490315119978,0.03237930037582281,2.2029488291413744,-0.6079791847354822,0,,
