period,horizon_min,state,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_resolution_minute,mean_delayed_release_R,mean_original_R_for_release,mean_delayed_minus_original_R
historical,1,RELEASE,25,1.2068304538582266,5.262530428915637,30.170761346455667,0.72,3.0263041641129567,1.6775500392315417,-0.020422913750097665,4.095294744864734,0.2686846557513417,2.2117691375081496,0.84,1.0,,,
historical,1,REJECTION,1,1.9972321504749146,99.0,1.9972321504749146,1.0,0.0,0.15342465753412093,1.1413550536838442,3.150388744909131,1.1413550536838442,1.4202147352831824,0.0,1.0,,,
historical,1,UNRESOLVED,96,0.21297139496537532,1.3576360463203763,20.44525391667603,0.3958333333333333,11.192957104460195,0.8003045914321127,0.7610070250125468,1.7311258595234646,1.3755002788428499,0.19854406363893337,0.28125,,,,
historical,3,RELEASE,42,1.2283722332024682,5.252476326152086,51.591633794503664,0.7142857142857143,5.039917494644747,1.5216547490174175,0.16077955598225607,3.409345368483031,0.5304336858778486,1.719817244059734,0.6904761904761905,1.619047619047619,0.796715709125427,1.2283722332024682,-0.43165652407704125
historical,3,REJECTION,3,-0.010283265127924249,0.9847886839845067,-0.03084979538377275,0.3333333333333333,1.0223113850561767,0.09476778171073595,1.3478881183402205,1.0937558108357393,2.0837799292186836,-0.7594592767461599,0.0,1.6666666666666667,,,
historical,3,UNRESOLVED,77,0.01366835603229514,1.0210132602499955,1.0524634144867258,0.33766233766233766,11.088588290770533,0.710748228726516,0.8167668948683179,1.6265852853504628,1.4464538132708478,0.07559385535135309,0.24675324675324675,,,,
historical,5,RELEASE,49,1.114333851682178,4.445064916897793,54.602358732426715,0.673469387755102,4.033749699163494,1.5261281528925403,0.23015431351729787,3.229107685413502,0.689130474046827,1.482972408407205,0.6530612244897959,2.0408163265306123,,,
historical,5,REJECTION,7,0.24884795711711627,1.430262823191651,1.7419356998198139,0.42857142857142855,2.0513065703429585,0.22985207160255242,1.3957345737804219,1.2573022670626492,1.814268051298168,-0.33423957283236094,0.14285714285714285,3.4285714285714284,,,
historical,5,UNRESOLVED,66,-0.05653101543393801,0.9158687237074498,-3.7310470186399085,0.3181818181818182,10.291178904247626,0.6444268548917144,0.7975720186715961,1.5862643549406055,1.415745888318171,0.08255609515451551,0.22727272727272727,,,,
forward_2026,1,RELEASE,3,-0.18696612491258172,0.7240195749827432,-0.5608983747377452,0.3333333333333333,1.0175932253313416,1.1226468692120537,0.22505662175132302,2.0987264288820673,0.40519610202803474,1.256184571963909,0.6666666666666666,1.0,,,
forward_2026,1,REJECTION,0,,,,,,,,,,,,,,,
forward_2026,1,UNRESOLVED,9,0.20246649131559744,1.2980965386046162,1.8221984218403768,0.3333333333333333,3.6058359693777007,0.7153259230775074,0.7064388597444791,3.963033335116484,0.981750768097541,2.9020400967658193,0.3333333333333333,,,,
forward_2026,3,RELEASE,4,-0.39937330290429673,0.4794708705485273,-1.597493211617187,0.25,2.051386244272225,0.8921979178664688,0.3611328918454274,1.81021503442751,0.49623750205296124,1.0085214076963305,0.5,1.25,-1.0245234973841812,-0.39937330290429673,-0.6251501944798845
forward_2026,3,REJECTION,1,-1.0163270859780826,0.0,-1.0163270859780826,0.0,1.0163270859780826,-0.0007853256297085874,0.7122903461042622,2.3002187692825165,0.7122903461042622,1.034273854265984,0.0,2.0,,,
forward_2026,3,UNRESOLVED,7,0.5535886206711286,1.954496613194909,3.8751203446979003,0.42857142857142855,2.0359390026359003,0.8911239384996515,0.6966139556383297,4.631771485100286,1.0505864092351236,3.545507871676114,0.42857142857142855,,,,
forward_2026,5,RELEASE,4,-0.39937330290429673,0.4794708705485273,-1.597493211617187,0.25,2.051386244272225,0.8921979178664688,0.3611328918454274,1.81021503442751,0.49623750205296124,1.0085214076963305,0.5,1.25,,,
forward_2026,5,REJECTION,3,-0.1804574222805273,0.73355782141322,-0.5413722668415819,0.3333333333333333,1.0163270859780826,0.32464996961228204,1.2259220002974696,1.224519857433468,1.3453650336555523,0.6329718945264702,0.0,3.6666666666666665,,,
forward_2026,5,UNRESOLVED,5,0.68003310511228,2.116885327837093,3.4001655255614,0.4,2.027868865656677,1.0526264670062013,0.38216440693603226,6.209811918536823,0.8060600219566941,4.790782654483874,0.6,,,,
