R,signal_ts,entry_ts,exit_ts,side,lane
1.9494567159886746,1613280600,1613280840,1613281980,1,FAST191
0.09257968747632793,1613282100,1613282160,1613283720,1,FAST191
0.09319371594245146,1613347200,1613351400,1613352000,-1,FAST191
-1.0054021283660126,1613352900,1613353020,1613353200,-1,FAST191
1.3775591872594504,1613354100,1613354340,1613355360,-1,FAST191
-1.0049677822094762,1613434200,1613434380,1613435460,1,FAST191
1.412268078963846,1613435700,1613435820,1613439360,1,FAST191
0.2595308631664083,1613446800,1613447040,1613447100,-1,FAST191
0.09495413828245038,1613542800,1613543700,1613544120,1,FAST191
0.09587318138944681,1613547900,1613548080,1613548860,1,FAST191
-0.3230016368864666,1613553300,1613555040,1613564400,1,FAST191
-0.19884921165197977,1613611200,1613612880,1613618700,-1,FAST191
0.09138950920369843,1613631900,1613632680,1613633100,-1,FAST191
0.09333587524996513,1613635800,1613635860,1613637900,-1,FAST191
1.418708490652007,1613692800,1613696400,1613702100,-1,FAST191
-1.0052449152629401,1613709000,1613709420,1613714160,-1,FAST191
0.09332686949909817,1613716800,1613717040,1613718420,1,FAST191
0.09556189973370997,1613787000,1613788440,1613795640,-1,FAST191
0.09339867665241147,1613799300,1613805060,1613807460,-1,FAST191
1.8267392957874984,1613823900,1613831700,1613834640,-1,FAST191
0.09665464888824744,1613866200,1613866980,1613870580,1,FAST191
-0.8332168687625056,1613879700,1613880360,1613884200,-1,FAST191
0.09282329500447675,1613892300,1613892420,1613894280,1,FAST191
1.4168538770188877,1613952000,1613952240,1613955300,-1,FAST191
-1.0046862438934843,1613955600,1613955660,1613955960,-1,FAST191
-1.0043736328857846,1613956800,1613959440,1613960820,-1,FAST191
-1.003092062256424,1614043800,1614044100,1614046860,1,FAST191
-1.00291672659477,1614047100,1614049860,1614051180,1,FAST191
0.09765765795177402,1614051300,1614051360,1614052980,1,FAST191
0.34340722056434214,1614129600,1614129900,1614131400,1,FAST191
0.09763605750730656,1614135900,1614144120,1614147780,-1,FAST191
0.09691196148967153,1614158400,1614158640,1614165780,-1,FAST191
-1.0031325315157118,1614211500,1614211680,1614213120,-1,FAST191
-0.39741426491917486,1614215400,1614217980,1614219300,-1,FAST191
1.4007900212949134,1614243300,1614243360,1614245160,-1,FAST191
-1.0021683641215011,1614297600,1614298140,1614299640,1,FAST191
0.09797816982732006,1614299700,1614301140,1614303360,1,FAST191
1.4258661197940359,1614312300,1614312720,1614318900,-1,FAST191
0.0963461586074604,1614415200,1614415620,1614419220,-1,FAST191
-1.0041401590667665,1614424800,1614428460,1614429240,-1,FAST191
0.09604294251050026,1614429300,1614429900,1614432420,-1,FAST191
-1.003242855105055,1614470400,1614470460,1614471360,-1,FAST191
-1.0028700998941373,1614477000,1614477240,1614479040,1,FAST191
-1.0029505985830103,1614480600,1614480660,1614483540,1,FAST191
-1.0037620655525594,1614558300,1614561060,1614565440,-1,FAST191
0.0966304967642777,1614565800,1614566700,1614568500,-1,FAST191
1.680947418423319,1614581400,1614581460,1614586440,1,FAST191
0.09508574258865257,1614643500,1614645300,1614652320,-1,FAST191
0.09442037737201417,1614659100,1614659640,1614660240,1,FAST191
0.689350780793302,1614665700,1614666600,1614677700,1,FAST191
0.0930743606972294,1614748500,1614748800,1614749460,1,FAST191
0.09406079448206785,1614754500,1614755820,1614756180,1,FAST191
0.8468978815514036,1614759300,1614759480,1614759900,1,FAST191
1.7573336400826463,1614818400,1614828060,1614833460,-1,FAST191
-1.0037568986982803,1614834600,1614834900,1614838140,-1,FAST191
-1.0036749852431301,1614839400,1614839460,1614844920,-1,FAST191
0.0948554437809522,1614903000,1614903180,1614903480,-1,FAST191
-1.0038396090903758,1614904200,1614904320,1614907320,1,FAST191
0.09656767973542318,1614907500,1614907920,1614914280,1,FAST191
-1.0052461895757185,1614988800,1614988920,1614996360,1,FAST191
0.09478304637435757,1614996600,1614996660,1615003500,1,FAST191
0.22476170558628444,1615008900,1615009260,1615013100,1,FAST191
0.09349232499928842,1615081200,1615083660,1615085340,1,FAST191
0.0928520569441807,1615097700,1615098300,1615100640,1,FAST191
1.3749050006764425,1615102800,1615103220,1615104120,1,FAST191
0.09460505634992393,1615161600,1615170600,1615171980,-1,FAST191
-1.0041141849662336,1615173300,1615176900,1615183200,-1,FAST191
0.09438289736480004,1615190400,1615190880,1615191780,-1,FAST191
2.8795958946052456,1615249800,1615250100,1615253700,1,FAST191
-1.004502595941063,1615257000,1615257060,1615260780,-1,FAST191
0.09565343031031588,1615260900,1615261020,1615264140,-1,FAST191
1.560995008552929,1615337700,1615338780,1615340880,-1,FAST191
0.9681082103319916,1615341900,1615341960,1615342200,-1,FAST191
-1.003506623443223,1615347900,1615348080,1615358580,-1,FAST191
1.5534175045758196,1615430100,1615430700,1615450920,-1,FAST191
-0.41315375604823296,1615451400,1615453620,1615458000,-1,FAST191
-0.24534376312040213,1615458300,1615458360,1615459500,1,FAST191
0.09585549264119364,1615509000,1615510080,1615510800,1,FAST191
