state,n,ev,pf,cum_r,ev_per_original
ALL,327,0.08629216918310277,1.1758411936897,28.217539322874604,0.0594053459428939
HIGH_ATR,187,0.09764967743936064,1.2093710728399734,18.26048968116044,0.03844313617086408
LOW_ATR,140,0.07112178315510119,1.1359216410081034,9.957049641714166,0.020962209772029824
