signal_ts,entry_ts,exit_ts,side,entry_price,atr,horizon_min,rejection_minute,rejection_close,anchor_high,anchor_low,early_R,original_R,delta_R,saved_R,given_up_R,original_exit_ts,original_exit_reason,mfe_15m,mae_15m,ret_15m,mfe_30m,mae_30m,ret_30m,mfe_60m,mae_60m,ret_60m,mfe_120m,mae_120m,ret_120m,period
1611971400,1611973200,1611973440,-1,33954.18,505.292857142856,5,4,34099.99,34046.61,33700.35,-0.19461678762433593,-0.46795002671718483,0.2733332390928489,0.2733332390928489,0.0,1611994800,TIME_EXIT,0.1502692922067834,1.017033968985459,-0.7473091983432549,0.1502692922067834,1.0364484528067182,-0.23443830310569422,0.8770557385391766,1.0364484528067182,0.502520461966891,2.1870881101482973,1.0364484528067182,1.2709263369191914,historical
1612656000,1612656600,1612656780,-1,39099.31,305.6757142857142,5,3,39279.9,39244.84,39060.0,-0.39812336400699366,-1.0042637025855294,0.6061403385785358,0.6061403385785358,0.0,1612658100,INITIAL_STOP,0.16131474531832699,1.1704887999887867,-1.0099592004598752,0.16131474531832699,1.854056352904356,-1.744397657648399,0.16131474531832699,1.854056352904356,-1.557827389436993,1.9115355675716024,1.854056352904356,1.1230856229524147,historical
1612785300,1612785900,1612786020,1,39636.16,197.00714285714224,5,2,39432.22,39644.86,39479.68,-0.6968336444170605,-1.0067063828964473,0.3098727384793868,0.3098727384793868,0.0,1612786500,INITIAL_STOP,0.11314310576118028,2.0255103150719806,-1.5845110764657055,0.11314310576118028,2.414125666219536,-1.5039556216235905,22.35568688589976,2.414125666219536,17.37084224647404,27.547630615278692,2.414125666219536,19.84618396722386,historical
1612829400,1612830000,1612830180,-1,46746.01,720.5685714285713,5,3,47061.4,46950.01,46563.77,-0.29395980997809884,-0.36999236099270794,0.0760325510146091,0.0760325510146091,0.0,1612851600,TIME_EXIT,0.15189394089588593,0.603953623923958,-0.16138644483126544,0.15189394089588593,0.8684114528606379,-0.47440314989353166,0.5921851395128439,0.8684114528606379,0.09189965067268471,1.469631124627776,0.8684114528606379,0.9409652694895683,historical
1613217300,1613217600,1613217720,1,46656.62,327.50642857142833,5,2,46355.62,46760.0,46394.18,-0.6174592914570203,0.536960796262078,-1.1544200877190982,0.0,1.1544200877190982,1613239200,TIME_EXIT,0.7795266832275793,1.2351513274548724,0.4825248795552509,1.9057641180434681,1.2351513274548724,1.7937052489700236,1.9057641180434681,1.2351513274548724,0.8869749557805789,1.9057641180434681,1.2351513274548724,1.154939161499557,historical
1613283900,1613284500,1613284620,1,49008.19,295.3828571428582,5,2,48830.78,49151.65,48926.63,-0.4059373682903931,-1.0055304710271165,0.5995931027367234,0.5995931027367234,0.0,1613292900,INITIAL_STOP,0.0,1.3209635920451939,-0.512927532306745,0.0,1.3209635920451939,-0.8977501354174705,0.16663120018571873,1.3209635920451939,0.07166969743866906,0.6365975392710678,1.3209635920451939,-0.48306797957131314,historical
1613434200,1613434800,1613435040,1,47798.88,320.9199999999998,5,4,47650.0,47869.38,47696.58,-0.3142422701400089,-1.0049647762682241,0.6907225061282152,0.6907225061282152,0.0,1613435700,INITIAL_STOP,0.10279820516018091,1.7073413934937012,-1.618939299513885,0.10279820516018091,2.174560638165278,-0.0576779259628405,0.8575345880593436,2.174560638165278,0.6738751090614551,2.1784868503053816,2.174560638165278,2.137915991524387,historical
1613634000,1613634300,1613634480,-1,51579.01,226.662857142856,5,3,51700.0,51662.53,51547.8,-0.36344419801172706,-1.0075852760130346,0.6441410780013075,0.6441410780013075,0.0,1613634900,INITIAL_STOP,0.21812131296325443,2.6064261584228383,-1.8262806937931693,0.21812131296325443,3.1890977159280083,-1.9455768164170835,0.21812131296325443,3.1890977159280083,-1.527863913679219,0.21812131296325443,3.1890977159280083,-1.2730361014470701,historical
1614043800,1614044400,1614044580,1,53019.95,572.5628571428564,5,3,52875.46,53141.99,52892.85,-0.17132441811337612,-1.0030867033105983,0.8317622851972222,0.8317622851972222,0.0,1614047100,INITIAL_STOP,0.19225836714122796,0.8382485765754937,-0.5461758409556929,0.19225836714122796,1.1720634540437151,-0.5344566036417626,0.19225836714122796,2.110353448404915,-1.9674695728978004,0.19225836714122796,3.696327789338164,-2.54284744781608,historical
1614223500,1614225300,1614225420,1,50453.96,406.34499999999906,5,2,50332.45,50508.91,50365.59,-0.2034932516293664,-1.0041388442497603,0.8006455926203939,0.8006455926203939,0.0,1614228900,INITIAL_STOP,0.12491848060146465,1.4371039387712423,-1.227897476282465,0.12491848060146465,1.4371039387712423,-0.4451635925137502,0.12491848060146465,1.6959480244619745,-1.5354440192447296,0.12491848060146465,2.191438309810624,-0.6689635654431637,historical
1614391200,1614393300,1614393540,1,48003.84,503.39928571428544,5,4,47758.52,48150.0,47791.19,-0.32806322804438565,-1.003178645749828,0.6751154177054424,0.6751154177054424,0.0,1614409500,INITIAL_STOP,0.0729639493784464,0.9512131097297026,-0.8265208390385932,0.0729639493784464,1.3981744113945274,-1.203835637430658,0.0729639493784464,1.3981744113945274,-0.6746731861529921,0.0729639493784464,1.3981744113945274,-0.5789638727564971,historical
1614588300,1614589500,1614589680,-1,46958.13,329.70571428571515,5,3,47256.75,47099.85,46938.83,-0.6085586700694163,-1.0047474791372335,0.39618880906781717,0.39618880906781717,0.0,1614590400,INITIAL_STOP,0.19653890482420178,1.5176261081310647,-0.9935526920110602,0.19653890482420178,1.5176261081310647,-0.8902181165888233,0.19653890482420178,1.7707306082480425,-0.6549780323578718,0.19653890482420178,2.3604383129544035,-1.593148002114448,historical
1614748500,1614749400,1614749580,1,49428.0,237.06071428571417,5,3,49207.44,49444.0,49210.0,-0.6272131611853442,-1.0069501182638558,0.3797369570785116,0.3797369570785116,0.0,1614750000,INITIAL_STOP,0.2509061873841979,2.2761257664552565,-2.2760835831688686,0.2509061873841979,2.4339756240866577,-1.4565045121050924,0.2509061873841979,2.4339756240866577,-0.5111348810581907,1.991051117103817,2.4339756240866577,1.3371258116516405,historical
1614756000,1614757800,1614757920,1,49915.53,280.3978571428576,5,2,49785.56,49935.95,49824.33,-0.31494719170294816,2.32478071193057,-2.6397279036335184,0.0,2.6397279036335184,1614762300,PROFIT_STOP,0.14433063223939843,0.9469758531881937,-0.05542125092662005,2.27355517797415,0.9469758531881937,2.157826761463947,3.3326574229984423,0.9469758531881937,2.5889284868184714,5.47247406109176,0.9469758531881937,4.676141299225328,historical
1614819600,1614819900,1614820200,-1,50750.48,446.27357142857153,5,5,50977.76,50946.78,50750.48,-0.34331336757455344,-1.0037906852992686,0.6604773177247152,0.6604773177247152,0.0,1614820500,INITIAL_STOP,0.033454815511946394,1.9013449469655788,-1.5263731567600274,0.033454815511946394,2.064563216348701,-1.8688312582128392,0.033454815511946394,2.064563216348701,-1.761990963262432,0.033454815511946394,2.351741324587889,-0.5619423063687685,historical
1615216200,1615217700,1615217940,1,51102.05,399.1985714285708,5,4,50960.41,51140.0,50980.87,-0.2408076461529463,1.0132883581031973,-1.2540960042561435,0.0,1.2540960042561435,1615239300,TIME_EXIT,0.370617558751635,0.406213878520903,-0.10338213348889345,0.370617558751635,0.409971406997601,-0.4057379249138488,0.370617558751635,0.8267314154431008,-0.3188137661529099,0.370617558751635,1.257644781150815,-0.7491008771145078,historical
1615335600,1615335900,1615336080,-1,55541.84,295.7585714285711,5,3,55680.86,55676.17,55500.52,-0.3196235166070233,2.734242812590067,-3.0538663291970902,0.0,3.0538663291970902,1615342200,PROFIT_STOP,0.05791886239257976,1.1016755944761967,-0.7560896677309292,0.08679376518491819,1.1016755944761967,-0.42348730383372585,0.10765537528195092,1.1771763648922273,-0.2637962430747227,7.540711294443822,1.1771763648922273,4.856799223304711,historical
1615364700,1615365000,1615365180,-1,54485.08,304.01642857142934,5,3,54629.04,54600.0,54473.5,-0.32165861274727203,-1.0059739183894283,0.6843153056421563,0.6843153056421563,0.0,1615368900,INITIAL_STOP,0.18117441961548658,0.47355993449602374,-0.26524882348932954,0.18117441961548658,0.9343245078390803,-0.5848697086388567,0.4772110529741154,1.3253231145873134,-1.1679960904368276,0.4772110529741154,3.398763694631152,-1.7329984516814152,historical
1616927100,1616927400,1616927580,-1,55802.98,208.3549999999985,5,3,55938.35,55928.95,55775.0,-0.4420665018837924,-1.0089275483349842,0.5668610464511918,0.5668610464511918,0.0,1616928600,INITIAL_STOP,0.49425259772985497,0.8976026493244613,-0.801948597345865,0.49425259772985497,1.8623023205586597,-1.4426339660675127,0.49425259772985497,1.8623023205586597,-0.9333109356626935,2.414052938494429,1.8623023205586597,1.5724604641117659,historical
1616934300,1616934900,1616935200,1,55545.99,255.07571428571413,5,5,55400.01,55574.15,55408.01,-0.38879253274936937,1.492741241536132,-1.8815337742855014,0.0,1.8815337742855014,1616945700,PROFIT_STOP,0.4861693726792688,0.6775243205098759,0.26599945114335244,0.8112101168840846,0.6775243205098759,0.696695098934207,1.4000156816183462,0.6775243205098759,1.1721617670943854,1.4336527529641159,0.6775243205098759,1.1242544230564762,historical
