event_row,split,event_time,impulse_dir,rr,entry,fill_i,fill_time,exit_i,exit_time,outcome,gross_R,mfe_R,mae_R,stop_frac,duration_h
1418,BRIDGE_2025,2025-11-14 20:45:00+00:00,-1.0,2.0,94245.08499999999,170702,2025-11-14 21:00:00+00:00,170702,2025-11-14 21:00:00+00:00,TP,2.0,2.8512104845715016,0.05025116138532617,0.002809377274157099,0.0
1421,BRIDGE_2025,2025-11-18 03:15:00+00:00,-1.0,1.5,89759.55,171016,2025-11-18 03:30:00+00:00,171016,2025-11-18 03:30:00+00:00,TP,1.5,2.177578107523664,0.11100961896950759,0.005976411423631272,0.0
1421,BRIDGE_2025,2025-11-18 03:15:00+00:00,-1.0,2.0,89759.55,171016,2025-11-18 03:30:00+00:00,171016,2025-11-18 03:30:00+00:00,TP,2.0,2.177578107523664,0.11100961896950759,0.005976411423631272,0.0
1428,BRIDGE_2025,2025-11-20 23:30:00+00:00,-1.0,1.5,86777.92499999999,171289,2025-11-20 23:45:00+00:00,171299,2025-11-21 02:15:00+00:00,SL,-1.0,1.3626939577781807,1.1381659768289794,0.006097287991156745,2.5
1428,BRIDGE_2025,2025-11-20 23:30:00+00:00,-1.0,2.0,86777.92499999999,171289,2025-11-20 23:45:00+00:00,171299,2025-11-21 02:15:00+00:00,SL,-1.0,1.3626939577781807,1.1381659768289794,0.006097287991156745,2.5
1432,BRIDGE_2025,2025-11-21 21:15:00+00:00,1.0,1.5,85249.905,171376,2025-11-21 21:30:00+00:00,171380,2025-11-21 22:30:00+00:00,TP,1.5,1.5821066233607435,0.29118864267380024,0.006717544142717792,1.0
1432,BRIDGE_2025,2025-11-21 21:15:00+00:00,1.0,2.0,85249.905,171376,2025-11-21 21:30:00+00:00,171402,2025-11-22 04:00:00+00:00,TP,2.0,2.074135191296911,0.6462622452721503,0.006717544142717792,6.5
1499,OOS_2026,2026-02-05 19:45:00+00:00,-1.0,1.5,64900.65,178667,2026-02-05 20:15:00+00:00,178667,2026-02-05 20:15:00+00:00,SL,-1.0,0.25312328767123127,2.0926712328767145,0.011247961307013103,0.0
1499,OOS_2026,2026-02-05 19:45:00+00:00,-1.0,2.0,64900.65,178667,2026-02-05 20:15:00+00:00,178667,2026-02-05 20:15:00+00:00,SL,-1.0,0.25312328767123127,2.0926712328767145,0.011247961307013103,0.0
1500,OOS_2026,2026-02-05 23:45:00+00:00,-1.0,1.5,62462.17,178682,2026-02-06 00:00:00+00:00,178682,2026-02-06 00:00:00+00:00,SL,-1.0,0.6841676159842811,2.6381759699792324,0.014334756541439361,0.0
1500,OOS_2026,2026-02-05 23:45:00+00:00,-1.0,2.0,62462.17,178682,2026-02-06 00:00:00+00:00,178682,2026-02-06 00:00:00+00:00,SL,-1.0,0.6841676159842811,2.6381759699792324,0.014334756541439361,0.0
1501,OOS_2026,2026-02-06 05:30:00+00:00,1.0,1.5,66282.715,178705,2026-02-06 05:45:00+00:00,178708,2026-02-06 06:30:00+00:00,TP,1.5,2.1823088677478095,0.8934867977851217,0.009182031846462544,0.75
1501,OOS_2026,2026-02-06 05:30:00+00:00,1.0,2.0,66282.715,178705,2026-02-06 05:45:00+00:00,178708,2026-02-06 06:30:00+00:00,TP,2.0,2.1823088677478095,0.8934867977851217,0.009182031846462544,0.75
1502,OOS_2026,2026-02-06 09:30:00+00:00,1.0,1.5,66118.905,178721,2026-02-06 09:45:00+00:00,178729,2026-02-06 11:45:00+00:00,SL,-1.0,1.1320816667661635,1.2660438182795202,0.007600398100966718,2.0
1502,OOS_2026,2026-02-06 09:30:00+00:00,1.0,2.0,66118.905,178721,2026-02-06 09:45:00+00:00,178729,2026-02-06 11:45:00+00:00,SL,-1.0,1.1320816667661635,1.2660438182795202,0.007600398100966718,2.0
1512,OOS_2026,2026-02-28 06:30:00+00:00,-1.0,1.5,63549.3,180821,2026-02-28 06:45:00+00:00,180849,2026-02-28 13:45:00+00:00,TP,1.5,1.6584820096664448,0.5164389283370154,0.01582299096921604,7.0
1512,OOS_2026,2026-02-28 06:30:00+00:00,-1.0,2.0,63549.3,180821,2026-02-28 06:45:00+00:00,180868,2026-02-28 18:30:00+00:00,TP,2.0,2.2462557431827626,0.5164389283370154,0.01582299096921604,11.75
1529,OOS_2026,2026-03-23 06:45:00+00:00,-1.0,1.5,67749.875,183030,2026-03-23 07:00:00+00:00,183032,2026-03-23 07:30:00+00:00,TP,1.5,2.37250130716321,0.9950327796323832,0.0036698222690448455,0.5
1529,OOS_2026,2026-03-23 06:45:00+00:00,-1.0,2.0,67749.875,183030,2026-03-23 07:00:00+00:00,183032,2026-03-23 07:30:00+00:00,TP,2.0,2.37250130716321,0.9950327796323832,0.0036698222690448455,0.5
1540,OOS_2026,2026-04-07 10:45:00+00:00,-1.0,1.5,68095.82499999998,184486,2026-04-07 11:00:00+00:00,184493,2026-04-07 12:45:00+00:00,TP,1.5,1.7708912423912275,0.08396959994361773,0.004173677314284781,1.75
1540,OOS_2026,2026-04-07 10:45:00+00:00,-1.0,2.0,68095.82499999998,184486,2026-04-07 11:00:00+00:00,184498,2026-04-07 14:00:00+00:00,SL,-1.0,1.8931248020829692,1.0269343091375025,0.004173677314284781,3.0
1571,OOS_2026,2026-05-24 22:45:00+00:00,1.0,1.5,76910.615,189046,2026-05-24 23:00:00+00:00,189048,2026-05-24 23:30:00+00:00,SL,-1.0,0.5,1.478804220398574,0.0027726991911324592,0.5
1571,OOS_2026,2026-05-24 22:45:00+00:00,1.0,2.0,76910.615,189046,2026-05-24 23:00:00+00:00,189048,2026-05-24 23:30:00+00:00,SL,-1.0,0.5,1.478804220398574,0.0027726991911324592,0.5
1581,OOS_2026,2026-06-02 01:45:00+00:00,-1.0,1.5,70476.25,189826,2026-06-02 02:00:00+00:00,189826,2026-06-02 02:00:00+00:00,SL,-1.0,0.7029849052321058,1.0363466121893448,0.005000833614160626,0.0
1581,OOS_2026,2026-06-02 01:45:00+00:00,-1.0,2.0,70476.25,189826,2026-06-02 02:00:00+00:00,189826,2026-06-02 02:00:00+00:00,SL,-1.0,0.7029849052321058,1.0363466121893448,0.005000833614160626,0.0
1585,OOS_2026,2026-06-03 03:30:00+00:00,-1.0,1.5,65492.94499999999,189929,2026-06-03 03:45:00+00:00,189930,2026-06-03 04:00:00+00:00,TP,1.5,2.1186823879571883,0.12707725182682794,0.008002846718833681,0.25
1585,OOS_2026,2026-06-03 03:30:00+00:00,-1.0,2.0,65492.94499999999,189929,2026-06-03 03:45:00+00:00,189930,2026-06-03 04:00:00+00:00,TP,2.0,2.1186823879571883,0.12707725182682794,0.008002846718833681,0.25
1588,OOS_2026,2026-06-04 01:45:00+00:00,-1.0,1.5,61791.215,190018,2026-06-04 02:00:00+00:00,190019,2026-06-04 02:15:00+00:00,TP,1.5,1.6914393165927974,0.5268426018067391,0.012522330237396965,0.25
1588,OOS_2026,2026-06-04 01:45:00+00:00,-1.0,2.0,61791.215,190018,2026-06-04 02:00:00+00:00,190020,2026-06-04 02:30:00+00:00,TP,2.0,2.207626297220122,0.5268426018067391,0.012522330237396965,0.5
1592,OOS_2026,2026-06-05 02:30:00+00:00,-1.0,1.5,62559.395000000004,190118,2026-06-05 03:00:00+00:00,190123,2026-06-05 04:15:00+00:00,TP,1.5,1.864811214850897,0.6034416668948392,0.005838131906486678,1.25
1592,OOS_2026,2026-06-05 02:30:00+00:00,-1.0,2.0,62559.395000000004,190118,2026-06-05 03:00:00+00:00,190125,2026-06-05 04:45:00+00:00,TP,2.0,2.975125263532531,0.6034416668948392,0.005838131906486678,1.75
1597,OOS_2026,2026-06-06 04:00:00+00:00,-1.0,1.5,59742.07,190220,2026-06-06 04:30:00+00:00,190223,2026-06-06 05:15:00+00:00,TP,1.5,1.6948253723677393,0.3108243451463775,0.013036039762264732,0.75
1597,OOS_2026,2026-06-06 04:00:00+00:00,-1.0,2.0,59742.07,190220,2026-06-06 04:30:00+00:00,190235,2026-06-06 08:15:00+00:00,TP,2.0,2.195287621982532,0.3108243451463775,0.013036039762264732,3.75
1598,OOS_2026,2026-06-06 10:15:00+00:00,-1.0,1.5,60395.325,190244,2026-06-06 10:30:00+00:00,190246,2026-06-06 11:00:00+00:00,TP,1.5,1.5349361524762268,0.74769807889051,0.004369709079303796,0.5
1598,OOS_2026,2026-06-06 10:15:00+00:00,-1.0,2.0,60395.325,190244,2026-06-06 10:30:00+00:00,190249,2026-06-06 11:45:00+00:00,TP,2.0,2.1699632450456416,0.74769807889051,0.004369709079303796,1.25
