slice,flow_short_n,touch_short_n,high_response_short_n,accept_trade_n,persistent_exit_n,ev_5bps,ev_10bps,pf_5bps,cum_r_5bps,max_dd_r,dd_pct_025,ev_per_high_response,tp_n,sl_n,time_n
HELDOUT_AUG,16,7,5,2,0,1.242369505155965,0.9847390103119472,inf,2.4847390103119293,0.0,0.0,0.4969478020623858,2,0,0
FRESH_SEP,7,6,3,2,1,0.5156572816382795,0.4347588410012848,3.705687627879489,1.031314563276559,0.381165420815715,0.0952913552039287,0.3437715210921863,1,0,0
POSTFREEZE_COMBINED,23,13,8,4,1,0.879013393397122,0.7097489256566161,10.224482026895148,3.516053573588488,0.3811654208157149,0.0952913552039287,0.439506696698561,3,0,0
