slice,flow_short_n,high_response_short_n,trade_n,persistent_exit_n,tp_n,sl_n,time_n,ev_5bps,ev_10bps,pf_5bps,cum_r_5bps,max_dd_r,dd_pct_025
FRESH_SEP_ARCHIVE_PLUS_LIVE_SHADOW,7,3,2,1,1,0,0,0.5156572816382795,0.4347588410012848,3.7056876278794886,1.031314563276559,0.381165420815715,0.09529135520392874
