period,bucket,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_aggression_percentile,mean_aggression_to_median,mean_impact_abs,mean_impact_cf_dir,mean_oi_ch5,mean_oi_ch15,mean_oi_ch30
historical,CONTROL,5297,0.1322202021482657,1.2256575126182987,700.3704107793633,0.39022087974325087,31.976920699121933,0.6492483563543712,0.5681131332691658,1.3273799979944993,1.135220738299833,0.08650768247315264,0.3092316405512554,0.6722173687193048,3.4573267508016823,0.5228199546724326,0.5228199546724326,0.0002280705982845663,-0.00010645620266630477,-0.00014462788436509557
forward_2026,CONTROL,544,0.06525338378964178,1.1054907878098506,35.49784078156513,0.3694852941176471,27.632952848676066,0.5858351148050377,0.556766014470749,1.2981040675512687,1.2079736220560353,0.015967253702886267,0.30330882352941174,0.6049389808006536,3.6788612180725444,0.5301296599161075,0.5301296599161075,9.864212657519098e-05,2.226114973067734e-05,0.00017863758336074254
