R,signal_ts,entry_ts,entry_k,side,signal_z,confirm_z,confirm_age_min,pre_fav_atr,pre_adv_atr,response_ratio,ret_15m,mfe_15m,mae_15m,impulse15,ret_30m,mfe_30m,mae_30m,impulse30,ret_60m,mfe_60m,mae_60m,impulse60,ret_120m,mfe_120m,mae_120m,impulse120,delta_notional_5m,aggression_mag_5m,rolling_median_aggression_24h,aggression_to_median,aggression_percentile,raw_price_change_5m,impact_atr_abs,impact_cf_dir,signed_aggression,aggression_sign,aggr_bucket,impact_bucket,adverse_absorp,supportive_absorp,oi_ch5,oi_ch15,oi_ch30,period,entry_time
-1.0029360504930813,1609746300,1609746600,886,1,-2.5403059852601118,-3.5070174977039468,5.0,0.5668391682513927,0.21653365339651728,2.6177878437935314,0.4775306294229543,0.5314321788197139,1.0086354708981562,0,0.2782094647254985,0.9616080057361979,1.0086354708981562,0,-0.5650933690806489,0.9616080057361979,2.029982542008292,0,-2.7791486111544073,0.9616080057361979,5.156054182124261,0,7640485.117820002,7640485.117820002,4667113.320814999,1.6370901224412042,0.6423611111111112,197.97999999999956,0.5400520622252689,0.5400520622252689,7640485.117820002,WITH,P60_90,I30_60,False,False,0.005311392502889589,0.004250030848473418,-0.04358091275872655,historical,2021-01-04 07:50:00+00:00
-0.26920933720275475,1609764600,1609765500,949,-1,2.1253982251803514,1.5010574454122851,15.0,0.455336474542026,0.06718459840108618,6.777393608075374,0.21509790040906404,0.40367019682990746,0.16381274228203604,0,-0.2507209848715598,0.40367019682990746,0.3747859867928015,0,-0.9357043327144964,0.40367019682990746,1.0219386878614791,0,-1.1735168874367297,0.40367019682990746,1.4147221168696749,0,-18051307.83923999,18051307.83923999,5090888.768524997,3.545806765774233,0.9270833333333334,-258.15999999999985,0.29994962442393797,0.29994962442393797,18051307.83923999,WITH,P90_100,I15_30,False,False,-0.0018081464173178574,-0.000909052622202422,0.0008456859659515814,historical,2021-01-04 13:05:00+00:00
-1.0032970883115309,1609806000,1609806300,1085,-1,3.622289403983752,2.7278257534649635,5.0,0.6710881761382613,0.06857634528829794,9.786000748960545,-1.2444023209648996,0.07655602701822418,1.5548761445951498,0,-0.6716690725094132,0.07655602701822418,1.6741433416391358,0,-0.6711798966179233,0.10550912509581013,1.6741433416391358,0,-0.4095625151502658,0.10550912509581013,1.6741433416391358,0,-10393496.023419999,10393496.023419999,4200046.354910001,2.474614598305478,0.8090277777777778,-124.9900000000016,0.3821380917335871,0.3821380917335871,10393496.023419999,WITH,P60_90,I30_60,False,False,-0.0019272722907409667,-0.008761170521232597,-0.011129961425215162,historical,2021-01-05 00:25:00+00:00
2.396488791251151,1609807500,1609807800,1090,-1,3.623172564631244,3.5191530996253952,5.0,0.4519728284434181,0.10469721057956682,4.316951919010106,0.45477670183553015,1.0568579274461696,-0.17621043503397232,1,0.650151756034114,1.2232114467408632,-0.17621043503397232,1,0.32640554993496695,1.2232114467408632,0.08032952738835339,1,1.1088018499783203,1.3693597340656247,0.4037577684636514,1,-404555.6056600064,404555.6056600064,4098459.5103800027,0.09870918686287,0.059027777777777776,-118.68000000000029,0.34305535482006133,0.34305535482006133,404555.6056600064,WITH,P0_20,I30_60,False,False,-0.0003367766594294386,0.003969480283697813,0.002368392376282946,historical,2021-01-05 00:50:00+00:00
-0.13066473997565595,1609832700,1609834200,1178,1,-1.0549371525679947,-1.5223354940225982,25.0,0.44717154078952087,0.5854631483539271,0.7637910964729131,-0.07390687366433074,0.42058650595326175,0.10942570585375089,0,-0.32835626816223357,0.42058650595326175,0.4043606327525159,0,-0.17145998937120072,0.42058650595326175,0.5685981297843684,0,0.44611257476905136,1.014413889799752,0.5685981297843684,0,18315037.569299996,18315037.569299996,4632861.333649995,3.9532885295469256,0.8993055555555556,410.119999999999,0.8115311118397973,0.8115311118397973,18315037.569299996,WITH,P60_90,I60_PLUS,False,False,-0.005325078044302489,-0.006088239966934306,-0.0027230321600468788,historical,2021-01-05 08:10:00+00:00
3.1707566997562457,1609892700,1609893000,1374,1,-2.046257339463418,-2.4760838270370447,5.0,0.7247383434469143,0.023148176961779256,31.30865611295863,0.5482575260302096,0.7279187267022692,-0.0916713337388241,0,0.8552244108950547,1.144064989732439,-0.0916713337388241,1,0.20790451471481575,1.144064989732439,-0.0916713337388241,1,0.7822414391845343,1.430292008165865,0.34482135652215046,1,6575968.119139999,6575968.119139999,4180603.8620949993,1.5729708759931695,0.6666666666666666,203.13999999999942,0.5708802800644752,0.5708802800644752,6575968.119139999,WITH,P60_90,I30_60,False,False,-0.0011833595182358936,-0.004845224148274707,-0.015776855479241125,historical,2021-01-06 00:30:00+00:00
1.4970481880378292,1609907700,1609908300,1425,-1,3.191677454419829,2.663698461765491,10.0,0.6010506914753426,0.1873440575748811,3.208271967883645,-0.5578119106594324,0.4852565871436161,0.7677285886196705,0,-0.2926672359713442,0.4852565871436161,0.9191712534880742,0,1.1323339478122803,1.6067781001660557,0.9191712534880742,0,0.6885440767548944,1.6067781001660557,0.9191712534880742,0,-603443.9122600108,603443.9122600108,4186169.0603249976,0.14415182558660491,0.08333333333333333,-49.86999999999534,0.11399918033187303,0.11399918033187303,603443.9122600108,WITH,P0_20,I05_15,False,False,0.0008468510516594918,0.002472035397793171,-0.0029512042060799715,historical,2021-01-06 04:45:00+00:00
-0.7514752085754136,1609935000,1609936500,1519,-1,1.5387614536971084,0.842038749315131,25.0,0.568522525470066,0.48758497751079394,1.1659968016374818,-0.13455648083576807,0.5221691211661242,0.15515991850242244,0,-0.5398531402551549,0.5221691211661242,1.1528113932532027,0,0.3276209815262929,0.87051318866144,1.1528113932532027,0,0.7954458437598189,1.4364975181523456,1.1528113932532027,0,-15617722.919329993,15617722.919329993,4152529.599665001,3.761014231082165,0.9201388888888888,-246.59999999999854,0.5901054272469913,0.5901054272469913,15617722.919329993,WITH,P90_100,I30_60,False,False,-0.007484688420606678,-0.005160903992752819,-0.010227890210472101,historical,2021-01-06 12:35:00+00:00
-0.2769192674760663,1609977600,1609979400,1662,1,-1.4956414409214378,-1.1630175049586802,30.0,0.7713022078490545,0.6634117204415986,1.1626297560329641,0.13582763138738743,0.7380571095813415,-0.0493313645155124,0,0.15934945822846983,0.7380571095813415,0.3282449098433986,0,-0.004284258469739705,0.7380571095813415,0.4672545390262774,0,-0.8798535865066736,0.7380571095813415,1.1502402096374982,0,12504017.184019998,12504017.184019998,4500024.590094997,2.7786553014715936,0.8402777777777778,282.4300000000003,0.5873801551483884,0.5873801551483884,12504017.184019998,WITH,P60_90,I30_60,False,False,0.011117652654173638,0.0094728802674664,0.004889285945392174,historical,2021-01-07 00:30:00+00:00
-1.0039238666269323,1610021400,1610022000,1804,-1,2.683032791155792,1.984964881100255,10.0,1.3068858613220118,0.3719459307988925,3.513644725192564,-0.646447202093766,-0.023305499670635072,0.9635017002866615,0,-0.5651583670126795,0.019940534477522056,0.9635017002866615,0,-1.6616073495112877,0.019940534477522056,1.983086153791382,0,-1.824932789716385,0.019940534477522056,2.8467605533498324,0,-5921699.137770027,5921699.137770027,4454756.990699999,1.3292979056169616,0.6319444444444444,-122.45000000000437,0.38151850730857556,0.38151850730857556,5921699.137770027,WITH,P60_90,I30_60,False,False,0.0007976187135316781,-0.003997565149938764,0.0006359537586702046,historical,2021-01-07 12:20:00+00:00
-1.003686305611901,1610025000,1610026800,1820,-1,2.207134150791058,1.4338179186969289,30.0,0.6186412322842533,0.3856712669412372,1.604063573588563,0.06452555036557917,0.5341001610338142,0.1732443813200787,0,-0.866641994818903,0.5341001610338142,1.103431720661338,0,-0.6525090268956418,0.5341001610338142,1.3308394762900115,0,-0.7868252332989839,0.5341001610338142,1.3308394762900115,0,-10257372.832900003,10257372.832900003,4425725.503895,2.317670362491455,0.8541666666666666,-73.98999999999796,0.20721551525819834,0.20721551525819834,10257372.832900003,WITH,P60_90,I15_30,False,False,-0.003672710073577723,-0.00813040920425534,-0.005291364389660602,historical,2021-01-07 13:40:00+00:00
-1.0022687012785378,1610104500,1610105700,2083,-1,1.5400175065224548,0.785957661065709,20.0,1.3696187858466105,0.4014654515413712,3.411548309266961,0.08709808050538072,0.2627682837936241,0.5044788207661817,0,-0.755973110877143,0.34831133068761444,0.8241840123106906,0,-0.8707540293188707,0.34831133068761444,1.4318457925002093,0,-0.4404470721632841,0.3817769498663562,1.4318457925002093,0,-27810126.957430005,27810126.957430005,5374208.772894996,5.174738856013804,0.9479166666666666,-241.54000000000087,0.3912529359358562,0.3912529359358562,27810126.957430005,WITH,P90_100,I30_60,False,False,-0.008669950745660349,-0.006136642078647059,-0.023885638710353208,historical,2021-01-08 11:35:00+00:00
-1.0020929939289438,1610132100,1610132400,2172,-1,1.358039633266048,1.3667588314522874,5.0,0.8139195010854301,0.10715752940304128,7.595541797427705,-0.8787529162051909,-0.24199936646958878,1.197000210406083,0,-0.8645100428442267,-0.24199936646958878,1.197000210406083,0,-0.5879393383075404,-0.24199936646958878,1.3429411071059416,0,1.6115325655438106,1.725265146347846,1.3429411071059416,0,-9248914.116129994,9248914.116129994,5809763.9155100025,1.5919604050413623,0.6631944444444444,-361.4599999999991,0.5850260233018942,0.5850260233018942,9248914.116129994,WITH,P60_90,I30_60,False,False,0.002926127783318133,-0.006589969656032091,-0.008934129950406988,historical,2021-01-08 19:00:00+00:00
1.3343492762093103,1610148600,1610150400,2232,-1,1.5001114798608968,1.1662103229481726,30.0,0.39154187358106196,0.22558318096700372,1.7356873423229449,-0.45781305610062006,-0.005288112111243336,0.7450319973054808,0,-0.3353273979570161,-0.005288112111243336,0.7802351696273045,0,0.6974580789616942,1.1885270603251143,0.7802351696273045,0,0.682395550240483,1.585288193928357,0.7802351696273045,0,-9796216.729759997,9796216.729759997,5954833.092419997,1.6450867014609962,0.6875,-89.08999999999651,0.17007866714483566,0.17007866714483566,9796216.729759997,WITH,P60_90,I15_30,False,False,-0.0020638976499083306,-0.004382836984233807,-0.003793235545521134,historical,2021-01-09 00:00:00+00:00
-1.0030375747858686,1610172600,1610173200,2308,-1,1.6968708922754836,1.505619449205204,10.0,1.0060282357783676,0.3395563138798903,2.962772864743291,-0.38018662166759004,0.7403204183313361,0.42552141346905553,0,-0.45316116295046854,0.7403204183313361,0.6705907462865792,0,-0.5090476158715231,1.1295179718399988,0.6705907462865792,0,-1.0828758945901102,1.1295179718399988,1.4864535880316656,0,-17240105.055949997,17240105.055949997,5954833.092419997,2.895144966849735,0.875,-286.6600000000035,0.6691900833061052,0.6691900833061052,17240105.055949997,WITH,P60_90,I60_PLUS,False,False,0.0005947413422828784,0.008324833690328548,0.014753953443711332,historical,2021-01-09 06:20:00+00:00
1.0170062473973727,1610181900,1610182500,2339,1,-1.9095747371277905,-1.1456371266218666,10.0,0.5317896685240519,0.004263755564388383,124.72327171903976,0.830459536457038,1.0672635530212176,0.17110906432445563,1,0.7120885749387578,1.284942763073284,0.17110906432445563,1,0.1539505528541681,1.284942763073284,0.17110906432445563,1,0.2645805212603837,1.284942763073284,0.18145798559725465,1,10029523.777559996,10029523.777559996,6516270.553059997,1.539150913991777,0.6840277777777778,60.75,0.12573939346450827,0.12573939346450827,10029523.777559996,WITH,P60_90,I05_15,False,False,0.002933621929602781,0.0021547165584456796,-0.00022705619280849465,historical,2021-01-09 08:55:00+00:00
-1.00436215126268,1610242500,1610243100,2541,1,-2.351315934755114,-2.3447751630039457,10.0,0.41275192808737243,0.06494824161595156,6.355090014183061,-0.8261946594125474,0.14809785725099583,0.9792697863673243,0,-0.5330495295677344,0.14809785725099583,1.1062383309402681,0,-0.8290525755650472,0.14809785725099583,1.3840020918294793,0,-2.336651513135858,0.14809785725099583,3.455702299636235,0,8061551.9393500015,8061551.9393500015,4282357.767930001,1.882503138743305,0.75,106.15000000000146,0.34086269616636017,0.34086269616636017,8061551.9393500015,WITH,P60_90,I30_60,False,False,0.007882531228591061,0.011775138640244043,0.02598294723068051,historical,2021-01-10 01:45:00+00:00
-1.0042247419862809,1610251800,1610253000,2574,-1,1.3503425823312916,1.2153568131832344,20.0,0.604797139727269,0.23023313642077234,2.6268900580629553,0.3588539670371699,0.9508258127460898,0.3333042963169437,0,0.03865988361963917,0.9508258127460898,0.3504695285549928,0,-0.4821814348932059,0.9508258127460898,0.878506219728908,0,-0.8923786543085189,0.9508258127460898,1.1833948918080743,0,-6816979.011619996,6816979.011619996,4228050.301725,1.6123221166121748,0.6944444444444444,-151.5199999999968,0.461967315934343,0.461967315934343,6816979.011619996,WITH,P60_90,I30_60,False,False,-1.4027868852406478e-05,-0.004871163898905073,-0.013524586546396433,historical,2021-01-10 04:30:00+00:00
-1.0051926442049997,1610268000,1610268600,2626,1,-1.014693775380026,-1.0084730311922832,10.0,0.6682761267354455,0.5315191978465742,1.2572944273426836,0.11472963408291195,0.4607889119132733,0.3468949775583291,0,0.8401567931870692,1.0658355149644345,0.3468949775583291,1,0.444950412306978,1.0658355149644345,0.3468949775583291,1,-1.5515362378162574,1.0658355149644345,3.51061537630649,1,-800204.3169100061,800204.3169100061,3629153.098255001,0.22049340307378237,0.1284722222222222,62.330000000001746,0.24804363830689105,0.24804363830689105,-800204.3169100061,AGAINST,P0_20,I15_30,False,False,0.0035667710884219606,0.004999724895840885,0.00869742968298537,historical,2021-01-10 08:50:00+00:00
-1.0014048881305382,1610336700,1610337000,2854,1,-1.014828508078546,-1.2006727154998724,5.0,1.268620072389312,0.0041528963417254375,305.4783126091501,0.5613471181908499,0.938159629197135,0.4300222433846849,0,0.21869128199516358,0.9417859334955266,0.4300222433846849,0,0.08667226313188704,0.9417859334955266,1.054500566770331,0,-0.40158627304481703,0.9417859334955266,1.054500566770331,0,29409419.16466999,29409419.16466999,5325040.335025001,5.522853784079724,0.9548611111111112,1016.1200000000026,1.216092516067045,1.216092516067045,29409419.16466999,WITH,P90_100,I60_PLUS,False,False,-0.01137207487967995,-0.059792406042105783,-0.07963388677730698,historical,2021-01-11 03:50:00+00:00
0.25758186837766545,1610346000,1610346300,2885,1,-2.174996078906604,-1.1662387551757287,5.0,0.5022258548969849,0.09807946422484616,5.120601481111641,-0.268489400248306,0.5255744358241052,0.4229447939784542,0,-0.7525820261098165,0.5255744358241052,1.4178141381896128,0,-0.8072227183868405,0.5255744358241052,1.4833675445911232,0,1.2960968868329168,1.4812563392967122,1.4833675445911232,0,13368215.946040004,13368215.946040004,5599559.906180002,2.3873690379285093,0.8090277777777778,335.5200000000041,0.32344821935051543,0.32344821935051543,13368215.946040004,WITH,P60_90,I30_60,False,False,0.00039475147597056726,0.005056171646720342,0.024036594857866245,historical,2021-01-11 06:25:00+00:00
-1.000970002576957,1610380200,1610380500,2999,1,-1.7927330598287627,-1.820139830395172,5.0,0.6297377450156559,0.05054154891522018,12.459802797341904,-0.7560056468982128,0.1322767807509013,1.001328986118041,0,-0.4433448563841747,0.1322767807509013,1.4085572226775696,0,-0.5398941465142537,0.1322767807509013,1.5461098714710104,0,0.4191554991325391,1.2796740105646642,1.5461098714710104,0,18516544.402640015,18516544.402640015,6474787.076265007,2.8597920185695616,0.84375,650.6500000000015,0.5888067824832398,0.5888067824832398,18516544.402640015,WITH,P60_90,I30_60,False,False,0.010844952722152135,0.01937698449834646,0.02011498353329877,historical,2021-01-11 15:55:00+00:00
-0.9248136724403516,1610409600,1610409900,3097,-1,1.5032536486473587,1.1186505108680227,5.0,0.40705405560543406,0.19421721665239425,2.095870080550585,0.7358541448479322,1.1229087852949193,0.4813354315426666,1,0.3860387490022471,1.3131382489627195,0.4813354315426666,1,0.1528234309188415,1.3131382489627195,0.4813354315426666,1,1.1965684963182106,1.8506661237026574,0.49493624685512,1,-21071706.426510006,21071706.426510006,7459762.740364999,2.8247153642689433,0.875,-234.87999999999738,0.35613818289727933,0.35613818289727933,21071706.426510006,WITH,P60_90,I30_60,False,False,-0.005794063648917325,-0.0019249298692908257,0.010562110015449155,historical,2021-01-12 00:05:00+00:00
1.3483389021947356,1610433000,1610433300,3175,-1,2.3201948980200453,2.237247613954023,5.0,0.5279568019508868,0.32333217209545384,1.6328619478118678,-0.11481013760669574,0.07897143354815539,0.570741160076652,0,0.4364004528827738,0.4948397491726112,0.570741160076652,0,0.10947570109736729,0.839357254833653,0.570741160076652,0,-0.21109127329734453,0.839357254833653,1.4069195262149576,0,-6080742.637149997,6080742.637149997,6285927.567120001,0.9673580505376372,0.4895833333333333,-204.2300000000032,0.444674272774785,0.444674272774785,6080742.637149997,WITH,P40_60,I30_60,False,False,0.0016334530818031823,0.007024762628225156,0.0033231069812227343,historical,2021-01-12 06:35:00+00:00
-1.002552980931172,1610455200,1610457000,3254,1,-1.6486953698219244,-1.4766506559005728,30.0,0.6032268584420216,0.5579166840544292,1.0812131535072698,-1.8573954036534985,0.035489932288942934,2.217164585672823,0,-2.9192470619628406,0.035489932288942934,3.0078384718871165,0,-3.01226359502339,0.035489932288942934,4.612001200787172,0,-3.560800969524451,0.035489932288942934,6.216608665680817,0,8902085.030839995,8902085.030839995,5315368.207495,1.6747823825802886,0.6458333333333334,210.58000000000175,0.4682625276570222,0.4682625276570222,8902085.030839995,WITH,P60_90,I30_60,False,False,0.0027658635847824797,0.002273052196567038,0.013488774560481476,historical,2021-01-12 13:10:00+00:00
-1.0021128744778556,1610496000,1610496300,3385,-1,1.473423430573144,1.7775665758095676,5.0,0.8426896678052315,0.04042798495802178,20.844215902326535,0.07608531684032167,0.19676586895384737,0.654107448791576,0,1.111373603284232,1.3479451980992763,0.654107448791576,0,1.2301308090984406,2.253992155764106,0.654107448791576,0,0.3115443878155759,2.253992155764106,0.654107448791576,0,-11128042.488669999,11128042.488669999,5169757.834709998,2.152526838676233,0.7638888888888888,-441.5500000000029,0.8326015279019942,0.8326015279019942,11128042.488669999,WITH,P60_90,I60_PLUS,False,False,0.00235113064432535,0.0036942426089994207,0.0006372221044812498,historical,2021-01-13 00:05:00+00:00
0.13183737957610964,1610529600,1610530200,3498,-1,1.41398896453234,2.1422480378370707,10.0,0.6217385844090166,0.3249349159422894,1.913424972175094,0.8682880835529186,1.303507966056615,0.23799047457873512,1,0.5161617871044164,1.303507966056615,0.23799047457873512,1,-0.7903198510746344,1.303507966056615,0.7916011894688487,1,-0.4701061335009649,1.303507966056615,0.936730894761015,1,-4556452.50248,4556452.50248,5230277.856344998,0.8711683447089601,0.4618055555555556,-314.01000000000204,0.7591567342794324,0.7591567342794324,4556452.50248,WITH,P40_60,I60_PLUS,False,False,-0.007828158621693948,0.005650000859751536,0.014143122524571838,historical,2021-01-13 09:30:00+00:00
1.495694738938381,1610562600,1610562900,3607,1,-1.3278711777102992,-0.8939504070192656,5.0,1.8237743500615538,0.02907524078499094,62.726025239900586,0.9270403360127367,0.9390976899123736,0.0850170178868702,0,0.511043522340498,1.1919400391049344,0.0850170178868702,1,1.0728872474473299,1.3744297197479975,0.1212977043956834,1,0.8300745890361318,3.0479397494387532,0.1212977043956834,1,13156737.230240017,13156737.230240017,4529717.544970002,2.9045381085294903,0.8854166666666666,484.5,1.7542906799913016,1.7542906799913016,13156737.230240017,WITH,P60_90,I60_PLUS,False,False,0.0147998722535585,0.03053505374958987,0.03185547795815946,historical,2021-01-13 18:35:00+00:00
0.044455888420387994,1610583000,1610583600,3676,-1,1.3846610584402188,1.0332614273667076,10.0,0.5715536446882472,0.2976808674411837,1.9200214232147594,0.099614250396917,0.21843352378439349,0.574954311235314,0,0.03754949303836536,0.21843352378439349,0.574954311235314,0,0.750234253305413,0.8690955048852118,0.574954311235314,0,1.1490480695278746,1.1713384896546242,0.574954311235314,0,-10102117.435430005,10102117.435430005,4805716.362865003,2.102104384164585,0.7916666666666666,-181.37999999999738,0.3807002262324669,0.3807002262324669,10102117.435430005,WITH,P60_90,I30_60,False,False,-0.0024463734660907788,0.004199179472383019,0.009163164932495915,historical,2021-01-14 00:20:00+00:00
-1.003499225346893,1610608500,1610609100,3761,1,-1.9669764617259913,-1.1152567421324446,10.0,0.5883544856233194,0.20266452610948046,2.903095544221644,-0.18171616055736362,0.4878950711332689,0.30170556168194984,0,-0.40549271132481046,0.4878950711332689,0.5022425194150288,0,0.024166994634320923,0.9925106475835034,0.9452131659854008,0,-0.702397605901066,0.9925106475835034,0.9452131659854008,0,17413777.61767,17413777.61767,4543567.997075003,3.832621769692983,0.9444444444444444,141.11999999999534,0.3849262170197553,0.3849262170197553,17413777.61767,WITH,P90_100,I30_60,False,False,0.004332153259902327,0.014230545720361754,0.018880429256623144,historical,2021-01-14 07:25:00+00:00
