period,bucket,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_aggression_percentile,mean_aggression_to_median,mean_impact_abs,mean_impact_cf_dir,mean_oi_ch5,mean_oi_ch15,mean_oi_ch30,delta_EV_vs_control,delta_PF_vs_control,delta_MFE60_vs_control,delta_MAE60_vs_control
historical,ADVERSE_ABSORPTION,4,-0.16549140298577786,0.7808842912023174,-0.6619656119431114,0.25,2.014244994529613,0.6376614158531118,0.25592326071257165,1.8146230213473498,0.4742765902194183,1.0427208639565673,0.5,0.9192708333333333,5.4172724800921115,0.11460081436962781,0.11460081436962781,0.0026586153277184665,0.0042368738362968394,0.004153590325621959,-0.29771160513404354,-0.4447732214159813,0.4872430233528504,-0.6609441480804146
historical,SUPPORTIVE_ABSORPTION,0,,,,,,,,,,,,,,,,,,,,,,
forward_2026,ADVERSE_ABSORPTION,2,0.2348000181696538,1.4622784145513004,0.4696000363393076,0.5,1.015838121697968,1.2843562345261508,0.28885222030566227,1.382288866855532,0.4419604321245112,0.8361341788612138,0.5,0.9583333333333333,6.95948389286168,0.11230925152094376,0.11230925152094376,-4.52686685059045e-05,0.002027578591732082,0.00197324261901477,0.169546634380012,0.3567876267414498,0.08418479930426326,-0.7660131899315241
forward_2026,SUPPORTIVE_ABSORPTION,0,,,,,,,,,,,,,,,,,,,,,,
