period,bucket,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_aggression_percentile,mean_aggression_to_median,mean_impact_abs,mean_impact_cf_dir,mean_oi_ch5,mean_oi_ch15,mean_oi_ch30,aggression_sign,aggr_bucket,impact_bucket
historical,WITH_P0_20_I0_05,3,-1.0161063135613355,0.0,-3.0483189406840068,0.0,3.0483189406840068,0.44009076921440643,0.384413760890243,1.0208808339521684,1.8282076565954615,-0.6121736043144388,0.0,0.11805555555555554,0.22091792565390064,0.031149937358065465,0.031149937358065465,0.0009087487622539969,0.0025960585485045318,0.0013643684856812222,WITH,P0_20,I0_05
historical,WITH_P0_20_I05_15,39,0.44586147454955455,1.985018497201416,17.388597507432628,0.5128205128205128,4.728202188911212,0.4583353101631137,0.38784055117166255,1.1415541969765821,0.9239567695346742,0.19256700052771128,0.358974358974359,0.10915242165242163,0.1782469229787613,0.11239247520498076,0.11239247520498076,0.00022184853810476758,0.001050869365490313,0.0005748662053224387,WITH,P0_20,I05_15
historical,WITH_P0_20_I15_30,74,0.15999610066313955,1.2987542206654723,11.839711449072327,0.43243243243243246,7.706496390733102,0.3154006329543552,0.6329793846960815,1.0275578674196966,1.1768230466207876,-0.03886158923130187,0.1891891891891892,0.09482920420420421,0.16217771843454323,0.22336960658554925,0.22336960658554925,0.00015537728285683865,0.0004096446542481034,-7.605656194678192e-05,WITH,P0_20,I15_30
historical,WITH_P0_20_I30_60,144,-0.22890265977806912,0.6669218900783318,-32.961983008041955,0.2847222222222222,35.876188425738846,0.537901106743816,0.5691718667913704,1.0377350902593956,1.168343908406191,-0.07177452424065388,0.2916666666666667,0.11494502314814814,0.19150527673267337,0.4029910229732388,0.4029910229732388,0.00010989654610878526,9.241814341647235e-05,-1.83057220763448e-05,WITH,P0_20,I30_60
historical,WITH_P0_20_I60_PLUS,23,-0.1685010364480235,0.7606410107047941,-3.8755238383045403,0.30434782608695654,9.177547152563216,0.7264123284590545,0.6324125003407922,1.2033523563949147,1.2505747039586055,-0.33647524069332563,0.34782608695652173,0.11805555555555554,0.20940498753368392,0.7358560308586392,0.7358560308586392,-0.00011491108807432817,0.0006915542670936443,0.0010911544122097542,WITH,P0_20,I60_PLUS
historical,WITH_P20_40_I0_05,7,0.3664721763113282,2.046753639796799,2.5653052341792977,0.5714285714285714,1.0136000276766077,0.3271353578259845,0.5688599876663879,0.7981924561362979,1.1026484605397464,0.1747380648004913,0.2857142857142857,0.3120039682539683,0.5490921193702933,0.035657749354757996,0.035657749354757996,-0.0005435176304696698,-0.00023695708631545274,-0.0011861946008051097,WITH,P20_40,I0_05
historical,WITH_P20_40_I05_15,46,0.406024250641792,1.8986742718243,18.677115529522432,0.5,7.894907715262152,0.5384987223538787,0.49487872305319774,1.2225384985289318,0.9805242951642811,0.19117858862570108,0.32608695652173914,0.30329106280193235,0.5266339758237147,0.1033882783696031,0.1033882783696031,-0.0002749202456623694,-0.00025154917899534096,0.000864457332094062,WITH,P20_40,I05_15
historical,WITH_P20_40_I15_30,112,-0.043533320136838194,0.9314609191095256,-4.875731855325878,0.33035714285714285,19.765273572273873,0.5113540803770514,0.4354774515923596,1.080231711755158,0.9117009993100332,0.04927404933036589,0.26785714285714285,0.30744667658730157,0.548025122326975,0.22749386614378547,0.22749386614378547,0.00034852054578660043,0.000706126721310712,-0.0002666336092489323,WITH,P20_40,I15_30
historical,WITH_P20_40_I30_60,257,0.24916391003772032,1.4585210543010274,64.03512487969412,0.4396887159533074,12.058681320947862,0.6388922886213773,0.519537069572144,1.2805445803131261,1.0333352292575957,0.11698191935321486,0.3229571984435798,0.3107976653696498,0.5531778893823863,0.4082245788112981,0.4082245788112981,0.00015057980725161424,5.090366759945572e-05,-0.0006750982476021003,WITH,P20_40,I30_60
historical,WITH_P20_40_I60_PLUS,40,0.29329686673828803,1.5215696446616829,11.731874669531521,0.425,5.547254128284379,0.846357291817467,0.6226657308298489,1.3870477178884948,1.3226720451580516,0.08763455142724844,0.3,0.29461805555555554,0.5310740331829354,0.7291434570989027,0.7291434570989027,0.0001840597266088595,0.0009925221573906407,0.0003340625549047016,WITH,P20_40,I60_PLUS
historical,WITH_P40_60_I0_05,6,0.5480141554657348,4.228244398338314,3.2880849327944093,0.8333333333333334,1.0185365564289053,0.49598490231983566,0.36486968566912803,0.9889638081157104,0.57767153102612,-0.024677316542687,0.5,0.5063657407407408,1.0411026956882456,0.03507357443215671,0.03507357443215671,-0.0009091916218876839,-0.000900400108947134,-0.001329538279334778,WITH,P40_60,I0_05
historical,WITH_P40_60_I05_15,47,0.27460553254348846,1.5493995830502525,12.906460029543958,0.48936170212765956,8.798991134647263,0.4354225247435801,0.45431474834459,1.3624069266459016,0.7296218673840303,0.5580819065437432,0.3404255319148936,0.5012559101654847,1.0318867311582294,0.11281521340494755,0.11281521340494755,0.00011648301806789526,0.0008568749965494155,0.001132440479118809,WITH,P40_60,I05_15
historical,WITH_P40_60_I15_30,154,0.030500083898947275,1.051263068869536,4.6970129204378805,0.37012987012987014,11.187413209549288,0.45989913804688526,0.4607777758447749,1.0318684380686343,1.0142987275478272,-0.027473952347816112,0.2532467532467532,0.5013979076479077,1.0163494347345983,0.22915611615277778,0.22915611615277778,7.927415834439318e-05,0.00010768409747973607,0.00031350874152139176,WITH,P40_60,I15_30
historical,WITH_P40_60_I30_60,465,0.1522716826728792,1.2615712703580297,70.80633244288882,0.4,17.300324224592174,0.5456857109600528,0.5590429200300533,1.189810096478443,1.1255157247260967,0.04940501984387485,0.27956989247311825,0.512873357228196,1.0517904102885387,0.41339206989940114,0.41339206989940114,0.00021567988922821142,0.00015625075128636973,6.579290690850708e-07,WITH,P40_60,I30_60
historical,WITH_P40_60_I60_PLUS,78,0.2620080314802066,1.4806655331075884,20.436626455456118,0.44871794871794873,9.637037264696417,0.7317101892974975,0.563953650703804,1.51404402280318,1.2908333165432544,0.2576592216970577,0.3717948717948718,0.5074341168091168,1.0345396787566805,0.7188908205621488,0.7188908205621488,0.0006940734196894102,0.000953257760500037,0.0009393753837496233,WITH,P40_60,I60_PLUS
