period,variant,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses,positive_periods,periods_total,skips
historical,CONTROL,5297,0.39022087974325087,0.1322202021482657,1.2256575126182987,700.3704107793633,31.976920699121933,21.902371944106395,14,5,5,0
historical,SKIP_RET60_GT_1ATR,4990,0.38356713426853706,0.08799463360459522,1.1513462684155726,439.0932216869302,59.9651879562436,7.32246886322336,16,5,5,4176
forward_2026,CONTROL,544,0.3694852941176471,0.06525338378964178,1.1054907878098506,35.49784078156513,27.632952848676066,1.2846198875653596,16,4,6,0
forward_2026,SKIP_RET60_GT_1ATR,528,0.3484848484848485,-0.02303354526422419,0.9637761937056107,-12.161711899510372,58.634351661202885,-0.20741615716640593,10,3,6,416
