sample,accept_trades,original_signals,ev_trade,policy_ev_original_signal,cum_atr,t,pf,dd_atr,trigger_rate,long_n,short_n,side_name
LONG,736,1563,0.30683833845732505,0.14448689514049345,225.83301710459125,2.179916316157057,1.3595069995170392,39.24024507040042,0.7961956521739131,736,0,LONG
SHORT,760,1633,0.03405418200687211,0.01584885384275738,25.881178325222805,0.33395001049014367,1.0417434926753868,76.88073122340919,0.8092105263157895,0,760,SHORT
