flow_id,signal_time,passage_time,side,signal_close,entry,atr14,frozen_residual12_atr,time_only_net_atr,post_mae_atr,post_mfe_atr,time_to_mae_h,time_to_mfe_h,fp_fav05_time,fp_fav10_time,fp_fav15_time,mae_ge_05,mae_ge_10,mae_ge_15,mae_ge_20,wick_origin_any,origin_close1_trigger,origin_close1_time,origin_close1_net_atr,origin_close2_trigger,origin_close2_time,origin_close2_net_atr,entry_close2_trigger,entry_close2_time,entry_close2_net_atr,hard_sl15_trigger,hard_sl15_time,hard_sl15_net_atr
1826,2024-02-24 17:45:00+00:00,2024-02-24 18:00:00+00:00,1,51570.8,51616.51785714286,91.43571428571418,0.903171627216552,0.6209158464181765,1.9851964690259165,3.64498867275992,0.75,8.25,2024-02-24 18:00:00+00:00,2024-02-24 18:00:00+00:00,2024-02-25 02:00:00+00:00,True,True,True,False,True,True,2024-02-24 18:45:00+00:00,-1.845297730646118,True,2024-02-24 19:00:00+00:00,-1.110355148035336,True,2024-02-24 18:45:00+00:00,-1.845297730646118,True,2024-02-24 18:45:00+00:00,-1.7822557807983725
1827,2024-02-25 17:45:00+00:00,2024-02-25 18:30:00+00:00,-1,51599.1,51536.00357142857,126.19285714285694,-0.5435840833191868,-0.747779490009627,4.073102394294469,0.8320880738099147,1.75,8.5,2024-02-26 02:15:00+00:00,,,True,True,True,True,True,True,2024-02-25 18:45:00+00:00,-0.8690224854248311,True,2024-02-25 19:00:00+00:00,-0.7240063536537091,True,2024-02-25 18:45:00+00:00,-0.8690224854248311,True,2024-02-25 19:15:00+00:00,-1.7041954066904526
1828,2024-02-26 09:15:00+00:00,2024-02-26 09:30:00+00:00,-1,51084.4,51037.42142857143,93.95714285714244,-38.20336019461774,-38.47495967006247,42.08704576554677,1.223126045309468,10.5,0.25,2024-02-26 09:30:00+00:00,2024-02-26 09:45:00+00:00,,True,True,True,True,True,True,2024-02-26 10:00:00+00:00,-1.696489242815861,True,2024-02-26 10:15:00+00:00,-2.454281549338564,True,2024-02-26 10:15:00+00:00,-2.454281549338564,True,2024-02-26 10:00:00+00:00,-1.7715994754447106
1829,2024-02-26 22:15:00+00:00,2024-02-26 22:45:00+00:00,1,54587.6,54744.0,312.8000000000008,6.24232736572888,6.154820971866987,0.8599744245524275,9.70588235294115,1.0,3.25,2024-02-27 01:30:00+00:00,2024-02-27 01:30:00+00:00,2024-02-27 01:30:00+00:00,True,False,False,False,True,True,2024-02-26 23:30:00+00:00,-0.8643606138107394,True,2024-02-26 23:45:00+00:00,-0.8304731457800536,True,2024-02-26 23:00:00+00:00,-0.5731202046035837,False,2024-02-27 10:15:00+00:00,6.154820971866987
1831,2024-02-28 11:45:00+00:00,2024-02-28 12:00:00+00:00,1,58997.4,59170.64285714286,346.485714285715,9.574008410983724,9.488621567576452,0.6633544982271018,14.803949863939923,0.0,5.25,2024-02-28 12:15:00+00:00,2024-02-28 13:00:00+00:00,2024-02-28 13:00:00+00:00,True,False,False,False,True,False,2024-02-28 23:45:00+00:00,9.488621567576452,False,2024-02-28 23:45:00+00:00,9.488621567576452,False,2024-02-28 23:45:00+00:00,9.488621567576452,False,2024-02-28 23:45:00+00:00,9.488621567576452
1832,2024-02-28 23:45:00+00:00,2024-02-29 00:00:00+00:00,-1,62487.9,62244.49642857143,486.8071428571431,-1.592629818203162,-1.6565611895294425,3.118901589071648,2.340344518950018,6.75,1.25,2024-02-29 00:00:00+00:00,2024-02-29 00:00:00+00:00,2024-02-29 00:45:00+00:00,True,True,True,True,True,True,2024-02-29 04:45:00+00:00,-0.6543162406643863,True,2024-02-29 06:00:00+00:00,-2.1964053636670355,True,2024-02-29 05:30:00+00:00,-0.06722543028185894,True,2024-02-29 06:00:00+00:00,-1.5639313713262772
1834,2024-03-01 02:00:00+00:00,2024-03-01 02:15:00+00:00,-1,61051.2,60900.267857142855,301.8642857142851,-5.009973734648979,-5.110847323773704,6.1276945647287295,0.1837509760772182,11.0,1.0,,,,True,True,True,True,True,True,2024-03-01 02:30:00+00:00,-0.8205087137076823,True,2024-03-01 02:45:00+00:00,-0.6429454757341414,True,2024-03-01 02:30:00+00:00,-0.8205087137076823,True,2024-03-01 04:15:00+00:00,-1.60087358912472
1839,2024-03-03 17:00:00+00:00,2024-03-03 17:15:00+00:00,1,62762.2,62867.94642857143,211.49285714285676,3.35119389374852,3.202564887365325,2.6901448883785335,7.382535715491943,7.5,7.25,2024-03-03 22:00:00+00:00,2024-03-03 22:00:00+00:00,2024-03-03 22:15:00+00:00,True,True,True,True,True,True,2024-03-03 17:30:00+00:00,-0.8476901026714885,True,2024-03-03 17:45:00+00:00,-1.2462851244553856,True,2024-03-03 17:30:00+00:00,-0.8476901026714885,True,2024-03-03 17:30:00+00:00,-1.6486290063831894
1840,2024-03-04 06:15:00+00:00,2024-03-04 06:30:00+00:00,-1,63624.3,63527.03214285715,194.53571428571377,-13.78753442261795,-13.950813007159901,21.186689921057525,0.030493849825625276,11.0,0.0,,,,True,True,True,True,True,True,2024-03-04 06:45:00+00:00,-1.286300431430123,True,2024-03-04 07:00:00+00:00,-0.752208270607643,True,2024-03-04 06:45:00+00:00,-1.286300431430123,True,2024-03-04 07:15:00+00:00,-1.6632785845419595
1842,2024-03-05 06:30:00+00:00,2024-03-05 07:15:00+00:00,-1,67370.1,67071.01071428572,598.1785714285719,4.148946205743631,4.092883506478003,3.809881186936528,5.96963997850618,7.75,9.75,2024-03-05 07:30:00+00:00,2024-03-05 07:45:00+00:00,2024-03-05 08:00:00+00:00,True,True,True,True,True,True,2024-03-05 12:45:00+00:00,-0.6045432055645178,True,2024-03-05 13:00:00+00:00,-1.4751862290285849,True,2024-03-05 12:45:00+00:00,-0.6045432055645178,True,2024-03-05 13:15:00+00:00,-1.556062699265623
1843,2024-03-05 18:30:00+00:00,2024-03-05 18:45:00+00:00,-1,64589.2,64076.56785714285,1025.2642857142866,-1.9484070309397596,-1.9796558361258787,2.461250409302135,4.842232316406212,11.25,1.0,2024-03-05 19:00:00+00:00,2024-03-05 19:15:00+00:00,2024-03-05 19:30:00+00:00,True,True,True,True,True,True,2024-03-06 04:45:00+00:00,-0.5925988403686898,True,2024-03-06 05:00:00+00:00,-1.3306524432724742,True,2024-03-06 05:00:00+00:00,-1.3306524432724742,True,2024-03-06 05:15:00+00:00,-1.5312488051861142
1848,2024-03-08 09:15:00+00:00,2024-03-08 10:30:00+00:00,1,67291.3,67414.82142857143,247.0428571428586,5.460909038339132,5.324465462903985,5.241282599895906,11.803533221534643,5.5,5.0,2024-03-08 11:00:00+00:00,2024-03-08 11:45:00+00:00,2024-03-08 11:45:00+00:00,True,True,True,True,True,True,2024-03-08 16:00:00+00:00,-3.9156316862314373,True,2024-03-08 16:15:00+00:00,-2.3009320968021627,True,2024-03-08 16:15:00+00:00,-2.3009320968021627,True,2024-03-08 16:00:00+00:00,-1.636443575435119
1856,2024-03-12 16:30:00+00:00,2024-03-12 17:00:00+00:00,-1,70566.4,70222.10357142857,688.5928571428584,-2.9673506011223627,-3.0183401683557474,3.017598000062238,2.355678765183647,10.25,0.25,2024-03-12 17:00:00+00:00,2024-03-12 17:15:00+00:00,2024-03-12 17:15:00+00:00,True,True,True,True,True,True,2024-03-12 17:45:00+00:00,-1.4147801131707498,True,2024-03-12 18:00:00+00:00,-0.8312713012043143,True,2024-03-12 18:00:00+00:00,-0.8312713012043143,True,2024-03-12 18:00:00+00:00,-1.5509895672333922
1863,2024-03-16 09:30:00+00:00,2024-03-16 09:45:00+00:00,-1,69067.7,68971.87142857142,191.65714285714265,13.29390280262372,13.113967240608215,0.7207066189624619,15.24530411449015,0.0,11.75,2024-03-16 10:00:00+00:00,2024-03-16 10:00:00+00:00,2024-03-16 10:15:00+00:00,True,False,False,False,True,False,2024-03-16 21:30:00+00:00,13.113967240608215,False,2024-03-16 21:30:00+00:00,13.113967240608215,False,2024-03-16 21:30:00+00:00,13.113967240608215,False,2024-03-16 21:30:00+00:00,13.113967240608215
1864,2024-03-16 21:30:00+00:00,2024-03-16 22:00:00+00:00,-1,66424.0,66157.58571428571,532.8285714285697,-0.4251166282374536,-0.48719812054267125,1.3501796342967518,2.998686256635746,11.25,9.25,2024-03-16 22:00:00+00:00,2024-03-16 23:00:00+00:00,2024-03-16 23:00:00+00:00,True,True,False,False,True,True,2024-03-16 22:15:00+00:00,-0.7689022333637185,True,2024-03-16 22:30:00+00:00,-0.9700926457182636,True,2024-03-16 22:15:00+00:00,-0.7689022333637185,False,2024-03-17 09:30:00+00:00,-0.48719812054267125
1865,2024-03-17 09:30:00+00:00,2024-03-17 10:00:00+00:00,1,66384.1,66647.04642857144,525.8928571428567,2.993867572156177,2.930501959252951,0.38134465195248507,4.012325976230891,0.0,7.75,2024-03-17 10:15:00+00:00,2024-03-17 10:15:00+00:00,2024-03-17 10:30:00+00:00,False,False,False,False,False,False,2024-03-17 21:30:00+00:00,2.930501959252951,False,2024-03-17 21:30:00+00:00,2.930501959252951,False,2024-03-17 21:30:00+00:00,2.930501959252951,False,2024-03-17 21:30:00+00:00,2.930501959252951
1867,2024-03-18 09:30:00+00:00,2024-03-18 09:45:00+00:00,-1,68085.4,67915.42857142857,339.94285714285587,0.9496554042695932,0.8497629853756612,2.2647083543453035,3.864851235501744,3.25,7.25,2024-03-18 10:00:00+00:00,2024-03-18 13:45:00+00:00,2024-03-18 13:45:00+00:00,True,True,True,True,True,True,2024-03-18 10:45:00+00:00,-0.8996486804505262,True,2024-03-18 11:00:00+00:00,-0.9281828878803378,True,2024-03-18 10:45:00+00:00,-0.8996486804505262,True,2024-03-18 11:15:00+00:00,-1.5998924188939414
1868,2024-03-18 23:00:00+00:00,2024-03-18 23:15:00+00:00,1,67857.3,67991.28214285715,267.9642857142847,-19.59209649473552,-19.718962808210133,19.816753298680627,0.6990403838464672,11.75,1.0,2024-03-19 00:15:00+00:00,,,True,True,True,True,True,True,2024-03-18 23:45:00+00:00,-1.363158463281378,True,2024-03-19 00:45:00+00:00,-3.2779658736505928,True,2024-03-18 23:30:00+00:00,-0.5481244768759588,True,2024-03-18 23:45:00+00:00,-1.6268663134745853
1871,2024-03-20 12:15:00+00:00,2024-03-20 12:45:00+00:00,-1,64055.9,63838.91428571429,433.971428571429,-8.974290605043112,-9.047842583448537,9.910988215155692,4.10445058924222,9.5,3.75,2024-03-20 13:00:00+00:00,2024-03-20 13:30:00+00:00,2024-03-20 13:30:00+00:00,True,True,True,True,True,True,2024-03-20 12:45:00+00:00,-0.6797801698597634,True,2024-03-20 14:30:00+00:00,-0.5809257357297977,True,2024-03-20 14:15:00+00:00,-0.8611285140562145,True,2024-03-20 17:15:00+00:00,-1.5735519784054248
1874,2024-03-22 03:00:00+00:00,2024-03-22 03:15:00+00:00,1,65679.9,65837.37142857142,314.94285714285536,-7.914678399709735,-8.019201124920658,10.233194230245891,2.713281320874549,11.5,2.75,2024-03-22 03:15:00+00:00,2024-03-22 03:30:00+00:00,2024-03-22 04:45:00+00:00,True,True,True,True,True,True,2024-03-22 09:30:00+00:00,-1.2017739272430177,True,2024-03-22 09:45:00+00:00,-1.0607959720584215,True,2024-03-22 09:45:00+00:00,-1.0607959720584215,True,2024-03-22 10:00:00+00:00,-1.6045227252109124
1879,2024-03-24 15:00:00+00:00,2024-03-24 15:15:00+00:00,1,65545.2,65697.2,303.999999999999,3.7430921052632,3.635037500000041,3.4940789473684233,6.588157894736874,1.75,8.0,2024-03-24 16:00:00+00:00,2024-03-24 18:30:00+00:00,2024-03-24 20:00:00+00:00,True,True,True,True,True,True,2024-03-24 16:45:00+00:00,-1.4277914473684163,True,2024-03-24 17:00:00+00:00,-2.6774625000000043,True,2024-03-24 16:15:00+00:00,-0.4014756578947286,True,2024-03-24 16:45:00+00:00,-1.6080546052631635
1881,2024-03-25 15:15:00+00:00,2024-03-25 15:30:00+00:00,1,69535.0,69782.18928571428,494.3785714285727,1.521730021816716,1.4511543604525217,0.7566858827098726,2.925107999942215,0.0,4.5,2024-03-25 15:45:00+00:00,2024-03-25 16:30:00+00:00,2024-03-25 17:00:00+00:00,True,False,False,False,True,False,2024-03-26 03:15:00+00:00,1.4511543604525217,False,2024-03-26 03:15:00+00:00,1.4511543604525217,False,2024-03-26 03:15:00+00:00,1.4511543604525217,False,2024-03-26 03:15:00+00:00,1.4511543604525217
1883,2024-03-26 15:15:00+00:00,2024-03-26 16:00:00+00:00,1,70204.0,70449.06785714286,490.13571428571385,0.1998061761319736,0.12793927702239746,2.0995569740159468,0.7145615645812433,4.0,9.0,2024-03-27 00:45:00+00:00,,,True,True,True,True,True,True,2024-03-26 16:00:00+00:00,-0.8509732690654276,True,2024-03-26 16:15:00+00:00,-1.1264071867850098,True,2024-03-26 16:15:00+00:00,-1.1264071867850098,True,2024-03-26 16:15:00+00:00,-1.5718668991095825
1884,2024-03-27 08:00:00+00:00,2024-03-27 08:30:00+00:00,-1,69990.1,69881.47142857143,217.2571428571464,3.989150447133012,3.828323809836854,9.235731194108212,6.980996843766314,5.0,7.5,2024-03-27 08:30:00+00:00,2024-03-27 08:45:00+00:00,2024-03-27 08:45:00+00:00,True,True,True,True,True,True,2024-03-27 09:45:00+00:00,-1.242165406365022,True,2024-03-27 10:00:00+00:00,-1.179106490005226,True,2024-03-27 09:30:00+00:00,-0.3832753485007943,True,2024-03-27 10:15:00+00:00,-1.6608266372961407
1886,2024-03-28 08:00:00+00:00,2024-03-28 08:15:00+00:00,1,70389.5,70511.25714285714,243.5142857142855,0.8572099026164657,0.712431420861215,0.6831514724862229,4.619617505573163,0.0,6.5,2024-03-28 08:15:00+00:00,2024-03-28 08:30:00+00:00,2024-03-28 08:45:00+00:00,True,False,False,False,True,False,2024-03-28 20:00:00+00:00,0.712431420861215,False,2024-03-28 20:00:00+00:00,0.712431420861215,False,2024-03-28 20:00:00+00:00,0.712431420861215,False,2024-03-28 20:00:00+00:00,0.712431420861215
1889,2024-03-30 06:00:00+00:00,2024-03-30 06:15:00+00:00,1,70020.2,70099.33571428571,158.2714285714267,-0.7122935282967414,-0.9337464346962385,1.4344706200920567,1.7341366549328026,2.5,10.5,2024-03-30 09:15:00+00:00,2024-03-30 12:00:00+00:00,2024-03-30 16:45:00+00:00,True,True,False,False,True,True,2024-03-30 06:45:00+00:00,-0.758730639046828,True,2024-03-30 08:00:00+00:00,-0.9249008710172428,True,2024-03-30 06:45:00+00:00,-0.758730639046828,False,2024-03-30 18:00:00+00:00,-0.9337464346962385
1893,2024-04-01 17:45:00+00:00,2024-04-01 18:00:00+00:00,-1,68784.8,68566.83571428571,435.9285714285735,4.066803211535288,3.988158635097471,3.17062100606258,6.805784040635718,3.5,8.5,2024-04-02 02:30:00+00:00,2024-04-02 02:30:00+00:00,2024-04-02 02:30:00+00:00,True,True,True,True,True,True,2024-04-01 18:15:00+00:00,-0.6121363018187642,True,2024-04-01 18:30:00+00:00,-0.5988313698181356,True,2024-04-01 18:30:00+00:00,-0.5988313698181356,True,2024-04-01 19:15:00+00:00,-1.5786445764378054
1896,2024-04-03 05:45:00+00:00,2024-04-03 06:00:00+00:00,1,66112.7,66219.27857142857,213.15714285714057,-1.1192614436029993,-1.2745911634609193,3.1163795992226038,3.381174184035961,5.0,8.25,2024-04-03 06:15:00+00:00,2024-04-03 07:00:00+00:00,2024-04-03 08:30:00+00:00,True,True,True,True,True,True,2024-04-03 11:00:00+00:00,-2.528595586756972,True,2024-04-03 11:15:00+00:00,-1.6968148750084073,True,2024-04-03 08:00:00+00:00,-0.5919961631258139,True,2024-04-03 11:00:00+00:00,-1.655329719857903
1897,2024-04-03 17:45:00+00:00,2024-04-03 18:00:00+00:00,-1,65980.7,65826.36428571428,308.6714285714292,0.7135881890127942,0.6069596542786805,1.7800018512519202,2.3531957236080796,6.75,10.25,2024-04-03 18:15:00+00:00,2024-04-03 18:30:00+00:00,2024-04-04 04:15:00+00:00,True,True,True,False,True,True,2024-04-03 18:45:00+00:00,-0.7546824061646539,True,2024-04-03 22:15:00+00:00,-0.7899950363308319,True,2024-04-03 18:45:00+00:00,-0.7546824061646539,True,2024-04-03 23:00:00+00:00,-1.6066285347340987
1898,2024-04-04 06:00:00+00:00,2024-04-04 06:15:00+00:00,-1,65720.2,65609.89285714286,220.6142857142856,-14.901152625785176,-15.049850822379103,16.861134494593024,0.0652399145243706,11.75,0.0,,,,True,True,True,True,True,True,2024-04-04 06:30:00+00:00,-0.7842288577349323,True,2024-04-04 06:45:00+00:00,-0.957381742537095,True,2024-04-04 06:30:00+00:00,-0.7842288577349323,True,2024-04-04 07:00:00+00:00,-1.6486981965939158
1899,2024-04-04 18:00:00+00:00,2024-04-04 18:15:00+00:00,1,68897.3,69063.51071428572,332.4214285714261,-6.458701304282483,-6.562580754850824,8.08464943380827,0.2752207825694549,11.0,0.0,,,,True,True,True,True,True,True,2024-04-04 18:15:00+00:00,-0.8442370001504402,True,2024-04-04 19:00:00+00:00,-1.6432227970089688,True,2024-04-04 18:30:00+00:00,-0.5837243118674753,True,2024-04-04 18:30:00+00:00,-1.6038794505683414
1902,2024-04-06 06:00:00+00:00,2024-04-06 06:30:00+00:00,1,67985.2,68071.21428571429,172.028571428571,1.128799202790179,0.9309506311243423,3.175137020428532,2.434977578475352,7.0,11.25,2024-04-06 06:45:00+00:00,2024-04-06 15:00:00+00:00,2024-04-06 17:30:00+00:00,True,True,True,True,True,True,2024-04-06 07:15:00+00:00,-0.8797950921774392,True,2024-04-06 07:30:00+00:00,-0.735632992858372,True,2024-04-06 07:15:00+00:00,-0.8797950921774392,True,2024-04-06 09:45:00+00:00,-1.6978485716658789
1904,2024-04-07 16:15:00+00:00,2024-04-07 16:30:00+00:00,1,69985.4,70116.17857142857,261.557142857142,-2.8260691463214664,-2.9601052078212757,4.721257305150452,1.0660057895024577,3.25,0.25,2024-04-07 16:30:00+00:00,2024-04-07 16:45:00+00:00,,True,True,True,True,True,True,2024-04-07 17:00:00+00:00,-1.020567275656749,True,2024-04-07 17:15:00+00:00,-0.9605421514009296,True,2024-04-07 17:00:00+00:00,-1.020567275656749,True,2024-04-07 17:30:00+00:00,-1.6340360614998093
1908,2024-04-10 12:45:00+00:00,2024-04-10 13:00:00+00:00,-1,68013.6,67842.5142857143,342.1714285714292,-7.976953907815596,-8.076089178356678,10.43244822979287,0.8633517034068157,9.25,0.75,2024-04-10 13:00:00+00:00,,,True,True,True,True,True,True,2024-04-10 13:45:00+00:00,-1.436142618570451,True,2024-04-10 14:00:00+00:00,-1.3505130260520726,True,2024-04-10 13:45:00+00:00,-1.436142618570451,True,2024-04-10 13:45:00+00:00,-1.5991352705410682
1909,2024-04-11 00:45:00+00:00,2024-04-11 01:00:00+00:00,1,70572.0,70735.94285714286,327.88571428571385,0.5204775182990748,0.4126107528755822,2.4851429069362028,1.9868421052631402,10.75,6.25,2024-04-11 02:00:00+00:00,2024-04-11 02:45:00+00:00,2024-04-11 07:15:00+00:00,True,True,True,True,True,True,2024-04-11 01:15:00+00:00,-0.6380602126176225,True,2024-04-11 11:45:00+00:00,-2.220318839316832,True,2024-04-11 01:15:00+00:00,-0.6380602126176225,True,2024-04-11 11:30:00+00:00,-1.6078667654235022
1910,2024-04-11 13:45:00+00:00,2024-04-11 14:00:00+00:00,-1,70322.8,70086.72857142857,472.1428571428582,-0.515461422087764,-0.5896833736762661,1.5242662632375104,1.046565809379706,6.25,0.75,2024-04-11 14:15:00+00:00,2024-04-11 14:45:00+00:00,,True,True,True,False,True,True,2024-04-11 17:15:00+00:00,-0.6811811043873036,True,2024-04-11 19:30:00+00:00,-1.0355230105900322,True,2024-04-11 17:15:00+00:00,-0.6811811043873036,True,2024-04-11 20:15:00+00:00,-1.5742219515885076
1911,2024-04-12 02:45:00+00:00,2024-04-12 03:00:00+00:00,1,70681.0,70770.37142857142,178.74285714285983,-8.283807544756895,-8.481774536444872,8.410805626598309,2.9462915601022877,11.75,1.75,2024-04-12 03:15:00+00:00,2024-04-12 03:15:00+00:00,2024-04-12 03:30:00+00:00,True,True,True,True,True,True,2024-04-12 09:30:00+00:00,-0.77237555946289,True,2024-04-12 12:45:00+00:00,-1.2356108535805463,True,2024-04-12 09:30:00+00:00,-0.77237555946289,True,2024-04-12 12:30:00+00:00,-1.6979669916879445
1919,2024-04-16 08:15:00+00:00,2024-04-16 08:30:00+00:00,1,63222.0,63367.31428571429,290.62857142857166,-1.5883307117577845,-1.697348407392861,6.352831301612273,0.6492331891466674,2.0,0.75,2024-04-16 09:15:00+00:00,,,True,True,True,True,True,True,2024-04-16 08:30:00+00:00,-0.8808423122296586,True,2024-04-16 10:00:00+00:00,-0.9365835627211939,True,2024-04-16 08:45:00+00:00,-0.4589980338183388,True,2024-04-16 10:15:00+00:00,-1.6090176956350781
1920,2024-04-16 20:15:00+00:00,2024-04-16 21:00:00+00:00,1,62905.7,63092.475,373.5499999999998,1.2395261678490208,1.155076328470089,0.4022888502208581,3.723263284700857,0.0,8.25,2024-04-16 21:00:00+00:00,2024-04-16 21:15:00+00:00,2024-04-16 21:15:00+00:00,False,False,False,False,False,False,2024-04-17 08:15:00+00:00,1.155076328470089,False,2024-04-17 08:15:00+00:00,1.155076328470089,False,2024-04-17 08:15:00+00:00,1.155076328470089,False,2024-04-17 08:15:00+00:00,1.155076328470089
1923,2024-04-18 09:45:00+00:00,2024-04-18 10:30:00+00:00,1,61608.4,61752.9,288.9999999999995,5.8,5.69316107266436,0.6743944636678263,8.121453287197241,2.0,4.5,2024-04-18 10:45:00+00:00,2024-04-18 11:00:00+00:00,2024-04-18 11:00:00+00:00,True,False,False,False,True,True,2024-04-18 10:30:00+00:00,-0.7144513840830412,False,2024-04-18 21:45:00+00:00,5.69316107266436,False,2024-04-18 21:45:00+00:00,5.69316107266436,False,2024-04-18 21:45:00+00:00,5.69316107266436
1928,2024-04-21 05:00:00+00:00,2024-04-21 05:15:00+00:00,-1,65175.3,65050.53571428572,249.528571428571,1.941003034293266,1.8106561659128915,1.5006870097898795,3.3516631361997207,6.0,11.25,2024-04-21 06:00:00+00:00,2024-04-21 09:15:00+00:00,2024-04-21 16:00:00+00:00,True,True,True,False,True,True,2024-04-21 11:30:00+00:00,-0.9425355670693081,True,2024-04-21 11:45:00+00:00,-0.743359978817187,True,2024-04-21 06:30:00+00:00,-0.20835110494073325,True,2024-04-21 11:15:00+00:00,-1.6303468683803746
1932,2024-04-23 08:15:00+00:00,2024-04-23 08:30:00+00:00,-1,66118.0,66021.0,194.00000000000207,-0.6525773195876519,-0.8227345360824954,5.560309278350441,1.3969072164948304,6.0,4.25,2024-04-23 11:30:00+00:00,2024-04-23 11:30:00+00:00,,True,True,True,True,True,True,2024-04-23 08:30:00+00:00,-0.6784046391752805,True,2024-04-23 08:45:00+00:00,-0.9845902061855565,True,2024-04-23 08:45:00+00:00,-0.9845902061855565,True,2024-04-23 13:30:00+00:00,-1.6701572164948275
1933,2024-04-23 20:30:00+00:00,2024-04-23 20:45:00+00:00,-1,66260.0,66169.06428571428,181.8714285714294,-2.14401853742834,-2.3259301900872034,4.9437986018380204,0.5205011389521685,8.0,2.25,2024-04-23 23:00:00+00:00,,,True,True,True,True,True,True,2024-04-23 20:45:00+00:00,-0.9909211570183064,True,2024-04-23 21:00:00+00:00,-0.983223411358139,True,2024-04-23 21:00:00+00:00,-0.983223411358139,True,2024-04-24 00:00:00+00:00,-1.681911652658852
1934,2024-04-24 09:15:00+00:00,2024-04-24 09:30:00+00:00,-1,66409.0,66327.68214285714,162.6357142857118,12.723417804910364,12.519502931617728,2.3624445518028954,16.92544687952944,2.5,10.75,2024-04-24 09:30:00+00:00,2024-04-24 13:00:00+00:00,2024-04-24 13:00:00+00:00,True,True,True,True,True,True,2024-04-24 11:15:00+00:00,-1.6323702292591105,True,2024-04-24 11:30:00+00:00,-1.4429899314858015,True,2024-04-24 09:45:00+00:00,-0.20832876937939188,True,2024-04-24 11:15:00+00:00,-1.703914873292676
1938,2024-04-26 14:30:00+00:00,2024-04-26 14:45:00+00:00,-1,64027.5,63857.83571428571,339.3285714285718,2.550141034816648,2.4560466362143667,0.8786890077042927,4.494274407443253,3.75,10.5,2024-04-26 15:00:00+00:00,2024-04-26 15:00:00+00:00,2024-04-26 15:30:00+00:00,True,False,False,False,True,True,2024-04-26 18:00:00+00:00,-0.6957657664295066,False,2024-04-27 02:30:00+00:00,2.4560466362143667,True,2024-04-26 18:00:00+00:00,-0.6957657664295066,False,2024-04-27 02:30:00+00:00,2.4560466362143667
1939,2024-04-27 02:30:00+00:00,2024-04-27 03:00:00+00:00,-1,62992.5,62834.425,316.1499999999993,-0.7138225525857855,-0.8131969397437805,1.7598450102799343,0.5833465127313089,11.25,8.0,2024-04-27 11:00:00+00:00,,,True,True,True,False,True,True,2024-04-27 03:00:00+00:00,-0.6733898861299985,True,2024-04-27 03:15:00+00:00,-0.7894740234065988,True,2024-04-27 03:15:00+00:00,-0.7894740234065988,True,2024-04-27 14:00:00+00:00,-1.5993743871579935
1941,2024-04-28 05:15:00+00:00,2024-04-28 05:45:00+00:00,1,63844.8,63934.51785714286,179.4357142857147,-1.9829823653517384,-2.161136748139047,3.922395605270527,0.595657020023066,4.5,1.5,2024-04-28 07:15:00+00:00,,,True,True,True,True,True,True,2024-04-28 06:15:00+00:00,-1.0950167688388466,True,2024-04-28 08:45:00+00:00,-1.6088498168862795,True,2024-04-28 06:00:00+00:00,-0.522109639345579,True,2024-04-28 08:30:00+00:00,-1.6781543827873033
1942,2024-04-28 23:15:00+00:00,2024-04-28 23:30:00+00:00,-1,62927.6,62830.42857142857,194.3428571428563,2.673257865333735,2.5116094531020376,2.6107027344898768,4.849309026756862,2.0,7.25,2024-04-29 02:30:00+00:00,2024-04-29 02:30:00+00:00,2024-04-29 02:30:00+00:00,True,True,True,True,True,True,2024-04-28 23:45:00+00:00,-1.488537562481639,True,2024-04-29 00:00:00+00:00,-2.4507545574831133,True,2024-04-28 23:45:00+00:00,-1.488537562481639,True,2024-04-28 23:45:00+00:00,-1.6616484122317026
1944,2024-04-30 00:15:00+00:00,2024-04-30 00:30:00+00:00,1,63970.1,64084.53571428571,228.87142857142888,-12.303570313962895,-12.443571484301826,14.726764871106635,2.689126771112929,11.5,0.25,2024-04-30 00:45:00+00:00,2024-04-30 00:45:00+00:00,2024-04-30 00:45:00+00:00,True,True,True,True,True,True,2024-04-30 01:45:00+00:00,-2.342703873041605,True,2024-04-30 02:00:00+00:00,-2.737248533175192,True,2024-04-30 01:45:00+00:00,-2.342703873041605,True,2024-04-30 01:45:00+00:00,-1.6400011703389243
1945,2024-04-30 12:15:00+00:00,2024-04-30 12:30:00+00:00,-1,61268.6,61105.107142857145,326.9857142857145,2.1845209489274287,2.091083981388436,1.4404080562715598,5.979182139892528,2.25,7.25,2024-04-30 13:45:00+00:00,2024-04-30 13:45:00+00:00,2024-04-30 14:00:00+00:00,True,True,False,False,True,False,2024-05-01 00:15:00+00:00,2.091083981388436,False,2024-05-01 00:15:00+00:00,2.091083981388436,True,2024-04-30 12:45:00+00:00,-0.3977097623312398,False,2024-05-01 00:15:00+00:00,2.091083981388436
1946,2024-05-01 00:15:00+00:00,2024-05-01 00:30:00+00:00,-1,60390.8,60252.53928571429,276.52142857142775,8.044726577635448,7.935779253739081,0.5842611009221628,13.43418231601793,0.25,7.75,2024-05-01 00:30:00+00:00,2024-05-01 01:00:00+00:00,2024-05-01 01:00:00+00:00,True,False,False,False,True,False,2024-05-01 12:15:00+00:00,7.935779253739081,False,2024-05-01 12:15:00+00:00,7.935779253739081,True,2024-05-01 04:45:00+00:00,-0.14533045101127884,False,2024-05-01 12:15:00+00:00,7.935779253739081
