group,n,frozen_resid_mean,time_net_mean,median_mae,win_rate
ORIGIN_CLOSE1_TRIGGER,1201,-0.6246204836365552,-0.7740446561294362,3.1276889524591938,0.4029975020815987
NO_ORIGIN_CLOSE1,295,5.214922771841877,5.075431722419016,0.6227751334198299,0.976271186440678
WICK_ONLY_NO_CLOSE,253,5.3702421764912,5.22792905821304,0.6619087426354893,0.9762845849802372
NO_WICK_NO_CLOSE,42,4.279308262882867,4.156816818707382,0.3899851199989351,0.9761904761904762
