bucket,n,aligned_ret30d,aligned_ret60d,aligned_ret90d,eff30d,eff60d,eff90d,rv30d,rv60d,rv90d,rv30_90_ratio,oriented_pos30d,oriented_pos90d,accept_rate_10,accept_rate_20,mean_cont_10,mean_cont_20,same_dir_accept_rate_10,same_dir_mean_cont_10,accept_ewm20,accept_streak_signed,known_impulses_30d
2021,47,-0.035940159710420284,-0.009878543610047995,-0.06909386423548212,0.023952601194189606,0.01414326752345278,0.009474297055562695,0.004697907325363577,0.004850708391678989,0.005010697116077165,0.9307980314747282,0.47134129063437746,0.447585438747188,0.38478260869565206,0.40077639751552796,-0.00781898629440106,-0.0059885064258691076,0.3672360248447205,-0.007467631852159838,-0.2648457218922557,-1.3478260869565217,24.5
2022,33,0.07740283290693423,0.15278955387849316,0.2003152580342163,0.03294501580258393,0.026858462518091663,0.02103905086740085,0.0032199162015873043,0.003455757619811834,0.003375784573403853,0.9494619131722817,0.6016737057304924,0.669689255601705,0.5151515151515151,0.4787878787878788,0.005523421832475775,0.00171103506130484,0.4666666666666667,0.0025107225156798378,0.06942421568928538,0.6363636363636364,22.272727272727273
2023,9,-0.08541434784365702,-0.14769996505713948,-0.18290631023819925,0.04138168296706954,0.022801018574794128,0.02267308918417657,0.002462328616456273,0.002421006197346721,0.0023759166385260086,1.0252663368442332,0.3563896380664161,0.298578560944364,0.4666666666666667,0.4444444444444444,0.0077392830864264585,0.010631469486840869,0.43333333333333335,0.003242366011078558,-0.013447443811048766,0.2222222222222222,18.88888888888889
2024,33,-0.03566491356671767,-0.09330599048469652,-0.10185006738239305,0.028055886585349746,0.022458869960126592,0.016728657380156324,0.002722296664369167,0.0026271811855647772,0.0026732896776407427,1.0163877936075958,0.4803929090219696,0.4480809882132357,0.515151515151515,0.537878787878788,0.0009217738002343013,0.0008700150772131429,0.5030303030303029,-0.0034436917338624222,0.0738975351236455,0.6666666666666666,24.90909090909091
2025,27,0.0086957385264481,0.029401369669999042,0.010998495559933154,0.02647945890350279,0.015307206868927581,0.013457711114597037,0.0022528085670152696,0.002270556833514268,0.002283492166332103,1.0095235647384562,0.5600101008123424,0.546540576028512,0.47407407407407415,0.5203703703703704,-0.001981101519878862,-0.00036811499622251643,0.5222222222222223,-0.00042792017022885373,-0.0007953784344832759,0.5185185185185185,24.333333333333332
2026_JAN_JUL,22,0.04913572212077035,0.02617155215638833,0.059556619431499126,0.043825329235082026,0.01711592095152464,0.0162927988521698,0.0022822182603206933,0.002293382427433169,0.0024334484975158544,0.9274768903520614,0.6026221001183466,0.6380530280906168,0.6,0.5409090909090911,0.01057128289325987,0.007412569668245261,0.5590909090909091,0.006821889399658789,0.23771362818175507,1.2272727272727273,27.181818181818183
