observed,ci_lo,ci_hi,p_positive,n_a,n_b,weeks,competition_class
0.03843016246597033,-0.048237051961437544,0.12765453602102636,0.793,136,4126,210,SMOOTHING_SUPPRESSED
-0.12792214912280703,-0.525668116186777,0.2326734658745978,0.22326792150580696,8,4126,210,HYSTERESIS_SUPPRESSED
