n,trade_ev,pf,cum_r,max_dd_r,dd_pct_025,win_share,tp_share,sl_share,time_share,ev_per_original,frequency_per_month,state
327,0.08629216918310277,1.1758411936897,28.217539322874604,11.437994051043571,2.8594985127608927,0.4709480122324159,0.3669724770642202,0.41896024464831805,0.21406727828746178,0.0594053459428939,4.9823439846487565,ALL
187,0.09764967743936064,1.2093710728399734,18.26048968116044,14.607454828992598,3.6518637072481495,0.48128342245989303,0.3422459893048128,0.39037433155080214,0.26737967914438504,0.03844313617086408,2.8492303520774236,HIGH_ATR
140,0.07112178315510119,1.1359216410081034,9.957049641714166,8.830659655060089,2.207664913765022,0.45714285714285713,0.4,0.45714285714285713,0.14285714285714285,0.020962209772029824,2.133113632571333,LOW_ATR
