period,year,event_id,signal_ts,confirm_ts,side,method,cost_model,filled,R,reason,entry_improve_atr,entry_fill,exit_fill,exit_ts
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2022,1375,1651493700,1651494000,1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1376,1651545300,1651545600,-1,MARKET_SIGNAL,GROSS,True,-1.0000000000000173,SL,0.4568138195777506,38399.0,38549.71785714286,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,MARKET_SIGNAL,IC,True,-1.017500895913263,SL,0.4568138195777506,38397.8530679488,38551.20862262179,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,MARKET_SIGNAL,GETLEVERAGED,True,-1.007458310110881,SL,0.4568138195777506,38393.92401891045,38545.76597657113,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,CONFIRM_MARKET,GROSS,True,-1.0000000000000173,SL,0.0,38353.1,38503.81785714286,1651546200.0
historical,2022,1376,1651545300,1651545600,-1,CONFIRM_MARKET,IC,True,-1.0174800581205536,SL,0.0,38351.95443892672,38505.30685297224,1651546200.0
historical,2022,1376,1651545300,1651545600,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0074494297279344,SL,0.0,38348.030086452105,38499.87070568049,1651546200.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_5,GROSS,True,-1.0000000000000173,SL,0.22890452832871308,38376.1,38526.81785714286,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_5,IC,True,-1.0174904997160272,SL,0.22890452832871308,38374.95375194432,38528.30773972473,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.00745387959304,SL,0.22890452832871308,38371.02704607175,38522.86833597427,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_10,GROSS,True,-1.0000000000000173,SL,0.22890452832871308,38376.1,38526.81785714286,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_10,IC,True,-1.0174904997160272,SL,0.22890452832871308,38374.95375194432,38528.30773972473,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.00745387959304,SL,0.22890452832871308,38371.02704607175,38522.86833597427,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_15,GROSS,True,-1.0000000000000173,SL,0.22890452832871308,38376.1,38526.81785714286,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_15,IC,True,-1.0174904997160272,SL,0.22890452832871308,38374.95375194432,38528.30773972473,1651547280.0
historical,2022,1376,1651545300,1651545600,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.00745387959304,SL,0.22890452832871308,38371.02704607175,38522.86833597427,1651547280.0
historical,2022,1377,1651548900,1651550100,-1,MARKET_SIGNAL,GROSS,True,0.029909204201539023,TIME,0.4502996854785809,38543.1,38537.7,1651570500.0
historical,2022,1377,1651548900,1651550100,-1,MARKET_SIGNAL,IC,True,0.01715729868196693,TIME,0.4502996854785809,38541.94876385472,38538.85107485376,1651570500.0
historical,2022,1377,1651548900,1651550100,-1,MARKET_SIGNAL,GETLEVERAGED,True,-0.026526947535082532,TIME,0.4502996854785809,38538.0049702666,38542.79431590496,1651570500.0
historical,2022,1377,1651548900,1651550100,-1,CONFIRM_MARKET,GROSS,True,0.1096670820722963,TIME,0.0,38489.4,38469.6,1651571700.0
historical,2022,1377,1651548900,1651550100,-1,CONFIRM_MARKET,IC,True,0.0969353266042776,TIME,0.0,38488.25036780928,38470.749040788476,1651571700.0
historical,2022,1377,1651548900,1651550100,-1,CONFIRM_MARKET,GETLEVERAGED,True,0.05332010848746695,TIME,0.0,38484.31206889377,38474.68531373532,1651571700.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_5,GROSS,True,0.3323244911281218,TIME,0.22514984273929045,38516.0,38456.0,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_5,IC,True,0.31959058499778725,TIME,0.22514984273929045,38514.8495732992,38457.1486345728,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,0.27596799934972843,TIME,0.22514984273929045,38510.9085526278,38461.0835159452,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_10,GROSS,True,0.3323244911281218,TIME,0.22514984273929045,38516.0,38456.0,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_10,IC,True,0.31959058499778725,TIME,0.22514984273929045,38514.8495732992,38457.1486345728,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,0.27596799934972843,TIME,0.22514984273929045,38510.9085526278,38461.0835159452,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_15,GROSS,True,0.3323244911281218,TIME,0.22514984273929045,38516.0,38456.0,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_15,IC,True,0.31959058499778725,TIME,0.22514984273929045,38514.8495732992,38457.1486345728,1651571940.0
historical,2022,1377,1651548900,1651550100,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,0.27596799934972843,TIME,0.22514984273929045,38510.9085526278,38461.0835159452,1651571940.0
historical,2022,1378,1651585200,1651585800,-1,MARKET_SIGNAL,GROSS,True,-0.9999999999999903,SL,0.9796839729119793,38306.9,38468.27857142857,1651586700.0
historical,2022,1378,1651585200,1651585800,-1,MARKET_SIGNAL,IC,True,-1.0163102522688954,SL,0.9796839729119793,38305.755818865284,38469.76651550465,1651586700.0
historical,2022,1378,1651585200,1651585800,-1,MARKET_SIGNAL,GETLEVERAGED,True,-1.0069508968891767,SL,0.9796839729119793,38301.836193650895,38464.33649088959,1651586700.0
historical,2022,1378,1651585200,1651585800,-1,CONFIRM_MARKET,GROSS,True,-0.9999999999999903,SL,0.0,38201.5,38362.87857142857,1651586160.0
historical,2022,1378,1651585200,1651585800,-1,CONFIRM_MARKET,IC,True,-1.0162655634905995,SL,0.0,38200.3589670368,38364.36245186497,1651586160.0
historical,2022,1378,1651585200,1651585800,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0069318519993682,SL,0.0,38196.45012652432,38358.94735032591,1651586160.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_5,GROSS,True,-0.9999999999999903,SL,0.48984198645595584,38254.2,38415.57857142857,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_5,IC,True,-1.0162879078797473,SL,0.48984198645595584,38253.057392951036,38417.0644836848,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.0069413744442726,SL,0.48984198645595584,38249.14316008761,38411.64192060775,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_10,GROSS,True,-0.9999999999999903,SL,0.48984198645595584,38254.2,38415.57857142857,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_10,IC,True,-1.0162879078797473,SL,0.48984198645595584,38253.057392951036,38417.0644836848,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.0069413744442726,SL,0.48984198645595584,38249.14316008761,38411.64192060775,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_15,GROSS,True,-0.9999999999999903,SL,0.48984198645595584,38254.2,38415.57857142857,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_15,IC,True,-1.0162879078797473,SL,0.48984198645595584,38253.057392951036,38417.0644836848,1651586400.0
historical,2022,1378,1651585200,1651585800,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.0069413744442726,SL,0.48984198645595584,38249.14316008761,38411.64192060775,1651586400.0
historical,2022,1379,1651639200,1651640400,1,MARKET_SIGNAL,GROSS,True,2.000000000000018,TP,0.32183908045979104,37955.6,38183.04285714286,1651644300.0
historical,2022,1379,1651639200,1651640400,1,MARKET_SIGNAL,IC,True,2.000000000000018,TP,0.32183908045979104,37956.73368822528,38184.17654536814,1651644300.0
historical,2022,1379,1651639200,1651640400,1,MARKET_SIGNAL,GETLEVERAGED,True,2.000000000000018,TP,0.32183908045979104,37960.61736784402,38188.060224986875,1651644300.0
historical,2022,1379,1651639200,1651640400,1,CONFIRM_MARKET,GROSS,True,2.000000000000018,TP,0.0,37980.0,38207.44285714286,1651644300.0
historical,2022,1379,1651639200,1651640400,1,CONFIRM_MARKET,IC,True,2.000000000000018,TP,0.0,37981.134417024,38208.577274166855,1651644300.0
historical,2022,1379,1651639200,1651640400,1,CONFIRM_MARKET,GETLEVERAGED,True,2.000000000000018,TP,0.0,37985.020593291,38212.46345043386,1651644480.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_5,GROSS,True,2.000000000000018,TP,0.16026003391748755,37967.85,38195.29285714286,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_5,IC,True,2.000000000000018,TP,0.16026003391748755,37968.98405411808,38196.42691126094,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_5,GETLEVERAGED,True,2.000000000000018,TP,0.16026003391748755,37972.86898717703,38200.31184431989,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_10,GROSS,True,2.000000000000018,TP,0.16026003391748755,37967.85,38195.29285714286,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_10,IC,True,2.000000000000018,TP,0.16026003391748755,37968.98405411808,38196.42691126094,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_10,GETLEVERAGED,True,2.000000000000018,TP,0.16026003391748755,37972.86898717703,38200.31184431989,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_15,GROSS,True,2.000000000000018,TP,0.16026003391748755,37967.85,38195.29285714286,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_15,IC,True,2.000000000000018,TP,0.16026003391748755,37968.98405411808,38196.42691126094,1651644300.0
historical,2022,1379,1651639200,1651640400,1,RETRACE_LIMIT_15,GETLEVERAGED,True,2.000000000000018,TP,0.16026003391748755,37972.86898717703,38200.31184431989,1651644300.0
historical,2022,1380,1651645200,1651645500,1,MARKET_SIGNAL,GROSS,True,2.0000000000000204,TP,0.3494740357321046,38254.8,38511.471428571436,1651650060.0
historical,2022,1380,1651645200,1651645500,1,MARKET_SIGNAL,IC,True,2.0000000000000204,TP,0.3494740357321046,38255.942624970245,38512.61405354168,1651650060.0
historical,2022,1380,1651645200,1651645500,1,MARKET_SIGNAL,GETLEVERAGED,True,2.0000000000000204,TP,0.3494740357321046,38259.856919226666,38516.5283477981,1651650300.0
historical,2022,1380,1651645200,1651645500,1,CONFIRM_MARKET,GROSS,True,2.0000000000000204,TP,0.0,38284.7,38541.37142857143,1651650300.0
historical,2022,1380,1651645200,1651645500,1,CONFIRM_MARKET,IC,True,2.0000000000000204,TP,0.0,38285.84351804735,38542.51494661879,1651650300.0
historical,2022,1380,1651645200,1651645500,1,CONFIRM_MARKET,GETLEVERAGED,True,2.0000000000000204,TP,0.0,38289.76087172111,38546.432300292545,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_5,GROSS,True,2.0000000000000204,TP,0.1747370178660523,38269.75,38526.42142857143,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_5,IC,True,2.0000000000000204,TP,0.1747370178660523,38270.8930715088,38527.56450008023,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_5,GETLEVERAGED,True,2.0000000000000204,TP,0.1747370178660523,38274.808895473885,38531.48032404532,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_10,GROSS,True,2.0000000000000204,TP,0.1747370178660523,38269.75,38526.42142857143,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_10,IC,True,2.0000000000000204,TP,0.1747370178660523,38270.8930715088,38527.56450008023,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_10,GETLEVERAGED,True,2.0000000000000204,TP,0.1747370178660523,38274.808895473885,38531.48032404532,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_15,GROSS,True,2.0000000000000204,TP,0.1747370178660523,38269.75,38526.42142857143,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_15,IC,True,2.0000000000000204,TP,0.1747370178660523,38270.8930715088,38527.56450008023,1651650300.0
historical,2022,1380,1651645200,1651645500,1,RETRACE_LIMIT_15,GETLEVERAGED,True,2.0000000000000204,TP,0.1747370178660523,38274.808895473885,38531.48032404532,1651650300.0
historical,2022,1381,1651651500,1651651800,1,MARKET_SIGNAL,GROSS,True,1.9999999999999942,TP,0.685302837780609,38679.0,39033.15,1651653480.0
historical,2022,1381,1651651500,1651651800,1,MARKET_SIGNAL,IC,True,1.9999999999999942,TP,0.685302837780609,38680.1552953152,39034.3052953152,1651653480.0
historical,2022,1381,1651651500,1651651800,1,MARKET_SIGNAL,GETLEVERAGED,True,1.9999999999999942,TP,0.685302837780609,38684.11299441555,39038.26299441555,1651657020.0
historical,2022,1381,1651651500,1651651800,1,CONFIRM_MARKET,GROSS,True,1.9999999999999942,TP,0.0,38760.0,39114.15,1651666080.0
historical,2022,1381,1651651500,1651651800,1,CONFIRM_MARKET,IC,True,1.9999999999999942,TP,0.0,38761.157714688,39115.307714688,1651666080.0
historical,2022,1381,1651651500,1651651800,1,CONFIRM_MARKET,GETLEVERAGED,True,1.9999999999999942,TP,0.0,38765.123701842,39119.273701842,1651666080.0
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2022,1381,1651651500,1651651800,1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,MARKET_SIGNAL,GROSS,True,2.0,TP,0.6328279499011328,39758.0,39530.450000000004,1651732320.0
historical,2022,1382,1651719900,1651721700,-1,MARKET_SIGNAL,IC,True,2.0,TP,0.6328279499011328,39756.8124762496,39529.262476249605,1651732320.0
historical,2022,1382,1651719900,1651721700,-1,MARKET_SIGNAL,GETLEVERAGED,True,2.0,TP,0.6328279499011328,39752.7443720889,39525.1943720889,1651734360.0
historical,2022,1382,1651719900,1651721700,-1,CONFIRM_MARKET,GROSS,True,-0.999999999999968,SL,0.0,39710.0,39823.774999999994,1651727700.0
historical,2022,1382,1651719900,1651721700,-1,CONFIRM_MARKET,IC,True,-1.0239496602324716,SL,0.0,39708.813909952,39825.313782544945,1651727700.0
historical,2022,1382,1651719900,1651721700,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0102065616929214,SL,0.0,39704.7507172305,39819.68696878711,1651727700.0
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_15,GROSS,True,2.0,TP,0.315754779169381,39733.95,39506.4,1651740180.0
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_15,IC,True,2.0,TP,0.315754779169381,39732.763194594234,39505.21319459424,1651740180.0
historical,2022,1382,1651719900,1651721700,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.010212699912097,SL,0.315754779169381,39728.69755126922,39843.63450120172,1651727700.0
historical,2022,1383,1651729500,1651730100,-1,MARKET_SIGNAL,GROSS,True,1.999999999999974,TP,0.5774754346182487,39624.6,39426.15,1651743000.0
historical,2022,1383,1651729500,1651730100,-1,MARKET_SIGNAL,IC,True,1.999999999999974,TP,0.5774754346182487,39623.41646074752,39424.96646074752,1651743000.0
historical,2022,1383,1651729500,1651730100,-1,MARKET_SIGNAL,GETLEVERAGED,True,1.999999999999974,TP,0.5774754346182487,39619.36200629493,39420.91200629493,1651743000.0
historical,2022,1383,1651729500,1651730100,-1,CONFIRM_MARKET,GROSS,True,-0.999999999999987,SL,0.0,39586.3,39685.525,1651731540.0
historical,2022,1383,1651729500,1651730100,-1,CONFIRM_MARKET,IC,True,-1.0273662186750583,SL,0.0,39585.11760472256,39687.05801777059,1651731180.0
historical,2022,1383,1651729500,1651730100,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.011662586704859,SL,0.0,39581.067069189165,39681.449289354954,1651731180.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_5,GROSS,True,1.2345679012345698,TIME,0.28873771730912434,39605.5,39483.0,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_5,IC,True,1.2107606088304368,TIME,0.28873771730912434,39604.3170312416,39484.1793098304,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,1.1292038860688138,TIME,0.28873771730912434,39600.264531132525,39488.21927553735,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_10,GROSS,True,1.2345679012345698,TIME,0.28873771730912434,39605.5,39483.0,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_10,IC,True,1.2107606088304368,TIME,0.28873771730912434,39604.3170312416,39484.1793098304,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,1.1292038860688138,TIME,0.28873771730912434,39600.264531132525,39488.21927553735,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_15,GROSS,True,1.2345679012345698,TIME,0.28873771730912434,39605.5,39483.0,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_15,IC,True,1.2107606088304368,TIME,0.28873771730912434,39604.3170312416,39484.1793098304,1651751760.0
historical,2022,1383,1651729500,1651730100,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,1.1292038860688138,TIME,0.28873771730912434,39600.264531132525,39488.21927553735,1651751760.0
historical,2022,1384,1651743600,1651745100,1,MARKET_SIGNAL,GROSS,True,-1.0000000000000264,SL,0.4015385901830741,39469.8,39341.66785714286,1651757400.0
historical,2022,1384,1651743600,1651745100,1,MARKET_SIGNAL,IC,True,-1.0210099201749794,SL,0.4015385901830741,39470.97891556224,39340.15472661182,1651757400.0
historical,2022,1384,1651743600,1651745100,1,MARKET_SIGNAL,GETLEVERAGED,True,-1.0089555735283542,SL,0.4015385901830741,39475.017530623416,39345.73789093957,1651756980.0
historical,2022,1384,1651743600,1651745100,1,CONFIRM_MARKET,GROSS,True,-1.0000000000000264,SL,0.0,39504.0,39375.86785714285,1651756920.0
historical,2022,1384,1651743600,1651745100,1,CONFIRM_MARKET,IC,True,-1.021028184250677,SL,0.0,39505.1799370752,39374.35340790962,1651756920.0
historical,2022,1384,1651743600,1651745100,1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0089633586706441,SL,0.0,39509.2220515368,39379.94141432599,1651756920.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_5,GROSS,True,-1.0000000000000264,SL,0.20076929509157962,39486.95,39358.81785714285,1651756980.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_5,IC,True,-1.0210190789146862,SL,0.20076929509157962,39488.12942781216,39357.30406533279,1651756920.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.0089594774812733,SL,0.20076929509157962,39492.169797689625,39362.889657783926,1651756920.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_10,GROSS,True,-1.0000000000000264,SL,0.20076929509157962,39486.95,39358.81785714285,1651756980.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_10,IC,True,-1.0210190789146862,SL,0.20076929509157962,39488.12942781216,39357.30406533279,1651756920.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.0089594774812733,SL,0.20076929509157962,39492.169797689625,39362.889657783926,1651756920.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_15,GROSS,True,-1.0000000000000264,SL,0.20076929509157962,39486.95,39358.81785714285,1651756980.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_15,IC,True,-1.0210190789146862,SL,0.20076929509157962,39488.12942781216,39357.30406533279,1651756920.0
historical,2022,1384,1651743600,1651745100,1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.0089594774812733,SL,0.20076929509157962,39492.169797689625,39362.889657783926,1651756920.0
historical,2022,1385,1651796100,1651797300,-1,MARKET_SIGNAL,GROSS,True,0.0738221111156756,TIME,0.3247407893119043,36469.0,36449.7,1651817700.0
historical,2022,1385,1651796100,1651797300,-1,MARKET_SIGNAL,IC,True,0.06549132769646702,TIME,0.3247407893119043,36467.9107147328,36450.78870879936,1651817700.0
historical,2022,1385,1651796100,1651797300,-1,MARKET_SIGNAL,GETLEVERAGED,True,0.03695253453279154,TIME,0.3247407893119043,36464.17914647895,36454.518302245364,1651817700.0
historical,2022,1385,1651796100,1651797300,-1,CONFIRM_MARKET,GROSS,True,-0.026392360968818255,TIME,0.0,36412.5,36419.4,1651818900.0
historical,2022,1385,1651796100,1651797300,-1,CONFIRM_MARKET,IC,True,-0.03471322769997989,TIME,0.0,36411.41240232,36420.48780377472,1651818900.0
historical,2022,1385,1651796100,1651797300,-1,CONFIRM_MARKET,GETLEVERAGED,True,-0.06321804923156424,TIME,0.0,36407.68661523938,36424.21429687473,1651818900.0
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2022,1385,1651796100,1651797300,-1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2022,1386,1651836900,1651837200,1,MARKET_SIGNAL,GROSS,True,-0.9999999999999993,SL,0.3146489550836941,35805.5,35486.09642857143,1651844100.0
historical,2022,1386,1651836900,1651837200,1,MARKET_SIGNAL,IC,True,-1.0076023569858987,SL,0.3146489550836941,35806.5694673184,35484.737675917255,1651844100.0
historical,2022,1386,1651836900,1651837200,1,MARKET_SIGNAL,GETLEVERAGED,True,-1.003240540964309,SL,0.3146489550836941,35810.23314515747,35489.79453337154,1651844100.0
historical,2022,1386,1651836900,1651837200,1,CONFIRM_MARKET,GROSS,True,-0.9999999999999993,SL,0.0,35872.4,35552.99642857143,1651844100.0
historical,2022,1386,1651836900,1651837200,1,CONFIRM_MARKET,IC,True,-1.0076166892905827,SL,0.0,35873.47146554112,35551.63509635068,1651844100.0
historical,2022,1386,1651836900,1651837200,1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0032466501719643,SL,0.0,35877.14198869858,35556.70142560991,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_5,GROSS,True,-0.9999999999999993,SL,0.15732447754184706,35839.0,35519.59642857143,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_5,IC,True,-1.0076095338499866,SL,0.15732447754184706,35840.0704679232,35518.23638420604,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.003243600134068,SL,0.15732447754184706,35843.73757353755,35523.297984641875,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_10,GROSS,True,-0.9999999999999993,SL,0.15732447754184706,35839.0,35519.59642857143,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_10,IC,True,-1.0076095338499866,SL,0.15732447754184706,35840.0704679232,35518.23638420604,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.003243600134068,SL,0.15732447754184706,35843.73757353755,35523.297984641875,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_15,GROSS,True,-0.9999999999999993,SL,0.15732447754184706,35839.0,35519.59642857143,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_15,IC,True,-1.0076095338499866,SL,0.15732447754184706,35840.0704679232,35518.23638420604,1651844100.0
historical,2022,1386,1651836900,1651837200,1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.003243600134068,SL,0.15732447754184706,35843.73757353755,35523.297984641875,1651844100.0
historical,2022,1387,1651848600,1651850700,1,MARKET_SIGNAL,GROSS,True,-0.16358216122126165,TIME,0.7540465376843336,36103.2,36015.6,1651870200.0
historical,2022,1387,1651848600,1651850700,1,MARKET_SIGNAL,IC,True,-0.16760468020356128,TIME,0.7540465376843336,36104.278359260155,36014.52425724672,1651870200.0
