cost_model,method,year,N,WR,EV_R,PF,SumR,MaxDD_R,R_DD
GETLEVERAGED,CONFIRM_MARKET,2021,1071,0.38468720821662,0.03151090376832681,1.053265285904844,33.74817793587802,41.75902758941346,0.8081648420480386
GETLEVERAGED,CONFIRM_MARKET,2022,1009,0.39345887016848363,0.06563835766092281,1.1131424114007755,66.22910287987112,28.233321034910638,2.345777983326103
GETLEVERAGED,CONFIRM_MARKET,2023,1065,0.3492957746478873,-0.03604303188901928,0.942099931419414,-38.38582896180553,48.64531544051173,-0.7890961054358356
GETLEVERAGED,CONFIRM_MARKET,2024,1075,0.3553488372093023,-0.04330880697768856,0.9300081707145942,-46.5569675010152,70.8495058708929,-0.6571248017714433
GETLEVERAGED,CONFIRM_MARKET,2025,1077,0.3463324048282266,-0.05665335836085592,0.9107201704836512,-61.01566695464183,82.22413207370687,-0.74206519930118
GETLEVERAGED,MARKET_SIGNAL,2021,1071,0.5219421101774043,0.4151058709388767,1.9242653308924291,444.57838777553695,12.781791455702034,34.782165654659295
GETLEVERAGED,MARKET_SIGNAL,2022,1009,0.5173439048562933,0.4207920649904327,1.9421703069289957,424.5791935753466,13.393884402013555,31.699481706107452
GETLEVERAGED,MARKET_SIGNAL,2023,1065,0.507981220657277,0.39952933426761583,1.8744899956607641,425.49874099501085,12.87952658708906,33.0368308274271
GETLEVERAGED,MARKET_SIGNAL,2024,1075,0.5041860465116279,0.37046192783969145,1.7918542638468116,398.2465724276683,13.277703029125803,29.99363455818221
GETLEVERAGED,MARKET_SIGNAL,2025,1077,0.4818941504178273,0.33527970197461393,1.682793214887096,361.0962390266592,10.95524583519699,32.96103478267279
GETLEVERAGED,RETRACE_LIMIT_10,2021,659,0.37936267071320184,0.026110209328732745,1.0436218375056017,17.20662794763488,48.05884540778183,0.3580324870819458
GETLEVERAGED,RETRACE_LIMIT_10,2022,625,0.3872,0.06409986778748832,1.1097642103574628,40.062417367180196,35.1361677996036,1.1402045207568758
GETLEVERAGED,RETRACE_LIMIT_10,2023,639,0.3474178403755869,-0.039905095530997,0.9359723199508241,-25.49935604430708,31.688941702847412,-0.8046767949342983
GETLEVERAGED,RETRACE_LIMIT_10,2024,662,0.35196374622356497,-0.03771849439592672,0.9394450537584857,-24.96964329010349,42.79756092892602,-0.5834361292591094
GETLEVERAGED,RETRACE_LIMIT_10,2025,668,0.33532934131736525,-0.067049972128875,0.8947992343247341,-44.78938138208849,64.02688013090402,-0.699540275748496
GETLEVERAGED,RETRACE_LIMIT_15,2021,722,0.37534626038781166,0.005188867611923984,1.0086000396235295,3.7463624158091164,49.89914135382375,0.07507869502692423
GETLEVERAGED,RETRACE_LIMIT_15,2022,684,0.3845029239766082,0.050528279840531834,1.0861995610105124,34.561343410923776,42.41153182940165,0.8149043885032288
GETLEVERAGED,RETRACE_LIMIT_15,2023,725,0.34206896551724136,-0.050057746279476366,0.9199461771934595,-36.291866052620364,41.496710273053914,-0.8745721242434646
GETLEVERAGED,RETRACE_LIMIT_15,2024,740,0.35135135135135137,-0.03797444908043928,0.9389315187975881,-28.101092319525065,51.819651676258594,-0.5422863992812152
GETLEVERAGED,RETRACE_LIMIT_15,2025,743,0.3445491251682369,-0.04188011504903151,0.9333384864756161,-31.116925481430414,51.55278487812339,-0.603593492669588
GETLEVERAGED,RETRACE_LIMIT_5,2021,536,0.3805970149253731,0.051661999574335635,1.0864575789670048,27.6908317718439,38.80964100214514,0.7135039401759303
GETLEVERAGED,RETRACE_LIMIT_5,2022,498,0.38353413654618473,0.05231265549379178,1.0890551595513638,26.051702435908304,30.360101100791656,0.858090108113276
GETLEVERAGED,RETRACE_LIMIT_5,2023,506,0.34782608695652173,-0.03921190094787926,0.9376354505130114,-19.841221879626907,28.59198687904672,-0.6939434451883895
GETLEVERAGED,RETRACE_LIMIT_5,2024,516,0.3391472868217054,-0.06671803290439303,0.8956321130505285,-34.426504978666806,51.6204684982803,-0.6669157793446547
GETLEVERAGED,RETRACE_LIMIT_5,2025,541,0.32717190388170053,-0.0824927077566394,0.8719671353249445,-44.62855489634192,56.287638753342435,-0.7928659983750307
GROSS,CONFIRM_MARKET,2021,1071,0.39589169000933705,0.07065940310351125,1.122716737727818,75.67622072386055,32.14828334539263,2.3539739248536327
GROSS,CONFIRM_MARKET,2022,1009,0.4172447968285431,0.135471301591573,1.24527507285728,136.69054330589717,23.771623200769042,5.750156064289083
GROSS,CONFIRM_MARKET,2023,1065,0.38309859154929576,0.06320108149090016,1.1089775460988325,67.30915178780867,30.92891070242697,2.1762535523931974
GROSS,CONFIRM_MARKET,2024,1075,0.3851162790697674,0.04578091670430104,1.078105143689842,49.214485457123615,39.432890346717585,1.2480567623727399
GROSS,CONFIRM_MARKET,2025,1077,0.3788300835654596,0.04857331277657678,1.0820306971473759,52.3134578603732,28.30459747610977,1.8482318253961352
GROSS,MARKET_SIGNAL,2021,1071,0.5368814192343604,0.45815267476139154,2.0611277876662397,490.68151466945034,12.663728175944414,38.74700308251501
GROSS,MARKET_SIGNAL,2022,1009,0.5381565906838454,0.4808606877624732,2.131723958312155,485.18843395233546,12.762081469219368,38.017970275660176
