time,open_frozen_unproven,high_frozen_unproven,low_frozen_unproven,close_frozen_unproven,open_rest_closed,high_rest_closed,low_rest_closed,close_rest_closed,open_diff_rest_minus_frozen,high_diff_rest_minus_frozen,low_diff_rest_minus_frozen,close_diff_rest_minus_frozen
2026-08-10 05:59:00,65105.3,65117.2,65105.3,65117.1,65105.3,65117.2,65105.3,65117.1,0.0,0.0,0.0,0.0
