time,open_frozen_unproven,high_frozen_unproven,low_frozen_unproven,close_frozen_unproven,open_rest_closed,high_rest_closed,low_rest_closed,close_rest_closed,open_diff_rest_minus_frozen,high_diff_rest_minus_frozen,low_diff_rest_minus_frozen,close_diff_rest_minus_frozen
2026-08-10 21:20:00,64088.3,64088.3,64073.6,64073.6,64088.3,64088.3,64055.6,64055.6,0.0,0.0,-18.0,-18.0
