period,bucket,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_with_fraction,mean_against_fraction,mean_sequence_aggression_percentile,mean_efficiency_drop_percentile,mean_efficiency_drop,mean_efficiency_slope,persistence_class,aggr_bucket,drop_bucket
historical,AGAINST_PERSISTENT_P20_40_D20_40,3,1.224740359711051,4.643342566008528,3.6742210791331535,0.6666666666666666,1.0084753252172096,0.9380263624650631,0.30720142308489556,1.2416488438385824,0.4129728217920879,0.5186230512080588,0.3333333333333333,0.20000000000000004,0.8000000000000002,0.2858796296296296,0.2476851851851852,-0.14174012202167627,0.047327778990163966,AGAINST_PERSISTENT,P20_40,D20_40
historical,AGAINST_PERSISTENT_P20_40_D40_60,1,-1.0098908793350534,0.0,-1.0098908793350534,0.0,1.0098908793350534,0.11350495817051114,0.9234148389805844,0.7199198940534534,0.9234148389805844,0.5435576084499112,0.0,0.2,0.8,0.2951388888888889,0.4409722222222222,-0.036059645740505686,0.06289051084707893,AGAINST_PERSISTENT,P20_40,D40_60
historical,AGAINST_PERSISTENT_P20_40_D60_80,4,-0.38942493123556027,0.4878084171593439,-1.557699724942241,0.25,2.029009115673825,0.4791463966184178,0.413730492702522,0.6965261905592595,1.5703042154133766,-0.505041705708315,0.25,0.2,0.8,0.296875,0.671875,0.09962584925904194,-0.03289827879725938,AGAINST_PERSISTENT,P20_40,D60_80
historical,AGAINST_PERSISTENT_P20_40_D80_100,4,0.41452970604147366,1.5414019304887725,1.6581188241658946,0.25,3.0626392903123945,0.3487385792177302,0.6806505804463869,2.2714633123485415,1.46953726072445,0.9101258234545309,0.0,0.2,0.8,0.3177083333333333,0.9192708333333333,0.8718536538097305,-0.27850470305127145,AGAINST_PERSISTENT,P20_40,D80_100
historical,AGAINST_PERSISTENT_P40_60_D0_20,7,0.10657973362080105,1.1820030201692653,0.7460581353456073,0.42857142857142855,2.0540013937746204,0.7825317944600412,0.7212939071467065,1.445809636557648,1.02868573296519,0.6480525320524336,0.42857142857142855,0.19999999999999998,0.7999999999999999,0.4915674603174603,0.05803571428571429,-1.5703220799810098,0.510867080631329,AGAINST_PERSISTENT,P40_60,D0_20
historical,AGAINST_PERSISTENT_P40_60_D20_40,1,1.8324775377982723,99.0,1.8324775377982723,1.0,0.0,0.10657161559831686,0.4351917174189067,1.8552074924420967,0.4351917174189067,0.6944479782758155,1.0,0.2,0.8,0.4444444444444444,0.3958333333333333,-0.05292769942816334,0.03399847869177904,AGAINST_PERSISTENT,P40_60,D20_40
historical,AGAINST_PERSISTENT_P40_60_D40_60,1,2.037352737629116,99.0,2.037352737629116,1.0,0.0,1.4652087475149882,0.052683896620162284,3.5944333996024214,1.1262425447314877,3.0646123260437474,1.0,0.2,0.8,0.5451388888888888,0.5590277777777778,0.07499718110295052,-0.020682490860794767,AGAINST_PERSISTENT,P40_60,D40_60
historical,AGAINST_PERSISTENT_P40_60_D60_80,2,-1.0120847218522757,0.0,-2.0241694437045514,0.0,2.0241694437045514,0.21872310347666163,1.1446124291184894,0.22146614502566475,1.7425149408961502,-0.9919198225074068,0.0,0.2,0.8,0.5555555555555556,0.7135416666666666,0.11975461999635525,-0.045671848412357774,AGAINST_PERSISTENT,P40_60,D60_80
historical,AGAINST_PERSISTENT_P40_60_D80_100,7,-0.34813254687071565,0.5215234053479861,-2.4369278280950097,0.2857142857142857,3.603255304828343,0.9653573127627639,0.4045220065003013,1.9753267423143002,2.411184054298425,-0.581848899192788,0.5714285714285714,0.17142857142857143,0.8285714285714285,0.5089285714285714,0.9087301587301587,1.497584315599635,-0.5700212994971018,AGAINST_PERSISTENT,P40_60,D80_100
historical,AGAINST_PERSISTENT_P60_80_D0_20,6,-0.25060376248544863,0.5765263986536173,-1.5036225749126917,0.16666666666666666,2.0264608190358877,0.5649988128460589,0.705109187804679,1.2235180401325658,1.1241000437323667,-0.12388504830317748,0.3333333333333333,0.19999999999999998,0.7999999999999999,0.6944444444444445,0.11168981481481483,-0.9644597275913128,0.2007528535482805,AGAINST_PERSISTENT,P60_80,D0_20
historical,AGAINST_PERSISTENT_P60_80_D20_40,6,0.8161916006986932,3.406975275095428,4.897149604192159,0.6666666666666666,2.0345658116484,0.20095124616089474,0.6754522217043476,0.6932536496045681,1.74135135135772,-0.7738354385559751,0.0,0.19999999999999998,0.7999999999999999,0.6915509259259259,0.27314814814814814,-0.11355443640357006,0.03112144272801311,AGAINST_PERSISTENT,P60_80,D20_40
historical,AGAINST_PERSISTENT_P60_80_D40_60,3,-0.1760350063167925,0.7381430285425405,-0.5281050189503775,0.3333333333333333,1.0126306887158714,0.6377426055481378,0.29995281892312436,1.0463598012155348,0.626778089489801,0.3735439039166219,0.6666666666666666,0.20000000000000004,0.8000000000000002,0.6550925925925926,0.5104166666666666,-0.01514736827143539,0.007047034195522254,AGAINST_PERSISTENT,P60_80,D40_60
historical,AGAINST_PERSISTENT_P60_80_D60_80,6,-1.0106462196006285,0.0,-6.063877317603771,0.0,6.063877317603771,0.2469886357429586,0.6842850862724861,0.5095923433368408,1.7486333266481078,-0.4960474383460387,0.0,0.19999999999999998,0.7999999999999999,0.6961805555555555,0.7175925925925926,0.11309153532943782,-0.04468384636006222,AGAINST_PERSISTENT,P60_80,D60_80
historical,AGAINST_PERSISTENT_P60_80_D80_100,5,0.6586376017119179,2.6233730758049187,3.2931880085595893,0.6,1.019382334787693,0.9164819940305101,0.39922903937933585,1.5693843223546478,0.7834761864481683,0.20984781906383837,0.4,0.2,0.8,0.6951388888888889,0.9020833333333333,3.2436786817227072,-0.7333704451498176,AGAINST_PERSISTENT,P60_80,D80_100
historical,AGAINST_PERSISTENT_P80_100_D0_20,8,1.7242382026211103,14.611851624372893,13.793905620968882,0.875,1.0133746680187148,0.8585397480130932,0.8015656224860881,2.0712729967000647,1.2446407738817031,0.8628696022216502,0.5,0.2,0.8,0.8949652777777778,0.10850694444444445,-0.5283090992103101,0.13745480767508866,AGAINST_PERSISTENT,P80_100,D0_20
historical,AGAINST_PERSISTENT_P80_100_D20_40,7,0.005138715739809793,1.0070975443948076,0.03597101017866855,0.2857142857142857,2.035164590362231,0.7477802766306761,1.1460656552446373,1.7304572577228183,1.884973821964603,-0.5770547489048469,0.42857142857142855,0.19999999999999998,0.7999999999999999,0.9394841269841269,0.30208333333333337,-0.09492447510236368,0.027982089222070513,AGAINST_PERSISTENT,P80_100,D20_40
historical,AGAINST_PERSISTENT_P80_100_D40_60,4,-0.4116728504576744,0.18672962360896425,-1.6466914018306975,0.5,2.024777306088593,0.536345394045055,0.9602899549619301,0.6801458603396442,1.0146279273792993,-0.3984374143325339,0.5,0.2,0.8,0.9539930555555555,0.5546875,0.04579985384865814,-0.01892482733585181,AGAINST_PERSISTENT,P80_100,D40_60
historical,AGAINST_PERSISTENT_P80_100_D60_80,8,-0.6994346620737448,0.2099109569664656,-5.595477296589959,0.125,5.595477296589959,0.6203906192292715,0.6562900797538518,1.4214966207711028,1.0378959800251024,0.3452932559345122,0.125,0.2,0.8,0.8997395833333333,0.6966145833333334,0.10174192136636546,-0.023915840412349385,AGAINST_PERSISTENT,P80_100,D60_80
historical,AGAINST_PERSISTENT_P80_100_D80_100,3,1.0128687251357158,3.997662700222921,3.0386061754071476,0.6666666666666666,1.013658466371544,1.0246394294890813,0.6722457942789001,2.215894973270221,1.506344463771413,-0.8757373278874745,0.3333333333333333,0.20000000000000004,0.8000000000000002,0.8611111111111112,0.9456018518518517,0.9478957285238616,-0.3904157820189938,AGAINST_PERSISTENT,P80_100,D80_100
historical,MIXED_P0_20_D0_20,50,0.5177187183087925,2.1582790047169294,25.88593591543962,0.56,3.497237862178766,0.5126911265354298,0.4192733128552366,1.3794322802123986,0.8352184870588322,0.30262089341150783,0.42,0.512,0.488,0.11319444444444443,0.07708333333333334,-4.244400528730374,1.5863352538958744,MIXED,P0_20,D0_20
historical,MIXED_P0_20_D20_40,22,0.10590833516005116,1.203871762451653,2.3299833735211255,0.36363636363636365,5.229252618904507,0.4636192099489383,0.401266088065829,0.8414174980071447,0.8281212438620963,0.016453275550043667,0.18181818181818182,0.5272727272727272,0.4727272727272727,0.13273358585858588,0.290719696969697,-0.11423528108685838,0.02098875046757785,MIXED,P0_20,D20_40
historical,MIXED_P0_20_D40_60,19,0.4407923429642089,2.0871336838734464,8.375054516319969,0.5789473684210527,4.02803268487128,0.5327973476081297,0.38739147591535666,1.539234213543372,0.9897856727725152,0.6707583386086146,0.3684210526315789,0.5473684210526316,0.4526315789473684,0.11915204678362573,0.48702485380116955,-0.0030291843037835394,0.005377866430635436,MIXED,P0_20,D40_60
historical,MIXED_P0_20_D60_80,26,-0.08121819251506043,0.8675430642681893,-2.1116730053915713,0.38461538461538464,7.39233371132892,0.36453997978119185,0.6631565101568142,0.8775683755781151,1.8868546252646325,-0.6244173883400447,0.15384615384615385,0.5076923076923078,0.4923076923076923,0.10897435897435896,0.718082264957265,0.11162620203676002,-0.04302324263605496,MIXED,P0_20,D60_80
historical,MIXED_P0_20_D80_100,83,-0.12088012346376512,0.8052558326096085,-10.033050247492504,0.3253012048192771,11.596132074001098,0.5297502175963705,0.5220848009897633,0.9763893173227575,1.193198165632129,-0.08291634201805524,0.30120481927710846,0.5277108433734938,0.47228915662650595,0.11554551539491298,0.929718875502008,2.4686008558110077,-0.7867478414471754,MIXED,P0_20,D80_100
historical,MIXED_P20_40_D0_20,85,-0.03706007646950439,0.9434974026549934,-3.1501064999078734,0.3411764705882353,10.24844362961209,0.408132529831063,0.6313551257138711,0.9873619068243064,1.1757533649429661,-0.10188341252326165,0.2235294117647059,0.5411764705882353,0.45882352941176463,0.3057598039215686,0.1003676470588235,-0.6324216762954031,0.18421071939743502,MIXED,P20_40,D0_20
historical,MIXED_P20_40_D20_40,42,0.14386453777414426,1.239773900057411,6.042310586514059,0.38095238095238093,7.933773869465437,0.4490680093660636,0.5348697242112486,0.9455823818722381,0.9525291850002288,-0.09738503216721776,0.16666666666666666,0.5428571428571428,0.4571428571428572,0.3205191798941799,0.3011739417989418,-0.09788944269737768,0.03721676072635331,MIXED,P20_40,D20_40
historical,MIXED_P20_40_D40_60,32,-0.235510520797641,0.6599044786560265,-7.536336665524512,0.25,13.125167356301489,0.3734244435876559,0.47768710403998055,1.0288700122850796,0.8431115284092838,0.09969055079084324,0.3125,0.5625,0.4375,0.31759982638888884,0.5011935763888888,-0.001064728183728173,0.003457409641691142,MIXED,P20_40,D40_60
historical,MIXED_P20_40_D60_80,74,0.06610954508578533,1.118743087665861,4.892106336348114,0.40540540540540543,13.969974261076185,0.5408785711147648,0.5160002029793805,1.0895851212202519,0.9995924569746477,-0.046247384786403334,0.22972972972972974,0.527027027027027,0.47297297297297297,0.30898085585585583,0.7096940690690691,0.11313690909131577,-0.03790408556094633,MIXED,P20_40,D60_80
historical,MIXED_P20_40_D80_100,80,0.10197079027975317,1.1826922553174717,8.157663222380254,0.4375,10.580317116284174,0.576086019285319,0.5110514336653041,1.1316330178109681,1.0871932973046667,0.05502324745589663,0.2875,0.525,0.475,0.2973090277777778,0.9076822916666666,2.2022165628452806,-0.6077893971027564,MIXED,P20_40,D80_100
historical,MIXED_P40_60_D0_20,88,0.10041114357660876,1.1707144081595542,8.83618063474157,0.38636363636363635,18.861107058575925,0.5541998275936313,0.5239547332626779,1.0581221965086347,1.139568630919752,-0.03621111634928051,0.3068181818181818,0.5568181818181818,0.4431818181818182,0.5021701388888888,0.0929214015151515,-1.6135984512194077,0.4827930936089615,MIXED,P40_60,D0_20
historical,MIXED_P40_60_D20_40,61,0.012737649804060634,1.0206116945884343,0.7769966380476987,0.32786885245901637,11.230297601528193,0.5493117858875953,0.4964398339426441,0.9843247717308355,1.3892045066304641,-0.47697533864072067,0.2459016393442623,0.5442622950819673,0.4557377049180326,0.4954462659380693,0.28864981785063754,-0.11825252747293748,0.03796601787591955,MIXED,P40_60,D20_40
historical,MIXED_P40_60_D40_60,47,0.044486555672875704,1.0823937581380574,2.090868116625158,0.3617021276595745,5.280262156456294,0.4221995657258636,0.5595818492935378,1.2690655962135435,1.0718150073853805,0.21979401879593186,0.2553191489361702,0.5446808510638299,0.4553191489361701,0.5011820330969267,0.5070183215130023,0.0030334913149840967,-0.0011945268774848608,MIXED,P40_60,D40_60
historical,MIXED_P40_60_D60_80,76,0.08627573897884239,1.141051654151771,6.556956162392021,0.3815789473684211,17.627857391425945,0.700359975120413,0.44799155371876753,1.1774700371565825,1.033285599313388,0.002144713549495002,0.39473684210526316,0.5473684210526317,0.45263157894736833,0.5028782894736842,0.7076937134502924,0.11394842939338891,-0.03626893723693962,MIXED,P40_60,D60_80
historical,MIXED_P40_60_D80_100,91,0.22795233923653752,1.3831935539346463,20.743662870524915,0.4065934065934066,9.619655680307018,0.6482126220260144,0.5987723815017382,1.3165555249554441,1.103184263591097,0.12452484248255988,0.3076923076923077,0.5274725274725274,0.4725274725274725,0.49381868131868134,0.8965201465201467,1.2711700667120682,-0.3189560537536096,MIXED,P40_60,D80_100
historical,MIXED_P60_80_D0_20,83,0.2943474581775711,1.529347750964326,24.430839028738397,0.42168674698795183,8.449256747714472,0.7632129027809078,0.557188750023498,1.3178972389144008,1.172810203464312,0.08500898377561673,0.3373493975903614,0.5349397590361445,0.46506024096385545,0.7013470548862115,0.09241131191432397,-1.12590343971385,0.3085627585646803,MIXED,P60_80,D0_20
historical,MIXED_P60_80_D20_40,111,0.023807607078126257,1.0379838019684264,2.6426443856720145,0.34234234234234234,19.872325293803787,0.5777766752915936,0.4747787754435806,1.2087401667957642,1.0434949820465853,-0.07473870143482887,0.2972972972972973,0.5423423423423424,0.4576576576576576,0.7014827327327323,0.2983608608608609,-0.11336124433308697,0.034701458141073026,MIXED,P60_80,D20_40
historical,MIXED_P60_80_D40_60,105,0.052213409457702135,1.086830739437147,5.482407993058724,0.37142857142857144,16.18034003708533,0.6452599345596579,0.5078140367319319,1.2703658672480196,1.0364265307677474,0.18425514018394606,0.2761904761904762,0.558095238095238,0.44190476190476197,0.708664021164021,0.515079365079365,0.006685205443076413,-0.0021279208577724526,MIXED,P60_80,D40_60
historical,MIXED_P60_80_D60_80,140,0.1683036548253548,1.3069000957822436,23.562511675549672,0.4357142857142857,18.12165816772355,0.6151567572341914,0.5321839545305216,1.2556686508177037,1.1219852525424079,0.07179995733865538,0.34285714285714286,0.5328571428571428,0.4671428571428572,0.7133432539682539,0.6981646825396827,0.10190858082262781,-0.03167530335337899,MIXED,P60_80,D60_80
historical,MIXED_P60_80_D80_100,107,0.10675181806466852,1.1761964819179218,11.422444532919531,0.37383177570093457,13.270263073454863,0.6211545345513866,0.6151419871523783,1.268173676739593,1.0870104394203528,0.12916925970303644,0.35514018691588783,0.5420560747663551,0.45794392523364486,0.7124545690550363,0.8946002076843199,0.9187601796989185,-0.26142806258783785,MIXED,P60_80,D80_100
historical,MIXED_P80_100_D0_20,82,0.3458760566139657,1.5800801355643435,28.361836642345185,0.35365853658536583,13.896039079785671,0.8570682838152093,0.5779450563439453,1.82751262573454,1.2838876123748726,0.24559728087522392,0.25609756097560976,0.5512195121951219,0.448780487804878,0.8930386178861786,0.10725779132791326,-1.0665949896529074,0.35543676972135363,MIXED,P80_100,D0_20
historical,MIXED_P80_100_D20_40,176,0.2770614610103865,1.5061044830983472,48.76281713782802,0.42613636363636365,10.785663598923328,0.8047583866745748,0.7266974820754665,1.5594201648990251,1.33689887067134,0.057590602082307776,0.3409090909090909,0.5488636363636363,0.45113636363636367,0.9153448547979799,0.31443339646464646,-0.09335186204623926,0.026566325671235565,MIXED,P80_100,D20_40
