period,bucket,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_with_fraction,mean_against_fraction,mean_sequence_aggression_percentile,mean_efficiency_drop_percentile,mean_efficiency_drop,mean_efficiency_slope,persistence_class,aggr_bucket,drop_bucket
historical,WITH_PERSISTENT_P0_20_D0_20,50,0.004599970016947777,1.0077227287042263,0.22999850084738882,0.4,12.809218415480721,0.47939382582295775,0.4395109508907909,0.8899514867888925,1.0112282509868569,-0.14235582176253497,0.36,0.856,0.14400000000000002,0.10791666666666666,0.09819444444444445,-0.7420311159627598,0.19289955188476055,WITH_PERSISTENT,P0_20,D0_20
historical,WITH_PERSISTENT_P0_20_D20_40,20,0.38611406528677916,1.761987387998151,7.722281305735583,0.5,3.054282326381395,0.48404629008209066,0.523280348964899,1.0572342063164515,1.2256686202118696,0.06736810333529616,0.25,0.8500000000000002,0.15000000000000005,0.1284722222222222,0.27170138888888895,-0.12949919010251115,0.03022900495207531,WITH_PERSISTENT,P0_20,D20_40
historical,WITH_PERSISTENT_P0_20_D40_60,19,-0.5697249880576397,0.28857843932055144,-10.824774773095156,0.21052631578947367,10.824774773095154,0.3421582455820584,0.48015546574971085,0.9463040253506525,0.9321041124254342,-0.09997515347447133,0.3157894736842105,0.8947368421052632,0.10526315789473684,0.13340643274853803,0.5032894736842105,0.0040407322765006965,0.0009204338696672228,WITH_PERSISTENT,P0_20,D40_60
historical,WITH_PERSISTENT_P0_20_D60_80,27,0.029009017430819798,1.051330660607232,0.7832434706321345,0.4074074074074074,4.581949064876985,0.409106349992605,0.4381929730467094,0.9852928415121804,1.0625048087010471,-0.2097862846001235,0.2962962962962963,0.8222222222222223,0.1777777777777778,0.11252572016460906,0.7060185185185185,0.1086489271733181,-0.04365666872366408,WITH_PERSISTENT,P0_20,D60_80
historical,WITH_PERSISTENT_P0_20_D80_100,64,0.054195290924292205,1.0946196116365594,3.468498619154701,0.34375,8.376562113400182,0.5214129105817764,0.3854431135430744,1.0766331752066571,0.993632689082116,-0.0271844936737335,0.34375,0.85,0.15,0.10552300347222222,0.9115668402777779,9.778372903430153,-3.8663016095551455,WITH_PERSISTENT,P0_20,D80_100
historical,WITH_PERSISTENT_P20_40_D0_20,64,0.1472372904963345,1.256843199554089,9.423186591765408,0.40625,12.024451666386941,0.5594479905765136,0.5634564723629634,1.2446851280205133,1.1252951408206373,0.09025395013694995,0.328125,0.85,0.15,0.29470486111111116,0.09847005208333334,-1.8828575894975432,0.6418966719066592,WITH_PERSISTENT,P20_40,D0_20
historical,WITH_PERSISTENT_P20_40_D20_40,48,-0.25956085002099333,0.6054769732467801,-12.458920801007679,0.3125,16.863973643536607,0.5153705456319063,0.6276100055071189,1.0718856593783506,1.1185901319518543,0.06461919366636044,0.2708333333333333,0.875,0.125,0.30910011574074076,0.2999855324074074,-0.10078104102507957,0.02232585477137027,WITH_PERSISTENT,P20_40,D20_40
historical,WITH_PERSISTENT_P20_40_D40_60,55,0.25099364243025246,1.5021495327176673,13.804650333663885,0.4,5.68995030521987,0.4899115107460989,0.4610944056129239,1.1872892521637646,0.9986909950557009,0.25330161038972665,0.2909090909090909,0.8836363636363632,0.11636363636363639,0.3133838383838384,0.506818181818182,0.007183586613249784,-0.00459661516500849,WITH_PERSISTENT,P20_40,D40_60
historical,WITH_PERSISTENT_P20_40_D60_80,75,0.19364831423363843,1.3686528856168227,14.523623567522883,0.4666666666666667,6.1932749303666546,0.6264814068519222,0.44387319490047406,1.330959380894408,0.8254803291896857,0.32071264781575254,0.32,0.864,0.13599999999999998,0.31662037037037044,0.7108333333333333,0.10603595872603613,-0.03392314155116429,WITH_PERSISTENT,P20_40,D60_80
historical,WITH_PERSISTENT_P20_40_D80_100,85,0.3757630098966389,1.750341046514095,31.939855841214307,0.47058823529411764,5.938891250435848,0.6546516584975431,0.4778695098237974,1.5513499246374238,0.9484973214634222,0.38654365883535907,0.32941176470588235,0.8423529411764703,0.15764705882352936,0.3056781045751634,0.8941993464052289,1.1702690230277484,-0.40544347881365295,WITH_PERSISTENT,P20_40,D80_100
historical,WITH_PERSISTENT_P40_60_D0_20,71,0.41309820274959375,1.9089524755049427,29.329972395221155,0.49295774647887325,4.040641025459003,0.5890961033412082,0.4593159881765972,1.226194352179654,0.8297276702878383,0.24181955248482073,0.4084507042253521,0.8591549295774645,0.14084507042253516,0.5000978090766824,0.11634389671361504,-0.5080708416216395,0.13149260341906543,WITH_PERSISTENT,P40_60,D0_20
historical,WITH_PERSISTENT_P40_60_D20_40,99,0.08091900695505569,1.1431319062647762,8.010981688550514,0.41414141414141414,12.152906685882886,0.5253380020407669,0.539555589828106,1.0945405186100041,1.1121842155633392,0.026087794101639573,0.21212121212121213,0.8444444444444444,0.15555555555555553,0.5038229517396184,0.30888748597081933,-0.09882587255909209,0.024465810585526326,WITH_PERSISTENT,P40_60,D20_40
historical,WITH_PERSISTENT_P40_60_D40_60,106,0.19679795066962233,1.3577584875302875,20.860582770979967,0.42452830188679247,9.708266664585214,0.5621631644253583,0.4953125177598319,1.1107364466288328,0.9273567264183621,0.05329897540712382,0.36792452830188677,0.8716981132075472,0.1283018867924528,0.4964950209643605,0.5162473794549267,0.007110278579543811,-0.0026260270840911567,WITH_PERSISTENT,P40_60,D40_60
historical,WITH_PERSISTENT_P40_60_D60_80,128,0.35898932913458215,1.6569096931504137,45.950634129226515,0.4296875,10.190441329618366,0.6150319821516502,0.4518904861025669,1.3785324556090945,1.1047534501144662,0.10852159385738269,0.2890625,0.8781250000000002,0.12187499999999998,0.5046929253472222,0.6946885850694445,0.0969011759210453,-0.030560567805569663,WITH_PERSISTENT,P40_60,D60_80
historical,WITH_PERSISTENT_P40_60_D80_100,119,0.31803894035087105,1.5763325321954824,37.846633901753655,0.42857142857142855,10.037742689459972,0.6253581793666104,0.43172798956008684,1.2041140305338922,0.8567821896454151,0.2243086137863714,0.31092436974789917,0.8655462184873951,0.134453781512605,0.506623482726424,0.8900560224089636,0.7442967952285022,-0.24963459279113656,WITH_PERSISTENT,P40_60,D80_100
historical,WITH_PERSISTENT_P60_80_D0_20,86,-0.1157555947950673,0.8216464260166844,-9.954981152375787,0.3488372093023256,14.870843600400953,0.5711617289963037,0.6778625637794151,1.006912520054661,1.359223105342624,-0.32192795234339816,0.26744186046511625,0.8465116279069765,0.1534883720930232,0.695534560723514,0.10590277777777778,-0.6392642477375842,0.1964301505485435,WITH_PERSISTENT,P60_80,D0_20
historical,WITH_PERSISTENT_P60_80_D20_40,155,0.13475770357458042,1.2157918770933802,20.887444054059966,0.3548387096774194,24.02063255300836,0.5897809734592598,0.5124169029792884,1.247153226068281,1.1619004338353538,0.016782581102723446,0.3032258064516129,0.8477419354838708,0.15225806451612903,0.7032482078853047,0.2952732974910394,-0.1087761884829513,0.030149259213280804,WITH_PERSISTENT,P60_80,D20_40
historical,WITH_PERSISTENT_P60_80_D40_60,189,0.06509724114458017,1.108947974357649,12.303378576325652,0.37566137566137564,22.84164157836397,0.6336765502606417,0.46337647314259595,1.3135960806458131,0.9210668642884193,0.21691811509304754,0.2962962962962963,0.8761904761904763,0.1238095238095238,0.7040895061728396,0.5085978835978836,0.004154847093048834,-0.0014179726587108658,WITH_PERSISTENT,P60_80,D40_60
historical,WITH_PERSISTENT_P60_80_D60_80,204,0.004142509028721952,1.0069506965601913,0.8450718418592782,0.35294117647058826,25.620771514646673,0.5403644334263659,0.5370011259644677,1.1004772148449342,1.1339011916444788,-0.010875316053759673,0.22549019607843138,0.8774509803921569,0.12254901960784313,0.7082822712418301,0.6918743191721133,0.09876771205390493,-0.03188304803682781,WITH_PERSISTENT,P60_80,D60_80
historical,WITH_PERSISTENT_P60_80_D80_100,140,0.008501542470659216,1.013394774086385,1.19021594589229,0.36428571428571427,17.22550227702657,0.576934309869263,0.5718290465588362,1.1855855200673102,1.2053543512564093,0.027591267196743395,0.30714285714285716,0.8385714285714284,0.1614285714285714,0.6961557539682539,0.8893601190476191,1.2759739846174927,-0.34102735756470964,WITH_PERSISTENT,P60_80,D80_100
historical,WITH_PERSISTENT_P80_100_D0_20,72,0.3463576768621713,1.6628419892524022,24.937752734076334,0.4722222222222222,13.081144275448507,0.7874057607074074,0.7373999920847447,2.525997190300228,1.1664215139349525,0.437215398433289,0.3611111111111111,0.8333333333333334,0.16666666666666666,0.9032600308641976,0.10122492283950617,-2.5729010810124375,0.9488292447215319,WITH_PERSISTENT,P80_100,D0_20
historical,WITH_PERSISTENT_P80_100_D20_40,150,-0.22622871615094994,0.679640854871575,-33.93430742264249,0.2866666666666667,34.44690577685195,0.7109205002660006,0.5885373905054697,1.290023245533907,1.2305295973232195,-0.09646181477307252,0.30666666666666664,0.8533333333333332,0.14666666666666664,0.9037268518518519,0.32504629629629633,-0.08490288854677623,0.024921528349025335,WITH_PERSISTENT,P80_100,D20_40
historical,WITH_PERSISTENT_P80_100_D40_60,395,0.29120329936847517,1.5287860831543125,115.0253032505477,0.43037974683544306,10.993349908469554,0.8275962915433672,0.6404471980236552,1.5317205478452167,1.1776933649402659,0.21780613667354184,0.3341772151898734,0.8663291139240508,0.13367088607594935,0.917106188466948,0.505661040787623,0.0052612458995637944,-0.00214231392531403,WITH_PERSISTENT,P80_100,D40_60
historical,WITH_PERSISTENT_P80_100_D60_80,295,0.05876508115555099,1.096410197837163,17.335698940887543,0.3593220338983051,19.240941966502575,0.7105991335473285,0.6499691437354328,1.47590993101322,1.3024727719650053,0.008503127585575764,0.3220338983050847,0.8569491525423728,0.1430508474576271,0.9106403013182673,0.685463747645951,0.09892050488214532,-0.031949305637314,WITH_PERSISTENT,P80_100,D60_80
historical,WITH_PERSISTENT_P80_100_D80_100,122,0.43125612634103777,1.818935483938687,52.61324741360661,0.4672131147540984,8.546833538076221,0.9747657083262745,0.603995545992917,2.227219999022788,1.1467745755441061,0.6211038793633159,0.39344262295081966,0.8688524590163935,0.13114754098360654,0.9100352914389798,0.8962033242258652,6.507155521890902,-2.48286639317704,WITH_PERSISTENT,P80_100,D80_100
historical,AGAINST_PERSISTENT_P0_20_D0_20,9,-0.06453275014338408,0.9045936652018333,-0.5807947512904568,0.3333333333333333,3.067595652516433,0.5302273507922206,0.5706061408825821,0.9992699294465603,1.8053225149430878,-0.6157491819632157,0.3333333333333333,0.17777777777777778,0.8222222222222223,0.1087962962962963,0.08333333333333334,-0.7823462078014902,0.28967239787361215,AGAINST_PERSISTENT,P0_20,D0_20
historical,AGAINST_PERSISTENT_P0_20_D20_40,5,-0.34246676899019723,0.5773836670525377,-1.7123338449509862,0.2,2.027140671791163,0.1806529389272908,0.7621282083596064,0.2439062789203546,1.529314766465013,-0.8753491878674902,0.2,0.2,0.8,0.1,0.33055555555555555,-0.08555852006523167,0.01804447439834488,AGAINST_PERSISTENT,P0_20,D20_40
historical,AGAINST_PERSISTENT_P0_20_D40_60,2,0.8341996778236437,2.6560168192760774,1.6683993556472874,0.5,1.0074773010920401,0.5073956581366557,0.7423458413809373,0.7302610518601655,1.05780982559985,0.3335052203165337,0.0,0.2,0.8,0.08159722222222222,0.5069444444444444,-0.003212251101555992,-0.011428042650518461,AGAINST_PERSISTENT,P0_20,D40_60
historical,AGAINST_PERSISTENT_P0_20_D80_100,6,-0.2973616988016139,0.5648303575796988,-1.7841701928096834,0.16666666666666666,4.099941767276297,0.4455767538723932,0.8161366376736671,0.4536586667943374,1.5462057888238334,-0.6059444138047515,0.0,0.19999999999999998,0.7999999999999999,0.08449074074074074,0.9328703703703702,3.219718938978741,-1.1909227095839876,AGAINST_PERSISTENT,P0_20,D80_100
historical,AGAINST_PERSISTENT_P20_40_D0_20,5,-0.6183030310171648,0.23909142366984384,-3.091515155085824,0.2,3.091515155085824,0.4569971715838464,0.424897575473792,0.737903680762595,1.236264298017025,-0.4205818695713731,0.2,0.12000000000000002,0.8800000000000001,0.33194444444444443,0.05416666666666666,-1.3839282998179587,0.3268975107524848,AGAINST_PERSISTENT,P20_40,D0_20
