period,bucket,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,mean_ret60,impulse60_rate,mean_with_fraction,mean_against_fraction,mean_sequence_aggression_percentile,mean_efficiency_drop_percentile,mean_efficiency_drop,mean_efficiency_slope,delta_EV_vs_control,delta_PF_vs_control,delta_MFE60_vs_control,delta_MAE60_vs_control
historical,ADVERSE_DECAY_CORNER,122,0.43125612634103777,1.818935483938687,52.61324741360661,0.4672131147540984,8.546833538076221,0.9747657083262745,0.603995545992917,2.227219999022788,1.1467745755441061,0.6211038793633159,0.39344262295081966,0.8688524590163935,0.13114754098360654,0.9100352914389798,0.8962033242258652,6.507155521890902,-2.48286639317704,0.2990359241927721,0.5932779713203884,0.8998400010282885,0.011553837244273168
historical,SUPPORTIVE_DECAY_CORNER,3,1.0128687251357158,3.997662700222921,3.0386061754071476,0.6666666666666666,1.013658466371544,1.0246394294890813,0.6722457942789001,2.215894973270221,1.506344463771413,-0.8757373278874745,0.3333333333333333,0.20000000000000004,0.8000000000000002,0.8611111111111112,0.9456018518518517,0.9478957285238616,-0.3904157820189938,0.8806485229874501,2.7720051876046226,0.8885149752757215,0.37112372547158
forward_2026,ADVERSE_DECAY_CORNER,12,0.10510833725855252,1.1548526242694195,1.2613000471026303,0.3333333333333333,4.075172586297348,0.8171561596111441,0.58609330024619,3.49695660855788,0.8376121015801644,2.4905762155653415,0.4166666666666667,0.8500000000000001,0.15,0.9340277777777778,0.8776041666666669,0.465845242952831,-0.15336702005507366,0.03985495346891074,0.04936183645956893,2.1988525410066115,-0.3703615204758709
forward_2026,SUPPORTIVE_DECAY_CORNER,1,-1.010616224733628,0.0,-1.010616224733628,0.0,1.010616224733628,1.4798508493301978,0.29542880817570133,1.7656124844634453,0.29542880817570133,1.2014362657091497,1.0,0.2,0.8,0.9618055555555556,0.8645833333333334,0.2464884090862903,-0.04878215919472213,-1.07586960852327,-1.1054907878098506,0.4675084169121766,-0.912544813880334
