R,signal_ts,entry_ts,entry_k,side,signal_z,confirm_z,confirm_age_min,pre_fav_atr,pre_adv_atr,response_ratio,ret_15m,mfe_15m,mae_15m,impulse15,ret_30m,mfe_30m,mae_30m,impulse30,ret_60m,mfe_60m,mae_60m,impulse60,ret_120m,mfe_120m,mae_120m,impulse120,with_fraction,against_fraction,mean_aggression_intensity,efficiency_slope,impact_slope,first2_efficiency,last2_efficiency,efficiency_drop,sequence_aggression_percentile,efficiency_drop_percentile,persistence_class,signed_delta_1,signed_delta_2,signed_delta_3,signed_delta_4,signed_delta_5,aggr_intensity_1,aggr_intensity_2,aggr_intensity_3,aggr_intensity_4,aggr_intensity_5,impact_1,impact_2,impact_3,impact_4,impact_5,efficiency_1,efficiency_2,efficiency_3,efficiency_4,efficiency_5,aggr_bucket,drop_bucket,adverse_decay_corner,supportive_decay_corner,period,entry_time
-1.0075244609322458,1609480800,1609482600,6,-1,1.5308934532624656,1.1340504996361362,30.0,0.7235458597491806,0.5364192574956477,1.348843928121293,-0.8868913949347352,0.07041676100033457,0.9468570064921893,0,-0.4714153720009466,0.07170173839086391,0.9468570064921893,0,0.800797909770111,2.5568480116504824,0.9468570064921893,0,0.3466868999614621,2.5568480116504824,0.9468570064921893,0,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,NA,NA,False,False,historical,2021-01-01 06:30:00+00:00
-1.006301499771922,1609494300,1609496100,51,1,-2.6529675654197464,-2.5250231348482304,30.0,0.7095695124704532,0.39987467343676847,1.7744797503615253,-0.20902934537245912,0.595356336665599,0.34911318929378204,0,-0.046694614640448794,0.595356336665599,0.47352466946147526,0,0.12176717188004502,0.595356336665599,0.47352466946147526,0,-0.18561754272814432,0.9546597871654313,0.5952918413414968,0,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,NA,NA,False,False,historical,2021-01-01 10:15:00+00:00
-1.007711963229668,1609523700,1609524000,144,-1,1.3324157978786806,1.4897484308254758,5.0,0.5811998818745494,0.1388996160923291,4.1843159401095775,-0.9820154271336126,0.6532813595677107,1.4509342903106062,0,0.8232066988409094,0.9644020954502232,1.4509342903106062,0,0.3916078868126885,3.406302850307315,1.4509342903106062,0,1.306851462277778,3.406302850307315,1.4509342903106062,0,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,NA,NA,False,False,historical,2021-01-01 18:00:00+00:00
1.995671028856499,1609550400,1609551600,236,1,-2.7280595046344773,-2.340443211329543,20.0,0.7611701073939101,0.37003775895498603,2.057006580859489,0.6570092418628908,1.041889811709494,0.023353409070943826,1,1.009113097223942,1.0922020684448113,0.023353409070943826,1,0.916191111657401,1.6154823152066526,0.023353409070943826,1,-0.14626608839176355,1.6154823152066526,0.293843245362948,1,0.6,0.4,3.9573389822800706,0.0031543630572252912,-0.0047608177790245225,-0.012540828199051411,-0.018729605876962048,0.006188777677910637,,,MIXED,-1049127.32664,2685611.58309,858305.7784699998,8328335.746479999,-1460152.3165199999,1.4461990204576423,3.694415721381788,1.1807136898344757,11.456732875474247,2.0086336042522004,-0.13413870403214273,0.25000438973856404,0.13684278297715546,0.13028744008008084,-0.09808431809802369,-0.09275252533165866,0.06767086893355584,0.1158982641236889,0.011372127649660332,-0.048831339403584424,NA,NA,False,False,historical,2021-01-02 01:40:00+00:00
-1.0082676769302519,1609569900,1609570200,298,1,-1.7693657440117838,-1.7831570819650506,5.0,0.8719067632418385,0.04615338758233271,18.89150049484341,0.24912814092821375,0.680532951801852,0.29720110882590245,0,-0.011267101851011773,0.9286595725655085,0.29720110882590245,0,0.5510030105219289,0.9286595725655085,0.58805925660973,0,1.1186145637724176,1.5032817669677465,0.58805925660973,0,0.6,0.4,2.5524148724052105,-0.0932381671856304,-0.02394467793377357,0.2946103702276993,0.03646603275366156,0.25814433747403775,,,MIXED,438947.15330999997,847357.7638699999,-1144982.17997,5769173.325070001,-1143689.70798,0.6002003652732766,1.1586461731367934,1.5656069699216124,7.876225844624528,1.5613950090698403,0.2639840233688134,0.17309606843722528,-0.026874124415014182,0.38750484366151394,0.03705624608780107,0.43982576288979164,0.14939497756560705,-0.017165296122221278,0.04919929952576003,0.023732765981563087,NA,NA,False,False,historical,2021-01-02 06:50:00+00:00
2.7106413746186346,1609590300,1609591200,368,1,-2.1108522868294135,-1.8728890053614482,15.0,2.5205001872821016,0.5653326418301788,4.458437380625903,0.7836826959541413,1.9535331603251012,0.4304112787489795,1,1.0076589606121216,1.9535331603251012,0.4304112787489795,1,4.269759002996671,4.291828706974115,0.4304112787489795,1,3.3422588728686886,5.675401351843732,0.4304112787489795,1,0.6,0.4,14.722229856165137,-0.0037609476546511646,-0.020612270695925545,0.03708084105224836,0.024404971631453345,0.012675869420795016,,,MIXED,-851402.2133899983,13611210.523110002,32161946.531600006,-662200.6405600011,9680911.62021,1.0997778786563064,17.581946581331454,41.544403777323,0.8553813981997813,12.529639645315147,0.03758095818802978,0.7031074559609847,0.4639842954127995,0.023006625372733507,0.27457002000252784,0.034171376553390115,0.03999030555110661,0.01116839434575472,0.02689630441443819,0.021913638848468496,NA,NA,False,False,historical,2021-01-02 12:40:00+00:00
-1.0037424981740641,1609637700,1609639200,528,-1,1.2289256354125728,1.041581688997658,25.0,0.46065202475893635,0.4631308697352091,0.9946476338916089,-0.1401709217430729,0.04139098281350236,0.5096335504666507,0,-0.7249270308074072,0.04139098281350236,0.8635132476478733,0,-0.5251032888016947,0.04139098281350236,1.196150352920264,0,-0.05006912870876355,0.5655509948874372,1.196150352920264,0,0.6,0.4,1.187921183212469,0.0614151610952852,0.03218460195069596,0.09285882923914315,0.39171065659778687,-0.2988518273586437,0.23958333333333334,0.0798611111111111,MIXED,-894948.3096599998,1598684.2027199995,1700777.50988,-123289.33676000033,4831612.4562800005,0.5857655686324319,1.046377931509514,1.1061768314508809,0.07965533788035878,3.1216302465891586,0.034184348613509136,0.13326613609597876,0.16231905931053328,0.05644567938832211,0.23351758672081727,0.058358312754717465,0.12735934572356886,0.14673866596805052,0.708615044205292,0.07480626899028178,P20_40,D0_20,False,False,historical,2021-01-03 02:00:00+00:00
-1.0041056506356585,1609652400,1609653000,574,-1,2.7841093006467523,1.5597679003017904,10.0,0.834996047328383,0.3169653849642904,2.6343445824158676,-0.5746368940437849,0.8584002196739366,0.6180808176536194,0,-0.19354148897134518,0.8584002196739366,0.8094790276998206,0,-0.11352574243231432,0.8584002196739366,0.8094790276998206,0,-2.4076166592550856,0.8584002196739366,3.0241665633907484,0,0.4,0.6,0.976785566202043,-3.492706328214666,0.028961481729887644,0.31628917198251305,-17.26766163321789,17.583950805200406,0.15625,1.0,MIXED,-5395287.858449999,-706714.3000099994,1195753.2978300005,-3369.9971699998714,1133124.6193999993,3.124189619772594,0.4092292270889881,0.6924116263858762,0.001951426958746429,0.6561459308040102,-0.20718362943145235,0.2860086654565143,0.0566778204651417,-0.06776843839530493,0.11451233114389561,-0.06631593735677146,0.6988942813217975,0.08185555592909652,-34.70984565733316,0.17452239089738306,P0_20,D80_100,False,False,historical,2021-01-03 05:50:00+00:00
0.3642305094893833,1609660500,1609661400,602,-1,2.4203986165862514,1.6271153488362449,15.0,0.9275037819338693,0.4116728016070115,2.253012042719949,-0.20490818217553508,1.1427640815409734,0.3163699668669544,1,-0.5959903408771821,1.1427640815409734,0.6250575616330535,1,0.06678272589431837,1.1427640815409734,0.9775706182961639,1,0.1676644016398195,1.1427640815409734,0.9775706182961639,1,0.4,0.6,2.375963196558774,0.07454347360387395,-0.028584264615039025,-0.22871761969507795,-0.07896354025765444,-0.14975407943742353,0.5520833333333334,0.2013888888888889,MIXED,-320114.3827799987,10395156.600210004,8697578.549320001,-649654.8876600005,-1574602.9267999995,0.1757729868944075,5.707921365438231,4.7749972747406915,0.35666252400112014,0.8644618317194213,-0.0901892514179849,0.3177177514460492,0.14308979614757578,-0.032369292974664364,-0.05806705228282317,-0.5130978309786202,0.05566259158846428,0.029966460282196926,-0.09075582670058155,-0.06717125381472733,P40_60,D20_40,False,False,historical,2021-01-03 08:10:00+00:00
2.0144864824588598,1609725300,1609726800,820,-1,1.1078176301865728,1.2068924164191932,25.0,0.4682426761019575,0.25283801608224976,1.8519472724295067,0.07983670206470073,0.22902457812435748,0.20971056139487468,0,-0.9254700927670506,0.22902457812435748,1.0830246596181132,0,-0.9144956022484569,0.22902457812435748,1.4896512649963194,0,-0.9118606379407722,0.22902457812435748,1.505596873744854,0,0.6,0.4,1.341171660599742,0.005492843509782772,0.025072907793713017,0.05965230243793165,0.06682987338452091,-0.0071775709465892665,0.5451388888888888,0.4895833333333333,MIXED,-964128.4132399997,2544626.4425400007,-488534.62983999983,745255.1629700002,7495579.904119998,0.5286861975172998,1.3953627541039602,0.2676114705351751,0.40823887991656105,4.105959000925714,0.002988103854067927,0.15858682090975476,-0.012061073738260094,0.0356942587659116,0.1897989238945546,0.005651931554423822,0.11365267332143947,-0.04506917676198047,0.08743452200996886,0.04622522475907297,P40_60,D40_60,False,False,historical,2021-01-04 02:20:00+00:00
