left_out,n,high_premium,interaction,both_positive
2022,235861,0.04702650857720547,0.11329636596144646,True
2023,198435,0.04420688593703054,0.12529898356141536,True
2024,196803,0.04802009055709997,0.10262231714057357,True
2025,196741,0.030400270046131453,0.11545935836942232,True
2026,225780,0.05702159667974096,0.12664819121478266,True
