dir,n,aligned_n,opposed_n,aligned_mean,opposed_mean,high_premium,eligible,positive
-1,118263,5893,15018,0.012714642294353389,-0.03129244547044739,0.04400708776480078,True,True
1,145142,18718,7170,0.013887944176125513,-0.0341753590117627,0.04806330318788821,True,True
