n,mean_signed12_atr,cum_signed12_atr,t,payoff_ratio,hit_rate,median_mae_atr,mean_mae_atr,median_mfe_atr,stop15_touch_rate,side
154,0.3857265357019679,59.40188649810306,0.767915170157026,1.2009654117503656,0.577922077922078,2.726427724458084,4.251037444762082,3.711774543000506,0.6558441558441559,LONG
195,0.4580572055591588,89.32115508403596,1.3701191765917564,1.3240474017793975,0.5487179487179488,2.654581087702128,3.702725364911659,3.434443965014951,0.676923076923077,SHORT
