book_state,side,n,accept_rate,residual_mean,hit,long_n,short_n
ABSORPTION,-1,153,0.5947712418300654,-0.3020553889745976,0.42483660130718953,0,153
ABSORPTION,1,119,0.680672268907563,0.17830875384512074,0.4369747899159664,119,0
DRIVEN_MOVE,-1,367,0.6866485013623979,0.6501138344139075,0.5231607629427792,0,367
DRIVEN_MOVE,1,333,0.6906906906906907,0.47485899972008716,0.5105105105105106,333,0
THIN_BOOK,-1,108,0.7314814814814815,1.3032270896596376,0.5277777777777778,0,108
THIN_BOOK,1,156,0.7115384615384616,-0.2563538380768562,0.41025641025641024,156,0
WEAK,-1,335,0.6925373134328359,-0.14660812517047603,0.46865671641791046,0,335
WEAK,1,355,0.7380281690140845,0.43748249319631655,0.48169014084507045,355,0
