time,ratio_str,ratio,digits,longAccount_str,shortAccount_str,longAccount,shortAccount,recon_la_sa,recon_1msa,recon_la_1mla
2026-09-08 14:10:00+00:00,1.3375,1.3375,4,0.5722,0.4278,0.5722,0.4278,1.337540906965872,1.337540906965872,1.3375409069658721
2026-09-08 14:15:00+00:00,1.3386,1.3386,4,0.5724,0.4276,0.5724,0.4276,1.3386342376052387,1.3386342376052387,1.3386342376052387
2026-09-08 14:20:00+00:00,1.3348,1.3348,4,0.5717,0.4283,0.5717,0.4283,1.3348120476301657,1.3348120476301657,1.3348120476301657
2026-09-08 14:25:00+00:00,1.3359,1.3359,4,0.5719,0.4281,0.5719,0.4281,1.33590282644242,1.3359028264424202,1.3359028264424198
2026-09-08 14:30:00+00:00,1.3288,1.3288,4,0.5706,0.4294,0.5706,0.4294,1.328830926874709,1.328830926874709,1.328830926874709
2026-09-08 14:35:00+00:00,1.3261,1.3261,4,0.5701,0.4299,0.5701,0.4299,1.3261223540358225,1.3261223540358225,1.3261223540358225
2026-09-08 14:40:00+00:00,1.3229,1.3229,4,0.5695,0.4305,0.5695,0.4305,1.3228803716608595,1.3228803716608595,1.3228803716608595
2026-09-08 14:45:00+00:00,1.3207,1.3207,4,0.5691,0.4309,0.5691,0.4309,1.3207240659085635,1.3207240659085633,1.3207240659085637
2026-09-08 14:50:00+00:00,1.3272,1.3272,4,0.5703,0.4297,0.5703,0.4297,1.327205026762858,1.327205026762858,1.327205026762858
2026-09-08 14:55:00+00:00,1.3234,1.3234,4,0.5696,0.4304,0.5696,0.4304,1.3234200743494424,1.3234200743494424,1.3234200743494424
2026-09-08 15:00:00+00:00,1.3213,1.3213,4,0.5692,0.4308,0.5692,0.4308,1.3212627669452182,1.321262766945218,1.3212627669452184
2026-09-08 15:05:00+00:00,1.3223,1.3223,4,0.5694,0.4306,0.5694,0.4306,1.3223409196470042,1.3223409196470042,1.3223409196470042
2026-09-08 15:10:00+00:00,1.3175,1.3175,4,0.5685,0.4315,0.5685,0.4315,1.3174971031286211,1.3174971031286211,1.3174971031286211
2026-09-08 15:15:00+00:00,1.3175,1.3175,4,0.5685,0.4315,0.5685,0.4315,1.3174971031286211,1.3174971031286211,1.3174971031286211
2026-09-08 15:20:00+00:00,1.3196,1.3196,4,0.5689,0.4311,0.5689,0.4311,1.3196474135931338,1.3196474135931338,1.3196474135931335
2026-09-08 15:25:00+00:00,1.3121,1.3121,4,0.5675,0.4325,0.5675,0.4325,1.3121387283236994,1.3121387283236994,1.3121387283236994
2026-09-08 15:30:00+00:00,1.3068,1.3068,4,0.5665,0.4335,0.5665,0.4335,1.306805074971165,1.306805074971165,1.306805074971165
2026-09-08 15:35:00+00:00,1.3041,1.3041,4,0.5660,0.4340,0.566,0.434,1.3041474654377878,1.3041474654377883,1.3041474654377878
2026-09-08 15:40:00+00:00,1.3063,1.3063,4,0.5664,0.4336,0.5664,0.4336,1.3062730627306274,1.3062730627306274,1.3062730627306274
2026-09-08 15:45:00+00:00,1.3116,1.3116,4,0.5674,0.4326,0.5674,0.4326,1.3116042533518262,1.3116042533518262,1.3116042533518262
2026-09-08 15:50:00+00:00,1.3127,1.3127,4,0.5676,0.4324,0.5676,0.4324,1.312673450508788,1.312673450508788,1.312673450508788
2026-09-08 15:55:00+00:00,1.3148,1.3148,4,0.5680,0.4320,0.568,0.432,1.3148148148148147,1.3148148148148149,1.3148148148148144
2026-09-08 16:00:00+00:00,1.3148,1.3148,4,0.5680,0.4320,0.568,0.432,1.3148148148148147,1.3148148148148149,1.3148148148148144
2026-09-08 16:05:00+00:00,1.3116,1.3116,4,0.5674,0.4326,0.5674,0.4326,1.3116042533518262,1.3116042533518262,1.3116042533518262
2026-09-08 16:10:00+00:00,1.3089,1.3089,4,0.5669,0.4331,0.5669,0.4331,1.3089355806972984,1.3089355806972984,1.3089355806972984
2026-09-08 16:15:00+00:00,1.3020,1.302,4,0.5656,0.4344,0.5656,0.4344,1.302025782688766,1.302025782688766,1.302025782688766
2026-09-08 16:20:00+00:00,1.2989,1.2989,4,0.5650,0.4350,0.565,0.435,1.2988505747126435,1.2988505747126435,1.2988505747126433
2026-09-08 16:25:00+00:00,1.2999,1.2999,4,0.5652,0.4348,0.5652,0.4348,1.299908003679853,1.2999080036798525,1.299908003679853
2026-09-08 16:30:00+00:00,1.3015,1.3015,4,0.5655,0.4345,0.5655,0.4345,1.3014959723820483,1.3014959723820483,1.3014959723820483
2026-09-08 16:35:00+00:00,1.3031,1.3031,4,0.5658,0.4342,0.5658,0.4342,1.3030861354214647,1.3030861354214651,1.3030861354214647
2026-09-08 16:40:00+00:00,1.3047,1.3047,4,0.5661,0.4339,0.5661,0.4339,1.3046784973496197,1.3046784973496197,1.30467849734962
2026-09-08 16:45:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-08 16:50:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-08 16:55:00+00:00,1.2957,1.2957,4,0.5644,0.4356,0.5644,0.4356,1.295684113865932,1.295684113865932,1.295684113865932
2026-09-08 17:00:00+00:00,1.2941,1.2941,4,0.5641,0.4359,0.5641,0.4359,1.2941041523285157,1.2941041523285157,1.294104152328516
2026-09-08 17:05:00+00:00,1.2946,1.2946,4,0.5642,0.4358,0.5642,0.4358,1.294630564479119,1.294630564479119,1.294630564479119
2026-09-08 17:10:00+00:00,1.2941,1.2941,4,0.5641,0.4359,0.5641,0.4359,1.2941041523285157,1.2941041523285157,1.294104152328516
2026-09-08 17:15:00+00:00,1.2920,1.292,4,0.5637,0.4363,0.5637,0.4363,1.2920009168003666,1.2920009168003666,1.2920009168003666
2026-09-08 17:20:00+00:00,1.2910,1.291,4,0.5635,0.4365,0.5635,0.4365,1.290950744558992,1.290950744558992,1.290950744558992
2026-09-08 17:25:00+00:00,1.2889,1.2889,4,0.5631,0.4369,0.5631,0.4369,1.2888532845044633,1.2888532845044631,1.2888532845044636
2026-09-08 17:30:00+00:00,1.2868,1.2868,4,0.5627,0.4373,0.5627,0.4373,1.28675966155957,1.28675966155957,1.28675966155957
2026-09-08 17:35:00+00:00,1.2852,1.2852,4,0.5624,0.4376,0.5624,0.4376,1.2851919561243146,1.2851919561243146,1.2851919561243146
2026-09-08 17:40:00+00:00,1.2873,1.2873,4,0.5628,0.4372,0.5628,0.4372,1.2872827081427265,1.2872827081427265,1.2872827081427263
2026-09-08 17:45:00+00:00,1.2852,1.2852,4,0.5624,0.4376,0.5624,0.4376,1.2851919561243146,1.2851919561243146,1.2851919561243146
2026-09-08 17:50:00+00:00,1.2836,1.2836,4,0.5621,0.4379,0.5621,0.4379,1.2836263987211693,1.2836263987211693,1.2836263987211693
2026-09-08 17:55:00+00:00,1.2857,1.2857,4,0.5625,0.4375,0.5625,0.4375,1.2857142857142858,1.2857142857142858,1.2857142857142858
2026-09-08 18:00:00+00:00,1.2847,1.2847,4,0.5623,0.4377,0.5623,0.4377,1.2846698652044781,1.2846698652044781,1.2846698652044781
2026-09-08 18:05:00+00:00,1.2841,1.2841,4,0.5622,0.4378,0.5622,0.4378,1.2841480127912288,1.2841480127912288,1.284148012791229
2026-09-08 18:10:00+00:00,1.2873,1.2873,4,0.5628,0.4372,0.5628,0.4372,1.2872827081427265,1.2872827081427265,1.2872827081427263
2026-09-08 18:15:00+00:00,1.2889,1.2889,4,0.5631,0.4369,0.5631,0.4369,1.2888532845044633,1.2888532845044631,1.2888532845044636
2026-09-08 18:20:00+00:00,1.2915,1.2915,4,0.5636,0.4364,0.5636,0.4364,1.29147571035747,1.29147571035747,1.29147571035747
2026-09-08 18:25:00+00:00,1.2910,1.291,4,0.5635,0.4365,0.5635,0.4365,1.290950744558992,1.290950744558992,1.290950744558992
2026-09-08 18:30:00+00:00,1.2899,1.2899,4,0.5633,0.4367,0.5633,0.4367,1.289901534234028,1.289901534234028,1.289901534234028
2026-09-08 18:35:00+00:00,1.2899,1.2899,4,0.5633,0.4367,0.5633,0.4367,1.289901534234028,1.289901534234028,1.289901534234028
2026-09-08 18:40:00+00:00,1.2878,1.2878,4,0.5629,0.4371,0.5629,0.4371,1.2878059940517044,1.2878059940517044,1.2878059940517042
2026-09-08 18:45:00+00:00,1.2873,1.2873,4,0.5628,0.4372,0.5628,0.4372,1.2872827081427265,1.2872827081427265,1.2872827081427263
2026-09-08 18:50:00+00:00,1.2836,1.2836,4,0.5621,0.4379,0.5621,0.4379,1.2836263987211693,1.2836263987211693,1.2836263987211693
2026-09-08 18:55:00+00:00,1.2868,1.2868,4,0.5627,0.4373,0.5627,0.4373,1.28675966155957,1.28675966155957,1.28675966155957
2026-09-08 19:00:00+00:00,1.2889,1.2889,4,0.5631,0.4369,0.5631,0.4369,1.2888532845044633,1.2888532845044631,1.2888532845044636
2026-09-08 19:05:00+00:00,1.2894,1.2894,4,0.5632,0.4368,0.5632,0.4368,1.2893772893772895,1.2893772893772892,1.2893772893772895
2026-09-08 19:10:00+00:00,1.2883,1.2883,4,0.5630,0.4370,0.563,0.437,1.2883295194508009,1.2883295194508009,1.2883295194508007
2026-09-08 19:15:00+00:00,1.2878,1.2878,4,0.5629,0.4371,0.5629,0.4371,1.2878059940517044,1.2878059940517044,1.2878059940517042
2026-09-08 19:20:00+00:00,1.2894,1.2894,4,0.5632,0.4368,0.5632,0.4368,1.2893772893772895,1.2893772893772892,1.2893772893772895
2026-09-08 19:25:00+00:00,1.2889,1.2889,4,0.5631,0.4369,0.5631,0.4369,1.2888532845044633,1.2888532845044631,1.2888532845044636
2026-09-08 19:30:00+00:00,1.2883,1.2883,4,0.5630,0.4370,0.563,0.437,1.2883295194508009,1.2883295194508009,1.2883295194508007
2026-09-08 19:35:00+00:00,1.2889,1.2889,4,0.5631,0.4369,0.5631,0.4369,1.2888532845044633,1.2888532845044631,1.2888532845044636
2026-09-08 19:40:00+00:00,1.2899,1.2899,4,0.5633,0.4367,0.5633,0.4367,1.289901534234028,1.289901534234028,1.289901534234028
2026-09-08 19:45:00+00:00,1.2894,1.2894,4,0.5632,0.4368,0.5632,0.4368,1.2893772893772895,1.2893772893772892,1.2893772893772895
2026-09-08 19:50:00+00:00,1.2894,1.2894,4,0.5632,0.4368,0.5632,0.4368,1.2893772893772895,1.2893772893772892,1.2893772893772895
2026-09-08 19:55:00+00:00,1.2904,1.2904,4,0.5634,0.4366,0.5634,0.4366,1.2904260192395787,1.2904260192395787,1.2904260192395787
2026-09-08 20:00:00+00:00,1.2899,1.2899,4,0.5633,0.4367,0.5633,0.4367,1.289901534234028,1.289901534234028,1.289901534234028
2026-09-08 20:05:00+00:00,1.2920,1.292,4,0.5637,0.4363,0.5637,0.4363,1.2920009168003666,1.2920009168003666,1.2920009168003666
2026-09-08 20:10:00+00:00,1.2941,1.2941,4,0.5641,0.4359,0.5641,0.4359,1.2941041523285157,1.2941041523285157,1.294104152328516
2026-09-08 20:15:00+00:00,1.2946,1.2946,4,0.5642,0.4358,0.5642,0.4358,1.294630564479119,1.294630564479119,1.294630564479119
2026-09-08 20:20:00+00:00,1.2946,1.2946,4,0.5642,0.4358,0.5642,0.4358,1.294630564479119,1.294630564479119,1.294630564479119
2026-09-08 20:25:00+00:00,1.2946,1.2946,4,0.5642,0.4358,0.5642,0.4358,1.294630564479119,1.294630564479119,1.294630564479119
2026-09-08 20:30:00+00:00,1.2941,1.2941,4,0.5641,0.4359,0.5641,0.4359,1.2941041523285157,1.2941041523285157,1.294104152328516
2026-09-08 20:35:00+00:00,1.2946,1.2946,4,0.5642,0.4358,0.5642,0.4358,1.294630564479119,1.294630564479119,1.294630564479119
2026-09-08 20:40:00+00:00,1.2936,1.2936,4,0.5640,0.4360,0.564,0.436,1.293577981651376,1.2935779816513764,1.293577981651376
2026-09-08 20:45:00+00:00,1.2931,1.2931,4,0.5639,0.4361,0.5639,0.4361,1.2930520522815867,1.293052052281587,1.2930520522815865
2026-09-08 20:50:00+00:00,1.2936,1.2936,4,0.5640,0.4360,0.564,0.436,1.293577981651376,1.2935779816513764,1.293577981651376
2026-09-08 20:55:00+00:00,1.2952,1.2952,4,0.5643,0.4357,0.5643,0.4357,1.2951572182694515,1.2951572182694515,1.2951572182694515
2026-09-08 21:00:00+00:00,1.2957,1.2957,4,0.5644,0.4356,0.5644,0.4356,1.295684113865932,1.295684113865932,1.295684113865932
2026-09-08 21:05:00+00:00,1.2957,1.2957,4,0.5644,0.4356,0.5644,0.4356,1.295684113865932,1.295684113865932,1.295684113865932
2026-09-08 21:10:00+00:00,1.2962,1.2962,4,0.5645,0.4355,0.5645,0.4355,1.296211251435132,1.296211251435132,1.296211251435132
2026-09-08 21:15:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-08 21:20:00+00:00,1.2973,1.2973,4,0.5647,0.4353,0.5647,0.4353,1.297266253158741,1.297266253158741,1.297266253158741
2026-09-08 21:25:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-08 21:30:00+00:00,1.2989,1.2989,4,0.5650,0.4350,0.565,0.435,1.2988505747126435,1.2988505747126435,1.2988505747126433
2026-09-08 21:35:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 21:40:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 21:45:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-08 21:50:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 21:55:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 22:00:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 22:05:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 22:10:00+00:00,1.2962,1.2962,4,0.5645,0.4355,0.5645,0.4355,1.296211251435132,1.296211251435132,1.296211251435132
2026-09-08 22:15:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-08 22:20:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-08 22:25:00+00:00,1.2962,1.2962,4,0.5645,0.4355,0.5645,0.4355,1.296211251435132,1.296211251435132,1.296211251435132
2026-09-08 22:30:00+00:00,1.2973,1.2973,4,0.5647,0.4353,0.5647,0.4353,1.297266253158741,1.297266253158741,1.297266253158741
2026-09-08 22:35:00+00:00,1.2957,1.2957,4,0.5644,0.4356,0.5644,0.4356,1.295684113865932,1.295684113865932,1.295684113865932
2026-09-08 22:40:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-08 22:45:00+00:00,1.2962,1.2962,4,0.5645,0.4355,0.5645,0.4355,1.296211251435132,1.296211251435132,1.296211251435132
2026-09-08 22:50:00+00:00,1.2957,1.2957,4,0.5644,0.4356,0.5644,0.4356,1.295684113865932,1.295684113865932,1.295684113865932
2026-09-08 22:55:00+00:00,1.2962,1.2962,4,0.5645,0.4355,0.5645,0.4355,1.296211251435132,1.296211251435132,1.296211251435132
2026-09-08 23:00:00+00:00,1.2973,1.2973,4,0.5647,0.4353,0.5647,0.4353,1.297266253158741,1.297266253158741,1.297266253158741
2026-09-08 23:05:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-08 23:10:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 23:15:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 23:20:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-08 23:25:00+00:00,1.2973,1.2973,4,0.5647,0.4353,0.5647,0.4353,1.297266253158741,1.297266253158741,1.297266253158741
2026-09-08 23:30:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-08 23:35:00+00:00,1.2989,1.2989,4,0.5650,0.4350,0.565,0.435,1.2988505747126435,1.2988505747126435,1.2988505747126433
2026-09-08 23:40:00+00:00,1.2994,1.2994,4,0.5651,0.4349,0.5651,0.4349,1.2993791676247415,1.299379167624741,1.2993791676247415
2026-09-08 23:45:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-08 23:50:00+00:00,1.2973,1.2973,4,0.5647,0.4353,0.5647,0.4353,1.297266253158741,1.297266253158741,1.297266253158741
2026-09-08 23:55:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-09 00:00:00+00:00,1.2952,1.2952,4,0.5643,0.4357,0.5643,0.4357,1.2951572182694515,1.2951572182694515,1.2951572182694515
2026-09-09 00:05:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-09 00:10:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-09 00:15:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 00:20:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 00:25:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 00:30:00+00:00,1.2999,1.2999,4,0.5652,0.4348,0.5652,0.4348,1.299908003679853,1.2999080036798525,1.299908003679853
2026-09-09 00:35:00+00:00,1.2989,1.2989,4,0.5650,0.4350,0.565,0.435,1.2988505747126435,1.2988505747126435,1.2988505747126433
2026-09-09 00:40:00+00:00,1.2989,1.2989,4,0.5650,0.4350,0.565,0.435,1.2988505747126435,1.2988505747126435,1.2988505747126433
2026-09-09 00:45:00+00:00,1.2999,1.2999,4,0.5652,0.4348,0.5652,0.4348,1.299908003679853,1.2999080036798525,1.299908003679853
2026-09-09 00:50:00+00:00,1.3020,1.302,4,0.5656,0.4344,0.5656,0.4344,1.302025782688766,1.302025782688766,1.302025782688766
2026-09-09 00:55:00+00:00,1.3036,1.3036,4,0.5659,0.4341,0.5659,0.4341,1.30361667818475,1.3036166781847502,1.3036166781847498
2026-09-09 01:00:00+00:00,1.3047,1.3047,4,0.5661,0.4339,0.5661,0.4339,1.3046784973496197,1.3046784973496197,1.30467849734962
2026-09-09 01:05:00+00:00,1.3047,1.3047,4,0.5661,0.4339,0.5661,0.4339,1.3046784973496197,1.3046784973496197,1.30467849734962
2026-09-09 01:10:00+00:00,1.3031,1.3031,4,0.5658,0.4342,0.5658,0.4342,1.3030861354214647,1.3030861354214651,1.3030861354214647
2026-09-09 01:15:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 01:20:00+00:00,1.3031,1.3031,4,0.5658,0.4342,0.5658,0.4342,1.3030861354214647,1.3030861354214651,1.3030861354214647
2026-09-09 01:25:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 01:30:00+00:00,1.3015,1.3015,4,0.5655,0.4345,0.5655,0.4345,1.3014959723820483,1.3014959723820483,1.3014959723820483
2026-09-09 01:35:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 01:40:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 01:45:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 01:50:00+00:00,1.3068,1.3068,4,0.5665,0.4335,0.5665,0.4335,1.306805074971165,1.306805074971165,1.306805074971165
2026-09-09 01:55:00+00:00,1.3063,1.3063,4,0.5664,0.4336,0.5664,0.4336,1.3062730627306274,1.3062730627306274,1.3062730627306274
2026-09-09 02:00:00+00:00,1.3084,1.3084,4,0.5668,0.4332,0.5668,0.4332,1.3084025854108956,1.3084025854108956,1.3084025854108956
2026-09-09 02:05:00+00:00,1.3073,1.3073,4,0.5666,0.4334,0.5666,0.4334,1.3073373327180433,1.3073373327180433,1.3073373327180433
2026-09-09 02:10:00+00:00,1.3052,1.3052,4,0.5662,0.4338,0.5662,0.4338,1.3052097740894422,1.3052097740894422,1.3052097740894424
2026-09-09 02:15:00+00:00,1.3052,1.3052,4,0.5662,0.4338,0.5662,0.4338,1.3052097740894422,1.3052097740894422,1.3052097740894424
2026-09-09 02:20:00+00:00,1.3031,1.3031,4,0.5658,0.4342,0.5658,0.4342,1.3030861354214647,1.3030861354214651,1.3030861354214647
2026-09-09 02:25:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 02:30:00+00:00,1.3031,1.3031,4,0.5658,0.4342,0.5658,0.4342,1.3030861354214647,1.3030861354214651,1.3030861354214647
2026-09-09 02:35:00+00:00,1.3041,1.3041,4,0.5660,0.4340,0.566,0.434,1.3041474654377878,1.3041474654377883,1.3041474654377878
2026-09-09 02:40:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 02:45:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 02:50:00+00:00,1.3015,1.3015,4,0.5655,0.4345,0.5655,0.4345,1.3014959723820483,1.3014959723820483,1.3014959723820483
2026-09-09 02:55:00+00:00,1.3004,1.3004,4,0.5653,0.4347,0.5653,0.4347,1.3004370830457788,1.3004370830457788,1.3004370830457788
2026-09-09 03:00:00+00:00,1.2994,1.2994,4,0.5651,0.4349,0.5651,0.4349,1.2993791676247415,1.299379167624741,1.2993791676247415
2026-09-09 03:05:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-09 03:10:00+00:00,1.2978,1.2978,4,0.5648,0.4352,0.5648,0.4352,1.2977941176470589,1.2977941176470589,1.2977941176470587
2026-09-09 03:15:00+00:00,1.2973,1.2973,4,0.5647,0.4353,0.5647,0.4353,1.297266253158741,1.297266253158741,1.297266253158741
2026-09-09 03:20:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-09 03:25:00+00:00,1.2962,1.2962,4,0.5645,0.4355,0.5645,0.4355,1.296211251435132,1.296211251435132,1.296211251435132
2026-09-09 03:30:00+00:00,1.2952,1.2952,4,0.5643,0.4357,0.5643,0.4357,1.2951572182694515,1.2951572182694515,1.2951572182694515
2026-09-09 03:35:00+00:00,1.2967,1.2967,4,0.5646,0.4354,0.5646,0.4354,1.2967386311437759,1.2967386311437759,1.2967386311437759
2026-09-09 03:40:00+00:00,1.2994,1.2994,4,0.5651,0.4349,0.5651,0.4349,1.2993791676247415,1.299379167624741,1.2993791676247415
2026-09-09 03:45:00+00:00,1.2999,1.2999,4,0.5652,0.4348,0.5652,0.4348,1.299908003679853,1.2999080036798525,1.299908003679853
2026-09-09 03:50:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 03:55:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 04:00:00+00:00,1.3010,1.301,4,0.5654,0.4346,0.5654,0.4346,1.300966405890474,1.300966405890474,1.300966405890474
2026-09-09 04:05:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 04:10:00+00:00,1.3020,1.302,4,0.5656,0.4344,0.5656,0.4344,1.302025782688766,1.302025782688766,1.302025782688766
2026-09-09 04:15:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 04:20:00+00:00,1.3015,1.3015,4,0.5655,0.4345,0.5655,0.4345,1.3014959723820483,1.3014959723820483,1.3014959723820483
2026-09-09 04:25:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 04:30:00+00:00,1.3020,1.302,4,0.5656,0.4344,0.5656,0.4344,1.302025782688766,1.302025782688766,1.302025782688766
2026-09-09 04:35:00+00:00,1.3004,1.3004,4,0.5653,0.4347,0.5653,0.4347,1.3004370830457788,1.3004370830457788,1.3004370830457788
2026-09-09 04:40:00+00:00,1.3026,1.3026,4,0.5657,0.4343,0.5657,0.4343,1.3025558369790466,1.3025558369790466,1.3025558369790466
2026-09-09 04:45:00+00:00,1.3207,1.3207,4,0.5691,0.4309,0.5691,0.4309,1.3207240659085635,1.3207240659085633,1.3207240659085637
2026-09-09 04:50:00+00:00,1.3196,1.3196,4,0.5689,0.4311,0.5689,0.4311,1.3196474135931338,1.3196474135931338,1.3196474135931335
2026-09-09 04:55:00+00:00,1.3202,1.3202,4,0.5690,0.4310,0.569,0.431,1.3201856148491877,1.3201856148491877,1.3201856148491877
2026-09-09 05:00:00+00:00,1.3234,1.3234,4,0.5696,0.4304,0.5696,0.4304,1.3234200743494424,1.3234200743494424,1.3234200743494424
2026-09-09 05:05:00+00:00,1.3170,1.317,4,0.5684,0.4316,0.5684,0.4316,1.3169601482854496,1.3169601482854496,1.3169601482854496
2026-09-09 05:10:00+00:00,1.2989,1.2989,4,0.5650,0.4350,0.565,0.435,1.2988505747126435,1.2988505747126435,1.2988505747126433
2026-09-09 05:15:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
2026-09-09 05:20:00+00:00,1.2983,1.2983,4,0.5649,0.4351,0.5649,0.4351,1.2983222247759136,1.2983222247759136,1.2983222247759134
