time,archive_ratio_str,archive_ratio,archive_digits,source_date
2026-09-07 06:30:00+00:00,1.05896941,1.05896941,8,2026-09-07
2026-09-07 06:35:00+00:00,1.05909271,1.05909271,8,2026-09-07
2026-09-07 06:40:00+00:00,1.05841766,1.05841766,8,2026-09-07
2026-09-07 06:45:00+00:00,1.05801451,1.05801451,8,2026-09-07
2026-09-07 06:50:00+00:00,1.05808684,1.05808684,8,2026-09-07
2026-09-07 06:55:00+00:00,1.05836323,1.05836323,8,2026-09-07
2026-09-07 07:00:00+00:00,1.05785788,1.05785788,8,2026-09-07
2026-09-07 07:05:00+00:00,1.05864268,1.05864268,8,2026-09-07
2026-09-07 07:10:00+00:00,1.06042701,1.06042701,8,2026-09-07
2026-09-07 07:15:00+00:00,1.06112735,1.06112735,8,2026-09-07
2026-09-07 07:20:00+00:00,1.06065964,1.06065964,8,2026-09-07
2026-09-07 07:25:00+00:00,1.05929436,1.05929436,8,2026-09-07
2026-09-07 07:30:00+00:00,1.06269310,1.0626931,8,2026-09-07
2026-09-07 07:35:00+00:00,1.06497470,1.0649747,8,2026-09-07
2026-09-07 07:40:00+00:00,1.06438504,1.06438504,8,2026-09-07
2026-09-07 07:45:00+00:00,1.06779375,1.06779375,8,2026-09-07
2026-09-07 07:50:00+00:00,1.07052298,1.07052298,8,2026-09-07
2026-09-07 07:55:00+00:00,1.07328079,1.07328079,8,2026-09-07
2026-09-07 08:00:00+00:00,1.07664571,1.07664571,8,2026-09-07
2026-09-07 08:05:00+00:00,1.07962124,1.07962124,8,2026-09-07
2026-09-07 08:10:00+00:00,1.08062290,1.0806229,8,2026-09-07
2026-09-07 08:15:00+00:00,1.08108601,1.08108601,8,2026-09-07
2026-09-07 08:20:00+00:00,1.08119464,1.08119464,8,2026-09-07
2026-09-07 08:25:00+00:00,1.08183568,1.08183568,8,2026-09-07
2026-09-07 08:30:00+00:00,1.08276759,1.08276759,8,2026-09-07
2026-09-07 08:35:00+00:00,1.08095578,1.08095578,8,2026-09-07
2026-09-07 08:40:00+00:00,1.07939555,1.07939555,8,2026-09-07
2026-09-07 08:45:00+00:00,1.08071569,1.08071569,8,2026-09-07
2026-09-07 08:50:00+00:00,1.07976558,1.07976558,8,2026-09-07
2026-09-07 08:55:00+00:00,1.07944943,1.07944943,8,2026-09-07
2026-09-07 09:00:00+00:00,1.07934760,1.0793476,8,2026-09-07
2026-09-07 09:05:00+00:00,1.07874658,1.07874658,8,2026-09-07
2026-09-07 09:10:00+00:00,1.08202228,1.08202228,8,2026-09-07
2026-09-07 09:15:00+00:00,1.08265352,1.08265352,8,2026-09-07
2026-09-07 09:20:00+00:00,1.08278983,1.08278983,8,2026-09-07
2026-09-07 09:25:00+00:00,1.08404974,1.08404974,8,2026-09-07
2026-09-07 09:30:00+00:00,1.08352452,1.08352452,8,2026-09-07
2026-09-07 09:35:00+00:00,1.07966102,1.07966102,8,2026-09-07
2026-09-07 09:40:00+00:00,1.07965391,1.07965391,8,2026-09-07
2026-09-07 09:45:00+00:00,1.08038589,1.08038589,8,2026-09-07
2026-09-07 09:50:00+00:00,1.07806327,1.07806327,8,2026-09-07
2026-09-07 09:55:00+00:00,1.07619011,1.07619011,8,2026-09-07
2026-09-07 10:00:00+00:00,1.07614861,1.07614861,8,2026-09-07
2026-09-07 10:05:00+00:00,1.07801455,1.07801455,8,2026-09-07
2026-09-07 10:10:00+00:00,1.07787134,1.07787134,8,2026-09-07
2026-09-07 10:15:00+00:00,1.07920230,1.0792023,8,2026-09-07
2026-09-07 10:20:00+00:00,1.08033191,1.08033191,8,2026-09-07
2026-09-07 10:25:00+00:00,1.08047534,1.08047534,8,2026-09-07
2026-09-07 10:30:00+00:00,1.08022439,1.08022439,8,2026-09-07
2026-09-07 10:35:00+00:00,1.07991182,1.07991182,8,2026-09-07
2026-09-07 10:40:00+00:00,1.08151206,1.08151206,8,2026-09-07
2026-09-07 10:45:00+00:00,1.08193654,1.08193654,8,2026-09-07
2026-09-07 10:50:00+00:00,1.08243644,1.08243644,8,2026-09-07
2026-09-07 10:55:00+00:00,1.08310961,1.08310961,8,2026-09-07
2026-09-07 11:00:00+00:00,1.08154977,1.08154977,8,2026-09-07
2026-09-07 11:05:00+00:00,1.07893653,1.07893653,8,2026-09-07
2026-09-07 11:10:00+00:00,1.08054003,1.08054003,8,2026-09-07
2026-09-07 11:15:00+00:00,1.08304864,1.08304864,8,2026-09-07
2026-09-07 11:20:00+00:00,1.08515690,1.0851569,8,2026-09-07
2026-09-07 11:25:00+00:00,1.08627922,1.08627922,8,2026-09-07
2026-09-07 11:30:00+00:00,1.08765882,1.08765882,8,2026-09-07
2026-09-07 11:35:00+00:00,1.08779789,1.08779789,8,2026-09-07
2026-09-07 11:40:00+00:00,1.09393692,1.09393692,8,2026-09-07
2026-09-07 11:45:00+00:00,1.09330792,1.09330792,8,2026-09-07
2026-09-07 11:50:00+00:00,1.09375000,1.09375,8,2026-09-07
2026-09-07 11:55:00+00:00,1.09380389,1.09380389,8,2026-09-07
2026-09-07 12:00:00+00:00,1.08948964,1.08948964,8,2026-09-07
2026-09-07 12:05:00+00:00,1.09067200,1.090672,8,2026-09-07
2026-09-07 12:10:00+00:00,1.09125294,1.09125294,8,2026-09-07
2026-09-07 12:15:00+00:00,1.09164236,1.09164236,8,2026-09-07
2026-09-07 12:20:00+00:00,1.09414804,1.09414804,8,2026-09-07
2026-09-07 12:25:00+00:00,1.09733437,1.09733437,8,2026-09-07
2026-09-07 12:30:00+00:00,1.09824779,1.09824779,8,2026-09-07
2026-09-07 12:35:00+00:00,1.09856858,1.09856858,8,2026-09-07
2026-09-07 12:40:00+00:00,1.09875505,1.09875505,8,2026-09-07
2026-09-07 12:45:00+00:00,1.10051813,1.10051813,8,2026-09-07
2026-09-07 12:50:00+00:00,1.10658544,1.10658544,8,2026-09-07
2026-09-07 12:55:00+00:00,1.11174423,1.11174423,8,2026-09-07
2026-09-07 13:00:00+00:00,1.11162052,1.11162052,8,2026-09-07
2026-09-07 13:05:00+00:00,1.11211667,1.11211667,8,2026-09-07
2026-09-07 13:10:00+00:00,1.11341724,1.11341724,8,2026-09-07
2026-09-07 13:15:00+00:00,1.11332109,1.11332109,8,2026-09-07
2026-09-07 13:20:00+00:00,1.11459283,1.11459283,8,2026-09-07
2026-09-07 13:25:00+00:00,1.11254300,1.112543,8,2026-09-07
2026-09-07 13:30:00+00:00,1.10892546,1.10892546,8,2026-09-07
2026-09-07 13:35:00+00:00,1.10571640,1.1057164,8,2026-09-07
2026-09-07 13:40:00+00:00,1.10474993,1.10474993,8,2026-09-07
2026-09-07 13:45:00+00:00,1.10525839,1.10525839,8,2026-09-07
2026-09-07 13:50:00+00:00,1.10657734,1.10657734,8,2026-09-07
2026-09-07 13:55:00+00:00,1.10679687,1.10679687,8,2026-09-07
2026-09-07 14:00:00+00:00,1.10711789,1.10711789,8,2026-09-07
2026-09-07 14:05:00+00:00,1.09709202,1.09709202,8,2026-09-07
2026-09-07 14:10:00+00:00,1.09853515,1.09853515,8,2026-09-07
2026-09-07 14:15:00+00:00,1.09961651,1.09961651,8,2026-09-07
2026-09-07 14:20:00+00:00,1.09830316,1.09830316,8,2026-09-07
2026-09-07 14:25:00+00:00,1.10110605,1.10110605,8,2026-09-07
2026-09-07 14:30:00+00:00,1.10157874,1.10157874,8,2026-09-07
2026-09-07 14:35:00+00:00,1.10533314,1.10533314,8,2026-09-07
2026-09-07 14:40:00+00:00,1.10593040,1.1059304,8,2026-09-07
2026-09-07 14:45:00+00:00,1.11407031,1.11407031,8,2026-09-07
2026-09-07 14:50:00+00:00,1.14317218,1.14317218,8,2026-09-07
2026-09-07 14:55:00+00:00,1.14422701,1.14422701,8,2026-09-07
2026-09-07 15:00:00+00:00,1.14327775,1.14327775,8,2026-09-07
2026-09-07 15:05:00+00:00,1.14550595,1.14550595,8,2026-09-07
2026-09-07 15:10:00+00:00,1.14545881,1.14545881,8,2026-09-07
2026-09-07 15:15:00+00:00,1.14031605,1.14031605,8,2026-09-07
2026-09-07 15:20:00+00:00,1.14555580,1.1455558,8,2026-09-07
2026-09-07 15:25:00+00:00,1.14643679,1.14643679,8,2026-09-07
2026-09-07 15:30:00+00:00,1.13795263,1.13795263,8,2026-09-07
2026-09-07 15:35:00+00:00,1.13891931,1.13891931,8,2026-09-07
2026-09-07 15:40:00+00:00,1.14171252,1.14171252,8,2026-09-07
2026-09-07 15:45:00+00:00,1.15343623,1.15343623,8,2026-09-07
2026-09-07 15:50:00+00:00,1.15689630,1.1568963,8,2026-09-07
2026-09-07 15:55:00+00:00,1.15776453,1.15776453,8,2026-09-07
2026-09-07 16:00:00+00:00,1.16183164,1.16183164,8,2026-09-07
2026-09-07 16:05:00+00:00,1.16453508,1.16453508,8,2026-09-07
2026-09-07 16:10:00+00:00,1.16684057,1.16684057,8,2026-09-07
2026-09-07 16:15:00+00:00,1.16755565,1.16755565,8,2026-09-07
2026-09-07 16:20:00+00:00,1.16781084,1.16781084,8,2026-09-07
2026-09-07 16:25:00+00:00,1.16677874,1.16677874,8,2026-09-07
2026-09-07 16:30:00+00:00,1.16850581,1.16850581,8,2026-09-07
2026-09-07 16:35:00+00:00,1.17513286,1.17513286,8,2026-09-07
2026-09-07 16:40:00+00:00,1.17658759,1.17658759,8,2026-09-07
2026-09-07 16:45:00+00:00,1.17616024,1.17616024,8,2026-09-07
2026-09-07 16:50:00+00:00,1.17725127,1.17725127,8,2026-09-07
2026-09-07 16:55:00+00:00,1.17819720,1.1781972,8,2026-09-07
2026-09-07 17:00:00+00:00,1.17844448,1.17844448,8,2026-09-07
2026-09-07 17:05:00+00:00,1.18382852,1.18382852,8,2026-09-07
2026-09-07 17:10:00+00:00,1.18678724,1.18678724,8,2026-09-07
2026-09-07 17:15:00+00:00,1.18705813,1.18705813,8,2026-09-07
2026-09-07 17:20:00+00:00,1.18553526,1.18553526,8,2026-09-07
2026-09-07 17:25:00+00:00,1.18407907,1.18407907,8,2026-09-07
2026-09-07 17:30:00+00:00,1.18296076,1.18296076,8,2026-09-07
2026-09-07 17:35:00+00:00,1.18138161,1.18138161,8,2026-09-07
2026-09-07 17:40:00+00:00,1.18286482,1.18286482,8,2026-09-07
2026-09-07 17:45:00+00:00,1.17633042,1.17633042,8,2026-09-07
2026-09-07 17:50:00+00:00,1.17750397,1.17750397,8,2026-09-07
2026-09-07 17:55:00+00:00,1.17670114,1.17670114,8,2026-09-07
2026-09-07 18:00:00+00:00,1.17659752,1.17659752,8,2026-09-07
2026-09-07 18:05:00+00:00,1.17566352,1.17566352,8,2026-09-07
2026-09-07 18:10:00+00:00,1.17552889,1.17552889,8,2026-09-07
2026-09-07 18:15:00+00:00,1.17470015,1.17470015,8,2026-09-07
2026-09-07 18:20:00+00:00,1.17229810,1.1722981,8,2026-09-07
2026-09-07 18:25:00+00:00,1.16952662,1.16952662,8,2026-09-07
2026-09-07 18:30:00+00:00,1.16654813,1.16654813,8,2026-09-07
2026-09-07 18:35:00+00:00,1.16565095,1.16565095,8,2026-09-07
2026-09-07 18:40:00+00:00,1.16448770,1.1644877,8,2026-09-07
2026-09-07 18:45:00+00:00,1.16493923,1.16493923,8,2026-09-07
2026-09-07 18:50:00+00:00,1.16711455,1.16711455,8,2026-09-07
2026-09-07 18:55:00+00:00,1.16606983,1.16606983,8,2026-09-07
2026-09-07 19:00:00+00:00,1.16464553,1.16464553,8,2026-09-07
2026-09-07 19:05:00+00:00,1.16451218,1.16451218,8,2026-09-07
2026-09-07 19:10:00+00:00,1.16427801,1.16427801,8,2026-09-07
2026-09-07 19:15:00+00:00,1.16414045,1.16414045,8,2026-09-07
2026-09-07 19:20:00+00:00,1.16503616,1.16503616,8,2026-09-07
2026-09-07 19:25:00+00:00,1.16527078,1.16527078,8,2026-09-07
2026-09-07 19:30:00+00:00,1.16648179,1.16648179,8,2026-09-07
2026-09-07 19:35:00+00:00,1.16609851,1.16609851,8,2026-09-07
2026-09-07 19:40:00+00:00,1.16557691,1.16557691,8,2026-09-07
2026-09-07 19:45:00+00:00,1.16544958,1.16544958,8,2026-09-07
2026-09-07 19:50:00+00:00,1.16432191,1.16432191,8,2026-09-07
2026-09-07 19:55:00+00:00,1.16354209,1.16354209,8,2026-09-07
2026-09-07 20:00:00+00:00,1.16337163,1.16337163,8,2026-09-07
2026-09-07 20:05:00+00:00,1.16017544,1.16017544,8,2026-09-07
2026-09-07 20:10:00+00:00,1.15927794,1.15927794,8,2026-09-07
2026-09-07 20:15:00+00:00,1.15924590,1.1592459,8,2026-09-07
2026-09-07 20:20:00+00:00,1.15766696,1.15766696,8,2026-09-07
2026-09-07 20:25:00+00:00,1.15752650,1.1575265,8,2026-09-07
2026-09-07 20:30:00+00:00,1.15726363,1.15726363,8,2026-09-07
2026-09-07 20:35:00+00:00,1.15703468,1.15703468,8,2026-09-07
2026-09-07 20:40:00+00:00,1.15713985,1.15713985,8,2026-09-07
2026-09-07 20:45:00+00:00,1.15530920,1.1553092,8,2026-09-07
2026-09-07 20:50:00+00:00,1.15677977,1.15677977,8,2026-09-07
2026-09-07 20:55:00+00:00,1.15612274,1.15612274,8,2026-09-07
2026-09-07 21:00:00+00:00,1.15724386,1.15724386,8,2026-09-07
2026-09-07 21:05:00+00:00,1.15690242,1.15690242,8,2026-09-07
2026-09-07 21:10:00+00:00,1.15573824,1.15573824,8,2026-09-07
2026-09-07 21:15:00+00:00,1.15582812,1.15582812,8,2026-09-07
2026-09-07 21:20:00+00:00,1.15588849,1.15588849,8,2026-09-07
2026-09-07 21:25:00+00:00,1.15568626,1.15568626,8,2026-09-07
2026-09-07 21:30:00+00:00,1.15551646,1.15551646,8,2026-09-07
2026-09-07 21:35:00+00:00,1.15406512,1.15406512,8,2026-09-07
2026-09-07 21:40:00+00:00,1.15435969,1.15435969,8,2026-09-07
2026-09-07 21:45:00+00:00,1.15384515,1.15384515,8,2026-09-07
2026-09-07 21:50:00+00:00,1.15301735,1.15301735,8,2026-09-07
2026-09-07 21:55:00+00:00,1.15363033,1.15363033,8,2026-09-07
2026-09-07 22:00:00+00:00,1.15128672,1.15128672,8,2026-09-07
2026-09-07 22:05:00+00:00,1.15173480,1.1517348,8,2026-09-07
2026-09-07 22:10:00+00:00,1.15360300,1.153603,8,2026-09-07
2026-09-07 22:15:00+00:00,1.15137488,1.15137488,8,2026-09-07
2026-09-07 22:20:00+00:00,1.15056822,1.15056822,8,2026-09-07
2026-09-07 22:25:00+00:00,1.15187035,1.15187035,8,2026-09-07
2026-09-07 22:30:00+00:00,1.15174791,1.15174791,8,2026-09-07
2026-09-07 22:35:00+00:00,1.14818991,1.14818991,8,2026-09-07
2026-09-07 22:40:00+00:00,1.14845401,1.14845401,8,2026-09-07
2026-09-07 22:45:00+00:00,1.15193984,1.15193984,8,2026-09-07
2026-09-07 22:50:00+00:00,1.15267186,1.15267186,8,2026-09-07
2026-09-07 22:55:00+00:00,1.15251742,1.15251742,8,2026-09-07
2026-09-07 23:00:00+00:00,1.15478634,1.15478634,8,2026-09-07
2026-09-07 23:05:00+00:00,1.15561117,1.15561117,8,2026-09-07
2026-09-07 23:10:00+00:00,1.15587751,1.15587751,8,2026-09-07
2026-09-07 23:15:00+00:00,1.15550699,1.15550699,8,2026-09-07
2026-09-07 23:20:00+00:00,1.15644180,1.1564418,8,2026-09-07
2026-09-07 23:25:00+00:00,1.15629115,1.15629115,8,2026-09-07
2026-09-07 23:30:00+00:00,1.15606982,1.15606982,8,2026-09-07
2026-09-07 23:35:00+00:00,1.15670708,1.15670708,8,2026-09-07
2026-09-07 23:40:00+00:00,1.15782610,1.1578261,8,2026-09-07
2026-09-07 23:45:00+00:00,1.16073785,1.16073785,8,2026-09-07
2026-09-07 23:50:00+00:00,1.16034985,1.16034985,8,2026-09-07
2026-09-07 23:55:00+00:00,1.16097278,1.16097278,8,2026-09-07
2026-09-08 00:00:00+00:00,1.15703840,1.1570384,8,2026-09-08
2026-09-08 00:05:00+00:00,1.15661160,1.1566116,8,2026-09-08
2026-09-08 00:10:00+00:00,1.15469664,1.15469664,8,2026-09-08
2026-09-08 00:15:00+00:00,1.15705057,1.15705057,8,2026-09-08
2026-09-08 00:20:00+00:00,1.15416858,1.15416858,8,2026-09-08
2026-09-08 00:25:00+00:00,1.15533330,1.1553333,8,2026-09-08
2026-09-08 00:30:00+00:00,1.15616989,1.15616989,8,2026-09-08
2026-09-08 00:35:00+00:00,1.15823768,1.15823768,8,2026-09-08
2026-09-08 00:40:00+00:00,1.15880416,1.15880416,8,2026-09-08
2026-09-08 00:45:00+00:00,1.16054217,1.16054217,8,2026-09-08
2026-09-08 00:50:00+00:00,1.16288894,1.16288894,8,2026-09-08
2026-09-08 00:55:00+00:00,1.16349037,1.16349037,8,2026-09-08
2026-09-08 01:00:00+00:00,1.16502378,1.16502378,8,2026-09-08
2026-09-08 01:05:00+00:00,1.16477273,1.16477273,8,2026-09-08
2026-09-08 01:10:00+00:00,1.16504765,1.16504765,8,2026-09-08
2026-09-08 01:15:00+00:00,1.16342346,1.16342346,8,2026-09-08
2026-09-08 01:20:00+00:00,1.16789347,1.16789347,8,2026-09-08
2026-09-08 01:25:00+00:00,1.16795270,1.1679527,8,2026-09-08
2026-09-08 01:30:00+00:00,1.16774031,1.16774031,8,2026-09-08
2026-09-08 01:35:00+00:00,1.16592314,1.16592314,8,2026-09-08
2026-09-08 01:40:00+00:00,1.16424897,1.16424897,8,2026-09-08
2026-09-08 01:45:00+00:00,1.16346408,1.16346408,8,2026-09-08
2026-09-08 01:50:00+00:00,1.16352201,1.16352201,8,2026-09-08
2026-09-08 01:55:00+00:00,1.16565026,1.16565026,8,2026-09-08
2026-09-08 02:00:00+00:00,1.16688505,1.16688505,8,2026-09-08
2026-09-08 02:05:00+00:00,1.16603833,1.16603833,8,2026-09-08
2026-09-08 02:10:00+00:00,1.16381896,1.16381896,8,2026-09-08
2026-09-08 02:15:00+00:00,1.16360418,1.16360418,8,2026-09-08
2026-09-08 02:20:00+00:00,1.16739528,1.16739528,8,2026-09-08
2026-09-08 02:25:00+00:00,1.16686528,1.16686528,8,2026-09-08
2026-09-08 02:30:00+00:00,1.16360656,1.16360656,8,2026-09-08
2026-09-08 02:35:00+00:00,1.16249240,1.1624924,8,2026-09-08
2026-09-08 02:40:00+00:00,1.16111992,1.16111992,8,2026-09-08
2026-09-08 02:45:00+00:00,1.15997942,1.15997942,8,2026-09-08
2026-09-08 02:50:00+00:00,1.16093502,1.16093502,8,2026-09-08
2026-09-08 02:55:00+00:00,1.16088341,1.16088341,8,2026-09-08
2026-09-08 03:00:00+00:00,1.16242817,1.16242817,8,2026-09-08
2026-09-08 03:05:00+00:00,1.16650800,1.166508,8,2026-09-08
2026-09-08 03:10:00+00:00,1.16847646,1.16847646,8,2026-09-08
2026-09-08 03:15:00+00:00,1.16955274,1.16955274,8,2026-09-08
2026-09-08 03:20:00+00:00,1.17015721,1.17015721,8,2026-09-08
2026-09-08 03:25:00+00:00,1.16998649,1.16998649,8,2026-09-08
2026-09-08 03:30:00+00:00,1.17576377,1.17576377,8,2026-09-08
2026-09-08 03:35:00+00:00,1.17890847,1.17890847,8,2026-09-08
2026-09-08 03:40:00+00:00,1.18100215,1.18100215,8,2026-09-08
2026-09-08 03:45:00+00:00,1.18199585,1.18199585,8,2026-09-08
2026-09-08 03:50:00+00:00,1.18343597,1.18343597,8,2026-09-08
2026-09-08 03:55:00+00:00,1.18435123,1.18435123,8,2026-09-08
2026-09-08 04:00:00+00:00,1.18486456,1.18486456,8,2026-09-08
2026-09-08 04:05:00+00:00,1.18527926,1.18527926,8,2026-09-08
2026-09-08 04:10:00+00:00,1.18486178,1.18486178,8,2026-09-08
2026-09-08 04:15:00+00:00,1.18786162,1.18786162,8,2026-09-08
2026-09-08 04:20:00+00:00,1.19115844,1.19115844,8,2026-09-08
2026-09-08 04:25:00+00:00,1.19293964,1.19293964,8,2026-09-08
2026-09-08 04:30:00+00:00,1.20606004,1.20606004,8,2026-09-08
2026-09-08 04:35:00+00:00,1.20628507,1.20628507,8,2026-09-08
2026-09-08 04:40:00+00:00,1.20061947,1.20061947,8,2026-09-08
2026-09-08 04:45:00+00:00,1.20169055,1.20169055,8,2026-09-08
2026-09-08 04:50:00+00:00,1.20145557,1.20145557,8,2026-09-08
2026-09-08 04:55:00+00:00,1.19965572,1.19965572,8,2026-09-08
2026-09-08 05:00:00+00:00,1.19909344,1.19909344,8,2026-09-08
2026-09-08 05:05:00+00:00,1.20039683,1.20039683,8,2026-09-08
2026-09-08 05:10:00+00:00,1.20259869,1.20259869,8,2026-09-08
2026-09-08 05:15:00+00:00,1.20561940,1.2056194,8,2026-09-08
2026-09-08 05:20:00+00:00,1.20868654,1.20868654,8,2026-09-08
2026-09-08 05:25:00+00:00,1.21241426,1.21241426,8,2026-09-08
2026-09-08 05:30:00+00:00,1.21207355,1.21207355,8,2026-09-08
2026-09-08 05:35:00+00:00,1.21399847,1.21399847,8,2026-09-08
2026-09-08 05:40:00+00:00,1.21294978,1.21294978,8,2026-09-08
2026-09-08 05:45:00+00:00,1.21349612,1.21349612,8,2026-09-08
2026-09-08 05:50:00+00:00,1.21445935,1.21445935,8,2026-09-08
2026-09-08 05:55:00+00:00,1.21201594,1.21201594,8,2026-09-08
2026-09-08 06:00:00+00:00,1.20663540,1.2066354,8,2026-09-08
2026-09-08 06:05:00+00:00,1.20235624,1.20235624,8,2026-09-08
2026-09-08 06:10:00+00:00,1.20382775,1.20382775,8,2026-09-08
2026-09-08 06:15:00+00:00,1.20455097,1.20455097,8,2026-09-08
2026-09-08 06:20:00+00:00,1.19924559,1.19924559,8,2026-09-08
2026-09-08 06:25:00+00:00,1.20049302,1.20049302,8,2026-09-08
2026-09-08 06:30:00+00:00,1.19986542,1.19986542,8,2026-09-08
2026-09-08 06:35:00+00:00,1.20502284,1.20502284,8,2026-09-08
2026-09-08 06:40:00+00:00,1.20701550,1.2070155,8,2026-09-08
2026-09-08 06:45:00+00:00,1.20742879,1.20742879,8,2026-09-08
2026-09-08 06:50:00+00:00,1.20491759,1.20491759,8,2026-09-08
2026-09-08 06:55:00+00:00,1.21952022,1.21952022,8,2026-09-08
2026-09-08 07:00:00+00:00,1.22015559,1.22015559,8,2026-09-08
2026-09-08 07:05:00+00:00,1.22428125,1.22428125,8,2026-09-08
2026-09-08 07:10:00+00:00,1.23355819,1.23355819,8,2026-09-08
2026-09-08 07:15:00+00:00,1.23618864,1.23618864,8,2026-09-08
2026-09-08 07:20:00+00:00,1.24131139,1.24131139,8,2026-09-08
2026-09-08 07:25:00+00:00,1.24526089,1.24526089,8,2026-09-08
2026-09-08 07:30:00+00:00,1.24766691,1.24766691,8,2026-09-08
2026-09-08 07:35:00+00:00,1.25298570,1.2529857,8,2026-09-08
2026-09-08 07:40:00+00:00,1.25641203,1.25641203,8,2026-09-08
2026-09-08 07:45:00+00:00,1.25086704,1.25086704,8,2026-09-08
2026-09-08 07:50:00+00:00,1.25128432,1.25128432,8,2026-09-08
2026-09-08 07:55:00+00:00,1.25553292,1.25553292,8,2026-09-08
2026-09-08 08:00:00+00:00,1.25528588,1.25528588,8,2026-09-08
2026-09-08 08:05:00+00:00,1.25726939,1.25726939,8,2026-09-08
2026-09-08 08:10:00+00:00,1.25798329,1.25798329,8,2026-09-08
2026-09-08 08:15:00+00:00,1.25764446,1.25764446,8,2026-09-08
2026-09-08 08:20:00+00:00,1.25777968,1.25777968,8,2026-09-08
2026-09-08 08:25:00+00:00,1.26286561,1.26286561,8,2026-09-08
2026-09-08 08:30:00+00:00,1.26501968,1.26501968,8,2026-09-08
2026-09-08 08:35:00+00:00,1.26988250,1.2698825,8,2026-09-08
2026-09-08 08:40:00+00:00,1.27051798,1.27051798,8,2026-09-08
2026-09-08 08:45:00+00:00,1.27083304,1.27083304,8,2026-09-08
2026-09-08 08:50:00+00:00,1.27134569,1.27134569,8,2026-09-08
2026-09-08 08:55:00+00:00,1.27172571,1.27172571,8,2026-09-08
2026-09-08 09:00:00+00:00,1.27237791,1.27237791,8,2026-09-08
2026-09-08 09:05:00+00:00,1.27257217,1.27257217,8,2026-09-08
2026-09-08 09:10:00+00:00,1.27231759,1.27231759,8,2026-09-08
2026-09-08 09:15:00+00:00,1.27573953,1.27573953,8,2026-09-08
2026-09-08 09:20:00+00:00,1.27401439,1.27401439,8,2026-09-08
2026-09-08 09:25:00+00:00,1.27381233,1.27381233,8,2026-09-08
2026-09-08 09:30:00+00:00,1.27940154,1.27940154,8,2026-09-08
2026-09-08 09:35:00+00:00,1.28751485,1.28751485,8,2026-09-08
2026-09-08 09:40:00+00:00,1.28890103,1.28890103,8,2026-09-08
2026-09-08 09:45:00+00:00,1.28877215,1.28877215,8,2026-09-08
2026-09-08 09:50:00+00:00,1.28689213,1.28689213,8,2026-09-08
2026-09-08 09:55:00+00:00,1.28553639,1.28553639,8,2026-09-08
2026-09-08 10:00:00+00:00,1.28261963,1.28261963,8,2026-09-08
2026-09-08 10:05:00+00:00,1.28317645,1.28317645,8,2026-09-08
2026-09-08 10:10:00+00:00,1.28145968,1.28145968,8,2026-09-08
2026-09-08 10:15:00+00:00,1.28300807,1.28300807,8,2026-09-08
2026-09-08 10:20:00+00:00,1.28318311,1.28318311,8,2026-09-08
2026-09-08 10:25:00+00:00,1.28336836,1.28336836,8,2026-09-08
2026-09-08 10:30:00+00:00,1.28093819,1.28093819,8,2026-09-08
2026-09-08 10:35:00+00:00,1.28043868,1.28043868,8,2026-09-08
2026-09-08 10:40:00+00:00,1.27812238,1.27812238,8,2026-09-08
2026-09-08 10:45:00+00:00,1.27587938,1.27587938,8,2026-09-08
2026-09-08 10:50:00+00:00,1.27279310,1.2727931,8,2026-09-08
2026-09-08 10:55:00+00:00,1.27215155,1.27215155,8,2026-09-08
2026-09-08 11:00:00+00:00,1.26946549,1.26946549,8,2026-09-08
2026-09-08 11:05:00+00:00,1.26752185,1.26752185,8,2026-09-08
2026-09-08 11:10:00+00:00,1.26820547,1.26820547,8,2026-09-08
2026-09-08 11:15:00+00:00,1.27176304,1.27176304,8,2026-09-08
2026-09-08 11:20:00+00:00,1.27443143,1.27443143,8,2026-09-08
2026-09-08 11:25:00+00:00,1.27486911,1.27486911,8,2026-09-08
2026-09-08 11:30:00+00:00,1.27537543,1.27537543,8,2026-09-08
2026-09-08 11:35:00+00:00,1.27715523,1.27715523,8,2026-09-08
2026-09-08 11:40:00+00:00,1.27855114,1.27855114,8,2026-09-08
2026-09-08 11:45:00+00:00,1.27642096,1.27642096,8,2026-09-08
2026-09-08 11:50:00+00:00,1.27718479,1.27718479,8,2026-09-08
2026-09-08 11:55:00+00:00,1.27557733,1.27557733,8,2026-09-08
2026-09-08 12:00:00+00:00,1.27270203,1.27270203,8,2026-09-08
2026-09-08 12:05:00+00:00,1.27516527,1.27516527,8,2026-09-08
2026-09-08 12:10:00+00:00,1.27613744,1.27613744,8,2026-09-08
2026-09-08 12:15:00+00:00,1.27443061,1.27443061,8,2026-09-08
2026-09-08 12:20:00+00:00,1.27685985,1.27685985,8,2026-09-08
2026-09-08 12:25:00+00:00,1.27846923,1.27846923,8,2026-09-08
2026-09-08 12:30:00+00:00,1.28286975,1.28286975,8,2026-09-08
2026-09-08 12:35:00+00:00,1.28407209,1.28407209,8,2026-09-08
2026-09-08 12:40:00+00:00,1.28438083,1.28438083,8,2026-09-08
2026-09-08 12:45:00+00:00,1.28435215,1.28435215,8,2026-09-08
2026-09-08 12:50:00+00:00,1.28714966,1.28714966,8,2026-09-08
2026-09-08 12:55:00+00:00,1.28850383,1.28850383,8,2026-09-08
2026-09-08 13:00:00+00:00,1.29144441,1.29144441,8,2026-09-08
