date,url,status,rows,first,last
2026-09-04,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-04.zip,200,288,2026-09-04T00:00:00+00:00,2026-09-04T23:55:00+00:00
2026-09-05,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-05.zip,200,288,2026-09-05T00:00:00+00:00,2026-09-05T23:55:00+00:00
2026-09-06,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-06.zip,200,288,2026-09-06T00:00:00+00:00,2026-09-06T23:55:00+00:00
2026-09-07,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-07.zip,200,288,2026-09-07T00:00:00+00:00,2026-09-07T23:55:00+00:00
2026-09-08,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-08.zip,200,288,2026-09-08T00:00:00+00:00,2026-09-08T23:55:00+00:00
2026-09-09,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-09.zip,200,288,2026-09-09T00:00:00+00:00,2026-09-09T23:55:00+00:00
2026-09-10,https://data.binance.vision/data/futures/um/daily/metrics/BTCUSDT/BTCUSDT-metrics-2026-09-10.zip,404,0,,
