flow_id,signal_time,side,origin,entry,extension050,atr14,reaccept_time,state,class_time,class_price,residual_atr,class_delay_h,post_class_mae_atr,post_class_mfe_atr
127,2021-03-07 16:15:00+00:00,1,50794.91,50944.5825,51094.255,299.34499999999906,2021-03-07 23:15:00+00:00,EXTENSION050_FIRST,2021-03-07 23:30:00+00:00,51094.255,-2.1248559354590757,0.25,3.237919457482171,2.5926773455377763
131,2021-03-09 16:30:00+00:00,-1,54295.6,54126.57928571429,53957.55857142858,338.0414285714272,2021-03-09 21:15:00+00:00,EXTENSION050_FIRST,2021-03-09 21:30:00+00:00,53957.55857142858,0.8601270343026542,0.25,5.71658165313635,2.1545245933508044
133,2021-03-10 20:30:00+00:00,1,56125.11,56355.15678571429,56585.203571428574,460.0935714285718,2021-03-11 02:45:00+00:00,SECOND_FAIL_FIRST,2021-03-11 03:30:00+00:00,55834.98,-2.076055957561427,0.75,3.213563700551595,0.9250509601307655
139,2021-03-14 10:45:00+00:00,-1,60413.43,60274.51392857143,60135.597857142864,277.83214285714195,2021-03-14 13:15:00+00:00,EXTENSION050_FIRST,2021-03-14 13:30:00+00:00,60135.597857142864,-0.49930199375262685,0.25,1.6692170246680118,2.8490506857943827
145,2021-03-17 12:45:00+00:00,1,55185.76,55431.70892857143,55677.65785714286,491.8978571428576,2021-03-17 16:15:00+00:00,EXTENSION050_FIRST,2021-03-17 17:30:00+00:00,55677.65785714286,6.696008317638525,1.25,0.5168509141706373,8.004389703437253
151,2021-03-20 16:30:00+00:00,-1,59308.89,59111.93464285714,58914.97928571428,393.9107142857143,2021-03-20 20:00:00+00:00,EXTENSION050_FIRST,2021-03-20 20:15:00+00:00,58914.97928571428,4.485811686839827,0.25,0.0,4.664557776871115
152,2021-03-21 05:00:00+00:00,-1,57148.01,56997.63321428571,56847.256428571425,300.7535714285711,2021-03-21 09:30:00+00:00,EXTENSION050_FIRST,2021-03-21 09:45:00+00:00,56847.256428571425,-0.9403498355321864,0.25,2.5716854092695773,4.047354858628913
153,2021-03-21 17:15:00+00:00,1,57192.15,57331.75607142857,57471.36214285714,279.21214285714296,2021-03-22 03:15:00+00:00,EXTENSION050_FIRST,2021-03-22 03:30:00+00:00,57471.36214285714,-0.1471001312366122,0.25,0.43465925806542177,1.4886095314110892
154,2021-03-22 05:15:00+00:00,1,57430.29,57559.50785714286,57688.72571428572,258.4357142857147,2021-03-22 10:00:00+00:00,EXTENSION050_FIRST,2021-03-22 10:15:00+00:00,57688.72571428572,-3.0800530665266335,0.25,5.59414057101795,2.3652856471628505
161,2021-03-25 20:15:00+00:00,-1,52248.29,52028.72535714286,51809.16071428572,439.129285714285,2021-03-25 22:45:00+00:00,EXTENSION050_FIRST,2021-03-25 23:00:00+00:00,51809.16071428572,-4.180384559704999,0.25,4.6474679601353985,1.2733396119919218
164,2021-03-27 13:00:00+00:00,1,54276.77,54409.97785714285,54543.185714285704,266.41571428571376,2021-03-27 13:45:00+00:00,EXTENSION050_FIRST,2021-03-27 14:00:00+00:00,54543.185714285704,5.13143261605122,0.25,0.5334734652074086,7.9408765034238185
169,2021-03-30 17:30:00+00:00,-1,58857.37,58758.319285714286,58659.26857142857,198.10142857142844,2021-03-30 20:00:00+00:00,EXTENSION050_FIRST,2021-03-30 20:15:00+00:00,58659.26857142857,0.27071269407445475,0.25,2.477172588356628,1.3065961880998782
173,2021-04-01 19:00:00+00:00,-1,58931.24,58788.08892857143,58644.93785714286,286.30214285714254,2021-04-01 21:15:00+00:00,EXTENSION050_FIRST,2021-04-01 21:30:00+00:00,58644.93785714286,-3.746364355338878,0.25,6.122595260252021,0.43638463860608057
176,2021-04-03 08:45:00+00:00,-1,59113.87,58995.82607142857,58877.78214285714,236.08785714285736,2021-04-03 15:45:00+00:00,EXTENSION050_FIRST,2021-04-03 16:00:00+00:00,58877.78214285714,3.230924928068533,0.25,1.373970949071646,4.5651739818408865
184,2021-04-07 18:30:00+00:00,-1,56220.26,56038.30464285715,55856.34928571429,363.9107142857128,2021-04-07 23:45:00+00:00,EXTENSION050_FIRST,2021-04-08 00:00:00+00:00,55856.34928571429,-3.5036635752490355,0.25,4.088724667549926,0.0
189,2021-04-11 06:45:00+00:00,-1,59802.99,59658.555714285714,59514.12142857143,288.8685714285712,2021-04-11 09:30:00+00:00,SECOND_FAIL_FIRST,2021-04-11 11:45:00+00:00,59821.66,-0.44958161892702964,2.25,0.9002017724323254,1.791956796961569
197,2021-04-15 19:30:00+00:00,1,63393.43,63503.51357142857,63613.59714285714,220.1671428571421,2021-04-16 00:30:00+00:00,SECOND_FAIL_FIRST,2021-04-16 01:30:00+00:00,62974.28,-6.034460831705787,1.0,8.463024844760822,1.4661588273844082
198,2021-04-16 07:30:00+00:00,-1,61645.69,61408.47071428572,61171.251428571435,474.43857142857087,2021-04-16 18:15:00+00:00,SECOND_FAIL_FIRST,2021-04-16 19:00:00+00:00,61723.05,-0.1259804821939851,0.75,0.23349703559394797,0.5604097474609192
199,2021-04-16 21:15:00+00:00,1,61828.39,61961.56357142857,62094.737142857135,266.3471428571419,2021-04-17 01:30:00+00:00,EXTENSION050_FIRST,2021-04-17 02:00:00+00:00,62094.737142857135,-0.9585878794054827,0.5,1.3130876460902015,1.9345537241945625
203,2021-04-19 00:45:00+00:00,1,56753.21,56965.58321428571,57177.95642857142,424.7464285714278,2021-04-19 02:30:00+00:00,EXTENSION050_FIRST,2021-04-19 03:45:00+00:00,57177.95642857142,-1.4180847396345657,1.25,2.2553607614627107,0.8351890623817666
205,2021-04-20 00:45:00+00:00,1,54641.36,54874.26285714286,55107.165714285715,465.8057142857132,2021-04-20 04:00:00+00:00,EXTENSION050_FIRST,2021-04-20 04:45:00+00:00,55107.165714285715,1.5662845330977995,0.75,3.8134906030718003,2.8828205505667657
207,2021-04-21 01:00:00+00:00,-1,55736.92,55555.045,55373.17,363.7500000000005,2021-04-21 03:45:00+00:00,EXTENSION050_FIRST,2021-04-21 04:00:00+00:00,55373.17,0.10083848797250924,0.25,1.2253195876288618,3.066089347079036
208,2021-04-21 13:00:00+00:00,1,55336.49,55530.86928571428,55725.248571428565,388.7585714285727,2021-04-21 19:15:00+00:00,EXTENSION050_FIRST,2021-04-21 19:30:00+00:00,55725.248571428565,-3.1717334666024573,0.25,6.4956730398226945,0.0
210,2021-04-22 14:45:00+00:00,-1,54769.08,54569.4025,54369.725,399.3550000000006,2021-04-22 17:15:00+00:00,EXTENSION050_FIRST,2021-04-22 17:30:00+00:00,54369.725,10.854465325337081,0.25,0.0,14.584880619999725
215,2021-04-25 06:00:00+00:00,-1,49858.03,49744.48285714286,49630.93571428572,227.09428571428413,2021-04-25 09:15:00+00:00,EXTENSION050_FIRST,2021-04-25 09:30:00+00:00,49630.93571428572,-0.980580753117017,0.25,4.169916837562765,1.827548029138324
236,2021-05-07 14:30:00+00:00,1,57101.01,57286.465,57471.92,370.90999999999934,2021-05-07 23:00:00+00:00,EXTENSION050_FIRST,2021-05-08 00:00:00+00:00,57471.92,1.4701410045563663,1.0,0.9784583861314036,1.558545199644126
239,2021-05-09 04:15:00+00:00,-1,58440.98,58240.97178571429,58040.963571428576,400.0164285714288,2021-05-09 07:00:00+00:00,EXTENSION050_FIRST,2021-05-09 07:15:00+00:00,58040.963571428576,0.8335496934947453,0.25,0.9901004065904238,4.312231819050298
249,2021-05-14 11:30:00+00:00,-1,50771.54,50622.39964285714,50473.25928571428,298.2807142857143,2021-05-14 18:15:00+00:00,EXTENSION050_FIRST,2021-05-14 18:30:00+00:00,50473.25928571428,1.755089285500459,0.25,0.5689630812777237,4.722227144612085
252,2021-05-16 02:30:00+00:00,1,48048.21,48300.73321428571,48553.256428571425,505.0464285714287,2021-05-16 03:45:00+00:00,EXTENSION050_FIRST,2021-05-16 04:00:00+00:00,48553.256428571425,-0.4151824796871513,0.25,0.9301450361706463,2.5267648660307094
268,2021-05-24 22:00:00+00:00,-1,38773.42,38484.18142857143,38194.94285714286,578.4771428571429,2021-05-25 02:00:00+00:00,EXTENSION050_FIRST,2021-05-25 02:15:00+00:00,38194.94285714286,1.5562462030849444,0.25,1.7318007378980262,1.6646169499227048
269,2021-05-25 10:00:00+00:00,1,37294.69,37493.84,37692.99,398.3000000000003,2021-05-25 13:15:00+00:00,EXTENSION050_FIRST,2021-05-25 13:30:00+00:00,37692.99,1.12231985940247,0.25,1.5279688676876626,2.1767762992719093
275,2021-05-28 12:15:00+00:00,-1,36712.71,36449.89964285714,36187.08928571428,525.6207142857145,2021-05-28 16:00:00+00:00,EXTENSION050_FIRST,2021-05-28 16:15:00+00:00,36187.08928571428,0.5081407152631725,0.25,0.7792704951560773,2.8490492193583306
277,2021-05-29 13:15:00+00:00,1,34292.55,34506.63607142858,34720.72214285715,428.1721428571436,2021-05-29 21:45:00+00:00,EXTENSION050_FIRST,2021-05-29 23:15:00+00:00,34720.72214285715,-2.25792863684667,1.5,3.1873211875731005,0.8992127665608224
281,2021-05-31 17:00:00+00:00,-1,37008.62,36850.728571428575,36692.83714285715,315.7828571428566,2021-06-01 02:15:00+00:00,EXTENSION050_FIRST,2021-06-01 03:30:00+00:00,36692.83714285715,-0.5249900474105097,1.25,0.8143661105280148,0.7421465021171951
287,2021-06-04 10:00:00+00:00,-1,36982.29,36835.52821428572,36688.766428571435,293.523571428571,2021-06-04 19:45:00+00:00,SECOND_FAIL_FIRST,2021-06-04 20:30:00+00:00,37065.87,-0.34348178413512614,0.75,0.6238681244874319,0.4356379263773022
288,2021-06-04 22:15:00+00:00,1,37101.2,37188.358571428565,37275.517142857134,174.317142857143,2021-06-05 00:15:00+00:00,EXTENSION050_FIRST,2021-06-05 00:30:00+00:00,37275.517142857134,-3.7687466194620227,0.25,10.800240940158279,3.585263313173071
290,2021-06-06 04:15:00+00:00,1,35969.14,36075.60035714286,36182.06071428572,212.9207142857132,2021-06-06 07:30:00+00:00,EXTENSION050_FIRST,2021-06-06 07:45:00+00:00,36182.06071428572,0.030618372365287177,0.25,3.485150408099634,1.4778707030450648
292,2021-06-07 05:45:00+00:00,-1,36296.24,36203.563214285714,36110.88642857143,185.3535714285707,2021-06-07 14:00:00+00:00,EXTENSION050_FIRST,2021-06-07 14:15:00+00:00,36110.88642857143,1.996219580338764,0.25,0.35043064413570074,2.8479970712345315
294,2021-06-08 07:00:00+00:00,1,32879.76,33015.8475,33151.935000000005,272.174999999999,2021-06-08 10:00:00+00:00,EXTENSION050_FIRST,2021-06-08 10:15:00+00:00,33151.935000000005,-1.6021126113713808,0.25,8.0203361807661,0.3603012767520728
298,2021-06-10 23:30:00+00:00,-1,36862.73,36714.68321428572,36566.63642857143,296.0935714285718,2021-06-11 06:15:00+00:00,EXTENSION050_FIRST,2021-06-11 06:45:00+00:00,36566.63642857143,-2.665351927841342,0.5,3.758621188765128,0.664102322866086
301,2021-06-13 20:00:00+00:00,-1,38953.47,38784.56142857143,38615.652857142864,337.81714285714304,2021-06-13 22:00:00+00:00,SECOND_FAIL_FIRST,2021-06-14 00:30:00+00:00,39071.92,-0.19987144355358277,2.5,2.2222673297472872,1.041747014445679
303,2021-06-14 22:00:00+00:00,-1,40216.86,40064.69321428571,39912.52642857142,304.3335714285718,2021-06-15 01:30:00+00:00,EXTENSION050_FIRST,2021-06-15 01:45:00+00:00,39912.52642857142,-0.30139156517639015,0.25,2.2488927797740996,1.2667890261390582
308,2021-06-18 02:30:00+00:00,1,37568.01,37692.37821428572,37816.74642857144,248.7364285714284,2021-06-18 10:30:00+00:00,EXTENSION050_FIRST,2021-06-18 10:45:00+00:00,37816.74642857144,-4.679597738282953,0.25,5.229416680307078,0.7367379699107414
309,2021-06-18 14:30:00+00:00,-1,36652.76,36500.78785714286,36348.815714285716,303.9442857142858,2021-06-18 15:15:00+00:00,EXTENSION050_FIRST,2021-06-18 15:45:00+00:00,36348.815714285716,2.4998519465503604,0.5,1.1827637583955561,4.108699432696787
311,2021-06-19 23:15:00+00:00,-1,35632.17,35536.13857142857,35440.107142857145,192.06285714285747,2021-06-20 02:00:00+00:00,EXTENSION050_FIRST,2021-06-20 02:15:00+00:00,35440.107142857145,7.758538871202861,0.25,2.480088363928473,9.320423373300402
315,2021-06-22 06:00:00+00:00,1,32593.77,32721.91821428572,32850.06642857144,256.2964285714287,2021-06-22 17:45:00+00:00,NONE,2021-06-22 18:00:00+00:00,,,0.25,0.0,0.0
322,2021-06-26 17:00:00+00:00,-1,31296.89,31105.22928571429,30913.568571428576,383.32142857142907,2021-06-26 21:00:00+00:00,SECOND_FAIL_FIRST,2021-06-26 22:00:00+00:00,31562.0,-3.9262349762414983,1.0,4.586229386005771,0.26390384794558763
323,2021-06-27 05:00:00+00:00,1,33067.01,33203.05285714286,33339.095714285715,272.08571428571514,2021-06-27 07:30:00+00:00,EXTENSION050_FIRST,2021-06-27 07:45:00+00:00,33339.095714285715,-1.3344534285414171,0.25,3.6977160558647397,0.8192428856452744
325,2021-06-28 13:30:00+00:00,-1,34307.11,34181.82357142857,34056.53714285714,250.572857142858,2021-06-28 17:30:00+00:00,EXTENSION050_FIRST,2021-06-28 18:30:00+00:00,34056.53714285714,-2.1010370522403075,1.0,4.475595920205705,0.49429592761726593
328,2021-06-30 06:15:00+00:00,-1,35043.92,34909.574642857144,34775.22928571429,268.69071428571414,2021-06-30 08:45:00+00:00,EXTENSION050_FIRST,2021-06-30 09:00:00+00:00,34775.22928571429,0.6008740798634828,0.25,0.8451007132470398,2.7261429099309837
329,2021-06-30 18:30:00+00:00,-1,34837.9,34724.504642857144,34611.10928571429,226.79071428571427,2021-06-30 20:45:00+00:00,EXTENSION050_FIRST,2021-06-30 21:00:00+00:00,34611.10928571429,2.098760027337996,0.25,2.5569420516712977,2.4344439650149488
330,2021-07-01 07:00:00+00:00,1,33498.14,33599.01571428571,33699.89142857143,201.7514285714273,2021-07-01 11:45:00+00:00,EXTENSION050_FIRST,2021-07-01 12:00:00+00:00,33699.89142857143,-2.690595216178346,0.25,3.221248212085607,0.7142877373854783
333,2021-07-03 09:45:00+00:00,-1,34613.41,34504.896785714285,34396.38357142857,217.02642857142928,2021-07-03 16:00:00+00:00,SECOND_FAIL_FIRST,2021-07-03 17:45:00+00:00,34736.23,0.9355542610017881,1.75,0.7532262364359531,1.0424076067101882
336,2021-07-05 14:00:00+00:00,1,33610.0,33722.65107142857,33835.30214285714,225.30214285714308,2021-07-05 18:00:00+00:00,EXTENSION050_FIRST,2021-07-05 18:15:00+00:00,33835.30214285714,-0.49649835300529416,0.25,1.0279624504237042,1.8835944113143541
339,2021-07-07 07:00:00+00:00,1,34751.04,34827.595714285715,34904.15142857143,153.1114285714284,2021-07-07 11:00:00+00:00,EXTENSION050_FIRST,2021-07-07 11:15:00+00:00,34904.15142857143,-1.743249547481779,0.25,3.250844389706828,1.2109388120696227
342,2021-07-09 02:15:00+00:00,1,32825.01,32929.30464285715,33033.59928571429,208.5892857142857,2021-07-09 09:15:00+00:00,EXTENSION050_FIRST,2021-07-09 09:30:00+00:00,33033.59928571429,2.008016436948848,0.25,2.0063316496875636,3.194798390548725
343,2021-07-09 14:15:00+00:00,1,33452.45,33546.98499999999,33641.51999999999,189.0699999999992,2021-07-09 21:30:00+00:00,EXTENSION050_FIRST,2021-07-09 21:45:00+00:00,33641.51999999999,0.7437985931137279,0.25,0.0,3.2107684984398097
346,2021-07-12 14:45:00+00:00,-1,33405.94,33332.41821428572,33258.89642857143,147.04357142857148,2021-07-12 16:00:00+00:00,EXTENSION050_FIRST,2021-07-12 16:15:00+00:00,33258.89642857143,1.3055751210768771,0.25,0.6875075900728765,4.140925187383742
348,2021-07-13 20:15:00+00:00,-1,32474.51,32392.794285714284,32311.07857142857,163.43142857142837,2021-07-14 01:00:00+00:00,EXTENSION050_FIRST,2021-07-14 01:15:00+00:00,32311.07857142857,2.042132130557143,0.25,1.63904477194456,4.228553696613694
352,2021-07-16 05:15:00+00:00,1,31737.84,31799.13321428572,31860.426428571434,122.58642857142851,2021-07-16 13:15:00+00:00,EXTENSION050_FIRST,2021-07-16 13:30:00+00:00,31860.426428571434,0.8922975626525529,0.25,1.1618449956590873,3.1371627015341486
359,2021-07-20 05:45:00+00:00,1,29708.74,29811.55285714286,29914.365714285716,205.62571428571468,2021-07-20 15:15:00+00:00,EXTENSION050_FIRST,2021-07-20 15:30:00+00:00,29914.365714285716,-1.3586127360391314,0.25,1.6555600327919058,0.17329683613777525
361,2021-07-21 17:00:00+00:00,1,32013.83,32119.441071428573,32225.052142857145,211.22214285714315,2021-07-21 23:30:00+00:00,EXTENSION050_FIRST,2021-07-21 23:45:00+00:00,32225.052142857145,-1.2187270679819167,0.25,2.201720598827915,0.591547152456274
362,2021-07-22 11:30:00+00:00,1,31890.79,31964.6275,32038.464999999997,147.67499999999927,2021-07-22 12:30:00+00:00,EXTENSION050_FIRST,2021-07-22 12:45:00+00:00,32038.464999999997,1.8023023531403677,0.25,0.5463009988149384,3.6906382258337955
370,2021-07-28 04:00:00+00:00,1,39728.99,39926.28785714285,40123.585714285706,394.59571428571456,2021-07-28 09:45:00+00:00,EXTENSION050_FIRST,2021-07-28 10:00:00+00:00,40123.585714285706,-0.8200690037180742,0.25,2.071856547569458,1.9524142250477183
373,2021-07-30 05:30:00+00:00,-1,39719.54,39648.697857142855,39577.85571428571,141.68428571428427,2021-07-30 08:30:00+00:00,EXTENSION050_FIRST,2021-07-30 08:45:00+00:00,39577.85571428571,4.0445255548049746,0.25,0.0,8.877877373234313
375,2021-08-01 07:30:00+00:00,-1,41772.59,41676.19178571428,41579.79357142857,192.79642857142863,2021-08-01 10:45:00+00:00,EXTENSION050_FIRST,2021-08-01 11:00:00+00:00,41579.79357142857,0.8583331789637545,0.25,1.3471537335827828,5.249389622658962
376,2021-08-01 23:00:00+00:00,-1,40249.98,40100.00535714286,39950.03071428571,299.9492857142853,2021-08-02 07:30:00+00:00,EXTENSION050_FIRST,2021-08-02 08:00:00+00:00,39950.03071428571,1.4988224199805205,0.5,0.14325516932624857,2.1671353966980114
387,2021-08-10 11:00:00+00:00,-1,45510.15,45372.3125,45234.475,275.6749999999993,2021-08-10 14:30:00+00:00,EXTENSION050_FIRST,2021-08-10 14:45:00+00:00,45234.475,-0.4517094404643213,0.25,2.631812823070657,2.0474290378162587
394,2021-08-15 09:45:00+00:00,-1,46033.61,45910.72,45787.83,245.7799999999999,2021-08-15 14:45:00+00:00,SECOND_FAIL_FIRST,2021-08-15 16:00:00+00:00,46088.81,-3.117666205549688,1.25,3.707339897469293,1.748352184880785
396,2021-08-16 14:00:00+00:00,-1,46429.41,46297.40071428572,46165.391428571435,264.0185714285721,2021-08-16 19:15:00+00:00,EXTENSION050_FIRST,2021-08-16 19:45:00+00:00,46165.391428571435,-0.5488196176675677,0.5,0.8885684448604481,3.5050239972296455
397,2021-08-17 03:30:00+00:00,-1,46490.01,46364.920000000006,46239.83000000001,250.1799999999997,2021-08-17 14:00:00+00:00,EXTENSION050_FIRST,2021-08-17 14:15:00+00:00,46239.83000000001,2.083979534735033,0.25,0.0,2.1577664081861445
399,2021-08-18 03:30:00+00:00,1,44835.01,44992.00964285714,45149.00928571428,313.9992857142856,2021-08-18 12:45:00+00:00,EXTENSION050_FIRST,2021-08-18 13:00:00+00:00,45149.00928571428,0.6974242434582584,0.25,0.08916990257027509,1.1178073653488907
402,2021-08-19 15:30:00+00:00,1,45641.85,45764.79071428572,45887.73142857144,245.88142857142927,2021-08-19 18:15:00+00:00,EXTENSION050_FIRST,2021-08-19 18:30:00+00:00,45887.73142857144,5.027946106427559,0.25,0.0,6.556691088038898
403,2021-08-20 03:30:00+00:00,1,47124.01,47234.647142857146,47345.28428571429,221.2742857142865,2021-08-20 09:30:00+00:00,EXTENSION050_FIRST,2021-08-20 09:45:00+00:00,47345.28428571429,5.48317537380881,0.25,2.0098778503731607,6.171868140381642
404,2021-08-20 15:30:00+00:00,1,48558.57,48703.95821428571,48849.34642857142,290.7764285714288,2021-08-20 19:30:00+00:00,EXTENSION050_FIRST,2021-08-20 20:30:00+00:00,48849.34642857142,0.07171685659332158,1.0,0.744064536573246,2.2376420765094656
410,2021-08-24 21:30:00+00:00,-1,48251.47,48137.889285714286,48024.30857142857,227.16142857142768,2021-08-24 23:15:00+00:00,EXTENSION050_FIRST,2021-08-24 23:30:00+00:00,48024.30857142857,3.527441152610162,0.25,2.6960185645198904,3.9343764346311407
413,2021-08-26 09:30:00+00:00,-1,46883.42,46736.279285714285,46589.13857142857,294.2814285714293,2021-08-26 12:00:00+00:00,EXTENSION050_FIRST,2021-08-26 12:15:00+00:00,46589.13857142857,-2.004650553163389,0.25,2.8403471895221704,0.23769278193370957
422,2021-08-31 21:45:00+00:00,-1,46952.02,46855.58,46759.14,192.8799999999989,2021-09-01 00:45:00+00:00,EXTENSION050_FIRST,2021-09-01 01:00:00+00:00,46759.14,-4.815999585234389,0.25,5.1216300290336285,1.0791683948569195
423,2021-09-01 09:45:00+00:00,1,47688.05,47782.46035714286,47876.87071428572,188.82071428571467,2021-09-01 12:15:00+00:00,SECOND_FAIL_FIRST,2021-09-01 13:15:00+00:00,47521.0,4.988806464181799,1.0,1.1704224339793203,8.684375579253171
427,2021-09-03 10:00:00+00:00,1,50050.0,50172.15107142857,50294.30214285714,244.3021428571421,2021-09-03 11:45:00+00:00,EXTENSION050_FIRST,2021-09-03 12:00:00+00:00,50294.30214285714,-2.146080819126175,0.25,2.1461217520458993,3.3429827818597326
435,2021-09-08 08:45:00+00:00,1,45988.0,46246.20571428572,46504.41142857144,516.4114285714277,2021-09-08 16:15:00+00:00,EXTENSION050_FIRST,2021-09-08 16:30:00+00:00,46504.41142857144,-0.8766487407604391,0.25,1.2980569202850623,0.08440667463371686
448,2021-09-17 11:45:00+00:00,-1,47416.58,47317.72035714286,47218.86071428572,197.7192857142852,2021-09-17 13:15:00+00:00,EXTENSION050_FIRST,2021-09-17 13:30:00+00:00,47218.86071428572,-0.4261055536889986,0.25,2.635753431090946,2.3713453778264717
450,2021-09-18 21:15:00+00:00,-1,48095.0,48017.05392857143,47939.10785714286,155.89214285714272,2021-09-19 00:30:00+00:00,EXTENSION050_FIRST,2021-09-19 00:45:00+00:00,47939.10785714286,-1.352679737364214,0.25,2.594435713336578,2.2373023473188898
451,2021-09-19 12:00:00+00:00,-1,47404.9,47320.56714285714,47236.23428571428,168.66571428571427,2021-09-19 22:15:00+00:00,EXTENSION050_FIRST,2021-09-19 22:30:00+00:00,47236.23428571428,0.5032100689444478,0.25,0.8461453763149628,2.349228397675839
452,2021-09-20 00:30:00+00:00,-1,47044.16,46920.452142857146,46796.74428571429,247.4157142857148,2021-09-20 02:30:00+00:00,EXTENSION050_FIRST,2021-09-20 02:45:00+00:00,46796.74428571429,14.39679890987405,0.25,0.0,17.49639992840272
453,2021-09-20 12:30:00+00:00,1,43234.75,43517.43571428571,43800.12142857142,565.3714285714294,2021-09-20 19:30:00+00:00,EXTENSION050_FIRST,2021-09-20 19:45:00+00:00,43800.12142857142,-3.334323832625823,0.25,6.492884576510992,0.3028603193854927
455,2021-09-21 13:00:00+00:00,1,42939.89,43072.404285714285,43204.91857142857,265.028571428571,2021-09-21 15:30:00+00:00,EXTENSION050_FIRST,2021-09-21 16:00:00+00:00,43204.91857142857,-5.454199008193186,0.5,13.965809616213896,0.0
456,2021-09-22 02:15:00+00:00,1,41933.62,42188.01892857143,42442.41785714286,508.7978571428565,2021-09-22 06:30:00+00:00,EXTENSION050_FIRST,2021-09-22 07:30:00+00:00,42442.41785714286,0.08740630926960909,1.0,1.1878545647513663,0.5656905563113032
462,2021-09-26 04:15:00+00:00,-1,42049.46,41926.42392857143,41803.38785714286,246.07214285714144,2021-09-26 07:15:00+00:00,EXTENSION050_FIRST,2021-09-26 07:30:00+00:00,41803.38785714286,-6.0820055674729865,0.25,7.931056803899016,4.382364637548241
464,2021-09-27 14:45:00+00:00,-1,43181.27,43036.27071428571,42891.271428571425,289.99857142857167,2021-09-27 17:15:00+00:00,EXTENSION050_FIRST,2021-09-27 20:00:00+00:00,42891.271428571425,1.693806373430397,2.75,1.7493140360297452,3.415883822087783
466,2021-09-28 17:30:00+00:00,1,41350.31,41472.76535714285,41595.22071428571,244.9107142857148,2021-09-29 00:30:00+00:00,EXTENSION050_FIRST,2021-09-29 00:45:00+00:00,41595.22071428571,2.444847247539204,0.25,1.139765220561393,3.465668246445517
468,2021-09-29 18:45:00+00:00,-1,41300.0,41190.34464285714,41080.68928571428,219.3107142857137,2021-09-29 20:00:00+00:00,EXTENSION050_FIRST,2021-09-29 20:15:00+00:00,41080.68928571428,-10.408569055645177,0.25,12.50354194147252,0.88317292816778
472,2021-10-02 15:30:00+00:00,-1,47920.01,47816.90214285714,47713.794285714284,206.21571428571409,2021-10-02 18:15:00+00:00,SECOND_FAIL_FIRST,2021-10-02 19:15:00+00:00,48120.74,1.9907309266994897,1.0,0.7247750275370416,5.089233881303198
484,2021-10-11 15:45:00+00:00,1,57500.0,57641.67571428572,57783.351428571434,283.35142857142847,2021-10-11 19:30:00+00:00,EXTENSION050_FIRST,2021-10-11 19:45:00+00:00,57783.351428571434,-3.6706764946104404,0.25,4.740902261704307,0.0
485,2021-10-12 10:30:00+00:00,-1,57137.58,57009.25642857143,56880.93285714286,256.6471428571432,2021-10-12 12:15:00+00:00,EXTENSION050_FIRST,2021-10-12 12:30:00+00:00,56880.93285714286,2.10383350124966,0.25,2.3302700205395612,12.199367669896976
486,2021-10-12 23:00:00+00:00,-1,56370.27,56155.6475,55941.025,429.245,2021-10-13 04:45:00+00:00,EXTENSION050_FIRST,2021-10-13 05:30:00+00:00,55941.025,2.6382718494100192,0.75,0.0,3.8900511362974606
491,2021-10-15 20:00:00+00:00,1,61464.87,61630.13857142857,61795.40714285714,330.5371428571437,2021-10-15 23:45:00+00:00,EXTENSION050_FIRST,2021-10-16 00:00:00+00:00,61795.40714285714,0.9011781688679908,0.25,1.949575582601468,1.962934790125176
495,2021-10-18 09:45:00+00:00,-1,61295.23,61060.015,60824.8,470.4300000000003,2021-10-18 11:30:00+00:00,EXTENSION050_FIRST,2021-10-18 11:45:00+00:00,60824.8,-2.10324596645622,0.25,3.4079459218162023,1.9709414790723419
499,2021-10-21 00:30:00+00:00,-1,65940.0,65821.48071428572,65702.96142857143,237.03857142857305,2021-10-21 10:45:00+00:00,EXTENSION050_FIRST,2021-10-21 11:00:00+00:00,65702.96142857143,2.5459629837217586,0.25,1.6191819294026715,6.762449751999351
500,2021-10-21 12:30:00+00:00,-1,65099.47,64838.81785714286,64578.165714285715,521.3042857142874,2021-10-21 13:45:00+00:00,EXTENSION050_FIRST,2021-10-21 14:00:00+00:00,64578.165714285715,3.1731097549278737,0.25,0.38556039384730506,4.945606212987738
501,2021-10-22 03:30:00+00:00,-1,63300.0,63144.2625,62988.524999999994,311.47499999999906,2021-10-22 10:15:00+00:00,EXTENSION050_FIRST,2021-10-22 10:30:00+00:00,62988.524999999994,6.176242074002733,0.25,2.531294646440348,7.453904807769489
502,2021-10-22 15:30:00+00:00,-1,61064.78,60808.02107142857,60551.262142857144,513.5178571428577,2021-10-22 17:15:00+00:00,EXTENSION050_FIRST,2021-10-22 17:30:00+00:00,60551.262142857144,-1.2558430990715341,0.25,1.447150954550196,0.7734534200368581
504,2021-10-23 19:15:00+00:00,-1,61095.46,60986.51535714285,60877.570714285706,217.889285714286,2021-10-24 02:15:00+00:00,EXTENSION050_FIRST,2021-10-24 02:30:00+00:00,60877.570714285706,0.26968152239830856,0.25,2.117585929944801,1.2280122604861199
