split,model,n,base_rate,auc,brier,logloss
DISCOVERY_2023,snapshot,1559,0.35856318152661965,0.5129212880143112,0.23373677674808874,0.6614496547951026
DISCOVERY_2023,ordered,1559,0.35856318152661965,0.4955706618962433,0.24320480621526366,0.6833476246889452
DISCOVERY_2023,activity,1559,0.35856318152661965,0.5022898032200358,0.2446329146938136,0.6893509834340529
CONFIRMATION,snapshot,2354,0.33305012744265083,0.502623326400624,0.2234228660754999,0.6391170912406744
CONFIRMATION,ordered,2354,0.33305012744265083,0.49761715195632394,0.2258929586186344,0.6445116126332023
CONFIRMATION,activity,2354,0.33305012744265083,0.4847434355907969,0.2280303938541841,0.6492472671736439
