signal_ts,confirm_ts,exit_ts,side,z,atr,signal_px,confirm_level,entry,exit,gross_R,half_cost_R,full_cost_R,kind,mfe_atr,confirm_lag_s,confirm_atr,stop_atr
1772346600,1772350502,1772353221,BUY,-1.4788457944882332,259.34375,67014.1015625,67104.871875,67075.1015625,67114.003125,0.10000000000000749,0.08200000000000748,0.0640000000000075,be,0.7129473430533799,3902,0.35,1.5
1772363100,1772368424,1772370304,SELL,1.058344056487635,287.8783482142857,66443.5,66342.742578125,66339.796875,66296.61512276786,0.0999999999999846,0.0819999999999846,0.0639999999999846,be,0.592264062433366,5324,0.35,1.5
1772373900,1772374954,1772375031,SELL,3.7582814256364014,253.43526785714286,66950.203125,66861.50078125,66861.296875,66823.28158482142,0.10000000000001422,0.08200000000001421,0.06400000000001421,be,0.525559499379068,1054,0.35,1.5
1772398200,1772405267,1772406168,SELL,1.1722363735267751,316.20675223214283,65183.5,65072.82763671875,65079.3984375,65553.70856584821,-0.9999999999999913,-1.0179999999999914,-1.0359999999999914,stop,0.19163934932519183,7067,0.35,1.5
1772409000,1772409133,1772412267,SELL,1.6327806343015554,442.54408482142856,65797.1015625,65642.2111328125,65636.8984375,66300.71456473214,-1.000000000000003,-1.0180000000000031,-1.0360000000000031,stop,0.01604713009070172,133,0.35,1.5
1772422200,1772422632,1772432276,BUY,-1.0574658815230409,418.19308035714283,66745.203125,66891.570703125,66911.3984375,66284.10881696429,-0.9999999999999934,-1.0179999999999934,-1.0359999999999934,stop,0.24200095542846164,432,0.35,1.5
1772433000,1772442116,1772442300,BUY,-1.2392772033052875,319.4213169642857,66244.1015625,66355.8990234375,66342.0,66190.703125,-0.31577286166098595,-0.33377286166098596,-0.3517728616609859,signal,0.07012192458809614,9116,0.35,1.5
1772443800,1772445070,1772445719,SELL,1.6754766874080154,331.80078125,66373.3984375,66257.2681640625,66255.0,66205.2298828125,0.0999999999999883,0.0819999999999883,0.06399999999998832,be,0.5334526318267975,1270,0.35,1.5
1772455500,1772457717,1772458264,BUY,-1.0825727459261771,245.34151785714286,65955.8984375,66041.76796875,66044.6015625,65676.58928571429,-0.9999999999999887,-1.0179999999999887,-1.0359999999999887,stop,0.23681912057718377,2217,0.35,1.5
1772466300,1772467751,1772470169,BUY,-3.239926753392482,545.8850446428571,69472.6015625,69663.661328125,69660.796875,69742.67963169643,0.10000000000000407,0.08200000000000407,0.06400000000000408,be,0.7633532537470892,1451,0.35,1.5
1772477100,1772484322,1772503368,BUY,-1.2478242520321703,591.7566964285714,69096.203125,69303.31796875,69284.296875,68396.66183035714,-0.9999999999999977,-1.0179999999999976,-1.0359999999999976,stop,0.34507953392403823,7222,0.35,1.5
1772510400,1772512182,1772514450,SELL,1.0174216330074521,288.07254464285717,68349.3984375,68248.573046875,68264.0,68220.78911830357,0.10000000000000768,0.08200000000000768,0.06400000000000769,be,0.880691790029948,1782,0.35,1.5
