signal_ts,confirm_ts,exit_ts,side,z,atr,signal_px,confirm_level,entry,exit,gross_R,half_cost_R,full_cost_R,kind,mfe_atr,confirm_lag_s,confirm_atr,stop_atr
1772346600,1772350502,1772353221,BUY,-1.4788457944882332,259.34375,67014.1015625,67104.871875,67075.1015625,67114.003125,0.12000000000000897,0.09840000000000898,0.07680000000000897,be,0.7129473430533799,3902,0.35,1.25
1772363100,1772368424,1772370304,SELL,1.058344056487635,287.8783482142857,66443.5,66342.742578125,66339.796875,66296.61512276786,0.11999999999998151,0.0983999999999815,0.07679999999998151,be,0.592264062433366,5324,0.35,1.25
1772373900,1772374954,1772375031,SELL,3.7582814256364014,253.43526785714286,66950.203125,66861.50078125,66861.296875,66823.28158482142,0.12000000000001707,0.09840000000001706,0.07680000000001706,be,0.525559499379068,1054,0.35,1.25
1772398200,1772405267,1772406142,SELL,1.1722363735267751,316.20675223214283,65183.5,65072.82763671875,65079.3984375,65474.65687779018,-0.9999999999999974,-1.0215999999999974,-1.0431999999999975,stop,0.19163934932519183,7067,0.35,1.25
1772409000,1772409133,1772410235,SELL,1.6327806343015554,442.54408482142856,65797.1015625,65642.2111328125,65636.8984375,66190.07854352679,-1.0000000000000075,-1.0216000000000076,-1.0432000000000075,stop,0.01604713009070172,133,0.35,1.25
1772422200,1772422632,1772432229,BUY,-1.0574658815230409,418.19308035714283,66745.203125,66891.570703125,66911.3984375,66388.65708705357,-1.000000000000012,-1.021600000000012,-1.043200000000012,stop,0.24200095542846164,432,0.35,1.25
1772433000,1772442116,1772442300,BUY,-1.2392772033052875,319.4213169642857,66244.1015625,66355.8990234375,66342.0,66190.703125,-0.3789274339931831,-0.40052743399318314,-0.42212743399318314,signal,0.07012192458809614,9116,0.35,1.25
1772443800,1772445070,1772445719,SELL,1.6754766874080154,331.80078125,66373.3984375,66257.2681640625,66255.0,66205.2298828125,0.11999999999998597,0.09839999999998597,0.07679999999998596,be,0.5334526318267975,1270,0.35,1.25
1772455500,1772457717,1772458084,BUY,-1.0825727459261771,245.34151785714286,65955.8984375,66041.76796875,66044.6015625,65737.92466517857,-1.0000000000000204,-1.0216000000000205,-1.0432000000000203,stop,0.23681912057718377,2217,0.35,1.25
1772466300,1772467751,1772470169,BUY,-3.239926753392482,545.8850446428571,69472.6015625,69663.661328125,69660.796875,69742.67963169643,0.1200000000000049,0.0984000000000049,0.07680000000000489,be,0.7633532537470892,1451,0.35,1.25
1772477100,1772484322,1772503335,BUY,-1.2478242520321703,591.7566964285714,69096.203125,69303.31796875,69284.296875,68544.60100446429,-0.9999999999999943,-1.0215999999999943,-1.0431999999999944,stop,0.34507953392403823,7222,0.35,1.25
1772510400,1772512182,1772514450,SELL,1.0174216330074521,288.07254464285717,68349.3984375,68248.573046875,68264.0,68220.78911830357,0.12000000000000924,0.09840000000000923,0.07680000000000924,be,0.880691790029948,1782,0.35,1.25
1772521200,1772521341,1772525494,SELL,2.5605891217841847,235.37834821428572,68070.0,67987.617578125,67986.703125,68280.92606026786,-0.9999999999999929,-1.021599999999993,-1.0431999999999928,stop,0.2973935390874305,141,0.35,1.25
1772532000,1772532101,1772534954,SELL,2.5519917373480894,332.87723214285717,66614.3984375,66497.89140625,66491.0,66907.09654017857,-0.999999999999985,-1.021599999999985,-1.043199999999985,stop,0.27306895372462764,101,0.35,1.25
1772542800,1772542906,1772546685,SELL,1.0959394341593145,339.6919642857143,67360.1015625,67241.209375,67228.1015625,67177.14776785714,0.12000000000000882,0.09840000000000881,0.07680000000000882,be,1.8037021461145208,106,0.35,1.25
1772554200,1772554239,1772555700,SELL,1.5286336566195426,493.37109375,68529.796875,68357.1169921875,68357.1015625,68344.0,0.02124415097028574,-0.00035584902971426066,-0.021955849029714262,signal,0.3591680324299502,39,0.35,1.25
1772565000,1772565214,1772586814,BUY,-2.011602245720973,634.9497767857143,68343.203125,68565.435546875,68552.0,68168.0,-0.48381779351924276,-0.5054177935192428,-0.5270177935192427,time,0.45955898508564547,214,0.35,1.25
1772586900,1772587731,1772589701,BUY,-1.8309115883628087,302.89285714285717,68090.796875,68196.809375,68195.203125,68240.63705357142,0.11999999999998572,0.09839999999998572,0.07679999999998571,be,2.254587460205164,831,0.35,1.25
1772601600,1772601718,1772602968,SELL,1.1063446701686526,323.77176339285717,67911.5,67798.1798828125,67790.1015625,68194.81626674107,-0.9999999999999846,-1.0215999999999845,-1.0431999999999846,stop,0.44724310107394183,118,0.35,1.25
1772612400,1772613095,1772613995,BUY,-3.8308095300694927,360.94308035714283,69233.203125,69359.533203125,69362.296875,70315.73158482143,2.1132078972186714,2.0916078972186716,2.0700078972186713,trail,3.1415098715233225,695,0.35,1.25
1772623200,1772633224,1772633864,BUY,-1.7308048828041251,530.9776785714286,71420.0,71605.8421875,71617.3984375,71697.04508928572,0.12000000000000689,0.0984000000000069,0.07680000000000689,be,0.6868520838412968,10024,0.35,1.25
1772641500,1772641565,1772644929,BUY,-1.4187488659933856,580.8359375,72590.8984375,72794.191015625,72794.0,72881.125390625,0.12000000000000802,0.09840000000000801,0.07680000000000801,be,1.5596459843705865,65,0.35,1.25
1772652300,1772653173,1772657466,BUY,-1.0411474392036968,505.0279017857143,73628.8984375,73805.658203125,73827.3984375,73196.11356026786,-1.0000000000000033,-1.0216000000000034,-1.0432000000000032,stop,0.008523662721958874,873,0.35,1.25
1772684100,1772685315,1772685886,SELL,1.1485907302498073,318.59263392857144,72632.6015625,72521.094140625,72515.6015625,72913.84235491071,-0.9999999999999895,-1.0215999999999894,-1.0431999999999895,stop,0.04019141102575151,1215,0.35,1.25
1772694900,1772695726,1772701425,SELL,1.4329984349051508,314.17745535714283,72614.8984375,72504.936328125,72504.1015625,72456.97494419642,0.12000000000001376,0.09840000000001375,0.07680000000001376,be,2.478868786478297,826,0.35,1.25
1772705700,1772716215,1772717400,SELL,2.199891444317846,320.97154017857144,72688.1015625,72575.7615234375,72560.1015625,72511.95583147321,0.12000000000000309,0.0984000000000031,0.07680000000000309,be,0.8103570875950352,10515,0.35,1.25
1772718600,1772719059,1772722281,SELL,1.0611493994670849,354.22823660714283,72578.1015625,72454.1216796875,72450.0,72396.86576450893,0.12000000000000564,0.09840000000000565,0.07680000000000564,be,1.4761624948604,459,0.35,1.25
1772729400,1772730573,1772732453,SELL,2.644372628419661,578.1428571428571,71271.3984375,71069.0484375,71068.6015625,70981.88013392857,0.12000000000000059,0.0984000000000006,0.07680000000000059,be,0.6546824808500123,1173,0.35,1.25
1772740200,1772740500,1772743096,SELL,1.4465275081355602,360.76450892857144,71029.0,70902.732421875,70888.1015625,71339.05719866071,-0.9999999999999907,-1.0215999999999907,-1.0431999999999906,stop,0.2076103265325063,300,0.35,1.25
1772751000,1772753438,1772760622,SELL,1.1363646058012102,275.734375,71198.703125,71102.19609375,71102.1015625,70477.46875,1.8122740409134697,1.7906740409134696,1.7690740409134698,trail,2.765342551141837,2438,0.35,1.25
1772761800,1772763625,1772763958,SELL,2.2973804364034867,263.0078125,71124.703125,71032.650390625,71037.203125,71365.962890625,-1.0,-1.0216,-1.0432,stop,0.1452547155799792,1825,0.35,1.25
