signal_ts,confirm_ts,exit_ts,side,z,atr,signal_px,confirm_level,entry,exit,gross_R,half_cost_R,full_cost_R,kind,mfe_atr,confirm_lag_s,confirm_atr,stop_atr
1772335800,1772336734,1772345430,BUY,-1.7439112552929261,498.8431919642857,67534.6015625,67659.31236049107,67671.203125,66922.93833705357,-1.0000000000000084,-1.0180000000000085,-1.0360000000000085,stop,0.0,934,0.25,1.5
1772346600,1772350502,1772353221,BUY,-1.4788457944882332,259.34375,67014.1015625,67078.9375,67075.1015625,67114.003125,0.10000000000000749,0.08200000000000748,0.0640000000000075,be,0.7129473430533799,3902,0.25,1.5
1772363100,1772365486,1772370309,SELL,1.058344056487635,287.8783482142857,66443.5,66371.53041294643,66349.703125,66306.52137276786,0.0999999999999846,0.0819999999999846,0.0639999999999846,be,0.6266752991986477,2386,0.25,1.5
1772373900,1772374892,1772375053,SELL,3.7582814256364014,253.43526785714286,66950.203125,66886.84430803571,66899.6015625,66861.58627232142,0.10000000000001422,0.08200000000001421,0.06400000000001421,be,0.6767013977575987,992,0.25,1.5
1772398200,1772404720,1772406168,SELL,1.1722363735267751,316.20675223214283,65183.5,65104.44831194197,65103.8984375,65578.20856584821,-0.9999999999999913,-1.0179999999999914,-1.0359999999999914,stop,0.26912030071870713,6520,0.25,1.5
1772409000,1772409098,1772412276,SELL,1.6327806343015554,442.54408482142856,65797.1015625,65686.46554129464,65681.796875,66345.61300223214,-1.000000000000003,-1.0180000000000031,-1.0360000000000031,stop,0.11750241791387309,98,0.25,1.5
1772422200,1772422370,1772432388,BUY,-1.0574658815230409,418.19308035714283,66745.203125,66849.75139508929,66850.0,66222.71037946429,-0.9999999999999934,-1.0179999999999934,-1.0359999999999934,stop,0.38881935196329875,170,0.25,1.5
1772433000,1772442115,1772442300,BUY,-1.2392772033052875,319.4213169642857,66244.1015625,66323.95689174107,66320.796875,66190.703125,-0.27151965777025394,-0.28951965777025396,-0.3075196577702539,signal,0.13650173042419414,9115,0.25,1.5
1772443800,1772444419,1772445741,SELL,1.6754766874080154,331.80078125,66373.3984375,66290.4482421875,66307.796875,66258.0267578125,0.0999999999999883,0.0819999999999883,0.06399999999998832,be,0.6925748460696248,619,0.25,1.5
1772455500,1772455837,1772458264,BUY,-1.0825727459261771,245.34151785714286,65955.8984375,66017.23381696429,66019.8984375,65651.88616071429,-0.9999999999999887,-1.0179999999999887,-1.0359999999999887,stop,0.33750784711544585,337,0.25,1.5
1772466300,1772467744,1772470228,BUY,-3.239926753392482,545.8850446428571,69472.6015625,69609.07282366071,69586.6015625,69668.48431919643,0.10000000000000407,0.08200000000000407,0.06400000000000408,be,0.8992707206719103,1444,0.25,1.5
1772477100,1772484321,1772503368,BUY,-1.2478242520321703,591.7566964285714,69096.203125,69244.14229910714,69252.5,68364.86495535714,-0.9999999999999977,-1.0179999999999976,-1.0359999999999976,stop,0.39881255493065065,7221,0.25,1.5
1772510400,1772511393,1772514450,SELL,1.0174216330074521,288.07254464285717,68349.3984375,68277.38030133929,68275.796875,68232.58599330357,0.10000000000000768,0.08200000000000768,0.06400000000000769,be,0.9216428463502419,993,0.25,1.5
1772521200,1772521322,1772527660,SELL,2.5605891217841847,235.37834821428572,68070.0,68011.15541294643,68010.5,67276.18917410714,2.0798028124046684,2.0618028124046686,2.0438028124046683,trail,3.6197042186070107,122,0.25,1.5
1772532000,1772532027,1772536334,SELL,2.5519917373480894,332.87723214285717,66614.3984375,66531.17912946429,66544.3984375,67043.71428571429,-1.0000000000000082,-1.0180000000000082,-1.0360000000000082,stop,0.4334837623802211,27,0.25,1.5
1772542800,1772542887,1772543471,SELL,1.0959394341593145,339.6919642857143,67360.1015625,67275.17857142857,67274.203125,67223.24933035714,0.10000000000000735,0.08200000000000734,0.06400000000000736,be,0.6067307565940782,87,0.25,1.5
1772554200,1772554224,1772555700,SELL,1.5286336566195426,493.37109375,68529.796875,68406.4541015625,68382.0,68344.0,0.05134742114861352,0.033347421148613526,0.015347421148613524,signal,0.4096339754400133,24,0.25,1.5
1772565000,1772565213,1772566058,BUY,-2.011602245720973,634.9497767857143,68343.203125,68501.94056919643,68518.3984375,68613.64090401786,0.0999999999999978,0.0819999999999978,0.06399999999999781,be,0.5124790170763647,213,0.25,1.5
1772577300,1772577461,1772580400,BUY,-1.0063117133039072,339.61997767857144,68251.0,68335.90499441964,68346.796875,68397.7398716518,0.10000000000001387,0.08200000000001387,0.06400000000001388,be,1.3954015698349815,161,0.25,1.5
1772588100,1772588162,1772588718,BUY,-2.1591838577446776,321.93582589285717,68471.5,68551.98395647321,68560.8984375,68609.18881138392,0.09999999999998879,0.08199999999998879,0.06399999999998879,be,0.9852992413014877,62,0.25,1.5
1772601600,1772601703,1772602156,SELL,1.1063446701686526,323.77176339285717,67911.5,67830.55705915179,67826.3984375,67777.83267299108,0.09999999999998886,0.08199999999998886,0.06399999999998887,be,0.559349464580256,103,0.25,1.5
1772612400,1772613054,1772613995,BUY,-3.8308095300694927,360.94308035714283,69233.203125,69323.43889508929,69327.6015625,70315.73158482143,1.8250892843338964,1.8070892843338964,1.7890892843338964,trail,3.2376339265008274,654,0.25,1.5
1772623200,1772629604,1772633898,BUY,-1.7308048828041251,530.9776785714286,71420.0,71552.74441964286,71518.796875,71598.44352678572,0.10000000000000574,0.08200000000000573,0.06400000000000575,be,0.8725502148159981,6404,0.25,1.5
1772641500,1772641515,1772658094,BUY,-1.4187488659933856,580.8359375,72590.8984375,72736.107421875,72761.0,72848.125390625,0.10000000000000668,0.08200000000000668,0.06400000000000669,be,2.152931523800557,15,0.25,1.5
1772658300,1772659293,1772662493,BUY,-1.9453018873935262,387.44363839285717,73064.796875,73161.65778459821,73169.1015625,73227.21810825892,0.0999999999999907,0.08199999999999069,0.0639999999999907,be,0.8297981129167692,993,0.25,1.5
1772669100,1772669724,1772670379,BUY,-1.2727306744769302,313.92745535714283,72654.796875,72733.27873883929,72733.5,72780.58911830357,0.09999999999999913,0.08199999999999913,0.06399999999999914,be,0.6530171111245419,624,0.25,1.5
1772684100,1772684307,1772685927,SELL,1.1485907302498073,318.59263392857144,72632.6015625,72552.95340401786,72551.703125,73029.59207589286,-0.9999999999999956,-1.0179999999999956,-1.0359999999999956,stop,0.15350715864625042,207,0.25,1.5
1772694900,1772695693,1772697372,SELL,1.4329984349051508,314.17745535714283,72614.8984375,72536.35407366071,72536.0,71897.19029017857,1.3555178215981254,1.3375178215981254,1.3195178215981254,trail,2.533276732397168,793,0.25,1.5
1772705700,1772716210,1772718380,SELL,2.199891444317846,320.97154017857144,72688.1015625,72607.85867745536,72608.703125,72560.55739397321,0.10000000000000259,0.08200000000000258,0.06400000000000258,be,1.4085409636271016,10510,0.25,1.5
1772718600,1772719059,1772722281,SELL,1.0611493994670849,354.22823660714283,72578.1015625,72489.54450334821,72450.0,72396.86576450893,0.10000000000000471,0.08200000000000471,0.06400000000000472,be,1.4761624948604,459,0.25,1.5
1772729400,1772730565,1772734536,SELL,2.644372628419661,578.1428571428571,71271.3984375,71126.86272321429,71122.0,71035.27857142857,0.10000000000000049,0.08200000000000049,0.0640000000000005,be,0.8791890597973808,1165,0.25,1.5
1772740200,1772740355,1772745456,SELL,1.4465275081355602,360.76450892857144,71029.0,70938.80887276786,70935.296875,71476.44363839286,-0.9999999999999962,-1.0179999999999962,-1.0359999999999963,stop,0.33843060217482096,155,0.25,1.5
1772751000,1772752591,1772760622,SELL,1.1363646058012102,275.734375,71198.703125,71129.76953125,71126.203125,70477.46875,1.568500783891502,1.550500783891502,1.532500783891502,trail,2.852751175837253,1591,0.25,1.5
1772761800,1772763617,1772772113,SELL,2.2973804364034867,263.0078125,71124.703125,71058.951171875,71056.3984375,70378.80078125,1.7175602752611516,1.6995602752611516,1.6815602752611516,trail,3.076340412891727,1817,0.25,1.5
1772772600,1772773681,1772775120,SELL,1.5197504113866143,314.7935267857143,70514.296875,70435.59849330357,70442.296875,70395.07784598214,0.09999999999999559,0.08199999999999559,0.06399999999999559,be,0.5203311410895038,1081,0.25,1.5
1772783400,1772783910,1772785927,SELL,1.8887138986323242,302.1361607142857,71083.6015625,71008.06752232143,71016.0,70970.67957589286,0.09999999999998532,0.08199999999998532,0.06399999999998532,be,0.7430424728680453,510,0.25,1.5
1772794200,1772794272,1772797456,SELL,1.3184868256791356,225.07142857142858,70502.296875,70446.02901785714,70442.1015625,70408.34084821428,0.10000000000000492,0.08200000000000492,0.06400000000000491,be,0.510948905109489,72,0.25,1.5
1772805000,1772805048,1772805670,SELL,2.5444503792668915,290.7427455357143,69936.0,69863.31431361607,69851.0,68986.47293526786,1.9823413837071946,1.9643413837071946,1.9463413837071946,trail,3.4735120755607847,48,0.25,1.5
1772815800,1772816073,1772820834,SELL,1.734705766237102,516.9642857142857,68551.3984375,68422.15736607143,68427.6015625,68350.05691964286,0.1000000000000027,0.0820000000000027,0.0640000000000027,be,1.3836636442141625,273,0.25,1.5
1772826600,1772826748,1772829634,SELL,1.1564388592487624,318.54129464285717,68063.0,67983.36467633929,67978.5,67930.71880580357,0.10000000000000694,0.08200000000000694,0.06400000000000694,be,0.7336666514839898,148,0.25,1.5
1772837400,1772837499,1772838281,SELL,1.6977222523735436,221.38616071428572,68389.8984375,68334.55189732143,68335.296875,68302.08895089285,0.10000000000001504,0.08200000000001503,0.06400000000001504,be,0.5601072786118308,99,0.25,1.5
1772848200,1772848795,1772851838,SELL,1.611962310553105,140.62779017857142,68259.8984375,68224.74148995536,68222.203125,68201.10895647321,0.10000000000001973,0.08200000000001972,0.06400000000001974,be,1.4464157457193312,595,0.25,1.5
1772859000,1772859287,1772860534,SELL,1.4706284300457404,164.12779017857142,68072.796875,68031.76492745536,68025.8984375,68001.27926897322,0.09999999999999326,0.08199999999999326,0.06399999999999326,be,0.5879564935042858,287,0.25,1.5
1772869800,1772869909,1772873714,BUY,-1.4324796862258007,170.21484375,67753.0,67795.5537109375,67799.8984375,67825.4306640625,0.1,0.082,0.064,be,1.23552495697074,109,0.25,1.5
1772882400,1772882680,1772892848,SELL,1.270591140860451,162.02790178571428,68145.6015625,68105.09458705357,68100.703125,67649.51395089286,1.8564258342115803,1.8384258342115802,1.8204258342115802,trail,3.2846387513173574,280,0.25,1.5
